"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA123596","Meliosma chartacea Lombardi","Sabiaceae","Meliosma","chartacea","Lombardi","Ivanauskas, N.M.","2013-04-29T00:00:00.000+0000",NA,"984","Colletta, G.D. ; Souza, V.C.",2013,4,29,"Brazil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores. Floresta Ombrófila Densa com perturbação antrópica.(presença de exóticas como nêspera, Citrus, araucária).",-47.31605,-24.02022,NA,"BRA:ESALQ:ESA:0ESA123596",NA,"Meliosma chartacea Lombardi"
"2",NA,"IF","SPSF","47220","Meliosma chartacea Lombardi","Sabiaceae","Meliosma","chartacea","Lombardi","F.A.R.D.P.Arzolla","2013-11-26T00:00:00.000+0000",NA,"1570","F.A.R.D.P.Arzolla & F.E.S.P.Vilela & C. de Moura & D.Souza",2012,4,4,"Brazil","Sp","Capão Bonito","Parque Estadual Nascentes do Paranapanema",-48.1425,-24.171389,"COLETA: Árvore com 10m de altura, frutos verdes.&nf;1 duplicata.; GEOGRAFIA: Acesso pelo rancho do Matias Queiroz. Floresta Ombrófila Densa Montana.&nf;Floresta madura.;","BRA:IF:SPSF:0000047220",NA,"Meliosma chartacea Lombardi"
"3",NA,"IAC","IAC","54570","Meliosma chartacea Lombardi","Sabiaceae","Meliosma","chartacea","Lombardi","E. Ramos","2009-10-09T00:00:00.000+0000",NA,"6729","H. Lorenzi",2009,9,9,"Brazil","Minas Gerais","Santana do Paraíso","Caminho para Achado",-42.5686,-19.3636,NA,"BRA:IAC:IAC:0000054570",NA,"Meliosma chartacea Lombardi"
"4",NA,"Instituto Plantarum de Estudos da Flora Ltda (HPL)","HPL","11831","Meliosma chartacea Lombardi","Sabiaceae","Meliosma","chartacea","Lombardi","E. Ramos",NA,NA,"6729","H. Lorenzi",2009,9,9,"Brazil","Mg","Santana do Paraiso","Em mata de altitude indo para Achado. DUPLICATA IAC.",NA,NA,NA,"BRA:JBP:HPL:0000011831",NA,"Meliosma chartacea Lombardi"
"5",NA,"IF","SPSF","34816","Meliosma chartacea Lombardi","Sabiaceae","Meliosma","chartacea","Lombardi","F. A. R. D. P. Arzolla","2013-11-26T00:00:00.000+0000",NA,"499","F. M. Souza & M.T.Z.Toniato & D.Souza",2005,2,23,"Brazil","Sp","Salesópolis","Parque Estadual da Serra do Mar",-44.577778,-22.516667,"COLETA: Árvore ca. 17 m de altura; frutos imaturos verdes.; GEOGRAFIA: Estrada Intermediária da PETROBRAS.&nf;Trilha da Torre (SABESP). &nf;Floresta Ombrófila Densa Montana.;","BRA:IF:SPSF:0000034816",NA,"Meliosma chartacea Lombardi"
"6",NA,"IF","SPSF","34609","Meliosma chartacea Lombardi","Sabiaceae","Meliosma","chartacea","Lombardi","J.A.Lombardi","2009-03-19T00:00:00.000+0000",NA,"378","R.Cielo-Filho & N.M.Ivanauskas & D.de Souza",2005,3,13,"Brazil","Sp","Iguape","Parque Estadual da Serra do Mar, Núcleo Pedro de Toledo",NA,NA,"COLETA: XLS: SPSFNovo; Árvore de 14m. Frutos de coloração creme.; GEOGRAFIA: Trilha do Rio do Ouro&nf;UTM: X=292151 Y=7323419;","BRA:IF:SPSF:0000034609",NA,"Meliosma chartacea Lombardi"
"7",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","94081","Meliosma chartacea Lombardi","Sabiaceae","Meliosma","chartacea","Lombardi",NA,"2011-11-01T00:00:00.000+0000",NA,"4114","Stehmann, JR",2005,9,4,"Brazil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia",-40.539444,-19.982222,"Material Preservado em Álcool antes da secagem","BRA:UFMG:BHCB:0000094081",NA,"Meliosma chartacea Lombardi"
"8",NA,"MBML","MBML-HERBARIO","20401","Meliosma chartacea Lombardi","Sabiaceae","Meliosma","chartacea","Lombardi","J.A. Lombardi/IV-2013",NA,NA,"2187","R.R. Vervloet; et al",2003,4,10,"Brazil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia",-40.553056,-19.9075,"Árvore de 14m, frutos de cor verde claro, meia encosta, dossel 19m.","BRA:MBML:MBML-HERBARIO:0000020401",NA,"Meliosma chartacea Lombardi"
"9","2014-02-13T05:36:00.000+0000","MO","MO","100270778","Meliosma chartacea Lombardi","Sabiaceae","Meliosma","chartacea","Lombardi",NA,NA,"ISOTYPE","Lombardi 5537","Julio A. Lombardi|J.R. Stehmann|R.C. da Mota|Livia G. Temponi",2003,8,25,"Brazil","Minas Gerais",NA,NA,-40.0435,-16.403361,NA,"urn:catalog:MO:Tropicos:100270778","http://www.tropicos.org/Specimen/100270778","Meliosma chartacea Lombardi"
"10",NA,"MBML","MBML-HERBARIO","14863","Meliosma chartacea Lombardi","Sabiaceae","Meliosma","chartacea","Lombardi","Lombardi/2009",NA,"PARATYPE","4383","L. Kollmann; et al",2001,8,21,"Brazil","Espírito Santo","Santa Teresa","Estação Biológica de São Lourenço",-40.455278,-19.247222,"Arbusto 4m na sombra. Frutos verdes.","BRA:MBML:MBML-HERBARIO:0000014863",NA,"Meliosma chartacea Lombardi"
"11",NA,"MBML","MBML-HERBARIO","15813","Meliosma chartacea Lombardi","Sabiaceae","Meliosma","chartacea","Lombardi","Lombardi/2009",NA,"PARATYPE","5183","L. Kollmann; et al",2001,12,11,"Brazil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia",-40.553056,-19.9075,"Arvoreto 9m. DAP 18cm. Fuste 5m. Botões brancos.","BRA:MBML:MBML-HERBARIO:0000015813",NA,"Meliosma chartacea Lombardi"
"12","2017-10-06T19:44:43.000+0000","JBRJ","RB","RB00591552","Meliosma chartacea Lombardi","Sabiaceae","Meliosma","chartacea","Lombardi","Lombardi","2009-01-01T00:00:00.000+0000","PARATYPE","5183","L. Kollmann; W. Pizziolo & E. Bausen",2001,12,11,"Brazil","Espírito Santo","Santa Teresa","Nova Lombardia, Reserva Bioológica Augusto Ruschi, estrada para Goiapabo-Açu.",NA,NA,"Arvoreta 9m de alt. DAP: 18 cm. Fuste 5m. Botões brancos.","urn:catalog:JBRJ:RB:591552",NA,"Meliosma chartacea Lombardi"
"13",NA,"MBML","MBML-HERBARIO","11122","Meliosma chartacea Lombardi","Sabiaceae","Meliosma","chartacea","Lombardi","Lombardi/2009",NA,"PARATYPE","2322","L. Kollmann; E. Bausen & W. Pizziolo",1999,3,30,"Brazil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia",-40.530278,-19.971389,"Arvoreto 6m. Dap 8m. Frutos verdes.","BRA:MBML:MBML-HERBARIO:0000011122",NA,"Meliosma chartacea Lombardi"
"14","2017-10-18T12:55:01.000+0000","JBRJ","RB","RB00591495","Meliosma chartacea Lombardi","Sabiaceae","Meliosma","chartacea","Lombardi","Lombardi","2009-01-01T00:00:00.000+0000","PARATYPE","2322","L. Kollmann; E. Bausen & W. Pizziolo",1999,3,30,"Brazil","Espírito Santo","Santa Teresa","Valsugana Velha, Estação Biológica de Santa Lúcia, trilha do Sagui.",NA,NA,"Arvoreta 6m. DAP+ 8m. Frutos verdes.","urn:catalog:JBRJ:RB:591495",NA,"Meliosma chartacea Lombardi"
"15",NA,"MBML","MBML-HERBARIO","10469","Meliosma chartacea Lombardi","Sabiaceae","Meliosma","chartacea","Lombardi","Lombardi/2009",NA,"PARATYPE","749","W. P. Lopes; E. Bausen & W. Pizziolo",1999,5,26,"Brazil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia",-40.530278,-19.971389,"Arvore 5m. Dap 9+6+4,5cm. Fuste indefinido. Frutos imaturos verdes. Ambiente úmido.","BRA:MBML:MBML-HERBARIO:0000010469",NA,"Meliosma chartacea Lombardi"
"16","2017-10-17T13:17:58.000+0000","JBRJ","RB","RB00591551","Meliosma chartacea Lombardi","Sabiaceae","Meliosma","chartacea","Lombardi","Lombardi","2009-01-01T00:00:00.000+0000","PARATYPE","1167","L. Kollmann; E. Bausen & W. Pizziolo",1998,12,2,"Brazil","Espírito Santo","Santa Teresa","São Lourenço, Mata Fria, terreno de Clério Loss. Valão a direita do asfalto.",NA,NA,"Árvore 18m de alt. DAP: 22 cm, Fuste 10m. Frutos verdes, botões brancos.","urn:catalog:JBRJ:RB:591551",NA,"Meliosma chartacea Lombardi"
"17",NA,"MBML","MBML-HERBARIO","9497","Meliosma chartacea Lombardi","Sabiaceae","Meliosma","chartacea","Lombardi","Lombardi/2009",NA,"PARATYPE","1167","L. Kollmann; E. Bausen & W. Pizziolo",1998,12,2,"Brazil","Espírito Santo","Santa Teresa","São Lourenço, Mata Fria",-40.683611,-19.931111,"Mata de encosta. Árvore 18m. DAP 22cm. Fuste 10m. Frutos verdes, botões brancos.","BRA:MBML:MBML-HERBARIO:0000009497",NA,"Meliosma chartacea Lombardi"
"18",NA,"IF","SPSF","19311","Meliosma chartacea Lombardi","Sabiaceae","Meliosma","chartacea","Lombardi","E.Ramos","2011-11-01T00:00:00.000+0000",NA,"591","O.T. Aguiar & J.A.Pastore",1995,8,11,"Brazil","Sp","Ibiúna","Parque Estadual de Jurupará, Fazenda Tucano",NA,NA,"COLETA: XLS: SPSFAntigo&nf;Árvore 20 m de altura, inflorescência jovem e frutos imaturos verdes.; GEOGRAFIA: margem da estrada&nf;;","BRA:IF:SPSF:0000019311",NA,"Meliosma chartacea Lombardi"
"19",NA,"Instituto de Botânica, IBT","SP","289393","Meliosma chartacea Lombardi","Sabiaceae","Meliosma","chartacea","Lombardi","Ramos, E","2011-11-01T00:00:00.000+0000","PARATYPE","591","Aguiar, OT; Pastore, JA",1995,8,11,"Brazil","São Paulo","Ibiúna","Parque Estadual de Jurupará, Caminho da Fazenda Tucano, na mergem da estrada",0,0,NA,"BRA:IBt:SP:0000289393",NA,"Meliosma chartacea Lombardi"
"20",NA,"USP","SPF","107366","Meliosma chartacea Lombardi","Sabiaceae","Meliosma","chartacea","Lombardi","Ramos, E","2011-11-01T00:00:00.000+0000",NA,"805","Baitello, JB",1995,9,6,"Brazil","São Paulo","Miracatu","Parque Estadual do Jurupará",0,0,NA,"BRA:USP:SPF:0000107366",NA,"Meliosma chartacea Lombardi"
"21",NA,"Instituto de Botânica, IBT","SP","289392","Meliosma chartacea Lombardi","Sabiaceae","Meliosma","chartacea","Lombardi","Mamede, MCH","2017-12-01T00:00:00.000+0000","PARATYPE","805","Baitello, JB; Aguiar, OT",1995,9,6,"Brazil","São Paulo","Miracatu","Parque Estadual de Jurupará, Estrada do Mono, caminho para o Parque",0,0,NA,"BRA:IBt:SP:0000289392",NA,"Meliosma chartacea Lombardi"
"22",NA,"IF","SPSF","19482","Meliosma chartacea Lombardi","Sabiaceae","Meliosma","chartacea","Lombardi","E.Ramos","2011-11-01T00:00:00.000+0000",NA,"805","J.B.Baitello & O.T. Aguiar",1995,9,6,"Brazil","Sp","Miracatu","Parque Estadual do Jurupará, estrada do Mono",NA,NA,"COLETA: XLS: SPSFAntigo&nf;Árvore com aprox. 10-12 m com frutos elípticos verdes.; GEOGRAFIA: caminho p/ o Parque.;","BRA:IF:SPSF:0000019482",NA,"Meliosma chartacea Lombardi"
"23",NA,"UNICAMP","UEC","74649","Meliosma chartacea Lombardi","Sabiaceae","Meliosma","chartacea","Lombardi","Ramos, E.","2010-01-01T00:00:00.000+0000",NA,"805","Baitello, J.B.; Aguiar, O.T.",1995,9,6,"Brazil","São Paulo","Miracatu","P.E. de Jurupará, Estrada do Mono, caminho para o parque.",0,0,"Árvore de aproximadamente 10-12m, com frutos elípticos verdes.","BRA:UNICAMP:UEC:0000074649",NA,"Meliosma chartacea Lombardi"
"24",NA,"MBML","MBML-HERBARIO","7142","Meliosma chartacea Lombardi","Sabiaceae","Meliosma","chartacea","Lombardi","Lombardi/2009",NA,"PARATYPE","1664","L. D. Thomaz",1994,4,19,"Brazil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia",-40.530278,-19.971389,"Não amostrada, ao lado da parcela 96; altura 9m, frutos verde-claro.","BRA:MBML:MBML-HERBARIO:0000007142",NA,"Meliosma chartacea Lombardi"
"25",NA,"USP","SPF","96062","Meliosma chartacea Lombardi","Sabiaceae","Meliosma","chartacea","Lombardi","Ramos, E","2011-11-01T00:00:00.000+0000",NA,"410","Godoi, JV",1994,5,4,"Brazil","São Paulo","Itariri","Parque Estadual da Serra do Mar",0,0,NA,"BRA:USP:SPF:0000096062",NA,"Meliosma chartacea Lombardi"
"26",NA,"IAC","IAC","40293","Meliosma chartacea Lombardi","Sabiaceae","Meliosma","chartacea","Lombardi","E. Ramos",NA,NA,"410","J.V. Godoi; S. Romaniuc Neto; C.F.S. Muniz; M.M.R.F. Melo",1994,5,4,"Brazil","São Paulo","Itariri","Parque Serra do Mar",-47.1744,-24.2892,NA,"BRA:IAC:IAC:0000040293",NA,"Meliosma chartacea Lombardi"
"27",NA,"Instituto de Botânica, IBT","SP","289391","Meliosma chartacea Lombardi","Sabiaceae","Meliosma","chartacea","Lombardi","Ramos, E","2010-01-01T00:00:00.000+0000",NA,"410","Godoi, JV; et al.",1994,5,4,"Brazil","São Paulo","Itariri","Parque Estadual da Serra do Mar",0,0,NA,"BRA:IBt:SP:0000289391",NA,"Meliosma chartacea Lombardi"
