"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","fieldNumber","comments"
"1",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA123596","Meliosma chartacea Lombardi","Sabiaceae","Meliosma","chartacea","Lombardi","Ivanauskas, N.M.","2013-04-29T00:00:00.000+0000",NA,"984","Colletta, G.D. ; Souza, V.C.",2013,4,29,"Brazil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores. Floresta Ombrófila Densa com perturbação antrópica.(presença de exóticas como nêspera, Citrus, araucária).",-47.31605,-24.02022,NA,"BRA:ESALQ:ESA:0ESA123596",NA,"Meliosma chartacea Lombardi",NA,NA,NA,NA
"2",NA,"IF","SPSF","47220","Meliosma chartacea Lombardi","Sabiaceae","Meliosma","chartacea","Lombardi","F.A.R.D.P.Arzolla","2013-11-26T00:00:00.000+0000",NA,"1570","F.A.R.D.P.Arzolla & F.E.S.P.Vilela & C. de Moura & D.Souza",2012,4,4,"Brazil","Sp","Capão Bonito","Parque Estadual Nascentes do Paranapanema",-48.1425,-24.171389,"COLETA: Árvore com 10m de altura, frutos verdes.&nf;1 duplicata.; GEOGRAFIA: Acesso pelo rancho do Matias Queiroz. Floresta Ombrófila Densa Montana.&nf;Floresta madura.;","BRA:IF:SPSF:0000047220",NA,"Meliosma chartacea Lombardi",NA,NA,NA,NA
"3",NA,"IAC","IAC","54570","Meliosma chartacea Lombardi","Sabiaceae","Meliosma","chartacea","Lombardi","E. Ramos","2009-10-09T00:00:00.000+0000",NA,"6729","H. Lorenzi",2009,9,9,"Brazil","Minas Gerais","Santana do Paraíso","Caminho para Achado",-42.5686,-19.3636,NA,"BRA:IAC:IAC:0000054570",NA,"Meliosma chartacea Lombardi",NA,NA,NA,NA
"5",NA,"IF","SPSF","34816","Meliosma chartacea Lombardi","Sabiaceae","Meliosma","chartacea","Lombardi","F. A. R. D. P. Arzolla","2013-11-26T00:00:00.000+0000",NA,"499","F. M. Souza & M.T.Z.Toniato & D.Souza",2005,2,23,"Brazil","Sp","Salesópolis","Parque Estadual da Serra do Mar",-44.577778,-22.516667,"COLETA: Árvore ca. 17 m de altura; frutos imaturos verdes.; GEOGRAFIA: Estrada Intermediária da PETROBRAS.&nf;Trilha da Torre (SABESP). &nf;Floresta Ombrófila Densa Montana.;","BRA:IF:SPSF:0000034816",NA,"Meliosma chartacea Lombardi",NA,NA,NA,NA
"6",NA,"IF","SPSF","34609","Meliosma chartacea Lombardi","Sabiaceae","Meliosma","chartacea","Lombardi","J.A.Lombardi","2009-03-19T00:00:00.000+0000",NA,"378","R.Cielo-Filho & N.M.Ivanauskas & D.de Souza",2005,3,13,"Brazil","Sp","Iguape","Parque Estadual da Serra do Mar, Núcleo Pedro de Toledo",NA,NA,"COLETA: XLS: SPSFNovo; Árvore de 14m. Frutos de coloração creme.; GEOGRAFIA: Trilha do Rio do Ouro&nf;UTM: X=292151 Y=7323419;","BRA:IF:SPSF:0000034609",NA,"Meliosma chartacea Lombardi",NA,NA,NA,NA
"7",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","94081","Meliosma chartacea Lombardi","Sabiaceae","Meliosma","chartacea","Lombardi",NA,"2011-11-01T00:00:00.000+0000",NA,"4114","Stehmann, JR",2005,9,4,"Brazil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia",-40.539444,-19.982222,"Material Preservado em Álcool antes da secagem","BRA:UFMG:BHCB:0000094081",NA,"Meliosma chartacea Lombardi",NA,NA,NA,NA
"8",NA,"MBML","MBML-HERBARIO","20401","Meliosma chartacea Lombardi","Sabiaceae","Meliosma","chartacea","Lombardi","J.A. Lombardi/IV-2013",NA,NA,"2187","R.R. Vervloet; et al",2003,4,10,"Brazil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia",-40.553056,-19.9075,"Árvore de 14m, frutos de cor verde claro, meia encosta, dossel 19m.","BRA:MBML:MBML-HERBARIO:0000020401",NA,"Meliosma chartacea Lombardi",NA,NA,NA,NA
"9","2014-02-13T05:36:00.000+0000","MO","MO","100270778","Meliosma chartacea Lombardi","Sabiaceae","Meliosma","chartacea","Lombardi",NA,NA,"ISOTYPE","Lombardi 5537","Julio A. Lombardi|J.R. Stehmann|R.C. da Mota|Livia G. Temponi",2003,8,25,"Brazil","Minas Gerais",NA,NA,-40.0435,-16.403361,NA,"urn:catalog:MO:Tropicos:100270778","http://www.tropicos.org/Specimen/100270778","Meliosma chartacea Lombardi",NA,NA,NA,NA
"10",NA,"MBML","MBML-HERBARIO","14863","Meliosma chartacea Lombardi","Sabiaceae","Meliosma","chartacea","Lombardi","Lombardi/2009",NA,"PARATYPE","4383","L. Kollmann; et al",2001,8,21,"Brazil","Espírito Santo","Santa Teresa","Estação Biológica de São Lourenço",-40.455278,-19.247222,"Arbusto 4m na sombra. Frutos verdes.","BRA:MBML:MBML-HERBARIO:0000014863",NA,"Meliosma chartacea Lombardi",NA,NA,NA,NA
"11",NA,"MBML","MBML-HERBARIO","15813","Meliosma chartacea Lombardi","Sabiaceae","Meliosma","chartacea","Lombardi","Lombardi/2009",NA,"PARATYPE","5183","L. Kollmann; et al",2001,12,11,"Brazil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia",-40.553056,-19.9075,"Arvoreto 9m. DAP 18cm. Fuste 5m. Botões brancos.","BRA:MBML:MBML-HERBARIO:0000015813",NA,"Meliosma chartacea Lombardi",NA,NA,NA,NA
