"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1",NA,"UNICAMP","UEC","200651","Euplassa hoehnei Sleumer","Proteaceae","Euplassa","hoehnei","Sleumer","Tamashiro, J.Y.","2008-01-01T00:00:00.000+0000",NA,"N762","Pereira, L.S.; Belinello, R.; Gomes, J.A.M.A.",2007,12,NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar",-45.183333,-23.4,"Parcela N - Projeto Biota-FAPESP. Árvore com 6 metros de altura. Frequência da espécie na parcela: n=1; Mata Atlântica","BRA:UNICAMP:UEC:0000200651","Euplassa hoehnei Sleumer"
"2",NA,"IF","SPSF","38349","Euplassa hoehnei Sleumer","Proteaceae","Euplassa","hoehnei","Sleumer","J.A.Pastore","2011-04-18T00:00:00.000+0000",NA,"603","F.Pedroni & M.Sanchez",1996,5,25,"Brazil","Sp","Ubatuba","Parque Estadual da Serra do Mar - Núcleo Picinguaba",-44.8,-23.366667,"COLETA: Mata de Planície; restinga.&nf;Árvore 10m altura; botões, flores e frutos imaturos.&nf;Retirando-se a casca é possível observar um tecido reticulado.;","BRA:IF:SPSF:0000038349","Euplassa hoehnei Sleumer"
"3",NA,"IF","SPSF","25946","Euplassa hoehnei Sleumer","Proteaceae","Euplassa","hoehnei","Sleumer",NA,NA,NA,"71","C.S.C.Bencke & A.Takahasi",1995,3,29,"Brazil","Sp","Ubatuba","P.E.Serra do Mar, Núcleo Picinguaba",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: floresta de restinga&nf;;","BRA:IF:SPSF:0000025946","Euplassa hoehnei Sleumer"
"4",NA,"Instituto de Botânica, IBT","SP","293442","Euplassa hoehnei Sleumer","Proteaceae","Euplassa","hoehnei","Sleumer","Prance, GT","2003-01-01T00:00:00.000+0000",NA,"1599","Cordeiro, I; et al.",1995,12,10,"Brazil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Serra da Juréia, mata de encosta junto ao rio Verde, trilha da figueira",0,0,"Árvore ca. 18m alt., DAP 30cm, frutos imaturos verdes","BRA:IBt:SP:0000293442","Euplassa hoehnei Sleumer"
"6",NA,"USP","SPF","113959","Euplassa hoehnei Sleumer","Proteaceae","Euplassa","hoehnei","Sleumer","Lupo, R","1996-10-01T00:00:00.000+0000",NA,"1206","Rossi, L",1992,12,14,"Brazil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins",0,0,NA,"BRA:USP:SPF:0000113959","Euplassa hoehnei Sleumer"
"8",NA,"Instituto de Botânica, IBT","SP","247538","Euplassa hoehnei Sleumer","Proteaceae","Euplassa","hoehnei","Sleumer","Prance, GT","2003-01-01T00:00:00.000+0000",NA,"776","Cordeiro, I; et al.",1990,12,11,"Brazil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Serra da Juréia, trilha para o pocinho",0,0,"Árvore do dossel, ca. 20m alt., DAP 40cm, frutos imaturos verdes","BRA:IBt:SP:0000247538","Euplassa hoehnei Sleumer"
"9",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA003699","Euplassa hoehnei Sleumer","Proteaceae","Euplassa","hoehnei","Sleumer",NA,NA,NA,"8896","Robim, M.J. ; Carvalho, J.P.M.",1985,2,28,"Brazil","São Paulo","Campos do Jordão",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA003699","Euplassa hoehnei Sleumer"
"10",NA,"UFU","HUFU","8031","Euplassa hoehnei Sleumer","Proteaceae","Euplassa","hoehnei","Sleumer","Pastore, J.A.","1988-01-01T00:00:00.000+0000",NA,"s.n.","Robim, M.J.; Carvalho, J.P.M.",1985,2,28,"Brazil","São Paulo","Campos do Jordão","Parque Estadual, Regiãp de São José dos Alpes.",0,0,"Árvore com frutos verdes.; Mata nebular.","BRA:UFU:HUFU:0000008031","Euplassa hoehnei Sleumer"
"11",NA,"UnB","UB","166180","Euplassa hoehnei Sleumer","Proteaceae","Euplassa","hoehnei","Sleumer","Plana, V","1998-01-01T00:00:00.000+0000",NA,"982","Handro, O",1961,10,27,"Brazil","São Paulo","São Paulo","Jardim Botânico",0,0,"Árvore. Flores amarelas.; Mata","BRA:UnB:UB:0000166180","Euplassa hoehnei Sleumer"
"13",NA,"IAP","PACA-AGP","64784","Euplassa hoehnei Sleumer","Proteaceae","Euplassa","hoehnei","Sleumer","H. Sleumer","1958-01-01T00:00:00.000+0000",NA,"6481","Reitz & Klein",1958,2,5,"Brazil","Sc","Campo Alegre","Morro do Iquererim",NA,NA,"Arbusto, altit. 1.300 m, alt. 2 m, fruto maduro: amarelo. Habitat: Capão do campo","BRA:IAP:PACA-AGP:0000064784","Euplassa hoehnei Sleumer"
"14","2014-07-08T02:03:42.000+0000","JBRJ","RB","RB00322129","Euplassa hoehnei Sleumer","Proteaceae","Euplassa","hoehnei","Sleumer","W. Hoehne",NA,NA,NA,"W. Hoehne",1951,10,5,"Brazil","São Paulo","São Paulo","Parque do Estado, Água Funda, Capital.",NA,NA,"Árvore cultivada em campo experimental. Flores amarelas.","urn:catalog:JBRJ:RB:322129","Euplassa hoehnei Sleumer"
"15",NA,"USP","SPF","13835","Euplassa hoehnei Sleumer","Proteaceae","Euplassa","hoehnei","Sleumer","Hoehne, W",NA,NA,"s.n.","Hoehne, W",1951,10,5,"Brazil","São Paulo","São Paulo","Parque do Estado",0,0,NA,"BRA:USP:SPF:0000013835","Euplassa hoehnei Sleumer"
"17",NA,"IF","SPSF","17468","Euplassa hoehnei Sleumer","Proteaceae","Euplassa","hoehnei","Sleumer",NA,NA,NA,NA,"W.Hoehne",1951,10,5,"Brazil","Sp","São Paulo","parque do Estado",NA,NA,"COLETA: XLS: SPSFAntigo;","BRA:IF:SPSF:0000017468","Euplassa hoehnei Sleumer"
"19",NA,"UnB","UB","166179","Euplassa hoehnei Sleumer","Proteaceae","Euplassa","hoehnei","Sleumer","Plana, V","1998-01-01T00:00:00.000+0000",NA,"s.n.13835","Hoehne, W",1951,10,5,"Brazil","São Paulo","São Paulo","Parque do Estado, Água Funda",0,0,"Árvore. Flores amarelas.","BRA:UnB:UB:0000166179","Euplassa hoehnei Sleumer"
"20",NA,"UEFS","HUEFS","15597","Euplassa hoehnei Sleumer","Proteaceae","Euplassa","hoehnei","Sleumer",NA,NA,NA,"SPF13835","Hoehne, W.",1951,10,5,"Brazil","São Paulo","São Paulo",NA,NA,NA,NA,"BRA:UEFS:HUEFS:0000015597","Euplassa hoehnei Sleumer"
"21","2010-01-13T15:32:26.000+0000","K","Herbarium","K000634318","Euplassa hoehnei Sleumer","Proteaceae","Euplassa","hoehnei","Sleumer","Sleumer",NA,"ISOTYPE","s.n.","Hoehne, F.C.",1934,10,18,"Brazil",NA,NA,"Sao Paulo: Capital, nativa no Jardim Botânico.",NA,NA,"SP 32110","http://specimens.kew.org/herbarium/K000634318","Euplassa hoehnei Sleumer"
"22",NA,"US","Botany","2780048","Euplassa hoehnei Sleumer","Proteaceae","Euplassa","hoehnei","Sleumer",NA,NA,"ISOTYPE","SP 32110","F. C. Hoehne",1934,10,18,"Brazil","São Paulo",NA,"Sao Paulo.",NA,NA,NA,"http://n2t.net/ark:/65665/300a9e314-2b9d-422d-a2b4-b503b5ab11da","Euplassa hoehnei Sleumer"
