"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1",NA,"Universidade Federal do Paraná, UFPR","EFC","14157","Matayba cristae Reitz","Sapindaceae","Matayba","cristae","Reitz","Brotto, M.L.","2015-05-18T00:00:00.000+0000",NA,"2151","Blum, C.T.",2015,5,16,"Brazil","Paraná","Antonina","Serra do Ibitiraquire, Pico Ferraria, trilha da crista sudeste",-48.8142,-25.2284,"Arvoreta 3,0 m, botões em início de desenvolvimento,, em Floresta Ombrófila Densa Altmontana","BRA:UFPR:EFC:0000014157",NA,"Matayba cristae Reitz"
"2",NA,"Universidade Federal de Santa Catarina (UFSC)","FLOR","63871","Matayba cristae Reitz","Sapindaceae","Matayba","cristae","Reitz","Barboza, E.","2014-08-21T00:00:00.000+0000",NA,"5203","Cordeiro, J.",2014,8,12,"Brazil","Paraná","Guaratuba","Pico Pedra Branca de Araraquara, parte alta da trilha.",-48.878333,-25.936944,"Árvore; Flores alvas","BRA:UFSC:FLOR:0000063871",NA,"Matayba cristae Reitz"
"3",NA,"Universidade Regional de Blumenau, FURB","FURB","46907","Matayba cristae Reitz","Sapindaceae","Matayba","cristae","Reitz","Barboza, E","2014-08-21T00:00:00.000+0000",NA,"5203","Cordeiro, J.",2014,8,12,"Brazil","Paraná","Guaratuba","Pico Pedra Branca de Araraquara, parte alta da trilha.",-48.878333,-25.936944,NA,"BRA:FURB:FURB:0000046907",NA,"Matayba cristae Reitz"
"4",NA,"Universidade Federal do Paraná, UFPR","EFC","15729","Matayba cristae Reitz","Sapindaceae","Matayba","cristae","Reitz","Barboza, E.","2014-08-21T00:00:00.000+0000",NA,"5203","Cordeiro, J.",2014,8,12,"Brazil","Paraná","Guaratuba","Pico Pedra Branca de Araraquara",-48.5242,-25.5613,"Árvore 5m; flores alvas. Floresta Ombrófila Densa Altomontana","BRA:UFPR:EFC:0000015729",NA,"Matayba cristae Reitz"
"5",NA,"Universidade Tecnológica Federal do Paraná (UTFPR)","HCF","18841","Matayba cristae Reitz","Sapindaceae","Matayba","cristae","Reitz","E. Barboza","2014-08-21T00:00:00.000+0000",NA,"5203","J. Cordeiro",2014,8,12,"Brazil","Pr","Guaratuba","Pico Pedra Branca de Araraquara, parte",-48.878333,-25.936944,"árvore de 5 m; flores alvas.","BRA:UTFPR:HCF:0000018841",NA,"Matayba cristae Reitz"
"6",NA,"MBM","MBM","391606","Matayba cristae Reitz","Sapindaceae","Matayba","cristae","Reitz","Barboza, E","2014-08-21T00:00:00.000+0000",NA,"5203","Cordeiro, J; Barboza, E; Brotto, ML",2014,8,12,"Brazil","Paraná","Guaratuba","Pico Pedra Branca de Araraquara, parte alta da trilha",-48.878333,-25.936944,"Árvore de 5m; flores alvas.; Floresta Ombrófila Densa Altomontana (matinha nebular).","BRA:MBM:MBM:0000391606",NA,"Matayba cristae Reitz"
"7","2017-10-18T23:37:59.000+0000","JBRJ","RB","RB00912820","Matayba cristae Reitz","Sapindaceae","Matayba","cristae","Reitz","E. Barboza","2014-08-21T00:00:00.000+0000",NA,"5203","J. Cordeiro; E. Barbosa, M.L. Brotto",2014,8,12,"Brazil","Paraná","Guaratuba","Pico Pedra Branca de Araraquara, parte alta da trilha.",-48.878333,-25.936944,"Árvore de 5m; flores alvas.","urn:catalog:JBRJ:RB:912820",NA,"Matayba cristae Reitz"
"8","2017-10-19T08:08:45.000+0000","JBRJ","RB","RB01073035","Matayba cristae Reitz","Sapindaceae","Matayba","cristae","Reitz","E. Barboza","2013-07-22T00:00:00.000+0000",NA,"1316","E. Barbosa; J.M. Silva",2013,7,18,"Brazil","Paraná","Guaraqueçaba","RPPN Salto Morato; Trilha do Pico.",-48.283333,-25.133333,"Árvore de 6 m alt.; flores alvas","urn:catalog:JBRJ:RB:1073035",NA,"Matayba cristae Reitz"
"9",NA,"UnB","UB","214969","Matayba cristae Reitz","Sapindaceae","Matayba","cristae","Reitz","Barboza, E","2013-07-22T00:00:00.000+0000",NA,"1316","Brotto, ML; Barboza, E; Silva, JM",2013,7,18,"Brazil","Paraná","Guaraqueçaba","RPPN Salto Morato, trilha do pico",-48.299722,-25.136111,"Árvore de 6m, flores alvas; Floresta Ombrófila Densa Altomontana","BRA:UnB:UB:0000214969",NA,"Matayba cristae Reitz"
"10",NA,"UEFS","HUEFS","200947","Matayba cristae Reitz","Sapindaceae","Matayba","cristae","Reitz",NA,NA,NA,"1316","Brotto, M.L.",2013,7,18,"Brazil","Paraná","Guaraqueçaba","RPPN Salto Morato, trilha do pico.",-48.299722,-25.136111,"Floresta Ombrófila Densa Altomontana.","BRA:UEFS:HUEFS:0000200947",NA,"Matayba cristae Reitz"
