"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","infraspecificEpithet","comments","FID","new_Lat","new_Lon","notes"
"132",NA,"IMA","MAC","22149","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","E.C.O.Chagas","2015-03-16T00:00:00.000+0000",NA,"8555",NA,"R.Lemos; L.Conserva",2005,1,6,"brazil","alagoas","pilar","Mata do Lamarão.",0,0,"Árvore ca. 3 m de atl. Frutos maduros com sementes pretas.; Mata Atlântica.","BRA:IMA:MAC:0000022149",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,3976,-9.613116,-36.002645,"centroide mpo (0)"
"133",NA,"IMA","MAC","22878","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","E.C.O.Chagas","2015-03-16T00:00:00.000+0000",NA,"84",NA,"S.Araújo",2005,6,4,"brazil","alagoas","maceio","Parque Municipal.",0,0,"Arvoreta ca. de 5m de altura.; Mata Atlântica.","BRA:IMA:MAC:0000022878",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,3998,-9.523014,-35.710579,"centroide mpo (0)"
"134",NA,"UFPE","UFP","53458","Cupania revoluta Radlk.",NA,"Sapindaceae","Cupania","revoluta","Radlk.","Cano, O.","2008-05-15T00:00:00.000+0000",NA,"07",NA,"Barbosa, D.",2005,6,10,"brazil","paraiba","alhandra","Rodovia: BR 101. Granja Mognos.",-34.934444,-7.273056,NA,"BRA:UFPE:UFP:0000053458",NA,"Cupania revoluta Radlk.",NA,NA,4451,-7.273056,-34.934444,"original coordinates"
"135",NA,"UFPE","UFP","43673","Cupania revoluta Radlk.",NA,"Sapindaceae","Cupania","revoluta","Radlk.","Oliveira, M.","2006-01-01T00:00:00.000+0000",NA,"125",NA,"Gomes, P.",2005,7,31,"brazil","pernambuco","bezerros","Sapucarana, Serra da Camaratuba, Pedra Antônio Bezerra.",-35.835556,-8.335833,"DESC:Árvore ca. 3,5m.;","BRA:UFPE:UFP:0000043673",NA,"Cupania revoluta Radlk.",NA,NA,4226,-8.335833,-35.835556,"original coordinates"
"136",NA,"IMA","MAC","23153","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","E.C.O.Chagas","2015-03-16T00:00:00.000+0000",NA,"162",NA,"A.L.S.Santos",2005,7,30,"brazil","alagoas","junqueiro","Fazenda Ribeira.",-36.366944,-9.836667,"Árvore ca. 3.5 m. de alt. Frutos marrons.; Floresta Estacional.","BRA:IMA:MAC:0000023153",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,3935,-9.836667,-36.366944,"original coordinates"
"137",NA,"IMA","MAC","23280","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","E.C.O.Chagas","2015-03-16T00:00:00.000+0000",NA,"173",NA,"A.L.S.Santos",2005,8,21,"brazil","alagoas","junqueiro","Povoado Olho D'Água - Aldeia.",-36.433056,-9.891389,"Árvore ca. 7 m de alt. Botões florais verdes.; Floresta Estacional.","BRA:IMA:MAC:0000023280",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,3935,-9.891389,-36.433056,"original coordinates"
"138","2014-07-07T19:22:04.000+0000","JBRJ","RB","RB00578031","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","Myrna Friederichs Landim de Souza",NA,NA,"19",NA,"L.M.O Rodrigues; E. Santos & L.V. Ribeiro",2005,12,14,"brazil","sergipe","sao cristovao","Rodovia João Bebe Água.",NA,NA,"Árvore, folhas alternas, sem flor, fruto tripartido amarelo.","urn:catalog:JBRJ:RB:578031",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,3751,-10.961177,-10.961177,"centroide mpo"
"139",NA,"Universidade Federal do Ceará, UFC","EAC","46922","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","Lima-Verde, L. .W.","2012-02-24T00:00:00.000+0000",NA,"10025",NA,"Gomes, V.",2004,2,10,"brazil","ceara","guaramiranga","Sítio Lagoa",-38.971167,-4.206028,"Fruto marrom com pêlos.","BRA:UFC:EAC:0000046922",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,5179,-4.206028,-38.971167,"original coordinates"
"140",NA,"Universidade Federal do Ceará, UFC","EAC","46924","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","Lima-Verde, L. .W.","2012-02-24T00:00:00.000+0000",NA,"13042",NA,"Gomes, V.",2004,4,13,"brazil","ceara","guaramiranga","Sítio Lagoa",-38.971167,-4.206028,NA,"BRA:UFC:EAC:0000046924",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,5179,-4.206028,-38.971167,"original coordinates"
"141",NA,"IMA","MAC","29370","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","N.A.Pereira","2013-01-14T00:00:00.000+0000",NA,"349",NA,"A.I.L.Pinheiro",2004,7,7,"brazil","alagoas","murici","Serra do Ouro, EFCSO-UFAL/AL.",-33.833333,-9.216667,"Árvore ca. 7 m de altura. Estéril.; Mata Atlântica, Floresta Ombrófila.","BRA:IMA:MAC:0000029370",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,4034,-9.216667,-33.833333,"original coordinates"
"142",NA,"UFPB","JPB","33186","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","Pereira, LA","2012-11-13T00:00:00.000+0000",NA,"665",NA,"Gadelha Neto, PC",2004,8,18,"brazil","paraiba","matureia","Pico do Jabre",0,0,"Arbóreo. ; DE","BRA:UFPB:JPB:0000033186",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,4468,-7.284137,-37.358682,"centroide mpo (0)"
"143",NA,"IMA","MAC","20980","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","E.C.O.Chagas","2015-03-16T00:00:00.000+0000",NA,"8464",NA,"R.Lemos; F.Cavalcante; M.Bonfim; E.Rodrigues",2004,8,21,"brazil","alagoas","sao luiz do quitunde","Grota do Sotele, ""Cabotã de rego"".",-35.936389,-9.539722,"Árvore ca. 20 m de alt. Botões jovens amarelos.; Floresta Ombrófila.","BRA:IMA:MAC:0000020980",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,NA,-9.539722,-35.936389,"original coordinates"
"144",NA,"IPA","IPA","84455","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","Pereira, L.A.","2012-09-28T00:00:00.000+0000",NA,"170",NA,"Kimmel, T.",2004,9,2,"brazil","pernambuco","igarassu","Usina São José., Mosaic of fallow vegetation types (Capoeira) at engenho Campinas site within the property of Usina São José.",0,0,"Tree; plant up to 8 m in height. Flower white, yellow anthers.","BRA:IPA:IPA:0000084455",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,4313,-7.817322,-34.960275,"centroide mpo (0)"
"145",NA,"UFPE","UFP","37868","Cupania revoluta Radlk.",NA,"Sapindaceae","Cupania","revoluta","Radlk.",NA,NA,NA,"1251",NA,"Oliveira, M.",2003,1,25,"brazil","alagoas","ibateguara","Coimbra",0,0,"PB 05 nº 19.HABITAT:Borda da mata.; DESC:Arvoreta com aproximadamente 12m de altura. Frutos maturos marrons com pilosidade ferrugínea, sementes pretas e arilo laranja. Frequente;","BRA:UFPE:UFP:0000037868",NA,"Cupania revoluta Radlk.",NA,NA,4100,-8.956431,-35.896841,"centroide mpo (0)"
"146",NA,"Universidade Federal do Ceará, UFC","EAC","45571","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","Lima-Verde, L.W.","2012-02-24T00:00:00.000+0000",NA,"777",NA,"Silveira, A.",2003,2,12,"brazil","ceara","guaramiranga","Sítio Arvoredo.",-38.931806,-4.218056,"Floresta Ombrófila Montana","BRA:UFC:EAC:0000045571",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,5179,-4.218056,-38.931806,"original coordinates"
"147",NA,"UNIVASF","HVASF","1609","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","J.A. Siqueira Filho","2011-09-01T00:00:00.000+0000",NA,"1355",NA,"J.A. Siqueira Filho",2003,7,15,"brazil","pernambuco","iati","RPPN Fazenda Brejo",-36.787083,-9.009944,"Árvore cerca 8m alt. Caule com muitos líquens. Inflorescência cor creme.","BRA:UNIVASF:HVASF:0000001609",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,4067,-9.009944,-36.787083,"original coordinates"
"148",NA,"UFPE","UFP","39966","Cupania revoluta Radlk.",NA,"Sapindaceae","Cupania","revoluta","Radlk.","Costa-Silva, M.B.","2004-06-01T00:00:00.000+0000",NA,"319",NA,"Sobrinho, M.S.",2003,8,22,"brazil","pernambuco","sao lourenco da mata","Estação Ecológica do Tapacurá.",0,0,"DESC:Arbóreo.;","BRA:UFPE:UFP:0000039966",NA,"Cupania revoluta Radlk.",NA,NA,4263,-8.023366,-35.10282,"centroide mpo (0)"
"149",NA,"IPA","IPA","66164","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","Pereira, L.A.","2012-09-28T00:00:00.000+0000",NA,"5",NA,"Albuquerque, N.A.",2003,11,7,"brazil","pernambuco","bonito","Alto de bonito, na subida para a igrejinha. Alt.: 700 m.",0,0,"Frutos imaturos.","BRA:IPA:IPA:0000066164",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,4178,-8.495345,-35.707907,"centroide mpo (0)"
"150",NA,"IPA","IPA","66359","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","Pereira, L.A.","2012-09-28T00:00:00.000+0000",NA,"30",NA,"Cano, O.; et al.; et al.",2003,11,7,"brazil","pernambuco","bonito","Na subida, após a igrejinha, na subida em direção ao lajeiro, na margem direita, entre rochas e árvores.",0,0,"Árvore ca. 4m de altura, folhas com a face ventral pilosa, frutos verdes aveludados.","BRA:IPA:IPA:0000066359",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,4178,-8.495345,-35.707907,"centroide mpo (0)"
"151",NA,"IMA","MAC","19980","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","E.C.O.Chagas","2015-03-16T00:00:00.000+0000",NA,"s.n.",NA,"I.A. Bayma",2003,12,1,"brazil","alagoas","sao sebastiao","Povoado Sucupira, Área próxima a área da barragem da Usina Seresta.",-36.928333,-10.56,"Árvore ca. 3 m de alt. Botões florais creme.; Mata Atlântica.","BRA:IMA:MAC:0000019980",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,3922,-10.56,-36.928333,"original coordinates"
"152",NA,"IPA","IPA","67952","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","Pereira, L.A.","2012-09-28T00:00:00.000+0000",NA,"IPA-67952",NA,"Bayma, I.A.",2003,12,1,"brazil","alagoas","sao sebastiao","Povoado Sucupira, área próxima a área da barragem da Usina Seresta.",0,0,"Árvore ca. 3m de altura. Botões florais creme.","BRA:IPA:IPA:0000067952",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,3922,-9.9635,-36.54989,"centroide mpo (0)"
"153",NA,"UFPE","UFP","38559","Cupania revoluta Radlk.",NA,"Sapindaceae","Cupania","revoluta","Radlk.","Oliveira, M.","2003-01-01T00:00:00.000+0000",NA,"1510",NA,"Oliveira, M.",2003,12,16,"brazil","alagoas","ibateguara","Flora dos Fragmentos: Frag. Jaqueira, interior da mata.",0,0,"Mata em péssimo estado de conservação.HABITAT:Vegetação arbustivo-arbórea espassada. Borda da mata.; DESC:Árvore com aproximadamente 4,0m de altura, frutos ferrugíneos, sementes. Frequente.;","BRA:UFPE:UFP:0000038559",NA,"Cupania revoluta Radlk.",NA,NA,4100,-8.956431,-35.896841,"centroide mpo (0)"
"154",NA,"IMA","MAC","15417","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","E.C.O.Chagas","2015-03-16T00:00:00.000+0000",NA,"6764",NA,"R.P.Lyra-Lemos; L.Conserva",2002,2,16,"brazil","alagoas","pilar","Fazenda Lamarão.",-35.921667,-9.617778,"Árvore ca. 3,5 m de altura. Botões florais jovens.; Mata Atlântica.","BRA:IMA:MAC:0000015417",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,3976,-9.617778,-35.921667,"original coordinates"
"155",NA,"IMA","MAC","17107","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","E.C.O.Chagas","2015-03-16T00:00:00.000+0000",NA,"6027",NA,"R.Lemos; N.Rodrigues; N.Maria; N.Robson",2002,2,9,"brazil","alagoas","igreja nova","Atalha fogo.",-36.559444,-10.187222,"Árvore ca. 2 m de alt. Frutos verdes.; Mata Atlântica em tabuleiro.","BRA:IMA:MAC:0000017107",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,3891,-10.187222,-36.559444,"original coordinates"
"156",NA,"Cenargen","CEN","59858","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","M. S. Ferrucci",NA,NA,"2198",NA,"Anderson Cássio Sevilha",2002,8,18,"brazil","paraiba","mamanguape","Reserva biológica Guaribas - Limite oeste da Área II.",-35.21167,-6.71028,"Botão floral albo - esverdeado.","BRA:Cenargen:CEN:0000059858",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,4674,-6.71028,-35.21167,"original coordinates"
"157","2014-10-29T15:44:08.000+0000","JBRJ","RB","RB00707689","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","Myrna Friederichs Landim de Souza",NA,NA,"2620",NA,"A.C. Sevilha; G. Pereira-Silva",2002,9,26,"brazil","paraiba","mamanguape","Floresta. Relevo altiplano. Areia quartzosa. Área de Proteção Ambiental da Barra do Rio Mamanguape",NA,NA,"Fruto imaturos verdes. Frequente no local.","urn:catalog:JBRJ:RB:707689",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,4674,-6.718097,-6.718097,"centroide mpo"
"158",NA,"Cenargen","CEN","54487","Cupania revoluta Radlk.",NA,"Sapindaceae","Cupania","revoluta","Radlk.",NA,NA,NA,"2620",NA,"Anderson Cássio Sevilha",2002,9,26,"brazil","paraiba","mamanguape","APA Mamanguape.",-34.91,-6.83556,NA,"BRA:Cenargen:CEN:0000054487",NA,"Cupania revoluta Radlk.",NA,NA,4674,-6.83556,-34.91,"original coordinates"
"159","2014-07-07T20:08:24.000+0000","JBRJ","RB","RB00594036","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","Myrna Friederichs Landim de Souza",NA,NA,"1604",NA,"F.S. Araújo; A. Silveira & R.F. Oliveira",2002,10,4,"brazil","ceara","guaramiranga","Linha da Serra.",NA,NA,NA,"urn:catalog:JBRJ:RB:594036",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,5179,-4.244485,-4.244485,"centroide mpo"
"160",NA,"UFPB","JPB","30145","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","Pereira, LA","2012-11-13T00:00:00.000+0000",NA,"JPB30145",NA,"Cunha, E",2001,7,12,"brazil","paraiba","areia","Mata do Pau-Ferro",-35.741755,-6.971994,NA,"BRA:UFPB:JPB:0000030145",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,4586,-6.971994,-35.741755,"original coordinates"
"161",NA,"IPA","IPA","84452","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","Pereira, L.A.","2012-09-28T00:00:00.000+0000",NA,"178",NA,"Almeida, K.",2001,8,17,"brazil","pernambuco","sao lourenco da mata","Estação Ecológica do Tapacurá, Interior da mata.",-34.950278,-8.012778,"Árvore ca. 25m de altura. Caule ferrugíneo. Inflorescência verde.","BRA:IPA:IPA:0000084452",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,4263,-8.012778,-34.950278,"original coordinates"
"162",NA,"IMA","MAC","14971","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","E.C.O.Chagas","2015-03-16T00:00:00.000+0000",NA,"52",NA,"M.A.B.L.Machado",2001,8,30,"brazil","alagoas","coruripe","Usina Coruripe. Fazenda Progresso (sede).",-36.17615,-11.216689,"Árvore ca. 7 m de alt. Flores brancas e botões marrons.; Mata Atlântica.","BRA:IMA:MAC:0000014971",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,3899,-11.216689,-36.17615,"original coordinates"
"163",NA,"Universidade Federal Rural de Pernambuco, UFRPE","HST","15568","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","B.S.Amorim","2011-12-01T00:00:00.000+0000",NA,"5777",NA,"R.P.Lyra-Lemos; E.M.Duarte",2001,8,16,"brazil","alagoas","palmeira dos indios",NA,NA,NA,"Árvore ca. 3 m alt.; frutos marrons,frutos maduros.","BRA:UFRPE:HST:0000015568",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,4012,-9.416509,-9.416509,"centroide mpo"
"164",NA,"IMA","MAC","14794","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","E.C.O.Chagas","2015-03-16T00:00:00.000+0000",NA,"680",NA,"I.A. Bayma; M.A.B.L.Machado",2001,8,29,"brazil","alagoas","coruripe","Usina Coruripe. Fazenda Santo Antônio A, Mata secundária, Grota Paraná.",-36.17615,-11.216689,"Árvore ca. 4 m de alt. Botões verde-creme.; Mata Atlântica em encosta.","BRA:IMA:MAC:0000014794",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,3899,-11.216689,-36.17615,"original coordinates"
"165",NA,"NY","NY","639159","Cupania revoluta Radlk.",NA,"Sapindaceae","Cupania","revoluta","Radlk.","K. Almeida","2001-08-27T00:00:00.000+0000",NA,"179",NA,"K. Almeida",2001,8,17,"brazil","pernambuco",NA,"EstaÃ§ao EcolÃ³gica do TapacurÃ¡",-34.9503,-8.0128,NA,"a4ab5d3e-9029-4c64-bf5e-027ee6dfa59d",NA,"Cupania revoluta Radlk.",NA,NA,NA,-8.0128,-34.9503,"original coordinates"
"166",NA,"IPA","IPA","84453","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","Pereira, L.A.","2012-09-28T00:00:00.000+0000",NA,"66",NA,"Silva, T.M.C.; Almeida, K.; Almeida, K.",2001,8,3,"brazil","pernambuco","sao lourenco da mata","Estação Ecológica do Tapacurá, Interior da mata.",-34.950278,-8.012778,"Árvore ca. 18m de altura. Inflorescência castanha com pêlos castanhos.","BRA:IPA:IPA:0000084453",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,4263,-8.012778,-34.950278,"original coordinates"
"167",NA,"UFPE","UFP","31245","Cupania revoluta Radlk.",NA,"Sapindaceae","Cupania","revoluta","Radlk.","Oliveira, M.",NA,NA,"pmp16",NA,"Pinheiro, P.M.",2001,8,15,"brazil","pernambuco","cha grande","Chapada da Borborema. Serra das Russas.",-35.470444,-8.188611,"BD: 963. (L127).","BRA:UFPE:UFP:0000031245",NA,"Cupania revoluta Radlk.",NA,NA,4224,-8.188611,-35.470444,"original coordinates"
"168",NA,"IMA","MAC","14734","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","R.P.Lyra-Lemos",NA,NA,"11",NA,"M.A.B.L.Machado; I.A. Bayma; L.F.C.Chaves",2001,8,29,"brazil","alagoas","coruripe","Usina Coruripe. Fazenda Santo Antônio A, Bloco Gruta Paraná.",-36.17615,-11.216689,"Árvore ca. 4 m de alt.; Mata Atlântica.","BRA:IMA:MAC:0000014734",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,3899,-11.216689,-36.17615,"original coordinates"
"169",NA,"IMA","MAC","14770","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","E.C.O.Chagas","2015-03-16T00:00:00.000+0000",NA,"18",NA,"M.A.B.L.Machado; I.A. Bayma",2001,8,30,"brazil","alagoas","coruripe","Usina Coruripe. Fazenda Progresso, Bloco Destilaria, mata em encosta.",-36.17615,-11.216689,"Árvore ca. 5 m de alt. Flores amarronzadas.; Mata Atlântica.","BRA:IMA:MAC:0000014770",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,3899,-11.216689,-36.17615,"original coordinates"
"170",NA,"NY","NY","639158","Cupania revoluta Radlk.",NA,"Sapindaceae","Cupania","revoluta","Radlk.","K. Almeida","2001-09-30T00:00:00.000+0000",NA,"187",NA,"K. Almeida",2001,9,4,"brazil","pernambuco",NA,"EstaÃ§ao EcolÃ³gica do TapacurÃ¡",-34.9503,-8.0128,NA,"ce2d85a4-2aa8-4173-bc8e-4497531d6109",NA,"Cupania revoluta Radlk.",NA,NA,NA,-8.0128,-34.9503,"original coordinates"
"171",NA,"UFPE","UFP","32783","Cupania revoluta Radlk.",NA,"Sapindaceae","Cupania","revoluta","Radlk.","Oliveira, M.","2002-07-01T00:00:00.000+0000",NA,"67",NA,"Silva, P.",2001,10,30,"brazil","pernambuco","bonito","Reserva florestal.",0,0,"HABITAT:Agreste. Frequente, terrestre, área sombreada, bordo do fragmento, prox. ao curso d'água, fruto imaturo.; DESC:Arbusto, frutos imaturos.;","BRA:UFPE:UFP:0000032783",NA,"Cupania revoluta Radlk.",NA,NA,4178,-8.495345,-35.707907,"centroide mpo (0)"
"172",NA,"UFPB","JPB","26658","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","Pereira, LA","2012-11-13T00:00:00.000+0000",NA,"1876",NA,"Barbosa, MR; et al.",2000,1,12,"brazil","paraiba","natuba","Remanescente de mata.",0,0,"Árvore. ; DE","BRA:UFPB:JPB:0000026658",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,4387,-7.567119,-35.5663,"centroide mpo (0)"
"173",NA,"UFPE","UFP","30308","Cupania revoluta Radlk.",NA,"Sapindaceae","Cupania","revoluta","Radlk.",NA,NA,NA,"557",NA,"Oliveira, M.",2000,2,17,"brazil","pernambuco","garanhuns","Brejo Seco do Expulsa",0,0,"DESC:Arvoreta com aproximadamente 3,5m de altura. Caule e frutos ferrugineos.;","BRA:UFPE:UFP:0000030308",NA,"Cupania revoluta Radlk.",NA,NA,4105,-8.928766,-36.501361,"centroide mpo (0)"
"174",NA,"IMA","MAC","13181","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","E.C.O.Chagas","2015-03-16T00:00:00.000+0000",NA,"5030",NA,"R.P.Lyra-Lemos",2000,9,15,"brazil","alagoas","maravilha","Serra da Caiaçra.",-37.268056,-9.217222,"Árvore ca. 5 m de altura. Flores amarelas.; Caatinga arbórea.","BRA:IMA:MAC:0000013181",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,4044,-9.217222,-37.268056,"original coordinates"
"175",NA,"IPA","IPA","68826","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","Pereira, L.A.","2012-09-28T00:00:00.000+0000",NA,"481",NA,"Cantarelli, J.R.; Alcina Viana; Alcina Viana",2000,10,17,"brazil","pernambuco","belo jardim","Olho d'Água do Tatu. Interior do fragmento. Vegetação: capoeirão. Substrato: Areno-argiloso.",0,0,"Frutos imaturos cobertos por indumentos ferrugíneo. Frequente.","BRA:IPA:IPA:0000068826",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,4221,-8.258579,-36.40531,"centroide mpo (0)"
"176",NA,"UFPB","JPB","26286","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","Pereira, LA","2012-11-13T00:00:00.000+0000",NA,"48",NA,"Lourenço, CEL; Carneiro, MC",2000,12,7,"brazil","paraiba","lagoa seca","Fazenda Ipuarana",0,0,"árvore ca. 5m com frutos. ; DE","BRA:UFPB:JPB:0000026286",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,4520,-7.145363,-35.866909,"centroide mpo (0)"
"177",NA,"UFPE","UFP","39510","Cupania revoluta Radlk.",NA,"Sapindaceae","Cupania","revoluta","Radlk.","Oliveira, M.","2004-04-29T00:00:00.000+0000",NA,"s.n.",NA,"Locatelli, E.",1999,1,9,"brazil","pernambuco","caruaru","Brejo dos Cavalos.",0,0,"DESC:Arbórea.;","BRA:UFPE:UFP:0000039510",NA,"Cupania revoluta Radlk.",NA,NA,4236,-8.17911,-36.017298,"centroide mpo (0)"
"178",NA,"NY","NY","476708","Cupania revoluta Radlk.",NA,"Sapindaceae","Cupania","revoluta","Radlk.","A. G. da Silva",NA,NA,"214",NA,"L. M. Nascimento",1999,5,15,"brazil","pernambuco",NA,"Brejo da Madre de Deus. Mata do Bituri",-36.38,-8.2,NA,"03ef1c45-986c-4690-8e1c-04f1505432ea",NA,"Cupania revoluta Radlk.",NA,NA,NA,-8.2,-36.38,"original coordinates"
"179",NA,"IMA","MAC","10489","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","E.C.O.Chagas","2015-03-16T00:00:00.000+0000",NA,"4264",NA,"J.E.de Paula",1999,8,30,"brazil","alagoas","marechal deodoro","AL-216, À 15 km da BR-101, mata próx. a canavial.",0,0,"Árvore ca. 6 m de alt. Em floração. Botões ferrugíneos.; Mata Atlântica em tabuleiro.","BRA:IMA:MAC:0000010489",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,3955,-9.716296,-35.906311,"centroide mpo (0)"
"180",NA,"UFRPE","PEUFR","36037","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","Pereira, L.A","2012-11-09T00:00:00.000+0000",NA,"143",NA,"A.G. da Silva; L.M.Nascimento",1999,8,19,"brazil","pernambuco","brejo da madre de deus","Mata do Bituri",-36.3955,-8.2075,"Árvore com 3m de altura; flores em botão","BRA:UFRPE:PEUFR:0000036037",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,4255,-8.2075,-36.3955,"original coordinates"
"181",NA,"UEFS","HUEFS","57143","Cupania revoluta Radlk.",NA,"Sapindaceae","Cupania","revoluta","Radlk.",NA,NA,NA,"10",NA,"Silva, A.M.",1999,9,14,"brazil","pernambuco","brejo da madre de deus","Mata do Bituri.",-36.383333,-8.2075,"Mata estacional","BRA:UEFS:HUEFS:0000057143",NA,"Cupania revoluta Radlk.",NA,NA,4255,-8.2075,-36.383333,"original coordinates"
