"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1","2014-07-08T00:59:08.000+0000","JBRJ","RB","RB00767484","Talisia marleneana (Guarim) Acev.-Rodr.","Sapindaceae","Talisia","marleneana",NA,"(Guarim) Acev.-Rodr.","N.A. Rosa",NA,"452","M.P. do Nascimento",2010,6,26,"Brazil","Pará","Santarém","Área do Projeto Sustentabilidade dos Usos da Terra na Amazônia. Flona de Tapajós.",NA,NA,"Árvore com 4,5m de altura e 5cm de DAP, ritidoma bege claro, casca-morta avermelhada, casca-viva marrom, alburno bege claro, flor branca","urn:catalog:JBRJ:RB:767484",NA,"Talisia marleneana (Guarim) Acev.-Rodr."
"2",NA,"US","Botany","3676387","Talisia marleneana (Guarim) Acev.-Rodr.","Sapindaceae","Talisia","marleneana",NA,"(Guarim) Acev.-Rodr.","Acevedo-Rodríguez, P., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,"2997","D. C. Zappi, A. C. Araújo, T. Marinho & W. Milliken",2010,9,1,"Brazil","Roraima",NA,"Mun. Rorainópolis, Reserva Popular Xixuaú-Xiparina, Proximidades da Ilha do Inajal",-61.9772,-1.3961,NA,"http://n2t.net/ark:/65665/317ee66de-968a-46bf-81d4-50c43ceb6e1c",NA,"Talisia marleneana (Guarim) Acev.-Rodr."
"3",NA,"US","Botany","3695520","Talisia marleneana (Guarim) Acev.-Rodr.","Sapindaceae","Talisia","marleneana",NA,"(Guarim) Acev.-Rodr.","Acevedo-Rodríguez, P., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,"529","J. Stancik, S. Sakagawa, M. Tavares, R. Silva & F. da Costa",2008,7,14,"Brazil","Amazonas",NA,"Presidente Figueiredo, Rebio Uatumã, grade do PPBio",-59,-1,NA,"http://n2t.net/ark:/65665/32475312b-628c-42ad-8d99-7152845869ae",NA,"Talisia marleneana (Guarim) Acev.-Rodr."
"4","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","230146","Talisia marleneana (Guarim) Acev.-Rodr.","Sapindaceae","Talisia","marleneana",NA,"(Guarim) Acev.-Rodr.","Formiga, K.","2007-12-01T00:00:00.000+0000","184","Mike Hopkins",2007,6,14,"Brazil","Pará",NA,"Estrada da Ferrovia (km32)",-56.05,-2.443944,"Arvoreta de 7m de altura, DAP 3.3cm. Inflorescência em espiga, flores sésseis na cor creme.","urn:catalog:inpa:herbarium:216559",NA,"Talisia marleneana (Guarim) Acev.-Rodr."
"5","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","230147","Talisia marleneana (Guarim) Acev.-Rodr.","Sapindaceae","Talisia","marleneana",NA,"(Guarim) Acev.-Rodr.","Formiga, K.","2007-12-01T00:00:00.000+0000","220","Mike Hopkins",2007,6,15,"Brazil","Pará",NA,"Estrada da Comunidade São Francisco",-56.05,-2.478556,"matriz","urn:catalog:inpa:herbarium:216560",NA,"Talisia marleneana (Guarim) Acev.-Rodr."
"6","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","226559","Talisia marleneana (Guarim) Acev.-Rodr.","Sapindaceae","Talisia","marleneana",NA,"(Guarim) Acev.-Rodr.","Acevedo-Rodríguez, P.",NA,"2717","Mike Hopkins",2006,7,17,"Brazil","Amazonas",NA,"Rebio Uatumã., Entorno. Picada da Suçuarana, próximo à cachoeira.",-59,-1,NA,"urn:catalog:inpa:herbarium:212704",NA,"Talisia marleneana (Guarim) Acev.-Rodr."
"7",NA,"Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM)","HDJF","153","Talisia marleneana (Guarim) Acev.-Rodr.","Sapindaceae","Talisia","marleneana",NA,"(Guarim) Acev.-Rodr.","Acevedo-Rodríguez, P","2003-01-01T00:00:00.000+0000","s.n.","Acevedo-Rodríguez, P; Santos, JL; Oliveira, JG",1996,1,1,"Brazil","Amazonas",NA,NA,-62.983333,-0.133333,"(INPA #?# Rg. 189237). 3,5 m de altura, ramificado, caule com 2,5 cm de diâmetro; raque da folha 20-75 cm de comprimento, com 3-15 folíolos; terminais da inflorescência; raques verdes; sépalas e pétalas creme. Hastes habitado por formigas.; Floresta Am","BRA:UFVJM:HDJF:0000000153",NA,"Talisia marleneana (Guarim) Acev.-Rodr."
"8","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","189391","Talisia marleneana (Guarim) Acev.-Rodr.","Sapindaceae","Talisia","marleneana",NA,"(Guarim) Acev.-Rodr.","Acevedo-Rodríguez, P.","2003-10-01T00:00:00.000+0000","8307","Mike Hopkins",1996,8,14,"Brazil","Amazonas",NA,"Along Cuiuini River (Black waters) up to 5 Km N of boat. Boat stationed",-62.25,-0.116667,NA,"urn:catalog:inpa:herbarium:1472",NA,"Talisia marleneana (Guarim) Acev.-Rodr."
"9",NA,"US","Botany","3354503","Talisia marleneana (Guarim) Acev.-Rodr.","Sapindaceae","Talisia","marleneana",NA,"(Guarim) Acev.-Rodr.",NA,NA,"8150","P. Acevedo-Rodriguez, J. L. Santos & J. Guedes",1996,8,9,"Brazil","Amazonas",NA,"Amazonas: W of Romao.",-62.9331,-0.4189,NA,"http://n2t.net/ark:/65665/349a1cf35-2f67-4b66-9a02-610674b70c61",NA,"Talisia marleneana (Guarim) Acev.-Rodr."
"10","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","189237","Talisia marleneana (Guarim) Acev.-Rodr.","Sapindaceae","Talisia","marleneana",NA,"(Guarim) Acev.-Rodr.","Acevedo-Rodríguez, P.","2003-10-01T00:00:00.000+0000","8150","Mike Hopkins",1996,8,9,"Brazil","Amazonas",NA,"W of Romao (along Aracá River).",-62.98,-0.133333,NA,"urn:catalog:inpa:herbarium:244280",NA,"Talisia marleneana (Guarim) Acev.-Rodr."
