"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1",NA,"F","Botany","V0302239F","Talisia marleneana (Guarim) Acev.-Rodr.","Sapindaceae","Talisia","marleneana",NA,"(Guarim) Acev.-Rodr.",NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"d9e9aa60-467e-45ce-9c10-93a95bb8d34c",NA,"Talisia marleneana (Guarim) Acev.-Rodr."
"2",NA,"F","Botany","V0302240F","Talisia marleneana (Guarim) Acev.-Rodr.","Sapindaceae","Talisia","marleneana",NA,"(Guarim) Acev.-Rodr.",NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"fbd40f3b-0fb5-413c-b14a-c48bdbde3e9c",NA,"Talisia marleneana (Guarim) Acev.-Rodr."
"3",NA,"F","Botany","V0302237F","Talisia marleneana (Guarim) Acev.-Rodr.","Sapindaceae","Talisia","marleneana",NA,"(Guarim) Acev.-Rodr.",NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"7a7afa19-b148-445f-a7d5-c432f04ba694",NA,"Talisia marleneana (Guarim) Acev.-Rodr."
"4","2/06/17 16:13","INPA","INPA","101443","Talisia marleneana","Sapindaceae","Talisia",NA,NA,"(Guarim) Acev.-Rodr.","Acevedo-RodrÃ_guez, P",NA,NA,NA,NA,NA,NA,"Brasil","ParÃ¡",NA,"Estrada OriximinÃ¡-Ã“bidos, ramal Felandia, 55 Km de OriximinÃ¡",NA,NA,NA,NA,NA,"Talisia marleneana (Guarim) Acev.-Rodr."
"5","2/06/17 16:13","INPA","INPA","106324","Talisia marleneana","Sapindaceae","Talisia",NA,NA,"(Guarim) Acev.-Rodr.","Acevedo-RodrÃ_guez, P",NA,NA,NA,NA,NA,NA,"Brasil","ParÃ¡",NA,"Alter do ChÃ£o, Serra do TucuruÃ_, Cachoeira Velha",NA,NA,NA,NA,NA,"Talisia marleneana (Guarim) Acev.-Rodr."
"6","2/06/17 16:13","INPA","INPA","106324","Talisia marleneana","Sapindaceae","Talisia",NA,NA,"(Guarim) Acev.-Rodr.","Acevedo-RodrÃ_guez, P",NA,NA,NA,NA,NA,NA,"Brasil","ParÃ¡",NA,"Alter do ChÃ£o, Serra do TucuruÃ_, Cachoeira Velha",NA,NA,NA,NA,NA,"Talisia marleneana (Guarim) Acev.-Rodr."
"7","2/06/17 16:13","INPA","INPA","112687","Talisia marleneana","Sapindaceae","Talisia",NA,NA,"(Guarim) Acev.-Rodr.","Acevedo-RodrÃ_guez, P",NA,NA,NA,NA,NA,NA,"Brasil","ParÃ¡",NA,"Estrada SantarÃ©m-CuiabÃ¡, BR-163, Km 1208, Serra Mazi, sul do ParÃ¡",NA,NA,NA,NA,NA,"Talisia marleneana (Guarim) Acev.-Rodr."
"8","2/06/17 16:13","INPA","INPA","117472","Talisia marleneana","Sapindaceae","Talisia",NA,NA,"(Guarim) Acev.-Rodr.","Acevedo-RodrÃ_guez, P",NA,NA,NA,NA,NA,NA,"Brasil","ParÃ¡",NA,"Estrada OriximinÃ¡-Ã“bidos, ca. 55 Km from OriximinÃ¡. Dist track to Felandia",NA,NA,NA,NA,NA,"Talisia marleneana (Guarim) Acev.-Rodr."
"9","2/06/17 16:13","INPA","INPA","141990","Talisia marleneana","Sapindaceae","Talisia",NA,NA,"(Guarim) Acev.-Rodr.","Acevedo-RodrÃ_guez, P",NA,NA,NA,NA,NA,NA,"Brasil","ParÃ¡",NA,"Porto Trombetas - Viveiro, vila C-1, prÃ_ximo ao campo de futebol",NA,NA,NA,NA,NA,"Talisia marleneana (Guarim) Acev.-Rodr."
"10","2/06/17 16:13","INPA","INPA","146686","Talisia marleneana","Sapindaceae","Talisia",NA,NA,"(Guarim) Acev.-Rodr.","Acevedo-RodrÃ_guez, P",NA,NA,NA,NA,NA,NA,"Brasil","Amazonas",NA,"BR 230 Estrada Transamazonica, 3 Km E of Sucunduri",NA,NA,NA,NA,NA,"Talisia marleneana (Guarim) Acev.-Rodr."
