"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","typeStatus","fieldNumber","comments"
"1","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","189237","Talisia marleneana (Guarim) Acev.-Rodr.","Sapindaceae","Talisia","marleneana",NA,"(Guarim) Acev.-Rodr.","Acevedo-Rodríguez, P.","2003-10-01T00:00:00.000+0000","8150","Acevedo-Rodr�_guez, P",1996,8,9,"Brazil","Amazonas",NA,"W of Romao (along Aracá River).",-62.98,-0.133333,NA,"urn:catalog:inpa:herbarium:244280",NA,"Talisia marleneana (Guarim) Acev.-Rodr.",NA,NA,NA,NA
"2","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","189237","Talisia marleneana (Guarim) Acev.-Rodr.","Sapindaceae","Talisia","marleneana",NA,"(Guarim) Acev.-Rodr.","Acevedo-Rodríguez, P.","2003-10-01T00:00:00.000+0000","8150","Acevedo-Rodr�_guez, P",1996,8,9,"Brazil","Amazonas",NA,"W of Romao (along Aracá River).",-62.98,-0.133333,NA,"urn:catalog:inpa:herbarium:244280",NA,"Talisia marleneana (Guarim) Acev.-Rodr.",NA,NA,NA,NA
"3",NA,"US","Botany","3354505","Talisia marleneana (Guarim) Acev.-Rodr.","Sapindaceae","Talisia","marleneana",NA,"(Guarim) Acev.-Rodr.",NA,NA,"8150","P. Acevedo-Rodriguez, J. L. Santos & J. Guedes",1996,8,9,"Brazil","Amazonas",NA,"Amazonas: W of Romao.",-62.9331,-0.4189,NA,"http://n2t.net/ark:/65665/3fb4f7970-0b42-4e52-9c24-5bca1fcb1d68",NA,"Talisia marleneana (Guarim) Acev.-Rodr.",NA,NA,NA,NA
"4","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","189237","Talisia marleneana (Guarim) Acev.-Rodr.","Sapindaceae","Talisia","marleneana",NA,"(Guarim) Acev.-Rodr.","Acevedo-Rodríguez, P.","2003-10-01T00:00:00.000+0000","8150","Acevedo-Rodr�_guez, P",1996,8,9,"Brazil","Amazonas",NA,"W of Romao (along Aracá River).",-62.98,-0.133333,NA,"urn:catalog:inpa:herbarium:1317",NA,"Talisia marleneana (Guarim) Acev.-Rodr.",NA,NA,NA,NA
"5","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","189237","Talisia marleneana (Guarim) Acev.-Rodr.","Sapindaceae","Talisia","marleneana",NA,"(Guarim) Acev.-Rodr.","Acevedo-Rodríguez, P.","2003-10-01T00:00:00.000+0000","8150","Acevedo-Rodr�_guez, P",1996,8,9,"Brazil","Amazonas",NA,"W of Romao (along Aracá River).",-62.98,-0.133333,NA,"urn:catalog:inpa:herbarium:1317",NA,"Talisia marleneana (Guarim) Acev.-Rodr.",NA,NA,NA,NA
"6",NA,"US","Botany","3354504","Talisia marleneana (Guarim) Acev.-Rodr.","Sapindaceae","Talisia","marleneana",NA,"(Guarim) Acev.-Rodr.",NA,NA,"8150","P. Acevedo-Rodriguez, J. L. Santos & J. Guedes",1996,8,9,"Brazil","Amazonas",NA,"Amazonas: W of Romao.",-62.9331,-0.4189,NA,"http://n2t.net/ark:/65665/343ca118f-5329-47bd-b511-2a62025d6feb",NA,"Talisia marleneana (Guarim) Acev.-Rodr.",NA,NA,NA,NA
"7","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","106324","Talisia marleneana (Guarim) Acev.-Rodr.","Sapindaceae","Talisia","marleneana",NA,"(Guarim) Acev.-Rodr.","Acevedo-Rodríguez, P.","2003-10-01T00:00:00.000+0000","157","Branch, LC",1982,7,10,"Brazil","Pará",NA,"Alter do Chão, Serra do Tucuruí, Cachoeira Velha",NA,NA,NA,"urn:catalog:inpa:herbarium:18897",NA,"Talisia marleneana (Guarim) Acev.-Rodr.",NA,NA,NA,NA
"8","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","101443","Talisia marleneana (Guarim) Acev.-Rodr.","Sapindaceae","Talisia","marleneana",NA,"(Guarim) Acev.-Rodr.","Acevedo-Rodríguez, P.","1999-01-01T00:00:00.000+0000","6791","Martinelli, GM",1980,6,5,"Brazil","Pará",NA,"Estrada Oriximiná-Óbidos, ramal Felandia, 55 Km de Oriximiná",NA,NA,NA,"urn:catalog:inpa:herbarium:97915",NA,"Talisia marleneana (Guarim) Acev.-Rodr.",NA,NA,NA,NA
"9","2017-10-19T03:44:49.000+0000","JBRJ","RB","RB00386295","Talisia marleneana (Guarim) Acev.-Rodr.","Sapindaceae","Talisia","marleneana",NA,"(Guarim) Acev.-Rodr.","P. Acevedo-Rdgz","2003-01-01T00:00:00.000+0000","6791","G. Martinelli; C. Davidson, V. Bononi, D. Reynolds",1980,6,5,"Brazil","Pará","Oriximiná","estrada para Obidos, ramal para Felandia, 55km de Oriximiná.",NA,NA,"pequena árvore da terra firme, 2-5m de altura; folhas concolores; infl. com raque verde-amarelado, cálice creme, corola alva; botões florais amarelo-alvacento","urn:catalog:JBRJ:RB:386295",NA,"Talisia marleneana (Guarim) Acev.-Rodr.",NA,NA,NA,NA
"10","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","117472","Talisia marleneana (Guarim) Acev.-Rodr.","Sapindaceae","Talisia","marleneana",NA,"(Guarim) Acev.-Rodr.","Acevedo-Rodríguez, P.","1999-01-01T00:00:00.000+0000","10073","Davidson, C",1980,6,5,"Brazil","Pará",NA,"Estrada Oriximiná-Óbidos, ca. 55 Km from Oriximiná. Dist track to Felandia",NA,NA,NA,"urn:catalog:inpa:herbarium:39319",NA,"Talisia marleneana (Guarim) Acev.-Rodr.",NA,NA,NA,NA
