"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","identificationQualifier","infraspecificEpithet","comments","bibliographicCitation"
"1","2017-04-03T09:08:12.000+0000","JBRJ","RB","RB01298129","Allophylus melanophloeus Radlk.","Sapindaceae","Allophylus","melanophloeus","Radlk.","R. Moura","2017-03-16T00:00:00.000+0000",NA,"866",NA,"Luan Silva",2015,10,21,"Brazil","Rio de Janeiro","Barra Mansa","Conglomerado 61-1-7-58. UTM do Ponto Central: E (574009m) N (7501691m). Fuso do GPS (23K)",NA,NA,"Árvore, com 11 m de altura. Base reta. Casca interna marrom clero e externa marrom, fina, lenticelada. Flor branca","urn:catalog:JBRJ:RB:1298129","Allophylus melanophloeus Radlk.",NA,NA,NA,NA
"2",NA,"US","Botany","3677378","Allophylus melanophloeus Radlk.","Sapindaceae","Allophylus","melanophloeus","Radlk.","Coelho, R. L. G.",NA,NA,"3795",NA,"P. Fiaschi & A. Pintor",2012,1,10,"Brazil","Río de Janeiro",NA,"Silva Jardim; Reserva Biológica de Poço das Antas. rodovia Silva Jardim-Casimiro de Abreu, ramal à direita ca. 6.5 km antes da sede do parque. Estrada para a barragem Jutunaíba, 5 km Trilha da Pelonha",-42.3031,-22.5444,NA,"http://n2t.net/ark:/65665/30aeafd21-09f6-40aa-8023-bcd9bc336032","Allophylus melanophloeus Radlk.",NA,NA,NA,NA
"3",NA,"US","Botany","3676428","Allophylus melanophloeus Radlk.","Sapindaceae","Allophylus","melanophloeus","Radlk.","Coelho, R. L. G.",NA,NA,"428",NA,"R. Coelho & M. Zoca",2011,4,NA,"Brazil","Bahia",NA,"Una. Estrada para Ilhéus. Estrada vicinal do lado direito",NA,NA,NA,"http://n2t.net/ark:/65665/3585b8bcd-3acf-41cc-b823-7a40e60cd390","Allophylus melanophloeus Radlk.",NA,NA,NA,NA
"4","2018-03-22T10:50:37.000+0000","JBRJ","RB","RB00543952","Allophylus melanophloeus Radlk.","Sapindaceae","Allophylus","melanophloeus","Radlk.","COELHO,R.L.S.","2014-02-24T00:00:00.000+0000",NA,"11247",NA,"L. Kollmann; R. C. Forzza; P.H. Labiak & C.N. Fraga",2008,10,21,"Brazil","Espírito Santo","Cariacica","Pau Amarelo, ex-Condomínio Rural Cantinho do Céu. Floresta Ombrófila Densa Montana. Reserva Biológica de Duas Bocas",-40.540555,-20.278333,"Arvoreto 4 m na sombra, flores brancas.","urn:catalog:JBRJ:RB:543952","Allophylus melanophloeus Radlk.",NA,NA,NA,NA
"5",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","91124","Allophylus melanophloeus Radlk.","Sapindaceae","Allophylus","melanophloeus","Radlk.",NA,"2014-06-05T00:00:00.000+0000",NA,"4033",NA,"Stehmann, JR; Lombardi, JA; Mota, RC da",2005,2,21,"Brazil","Minas Gerais","Santa Maria do Salto","Fazenda Duas Barras, Estrada para a divisa com a Bahia",-40.0435,-16.403361,NA,"BRA:UFMG:BHCB:0000091124","Allophylus melanophloeus Radlk.",NA,NA,NA,NA
"6","2017-10-18T12:18:14.000+0000","JBRJ","RB","RB01186041","Allophylus melanophloeus Radlk.","Sapindaceae","Allophylus","melanophloeus","Radlk.","R.L.G. Coelho","2014-01-01T00:00:00.000+0000",NA,"5960",NA,"J.A. Lombardi; A. Salino, R. C. Mota, T. E. Almeida & P. L. Viana",2004,3,9,"Brazil","Minas Gerais","Santa Maria do Salto","Fazenda Duas Barras, trilha partindo da sede e indo até a divisa com a Bahia",-40.056111,-16.405,"Árvore ca. 6 m de altura; folíolos cartáceos, frutos imaturos verdes","urn:catalog:JBRJ:RB:1186041","Allophylus melanophloeus Radlk.",NA,NA,NA,NA
"9","2017-11-19T09:52:16.000+0000","JBRJ","RB","RB00371898","Allophylus melanophloeus Radlk.","Sapindaceae","Allophylus","melanophloeus","Radlk.","M. S. Ferruci","2013-01-01T00:00:00.000+0000",NA,"40",NA,"Solórzano, A.; Dias, H.M. e Schumm, L.",2004,11,23,"Brazil","Rio de Janeiro","Rio de Janeiro","Parque  Estadual  da  Pedra  Branca.,  Morro  da  Mesa.",NA,NA,"Árvore com 12m de altura.","urn:catalog:JBRJ:RB:371898","Allophylus melanophloeus Radlk.",NA,NA,NA,NA
"10","2017-10-17T17:48:41.000+0000","JBRJ","RB","RB00556286","Allophylus melanophloeus Radlk.","Sapindaceae","Allophylus","melanophloeus","Radlk.","COELHO,R","2016-04-26T00:00:00.000+0000",NA,NA,NA,"P.J.F.P. Rodrigues; M. Iguatemy & R.C.Abreu",2002,10,9,"Brazil","Rio de Janeiro","Nova Iguaçu","ReBio do Tinguá.",-43.462778,-22.555833,"Árvore ca. 12 m de altura e 9,3 cm de dap.","urn:catalog:JBRJ:RB:556286","Allophylus melanophloeus Radlk.",NA,NA,NA,NA
"11","2016-05-11T10:04:19.000+0000","JBRJ","RB","RB00348052","Allophylus melanophloeus Radlk.","Sapindaceae","Allophylus","melanophloeus","Radlk.","COELHO,R","2016-04-26T00:00:00.000+0000",NA,"5937",NA,"H. C. de Lima; S. J. Silva Neto, L. Sylvestre & W. da Silva",2001,11,14,"Brazil","Rio de Janeiro","Nova Iguaçu","Trilha para o rancho dos bobos, Mato Escuro. REBIO do Tinguá",NA,NA,"Árvore com 17 m de altura; tronco com casca lisa e pardacenta. DAP ca. 32 cm. Flores alvo-esverdeadas. Ocasional","urn:catalog:JBRJ:RB:348052","Allophylus melanophloeus Radlk.",NA,NA,NA,NA
"12","2014-07-07T20:22:58.000+0000","JBRJ","RB","RB00609269","Allophylus melanophloeus Radlk.","Sapindaceae","Allophylus","melanophloeus","Radlk.","M. S. Ferrucci","2013-01-01T00:00:00.000+0000",NA,"612",NA,"D. Fernandes; A. Oliveira",2001,11,11,"Brazil","Rio de Janeiro","Rio de Janeiro","Floresta da Tijuca, morro do Sumaré vertente norte abaixo das torres de televisão.",NA,NA,"Árvore de 8m de altura; folhas verdes escuras levemente discolores; botões verde amarelados.","urn:catalog:JBRJ:RB:609269","Allophylus melanophloeus Radlk.",NA,NA,NA,NA
"13","2017-10-19T03:38:15.000+0000","JBRJ","RB","RB00379970","Allophylus melanophloeus Radlk.","Sapindaceae","Allophylus","melanophloeus","Radlk.","M.S. Ferrucci","2013-01-01T00:00:00.000+0000",NA,"1949",NA,"M.G. Bovini; et al.",2000,12,20,"Brazil","Rio de Janeiro","Macaé","Distrito de Frade, estrada que vai até a trilha para o Pico.",-42.083333,-22.216667,"Árvore ca. 8 m, semi-heliófila. Folhas cartáceas. Frutos imaturos verdes.","urn:catalog:JBRJ:RB:379970","Allophylus melanophloeus Radlk.",NA,NA,NA,NA
"14",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","70803","Allophylus melanophloeus Radlk.","Sapindaceae","Allophylus","melanophloeus","Radlk.",NA,NA,NA,"69129",NA,"Hatschbach, GM; Hatschbach, M; Silva, JM",1999,5,17,"Brazil","Espírito Santo","Venda Nova do Imigrante","Mirante da Torre de tv, Floresta atlântica do alto do morro.",0,0,"Arvoreta 4m.","BRA:UFMG:BHCB:0000070803","Allophylus melanophloeus Radlk.",NA,NA,NA,NA
"15","2017-10-19T04:43:15.000+0000","JBRJ","RB","RB00674103","Allophylus melanophloeus Radlk.","Sapindaceae","Allophylus","melanophloeus","Radlk.","COELHO,R","2016-04-26T00:00:00.000+0000",NA,"4703",NA,"J.M.A. Braga; A.Joffily; C.H.R. de Paula et al.",1998,1,3,"Brazil","Minas Gerais","Caparaó","Alto-Caparaó, propriedade (""camping"") Sr. Jorge Cortez, margem do Rio Caparaó.",NA,NA,"Árvore, ca. 5 m de altura. Folíolos discolores e membranáceos. Frutos imaturos verdes.","urn:catalog:JBRJ:RB:674103","Allophylus melanophloeus Radlk.",NA,NA,NA,NA
"16","2016-05-11T14:41:20.000+0000","JBRJ","RB","RB00745931","Allophylus melanophloeus Radlk.","Sapindaceae","Allophylus","melanophloeus","Radlk.","COELHO,R","2016-04-26T00:00:00.000+0000",NA,"1236",NA,"S. J. Silva Neto; et al.",1998,11,18,"Brazil","Rio de Janeiro","Duque de Caxias","Trilha paralela a cerca que vai em direção ao ponto P4R. Reserva da Petrobras",-43.233333,-22.516667,"Arvoreta ciófila, ca. 6.0 de altura; folhas concolores membranáceas;frutos imaturos verdes.","urn:catalog:JBRJ:RB:745931","Allophylus melanophloeus Radlk.",NA,NA,NA,NA
"17","2016-05-11T14:41:18.000+0000","JBRJ","RB","RB00674002","Allophylus melanophloeus Radlk.","Sapindaceae","Allophylus","melanophloeus","Radlk.","COELHO,R","2016-04-26T00:00:00.000+0000",NA,"387",NA,"M.G. Bovini; J.M.A. Braga; F.F. Barbosa; O. Marquete",1994,5,2,"Brazil","Rio de Janeiro","Rio de Janeiro","Parque Estadual da Pedra Branca, Represa do Camorim.",NA,NA,"Árvore ca. 4m de altura, semi-heliófila. Folhas membranáceas discolores. Filetes brancos e anteras amarelas.","urn:catalog:JBRJ:RB:674002","Allophylus melanophloeus Radlk.",NA,NA,NA,NA
"18",NA,"US","Botany","3321551","Allophylus melanophloeus Radlk.","Sapindaceae","Allophylus","melanophloeus","Radlk.","Coelho, R. L. G.",NA,NA,"1368",NA,"L. Thomaz",1994,10,14,"Brazil","Espírito Santo",NA,"Santa Teresa, Estacão Biologica de Santa Lucia.",NA,NA,NA,"http://n2t.net/ark:/65665/378ec4cfb-b9b0-467c-8d9d-a0409122aee6","Allophylus melanophloeus Radlk.",NA,NA,NA,NA
"19",NA,"IF","SPSF","16623","Allophylus melanophloeus Radlk.","Sapindaceae","Allophylus","melanophloeus","Radlk.","M.S.Ferrucci","1997-12-30T00:00:00.000+0000",NA,NA,NA,"L.G.Tenente",1993,10,29,"Brazil","Sp","São Paulo","bairro de Vila Rosa",NA,NA,"COLETA: XLS: SPSFAntigo&nf;Árvore 10m altura; frutos imaturos esverdeados.; GEOGRAFIA: Fundos da mata do P.E.Alberto Löfgren.;","BRA:IF:SPSF:0000016623","Allophylus melanophloeus Radlk.",NA,NA,NA,NA
"20","2017-10-18T14:52:44.000+0000","JBRJ","RB","RB00600769","Allophylus melanophloeus Radlk.","Sapindaceae","Allophylus","melanophloeus","Radlk.","COELHO,R","2016-04-26T00:00:00.000+0000",NA,"12958",NA,"G.Martinelli; M.Leitman, B.Kurtz & J.C.Gomes",1988,5,11,"Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima, Sítio Sophronites.",NA,NA,"Arbusto 5m. de altura, DAP: 2.5cm, folhas discolores.","urn:catalog:JBRJ:RB:600769","Allophylus melanophloeus Radlk.",NA,NA,NA,NA
"21",NA,"UCS","HUCS","4038","Allophylus melanophloeus Radlk.","Sapindaceae","Allophylus","melanophloeus","Radlk.","Hatschbach, G.",NA,NA,"51542",NA,"Hatschbach, G.; Silva, J.M.",1987,10,22,"Brazil","Mato Grosso do Sul","Antônio João","Descida para Campestre",0,0,"Arbusto 3m, flores alvas.","BRA:UCS:HUCS:0000004038","Allophylus melanophloeus Radlk.",NA,NA,NA,NA
"22",NA,NA,"Botany","WAG.1498831","Allophylus melanophloeus Radlk.","Sapindaceae","Allophylus","melanophloeus","Radlk.",NA,NA,NA,NA,NA,"Hatschbach GG; Silva JM",1987,10,22,"Brazil",NA,NA,"Antonio João, descida para Campestre, Mato Grosso do Sul.",NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/WAG.1498831","Allophylus melanophloeus Radlk.",NA,NA,NA,NA
"24",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","12027","Allophylus melanophloeus Radlk.","Sapindaceae","Allophylus","melanophloeus","Radlk.",NA,"2014-06-05T00:00:00.000+0000",NA,"198",NA,"Costa, LV; et al.",1987,12,1,"Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga",0,0,NA,"BRA:UFMG:BHCB:0000012027","Allophylus melanophloeus Radlk.",NA,NA,NA,NA
"25",NA,"UFV","VIC","11161","Allophylus melanophloeus Radlk.","Sapindaceae","Allophylus","melanophloeus","Radlk.","Coelho, R.L.S.","2014-04-24T00:00:00.000+0000",NA,"1533",NA,"Silva, A.F. da; Capellari Jr.; L.",1986,12,12,"Brazil","São Paulo","São José dos Campos","Reserva Florestal da Boa Vista",0,0,"Árvore de até 8m, botões florais jovens de cor verde, casca pêssego, lenho creme, súber liso.","BRA:UFV:VIC:0000011161","Allophylus melanophloeus Radlk.",NA,NA,NA,NA
"27",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","7820","Allophylus melanophloeus Radlk.","Sapindaceae","Allophylus","melanophloeus","Radlk.",NA,"2014-06-05T00:00:00.000+0000",NA,"803",NA,"Lopes, MA; Andrade, PM de",1985,11,11,"Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga. Matão.",0,0,NA,"BRA:UFMG:BHCB:0000007820","Allophylus melanophloeus Radlk.",NA,NA,NA,NA
"28",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","6532","Allophylus melanophloeus Radlk.","Sapindaceae","Allophylus","melanophloeus","Radlk.",NA,"2014-06-05T00:00:00.000+0000",NA,"143",NA,"Andrade, PM de; Lopes, MA",1984,2,21,"Brazil","Minas Gerais","Caratinga","Fazenda Montes Claros. Jequitibá.",0,0,NA,"BRA:UFMG:BHCB:0000006532","Allophylus melanophloeus Radlk.",NA,NA,NA,NA
"29",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","6522","Allophylus melanophloeus Radlk.","Sapindaceae","Allophylus","melanophloeus","Radlk.",NA,"2014-06-05T00:00:00.000+0000",NA,"434",NA,"Andrade, PM de; Lopes, MA",1984,9,27,"Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga. Matão.",0,0,NA,"BRA:UFMG:BHCB:0000006522","Allophylus melanophloeus Radlk.",NA,NA,NA,NA
