"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1","2017-10-15T13:09:12.000+0000","JBRJ","RB","RB01337483","Cupania ludowigii Somner & Ferrucci",NA,"Sapindaceae","Cupania","ludowigii","Somner & Ferrucci","J.E.Q. Faria",NA,NA,"6063",NA,"J.E.Q. Faria; D.S. Batista; R.S. Takahashi",2016,6,28,"Brazil","Minas Gerais","Conceição do Mato Dentro","Gondó, Fazenda Água Limpa, propriedade da Anglo American",-43.361944,-18.939167,NA,"urn:catalog:JBRJ:RB:1337483","Cupania ludowigii Somner & Ferrucci"
"2",NA,"UEFS","HUEFS","231935","Cupania ludowigii Somner & Ferrucci",NA,"Sapindaceae","Cupania","ludowigii","Somner & Ferrucci",NA,NA,NA,"247",NA,"Gaui, T.D.",2015,8,4,"Brazil","Rio de Janeiro","São José do Vale do Rio Preto","Conglomerado 120-2-1-1.",NA,NA,"Floresta Ombrófila Densa. Vegetação secundaria de encosta.","BRA:UEFS:HUEFS:0000231935","Cupania ludowigii Somner & Ferrucci"
"3","2018-06-15T10:24:58.000+0000","JBRJ","RB","RB01390135","Cupania ludowigii Somner & Ferrucci",NA,"Sapindaceae","Cupania","ludowigii","Somner & Ferrucci",NA,NA,NA,"5480",NA,"E. Tameirão Neto; C. V. Vidal",2013,11,27,"Brazil","Minas Gerais","Conceição do Mato Dentro",NA,-43.365556,-19.088055,"Frutos imaturos verdes","urn:catalog:JBRJ:RB:1390135","Cupania ludowigii Somner & Ferrucci"
"4","2017-10-18T13:52:24.000+0000","JBRJ","RB","RB01184984","Cupania ludowigii Somner & Ferrucci",NA,"Sapindaceae","Cupania","ludowigii","Somner & Ferrucci","R. Coelho","2011-04-19T00:00:00.000+0000",NA,"585",NA,"J. Meirelles; et al.",2011,4,18,"Brazil","Espírito Santo","Linhares","Reserva Natural da Vale. Estrada da Boleira. Nativo da Gávea",-39.965278,-19.209444,"Arvoreta frutos marrons","urn:catalog:JBRJ:RB:1184984","Cupania ludowigii Somner & Ferrucci"
"5",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA115320","Cupania ludowigii Somner & Ferrucci",NA,"Sapindaceae","Cupania","ludowigii","Somner & Ferrucci","Coelho, R.L.G",NA,NA,"586",NA,"Meirelles, J.",2011,4,18,"Brazil","Espírito Santo","Linhares",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA115320","Cupania ludowigii Somner & Ferrucci"
"6","2017-10-18T13:37:24.000+0000","JBRJ","RB","RB00657085","Cupania ludowigii Somner & Ferrucci",NA,"Sapindaceae","Cupania","ludowigii","Somner & Ferrucci","K.F. Silva",NA,NA,"149",NA,"K.F. Silva; T.P. Martins",2010,2,18,"Brazil","Minas Gerais","Santana do Riacho","Serra do Cipó. Km 129,5 da rodovia MG-010 (Belo Horizonte - Conceição do Mato Dentro). (datum Córrego Alegre).",-43.508056,-19.229722,"Árvore ca. 9 m alt. Frutos achatados, imaturos verdes. Voucher para estudos moleculares.","urn:catalog:JBRJ:RB:657085","Cupania ludowigii Somner & Ferrucci"
"7",NA,"Universidade Federal Rural de Pernambuco, UFRPE","HST","18045","Cupania ludowigii Somner & Ferrucci",NA,"Sapindaceae","Cupania","ludowigii","Somner & Ferrucci","L.A.Pereira","2012-09-25T00:00:00.000+0000",NA,"312",NA,"L.R.Silva",2010,7,8,"Brazil","Pernambuco","Gravatá","Engenho Jussara",NA,NA,"Árvore ca. 8,5 m alt.; folhas levemente coriáceas; frutos imaturos verdes.","BRA:UFRPE:HST:0000018045","Cupania ludowigii Somner & Ferrucci"
"8",NA,"UFPR","UPCB","89922","Cupania ludowigii Somner & Ferrucci",NA,"Sapindaceae","Cupania","ludowigii","Somner & Ferrucci","Uhlmann, A.","2013-10-08T00:00:00.000+0000",NA,"608",NA,"Uhlmann, A. et al.",2010,8,6,"Brazil","Rio de Janeiro","Cachoeiras de Macacú","Floresta Ombrófila Densa Altomontana",-42.609444,-22.419722,"Árvore 12 m de altura. Parque Estadual Três Picos.","BRA:UFPR:UPCB:0000089922","Cupania ludowigii Somner & Ferrucci"
"9",NA,"Universidade Regional de Blumenau, FURB","FURB","38895","Cupania ludowigii Somner & Ferrucci",NA,"Sapindaceae","Cupania","ludowigii","Somner & Ferrucci","Uhlmann, A","2010-08-06T00:00:00.000+0000",NA,"362",NA,"Uhlmann, A.",2010,8,6,"Brazil","Rio de Janeiro","Cachoeiras de Macacu","Parque Estadual Três Picos.",-42.609444,-22.419722,NA,"BRA:FURB:FURB:0000038895","Cupania ludowigii Somner & Ferrucci"
"10",NA,"US","Botany","3601072","Cupania ludowigii Somner & Ferrucci",NA,"Sapindaceae","Cupania","ludowigii","Somner & Ferrucci","Acevedo-Rodríguez, P., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,NA,"2050",NA,"N. Roque",2009,5,23,"Brazil","Bahia",NA,"Chapada Diamantina, trilha Cruzeiro dos Bêbados até Medonha",-41.37,-13,NA,"http://n2t.net/ark:/65665/34b191eb9-8c44-4158-9b54-cf33a321ef64","Cupania ludowigii Somner & Ferrucci"
"11",NA,"MBML","MBML-HERBARIO","37132","Cupania ludowigii Somner & Ferrucci",NA,"Sapindaceae","Cupania","ludowigii","Somner & Ferrucci","M.S. Ferrucci/Fev.2010",NA,NA,"5404",NA,"A. P. Fontana; et al",2008,7,17,"Brazil","Espírito Santo","Castelo","Parque Estadual do Forno Grande",-41.083611,-20.516111,NA,"BRA:MBML:MBML-HERBARIO:0000037132","Cupania ludowigii Somner & Ferrucci"
