"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","locality","decimalLongitude","decimalLatitude","occurrenceID","acceptedNameUsage","identificationQualifier","infraspecificEpithet","municipality","occurrenceRemarks","comments","bibliographicCitation"
"1",NA,"NY","NY","01271391","Talisia douradensis Acev.-Rodr.","Sapindaceae","Talisia","douradensis","Acev.-Rodr.","P. Acevedo-Rodríguez","2001-01-01T00:00:00.000+0000",NA,"1294",NA,"N. T. da Silva",1968,10,23,"Brazil","Pará","Jari, estrada entre Planalto A e Braço. Mata de terra firme",-52.600822,-0.880931,"0a34609c-c84e-47ad-a0bb-7c1cb35c5186","Talisia douradensis Acev.-Rodr.",NA,NA,NA,NA,NA,NA
"2",NA,"F","Botany","V0093141F","Talisia douradensis Acev.-Rodr.","Sapindaceae","Talisia","douradensis","Acev.-Rodr.","RRC ID Flag","2003-01-01T00:00:00.000+0000","ISOTYPE","1437","1437","N. T. da Silva",1968,11,22,"Brazil","ParÃ¡","Rio Jari, Monte Dourado, Planalto b, Pilao",NA,NA,"24beb07f-c96b-4afe-a97d-b87a8382f53b","Talisia douradensis Acev.-Rodr.",NA,NA,NA,NA,NA,NA
"3",NA,"NY","NY","431873","Talisia douradensis Acev.-Rodr.","Sapindaceae","Talisia","douradensis","Acev.-Rodr.",NA,NA,"HOLOTYPE","1437",NA,"N. T. da Silva",1968,11,22,"Brazil","Pará","Rio Jarí, Monte Dourado, Planalto B, Pilão.",-52.600822,-0.880931,"c8454d94-f485-4fe8-b132-9e7b2f61aaab","Talisia douradensis Acev.-Rodr.",NA,NA,NA,NA,NA,NA
"4","2009-01-27T13:33:34.000+0000","K","Herbarium","K000035386","Talisia douradensis Acev.-Rodr.","Sapindaceae","Talisia","douradensis","Acev.-Rodr.","Acevedo-Rodriguez, P.",NA,"ISOTYPE","1437",NA,"Silva, N.T.",1968,11,22,"Brazil",NA,"Região do Rio Jarí, Monte dourado. Planalto B, Pilão.",NA,NA,"http://specimens.kew.org/herbarium/K000035386","Talisia douradensis Acev.-Rodr.",NA,NA,NA,NA,NA,NA
"5",NA,"F","Botany","V0302177F","Talisia douradensis Acev.-Rodr.","Sapindaceae","Talisia","douradensis","Acev.-Rodr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,-52.8731,-10.8339,"e8eebaa4-aec0-449b-9372-674ce2b5739b","Talisia douradensis Acev.-Rodr.",NA,NA,NA,NA,NA,NA
