"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1",NA,"Universidade Regional de Blumenau, FURB","FURB","46907","Matayba cristae Reitz","Sapindaceae","Matayba","cristae","Reitz","Barboza, E","2014-08-21T00:00:00.000+0000",NA,"5203","Cordeiro, J.",2014,8,12,"Brazil","Paraná","Guaratuba","Pico Pedra Branca de Araraquara, parte alta da trilha.",-48.878333,-25.936944,NA,"BRA:FURB:FURB:0000046907",NA,"Matayba cristae Reitz"
"2",NA,"Universidade Federal do Paraná, UFPR","EFC","15729","Matayba cristae Reitz","Sapindaceae","Matayba","cristae","Reitz","Barboza, E.","2014-08-21T00:00:00.000+0000",NA,"5203","Cordeiro, J.",2014,8,12,"Brazil","Paraná","Guaratuba","Pico Pedra Branca de Araraquara",-48.5242,-25.5613,"Árvore 5m; flores alvas. Floresta Ombrófila Densa Altomontana","BRA:UFPR:EFC:0000015729",NA,"Matayba cristae Reitz"
"3",NA,"MBM","MBM","391606","Matayba cristae Reitz","Sapindaceae","Matayba","cristae","Reitz","Barboza, E","2014-08-21T00:00:00.000+0000",NA,"5203","Cordeiro, J; Barboza, E; Brotto, ML",2014,8,12,"Brazil","Paraná","Guaratuba","Pico Pedra Branca de Araraquara, parte alta da trilha",-48.878333,-25.936944,"Árvore de 5m; flores alvas.; Floresta Ombrófila Densa Altomontana (matinha nebular).","BRA:MBM:MBM:0000391606",NA,"Matayba cristae Reitz"
"4","2017-10-18T23:37:59.000+0000","JBRJ","RB","RB00912820","Matayba cristae Reitz","Sapindaceae","Matayba","cristae","Reitz","E. Barboza","2014-08-21T00:00:00.000+0000",NA,"5203","J. Cordeiro; E. Barbosa, M.L. Brotto",2014,8,12,"Brazil","Paraná","Guaratuba","Pico Pedra Branca de Araraquara, parte alta da trilha.",-48.878333,-25.936944,"Árvore de 5m; flores alvas.","urn:catalog:JBRJ:RB:912820",NA,"Matayba cristae Reitz"
"5",NA,"UnB","UB","214969","Matayba cristae Reitz","Sapindaceae","Matayba","cristae","Reitz","Barboza, E","2013-07-22T00:00:00.000+0000",NA,"1316","Brotto, ML; Barboza, E; Silva, JM",2013,7,18,"Brazil","Paraná","Guaraqueçaba","RPPN Salto Morato, trilha do pico",-48.299722,-25.136111,"Árvore de 6m, flores alvas; Floresta Ombrófila Densa Altomontana","BRA:UnB:UB:0000214969",NA,"Matayba cristae Reitz"
"6",NA,"UEFS","HUEFS","200947","Matayba cristae Reitz","Sapindaceae","Matayba","cristae","Reitz",NA,NA,NA,"1316","Brotto, M.L.",2013,7,18,"Brazil","Paraná","Guaraqueçaba","RPPN Salto Morato, trilha do pico.",-48.299722,-25.136111,"Floresta Ombrófila Densa Altomontana.","BRA:UEFS:HUEFS:0000200947",NA,"Matayba cristae Reitz"
"7",NA,"UCS","HUCS","40129","Matayba cristae Reitz","Sapindaceae","Matayba","cristae","Reitz","Barbosa, E.","2012-08-09T00:00:00.000+0000",NA,"3429","Barbosa, E.; Cordeiro, J.",2012,8,9,"Brazil","Paraná","Guaratuba","Morro dos Pedidos",0,0,"Arbusto 3m, flores creme - Herbário MBM.; Beira do Rio Encachoeirado","BRA:UCS:HUCS:0000040129",NA,"Matayba cristae Reitz"
"8","2014-07-08T01:26:47.000+0000","JBRJ","RB","RB00782732","Matayba cristae Reitz","Sapindaceae","Matayba","cristae","Reitz","E. Barbosa",NA,NA,"3429","E. Barbosa; J. Cordeiro",2012,8,9,"Brazil","Paraná","Guaratuba","Morro dos Perdidos.",NA,NA,"arbusto 3m, flores creme.","urn:catalog:JBRJ:RB:782732",NA,"Matayba cristae Reitz"
"9",NA,"UNIVILLE","JOI","15445","Matayba cristae Reitz","Sapindaceae","Matayba","cristae","Reitz","M.S. Ferrucci","2011-12-06T00:00:00.000+0000",NA,"5528","Verdi, M.",2010,8,25,"Brazil","Paraná","Morretes","Trilha Noroeste / Parque Estadual Pico Morumbi.",-48.914722,-25.445,"; HABITO: arvoreta; TIPO VEGETACIONAL: Floresta Ombrófila Densa","BRA:UNIVILLE:JOI:0000015445",NA,"Matayba cristae Reitz"
"10",NA,"Universidade Federal de Santa Catarina (UFSC)","FLOR","63966","Matayba cristae Reitz","Sapindaceae","Matayba","cristae","Reitz","Ferrucci, M.S.","2011-12-06T00:00:00.000+0000",NA,"5528","Verdi, M.",2010,8,25,"Brazil","Paraná","Morretes","Local: Trilha Noroeste/ Parque Estadual Pico Marumbi.",-48.914722,-25.445,"Estádio suces.: avançado; Hábito: arvoreta; Cor da flor: branca","BRA:UFSC:FLOR:0000063966",NA,"Matayba cristae Reitz"
"11",NA,"UNIVILLE","JOI","3544","Matayba cristae Reitz","Sapindaceae","Matayba","cristae","Reitz","M.E.G. Sobral","2005-03-30T00:00:00.000+0000",NA,"412","F.C.S. Vieira",2004,7,28,"Brazil","Santa Catarina","Joinville","Castelo dos Bugres.",NA,NA,"; HABITAT: terrestre; HABITO: arvoreta; TIPO VEGETACIONAL: floresta altomontana","BRA:UNIVILLE:JOI:0000003544",NA,"Matayba cristae Reitz"
"12",NA,"Universidade Regional de Blumenau, FURB","FURB","6011","Matayba cristae Reitz","Sapindaceae","Matayba","cristae","Reitz","Vieira, FCS","2005-03-30T00:00:00.000+0000",NA,"637","Vieira, F.C.S.",2004,11,25,"Brazil","Santa Catarina","Joinville","Castelo dos Bugres.",NA,NA,NA,"BRA:FURB:FURB:0000006011",NA,"Matayba cristae Reitz"
"13","2017-05-29T10:14:29.000+0000","JBRJ","RB","RB01321861","Matayba cristae Reitz","Sapindaceae","Matayba","cristae","Reitz","L.G. Coelho",NA,NA,"3753","J.M. Silva; E. Barbosa; E.F. Costa",2003,7,1,"Brazil","Paraná","Paranaguá","Trilha para a Torre da Prata",NA,NA,NA,"urn:catalog:JBRJ:RB:1321861",NA,"Matayba cristae Reitz"
"14",NA,"UCS","HUCS","37136","Matayba cristae Reitz","Sapindaceae","Matayba","cristae","Reitz","Coelho, L. .G.",NA,NA,"3753","Silva, J.M.; et alii",2003,7,1,"Brazil","Paraná","Paranaguá","Trilha para a Torre da Prata",0,0,"Árvore 10m, flor alva, Herbário MBM.; Encosta do morro, Floresta Atlântica","BRA:UCS:HUCS:0000037136",NA,"Matayba cristae Reitz"
"15",NA,"Universidade Federal da Bahia (UFBA)","ALCB","101141","Matayba cristae Reitz","Sapindaceae","Matayba","cristae","Reitz","Coelho, LG",NA,NA,"3753","Silva, JM; Barbosa, E; Costa, EF",2003,7,1,"Brazil","Paraná","Paranaguá","Trilha para a Torre da Prata.",-48.5,-25.516667,"Ca. 10m.; flor alva.","BRA:UFBA:ALCB:0000101141",NA,"Matayba cristae Reitz"
"16",NA,"Universidade Federal de Juiz de Fora (UFJF)","CESJ","46597","Matayba cristae Reitz","Sapindaceae","Matayba","cristae","Reitz","G. Hatschbach","2002-01-01T00:00:00.000+0000",NA,"3649","J.M. Silva; E. Barbosa; J.Vaz",2002,9,30,"Brazil","São Paulo","Cajati","Torre da EMBRATEL, Estação Repetidora da Serra do Aleixo.",0,0,"Árvore, 8m, flor alva. Floresta atlântica.","BRA:UFJF:CESJ:0000046597",NA,"Matayba cristae Reitz"
"17",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","76199","Matayba cristae Reitz","Sapindaceae","Matayba","cristae","Reitz",NA,"2002-01-01T00:00:00.000+0000",NA,"3649","Silva, JM; Barbosa, E; Vaz, J",2002,9,30,"Brazil","São Paulo","Cajati","Estação Repetidora da Serra do Aleixo",0,0,NA,"BRA:UFMG:BHCB:0000076199",NA,"Matayba cristae Reitz"
"18","2014-07-22T14:06:29.000+0000","JBRJ","RB","RB00384210","Matayba cristae Reitz","Sapindaceae","Matayba","cristae","Reitz","G. Hatschbach","2002-01-01T00:00:00.000+0000",NA,"3649","J.M.Silva; E.Barbosa & J. Vaz",2002,9,30,"Brazil","São Paulo","Cajati","Torre da Embratel, Estação repetidora da Serra do Aleixo.",NA,NA,"Árvore, 8m, flor alva. Floresta atlântica.","urn:catalog:JBRJ:RB:384210",NA,"Matayba cristae Reitz"
"19",NA,"MBM","MBM","123616","Matayba cristae Reitz","Sapindaceae","Matayba","cristae","Reitz","Hatschbach, G",NA,NA,"3037","Kummrow, R; Budziak, C",1988,8,3,"Brazil","Paraná","Quatro Barras","Morro Mãe Catira",0,0,NA,"BRA:MBM:MBM:0000123616",NA,"Matayba cristae Reitz"
"20",NA,"WU","Herbarium WU","0021021","Matayba cristae Reitz","Sapindaceae","Matayba","cristae","Reitz","G. Hatschbach (MBM) 1988",NA,NA,NA,"Kummrow,R. & Budziak,C.",1988,8,3,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Matayba cristae Reitz"
"21",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA035666","Matayba cristae Reitz","Sapindaceae","Matayba","cristae","Reitz",NA,NA,NA,"600","Silva, J.M. ; Ribas, O.S.",1988,11,23,"Brazil","Paraná","Quatro Barras",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA035666",NA,"Matayba cristae Reitz"
"22",NA,"UEFS","HUEFS","33085","Matayba cristae Reitz","Sapindaceae","Matayba","cristae","Reitz","R.L.Coelho","2009-10-01T00:00:00.000+0000",NA,"600","Silva, J.M.",1988,11,23,"Brazil","Paraná","Quatro Barras","Morro Sete.",NA,NA,"Mata pluvial da encosta de morro.","BRA:UEFS:HUEFS:0000033085",NA,"Matayba cristae Reitz"
"23",NA,"USP","SPF","115625","Matayba cristae Reitz","Sapindaceae","Matayba","cristae","Reitz","Hatschbach, G","1996-01-01T00:00:00.000+0000",NA,"600","Silva, JM",1988,11,23,"Brazil","Paraná","Quatro Barras",NA,0,0,NA,"BRA:USP:SPF:0000115625",NA,"Matayba cristae Reitz"
"24",NA,"US","Botany","3125436","Matayba cristae Reitz","Sapindaceae","Matayba","cristae","Reitz","Pennington, T. D., (K)",NA,NA,"343","J. Cordeiro & J. M. Silva",1986,8,28,"Brazil","Paraná",NA,"Mun. Morretes, Véu de Noiva.",NA,NA,NA,"http://n2t.net/ark:/65665/335f367de-0edb-4d78-a13b-81639e5e1eca",NA,"Matayba cristae Reitz"
"25",NA,"UFPR","UPCB","19174","Matayba cristae Reitz","Sapindaceae","Matayba","cristae","Reitz","Rosado, A.","2016-09-01T00:00:00.000+0000",NA,"343","Cordeiro, J.",1986,8,28,"Brazil","Paraná","Morretes","Véu de Noiva",NA,NA,"Árvore, 4m, flor alva. Mata pluvial..","BRA:UFPR:UPCB:0000019174",NA,"Matayba cristae Reitz"
"26",NA,"MBM","MBM","76463","Matayba cristae Reitz","Sapindaceae","Matayba","cristae","Reitz","Hatschbach, G",NA,NA,"662","Oliveira, PI",1982,8,25,"Brazil","Paraná","Quatro Barras","Rio Taquari",0,0,NA,"BRA:MBM:MBM:0000076463",NA,"Matayba cristae Reitz"
"27","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","112913","Matayba cristae Reitz","Sapindaceae","Matayba","cristae","Reitz","Hatschbach, G.G.","1982-01-01T00:00:00.000+0000",NA,"45288","Mike Hopkins",1982,9,10,"Brazil","Paraná",NA,"Vic. Hotel Playa Escondida, 10 Km N of Sontecomapan",NA,NA,NA,"urn:catalog:inpa:herbarium:67569",NA,"Matayba cristae Reitz"
"28",NA,"MBM","MBM","76469","Matayba cristae Reitz","Sapindaceae","Matayba","cristae","Reitz","Hatschbach, G",NA,NA,"45288","Hatschbach, G",1982,9,10,"Brazil","Paraná","São José dos Pinhais","Purgatório",0,0,NA,"BRA:MBM:MBM:0000076469",NA,"Matayba cristae Reitz"
"29",NA,"UNICAMP","UEC","14339","Matayba cristae Reitz","Sapindaceae","Matayba","cristae","Reitz","Coelho, R.L.G.","2007-10-16T00:00:00.000+0000",NA,"14557","Hatschbach, G.",1966,8,4,"Brazil","Paraná","Quatro Barras","Encosta Morro Mãe Catira.",0,0,"Arvoreta flor creme.; Matinha nebular.","BRA:UNICAMP:UEC:0000014339",NA,"Matayba cristae Reitz"
"30",NA,"MBM","MBM","2579","Matayba cristae Reitz","Sapindaceae","Matayba","cristae","Reitz","Smith, SF",NA,NA,"14557","Hatschbach, G",1966,8,4,"Brazil","Paraná","Quatro Barras","Encosta Morro Mãe Catira",0,0,NA,"BRA:MBM:MBM:0000002579",NA,"Matayba cristae Reitz"
"31",NA,"MBM","MBM","47477","Matayba cristae Reitz","Sapindaceae","Matayba","cristae","Reitz","Reitz, R","1980-01-01T00:00:00.000+0000","PARATYPE","8190","Hatschbach, G",1961,8,30,"Brazil","Paraná","Morretes","Barro Branco",0,0,"Árvore 6m, flor creme.; Mata higrófila.","BRA:MBM:MBM:0000047477",NA,"Matayba cristae Reitz"
"32",NA,"UFPR","UPCB","20238","Matayba cristae Reitz","Sapindaceae","Matayba","cristae","Reitz","Rosado, A.","2016-09-01T00:00:00.000+0000",NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Morretes","Barro Branco",NA,NA,"Árvore, 6m, flor creme. Mata higrófila..","BRA:UFPR:UPCB:0000020238",NA,"Matayba cristae Reitz"
"33",NA,NA,"Botany","L.4287760","Matayba cristae Reitz","Sapindaceae","Matayba","cristae","Reitz",NA,NA,NA,NA,"Cordeiro I",NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/L.4287760",NA,"Matayba cristae Reitz"
"34",NA,"MBM","MBM","129173","Matayba cristae Reitz","Sapindaceae","Matayba","cristae","Reitz","Hatschbach, G",NA,NA,"600","Silva, JM; Ribas, OS",NA,NA,NA,"Brazil","Paraná","Quatro Barras","Morro Sete",0,0,NA,"BRA:MBM:MBM:0000129173",NA,"Matayba cristae Reitz"
