"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","identificationQualifier","infraspecificEpithet","fieldNumber","comments","bibliographicCitation"
"1",NA,"Universidade do Estado de Mato Grosso (UNEMAT)","HPAN","4426.1","Cupania castaneaefolia Mart.","Sapindaceae","Cupania","castaneaefolia","Mart.","Carniello, MA","2017-02-10T00:00:00.000+0000",NA,"5883","Carniello, MA; Lemes, SAL; Carmo, DV",2016,12,16,"Brazil","Mato Grosso","Porto Estrela","Estação Ecol. Serra das Araras, Trilha da Cachoeira ""Boca do José"".",-57.212889,-15.64975,NA,"BRA:UNEMAT:HPAN:00004426.1","Cupania castaneaefolia Mart.",NA,NA,NA,NA,NA
"2",NA,"UNEMAT","HERBAM","10325","Cupania castaneaefolia Mart.","Sapindaceae","Cupania","castaneaefolia","Mart.","GVasconcelos","2015-01-15T00:00:00.000+0000",NA,"CD 2638283","Soares-Lopes, CRA; Trevisan, LR; Fernandes, E; Filho, JI; Da Silva, WL",2015,1,7,"Brazil","Mato Grosso","Alta Floresta","PCH Fazenda, Guarita, Terra firme",NA,NA,"Complexo Hidrelétrico Apiacás","BRA:UNEMAT:HERBAM:0000010325","Cupania castaneaefolia Mart.",NA,NA,NA,NA,NA
"3",NA,"UFMT","UFMT","42430","Cupania castaneaefolia Mart.","Sapindaceae","Cupania","castaneaefolia","Mart.",NA,NA,NA,"09","Silva, F.H.B.",2014,3,19,"Brazil","Mato Grosso","Poconé","RPPN SESC Pantanal.",0,0,"Arbóreo.; Mata ciliar e cambarazal.","BRA:UFMT:UFMT:0000042430","Cupania castaneaefolia Mart.",NA,NA,NA,NA,NA
"4","2017-10-18T12:34:34.000+0000","JBRJ","RB","RB00621610","Cupania castaneaefolia Mart.","Sapindaceae","Cupania","castaneaefolia","Mart.","M.S. Ferrucci",NA,NA,"4232","Milliken, W.; Zappi, D.C.; Frisby, S.; Soares, C.R.A.; Forte, A.F.; Silva, D.R. & Lindolfo, L.F.",2011,3,9,"Brazil","Mato Grosso","Santa Cruz Do Xingu","Parque Estadual do Xingu, limite norte do parque.",-52.616389,-9.69,"Árvore 4 m alt, frutos castanho, semente nigrescente com arilo laranja","urn:catalog:JBRJ:RB:621610","Cupania castaneaefolia Mart.",NA,NA,NA,NA,NA
"5","2017-03-07T10:14:14.000+0000","JBRJ","RB","RB00605694","Cupania castaneaefolia Mart.","Sapindaceae","Cupania","castaneaefolia","Mart.","E.F. Guimarães","2015-01-01T00:00:00.000+0000",NA,"1020","R. Borges; N. Pougy, T. Serrano",2010,11,28,"Brazil","Mato Grosso do Sul","Corumbá","Povoado do Amolar. RPPN Eliezér Batista - estrada da sede da fazenda. Floresta estacional semidecídua em regeneração. Predomínio de lianas, arbustos espinescentes e grande população de Acrocomia aculeata. Solo pedregoso, com cascalhos e cristais soltos.",-57.478611,-18.093333,"Arvoreta 2m, folhas alvo-esverdeadas abaxialmente, flores alvas.","urn:catalog:JBRJ:RB:605694","Cupania castaneaefolia Mart.",NA,NA,NA,NA,NA
"6","2014-07-07T20:21:58.000+0000","JBRJ","RB","RB00606195","Cupania castaneaefolia Mart.","Sapindaceae","Cupania","castaneaefolia","Mart.","M.S. Ferrucci",NA,NA,"16644","G. Martinelli; N. Pougy, T. Serrano, M. Moraes, R. Borges",2010,11,28,"Brazil","Mato Grosso do Sul","Corumbá","Rio Paraguai, Remanso da Faz Sta Tereza. Floresta estacional semidecídua em regeneração. Predomínio de lianas, arbustos espinescentes e grande população de Acrocomia aculeata. Solo pedregoso, com cascalhos e cristais soltos.",-57.420833,-18.274444,"arvore (12m), heliófila; folhas levemente discolores; flores creme; botões florais verdes.","urn:catalog:JBRJ:RB:606195","Cupania castaneaefolia Mart.",NA,NA,NA,NA,NA
"7",NA,"US","Botany","3354492","Cupania castaneaefolia Mart.","Sapindaceae","Cupania","castaneaefolia","Mart.",NA,NA,NA,"8358","P. Acevedo-Rodriguez, J. L. Santos & J. Guedes",1996,8,15,"Brazil","Amazonas",NA,"Amazonas: Alto Río Negro (west side), ca. 1 km NW of boat. Boat stationed at coordinates.",-63.5542,-0.4794,NA,"http://n2t.net/ark:/65665/35b6aaa7b-4268-4cb1-a0c1-65e09461ff29","Cupania castaneaefolia Mart.",NA,NA,NA,NA,NA
"8","2017-10-06T06:53:51.000+0000","JBRJ","RB","RB00383302","Cupania castaneaefolia Mart.","Sapindaceae","Cupania","castaneaefolia","Mart.","Amelise Frazão Nunes","2011-01-24T00:00:00.000+0000",NA,"88","José E.R. Collares",1980,10,17,"Brazil","Minas Gerais","Minas Gerais","Estrada São Vicente/Carrancas.",-44.416667,-21.633333,"Arvoreta de cerca de 5 metros, frutos de cor verde, de maturação jovem e senescente. Freqüência mediana.","urn:catalog:JBRJ:RB:383302","Cupania castaneaefolia Mart.",NA,NA,NA,NA,NA
"9",NA,"Cenargen","CEN","3305","Cupania castaneaefolia Mart.","Sapindaceae","Cupania","castaneaefolia","Mart.","B. M. T. Walter",NA,NA,"26188","Ghillean Tolmie Prance",1979,6,13,"Brazil",NA,NA,"Road to Santa Izabel from Jofre.",-56.91667,-17.11667,"Tree 5m; flowers white. Low swampy scrub forest. Doação do The New York Botanical Garden - Instituto Nacional de Pesquisas da Amazônia.","BRA:Cenargen:CEN:0000003305","Cupania castaneaefolia Mart.",NA,NA,NA,NA,NA
"10",NA,"F","Botany","V0071571F","Cupania castaneaefolia Mart.","Sapindaceae","Cupania","castaneaefolia","Mart.",NA,NA,"ISOSYNTYPE","489","C. F. P. Martius",1828,10,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"c0f1b886-a540-4d4c-a7b0-a9fcd17e875b","Cupania castaneaefolia Mart.",NA,NA,NA,NA,NA
"11",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA051896","Cupania castaneaefolia Mart.","Sapindaceae","Cupania","castaneaefolia","Mart.","Maria, V.R.B.",NA,NA,NA,"Maria, V.R.B.",NA,NA,NA,"Brazil","Mato Grosso do Sul","Bonito",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA051896","Cupania castaneaefolia Mart.",NA,NA,NA,NA,NA
