"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1",NA,"MN","R-TIPOS","18706","Lacunaria sampaioi Ducke","Quiinaceae","Lacunaria","sampaioi","Ducke",NA,NA,"ISOTYPE","5247","Sampaio, A.J.",1928,10,11,"Brazil","Pará","Cuminá","Cachoeira do Breu",NA,NA,"BRA:MN:R-TIPOS:0000018706",NA,"Lacunaria sampaioi Ducke"
"2",NA,"MN","R-TIPOS","18706A","Lacunaria sampaioi Ducke","Quiinaceae","Lacunaria","sampaioi","Ducke",NA,NA,"ISOTYPE","5247","Sampaio, A.J.",1928,10,11,"Brazil","Pará","Cuminá","Cachoeira do Breu",NA,NA,"BRA:MN:R-TIPOS:000018706A",NA,"Lacunaria sampaioi Ducke"
