"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","fieldNumber","occurrenceRemarks","comments"
"1",NA,"NY","NY","03137435","Lacunaria sampaioi Ducke","Quiinaceae","Lacunaria","sampaioi","Ducke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"8ef881e2-9abb-4d1d-aa60-7a5738d975fe",NA,"Lacunaria sampaioi Ducke",NA,NA,NA,NA,NA
"2",NA,"FR","Herbarium Senckenbergianum","FR-0083783","Lacunaria sampaioi Ducke","Quiinaceae","Lacunaria","sampaioi","Ducke",NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"Margem esquerda do rio Jaramacaru, próximo aos Campos do Ariramba",-55.583333,-1.166667,NA,NA,"Lacunaria sampaioi Ducke",NA,NA,NA,NA,NA
