"","institutionCode","catalogNumber","recordedBy"
"1","Instituto Nacional de Pesquisas da Amazônia (INPA)","219800","Sasaki, D"
"2","Instituto Nacional de Pesquisas da Amazônia (INPA)","182385","Noblick, LR"
"3","Instituto Nacional de Pesquisas da Amazônia (INPA)","187848","Pereira, MJR"
"4","Instituto Nacional de Pesquisas da Amazônia (INPA)","150613","Thomas, WW"
"5","Instituto Nacional de Pesquisas da Amazônia (INPA)","150579","Thomas, WW"
"6","Instituto Nacional de Pesquisas da Amazônia (INPA)","114001","Ferreira, CAC"
"7","Instituto Nacional de Pesquisas da Amazônia (INPA)","135825","Silva, MG da"
"8","Instituto Nacional de Pesquisas da Amazônia (INPA)","118271","Daly, DC"
"9","Instituto Nacional de Pesquisas da Amazônia (INPA)","95805","Ferreira, CAC"
"10","Instituto Nacional de Pesquisas da Amazônia (INPA)","93744","Silva, MG da"
"11","Instituto Nacional de Pesquisas da Amazônia (INPA)","84036","Silva, MG da"
"12","Instituto Nacional de Pesquisas da Amazônia (INPA)","57612","Gomes, M"
"13","Instituto Nacional de Pesquisas da Amazônia (INPA)","53179","Lisb̫a, PLB"
"14","Instituto Nacional de Pesquisas da Amazônia (INPA)","43338","Berg, CC"
"15","Instituto Nacional de Pesquisas da Amazônia (INPA)","36615","Silva, MF da"
