"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","locality","decimalLongitude","decimalLatitude","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","fieldNumber","municipality","occurrenceRemarks","comments"
"1",NA,"FR","Herbarium Senckenbergianum","FR-0083714","Quiina piresii J.V.Schneid. & Zizka","Quiinaceae","Quiina","piresii","J.V.Schneid. & Zizka",NA,NA,NA,NA,NA,2002,10,19,"French Guiana",NA,"Forêt domaniale de Crique Plomb",-52.916667,5.05,NA,NA,"Quiina piresii J.V.Schneid. & Zizka",NA,NA,NA,NA,NA,NA
"2",NA,"NY","NY","03091115","Quiina piresii J.V.Schneid. & Zizka","Quiinaceae","Quiina","piresii","J.V.Schneid. & Zizka","J. V. Schneider","2002-01-01T00:00:00.000+0000","PARATYPE","INPA/WWF 3402.598.2","C. A. Sothers",1987,3,18,"Brazil","Amazonas","Distrito AgropecuÃ¡rio da SUFRAMA, rodovia BR-174, km 64, depois 21 km leste na ZF3. Fazenda Porto Alegre. Reserva No. 3402 do projeto Dinamica Biologica de Fragmentos Florestais, Arv. No. 598.",-59,-2,"2c72a840-e4d0-49f3-9e22-9ac91037e8a0",NA,"Quiina piresii J.V.Schneid. & Zizka",NA,NA,NA,NA,NA,NA
"3","2010-11-27T07:15:00.000+0000","MO","MO","3070779","Quiina piresii J.V.Schneid. & Zizka","Quiinaceae","Quiina","piresii","J.V.Schneid. & Zizka","J. Schneider, 01/","2000-01-01T00:00:00.000+0000",NA,"Rodrigues 9509","William A. Rodrigues|A. Loureiro",1974,7,11,"Brazil","Amazonas","Estrada Manaus-Itacoatiara km 134.",NA,NA,"urn:catalog:MO:Tropicos:3070779","http://www.tropicos.org/Specimen/3070779","Quiina piresii J.V.Schneid. & Zizka",NA,NA,NA,NA,NA,NA
