"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","municipality","comments"
"1","2015-04-11T13:53:47.000+0000","S","VascularPlants","S13-15719","Touroulia amazonica Pires & A.S.Foster","Quiinaceae","Touroulia","amazonica","Pires & A.S.Foster",NA,NA,NA,"60817","60817","Nilo T. Silva & Umbelino Brazão",1966,1,13,"Brazil","Amazonas","Plants of the Third Serra da Neblina Expedition 1965-1966. Rio Negro, Rio Cauburí, Rio Maturacá, Brasil. Between Missão Salesiana and Serra Pirapucú, Rio Maturacá.",NA,NA,NA,"S:VascularPlants:S13-15719",NA,"Touroulia amazonica Pires & A.S.Foster",NA,NA,NA,NA
"2",NA,"NY","NY","63966","Touroulia amazonica Pires & A.S.Foster","Quiinaceae","Touroulia","amazonica","Pires & A.S.Foster",NA,NA,"ISOTYPE","9012",NA,"B. A. Krukoff",1936,10,26,"Brazil","Amazonas","Basin of Rio Solimoes, basin of creek BelÃ©m",0,0,NA,"61818863-d72f-42c2-b535-ba17fe2bebda",NA,"Touroulia amazonica Pires & A.S.Foster",NA,NA,NA,NA
"3","2014-04-10T08:53:26.000+0000","K","Herbarium","K000974948","Touroulia amazonica Pires & A.S.Foster","Quiinaceae","Touroulia","amazonica","Pires & A.S.Foster","Amaral, M.C.E.",NA,"ISOTYPE","9012",NA,"Krukoff, B.A.",1936,10,26,"Brazil",NA,"Municipality São Paulo de Olivença; basin of creek Belem. Basin of Rio Solimoes.",NA,NA,"Sheet I","http://specimens.kew.org/herbarium/K000974948",NA,"Touroulia amazonica Pires & A.S.Foster",NA,NA,NA,NA
"6","2015-11-30T11:58:04.000+0000","MNHN","P","P02441372","Touroulia amazonica Pires & A.S.Foster","Quiinaceae","Touroulia","amazonica","Pires & A.S.Foster","Schneider",NA,NA,NA,"9012","Krukoff, B.A.",1936,10,26,"Brazil",NA,NA,NA,NA,"Reçu le 6 décembre 1937","http://coldb.mnhn.fr/catalognumber/mnhn/p/p02441372",NA,"Touroulia amazonica Pires & A.S.Foster",NA,NA,NA,NA
"11",NA,"G","Geneva Herbarium – General Collection (G)","G-G-285393/1","Touroulia amazonica Pires & A.S.Foster","Quiinaceae","Touroulia","amazonica","Pires & A.S.Foster","Zizka, G. (1996)",NA,"ISOTYPE",NA,NA,"Krukoff, B. A. (Coll. Delessert)",NA,NA,NA,"Brazil",NA,"São Paulo de Olivença - State of Amazonas: Municipality of São Paulo de Olivença; basin of creek Belem.",-68.96444,-3.47278,NA,NA,NA,"Touroulia amazonica Pires & A.S.Foster",NA,NA,NA,NA
"12",NA,"US","Botany","2575503A","Touroulia amazonica Pires & A.S.Foster","Quiinaceae","Touroulia","amazonica","Pires & A.S.Foster",NA,NA,NA,"60817",NA,"N. T. Silva & U. Brazão",NA,NA,NA,"Brazil","Amazonas","Rio Negro, Rio Cauaburí, Rio Maturacá. Between Missão Salesiana and Serra Pirapucú, Rio Maturacá",NA,NA,NA,"http://n2t.net/ark:/65665/3dad244b0-5d4d-4ce5-ac8b-1291e6f10e7d",NA,"Touroulia amazonica Pires & A.S.Foster",NA,NA,NA,NA
