"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","comments"
"1",NA,NA,"Botany","U.1532989","Lacunaria pulchrinervis Ducke","Quiinaceae","Lacunaria","pulchrinervis","Ducke",NA,NA,NA,NA,NA,"Lima J; Zimmerman B",1980,5,27,"Brazil",NA,NA,"Planta do Amazonas. Estrada ZF 3 km 24, Municipio de Manaus, coletado ao lado da Reserva No 1202; mata de terra firme.",NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1532989",NA,"Lacunaria pulchrinervis Ducke",NA,NA,NA
"3","2014-07-08T02:12:33.000+0000","JBRJ","RB","RB00323755","Lacunaria grandifolia Ducke","Quiinaceae","Lacunaria","grandifolia","Ducke",NA,NA,NA,"48-2460",NA,"G.A. Black",1948,4,30,"Brazil","Amazonas","Amazonas","Inst. Agr. do Norte - Plantas da Amazônia. .",NA,NA,"Árvore pequena; flor branca ferfumada","urn:catalog:JBRJ:RB:323755",NA,"Lacunaria grandifolia Ducke",NA,NA,NA
"5","2014-07-08T02:12:35.000+0000","JBRJ","RB","RB00323764","Lacunaria grandifolia Ducke","Quiinaceae","Lacunaria","grandifolia","Ducke","J.M. Pires",NA,NA,"22151",NA,"R.L. Fróes",1947,4,14,"Brazil","Amazonas","Amazonas","Rio Negro, Curucuhy. Inst. Agr. do Norte.",NA,NA,"Shrub, 7,5m. white yellowish","urn:catalog:JBRJ:RB:323764",NA,"Lacunaria grandifolia Ducke",NA,NA,NA
"6",NA,"IPA","IPA","585","Lacunaria grandifolia Ducke","Quiinaceae","Lacunaria","grandifolia","Ducke","Pires, J.M.",NA,NA,"22128",NA,"Fróes, R.L.",1947,4,15,"Brazil","Amazonas",NA,"Rio Negro, Porto Curucuhy, Uaupés, high forest, sand soil.",0,0,"Tree 20 ft 6"", whitish flowers.","BRA:IPA:IPA:0000000585",NA,"Lacunaria grandifolia Ducke",NA,NA,NA
"8","2014-07-08T02:12:31.000+0000","JBRJ","RB","RB00323746","Lacunaria grandifolia Ducke","Quiinaceae","Lacunaria","grandifolia","Ducke","Pires","1956-01-01T00:00:00.000+0000",NA,"832",NA,"J. Murça Pires",1947,11,5,"Brazil","Amazonas","Amazonas","Rio Negro, próximo à foz do R. Uaupés.",NA,NA,"Árvore pequena de 7m x 10cm; flores alvas, estames brancos com anteras pequenas, brancas","urn:catalog:JBRJ:RB:323746",NA,"Lacunaria grandifolia Ducke",NA,NA,NA
"9",NA,"US","Botany","1574624","Lacunaria grandifolia Ducke","Quiinaceae","Lacunaria","grandifolia","Ducke",NA,NA,"ISOSYNTYPE","23776",NA,"A. Ducke",1932,1,1,"Brazil","Amazonas",NA,"Rio Negro, Vaupes.",NA,NA,NA,"http://n2t.net/ark:/65665/343efce21-1760-44ab-828e-c3432eae29cd",NA,"Lacunaria grandifolia Ducke",NA,NA,NA
"10","2014-04-10T09:40:02.000+0000","K","Herbarium","K000974952","Lacunaria grandifolia Ducke","Quiinaceae","Lacunaria","grandifolia","Ducke","Ducke, A.",NA,"SYNTYPE","s.n.",NA,"Ducke, A.",1932,11,1,"Brazil",NA,NA,"Rio Negro ad ostium flum. Uaupés (civit. Amazonas)",NA,NA,"No. 23776; Nome vulgar ""moella de mutum""; [symbol = female]; fruct. edulibus.","http://specimens.kew.org/herbarium/K000974952",NA,"Lacunaria grandifolia Ducke",NA,NA,NA
"11","2015-09-05T08:41:25.000+0000","MNHN","P","P05466437","Lacunaria grandifolia Ducke","Quiinaceae","Lacunaria","grandifolia","Ducke","Ducke",NA,"SYNTYPE",NA,23777,"Ducke, A.",1932,11,1,"Brazil",NA,NA,NA,NA,NA,"Reçu le 18 mai 1934","http://coldb.mnhn.fr/catalognumber/mnhn/p/p05466437",NA,"Lacunaria grandifolia Ducke",NA,NA,NA
"16","2015-05-29T08:23:43.000+0000","S","VascularPlants","S-R-7830","Lacunaria grandifolia Ducke","Quiinaceae","Lacunaria","grandifolia","Ducke",NA,NA,NA,"23777",23777,"A. Ducke",1932,11,1,"Brazil","Amazonas",NA,"Rio Negro ad ostium flum. Uaupés (civ. Amazonas).",NA,NA,NA,"S:VascularPlants:S-R-7830",NA,"Lacunaria grandifolia Ducke",NA,NA,NA
"26",NA,"US","Botany","1574625","Lacunaria grandifolia Ducke","Quiinaceae","Lacunaria","grandifolia","Ducke",NA,NA,NA,"s.n.",NA,"A. Ducke",NA,NA,NA,"Brazil","Amazonas",NA,"Rio Negro ad ostium flum. Uaupés",NA,NA,NA,"http://n2t.net/ark:/65665/31c9e972d-6ff8-46ef-b3b6-82d085a87ce5",NA,"Lacunaria grandifolia Ducke",NA,NA,NA
"27",NA,"US","Botany","2439674","Lacunaria grandifolia Ducke","Quiinaceae","Lacunaria","grandifolia","Ducke",NA,NA,NA,"21455",NA,"R. L. Fróes, R. L. Fróes & R. Lemos",NA,NA,NA,"Brazil","Amazonas",NA,"Igarapé Curucuruhi, Rio Negro",NA,NA,NA,"http://n2t.net/ark:/65665/3fc2bf1a4-cd98-42e6-8c90-b557f74138e3",NA,"Lacunaria grandifolia Ducke",NA,NA,NA
"28",NA,"US","Botany","1996665","Lacunaria grandifolia Ducke","Quiinaceae","Lacunaria","grandifolia","Ducke",NA,NA,NA,"8970A",NA,"R. E. Schultes",NA,NA,NA,"Brazil","Amazonas",NA,"Base of Serra Uanerí. Upper Rio Negro basin",NA,NA,NA,"http://n2t.net/ark:/65665/3e989568a-6e06-4d9b-9665-72de5e21a944",NA,"Lacunaria grandifolia Ducke",NA,NA,NA
"29","2015-12-01T00:00:00.000+0000","K","Herbarium","K001206044","Lacunaria grandifolia Ducke","Quiinaceae","Lacunaria","grandifolia","Ducke",NA,NA,NA,"5818",NA,"Krukoff, B.A.",NA,NA,NA,"Brazil",NA,NA,"Basin of Rio Madeira. On Marmellos at Maicy.",NA,NA,NA,"http://specimens.kew.org/herbarium/K001206044",NA,"Lacunaria grandifolia Ducke",NA,NA,NA
"30","2015-12-01T00:00:00.000+0000","K","Herbarium","K001206043","Lacunaria grandifolia Ducke","Quiinaceae","Lacunaria","grandifolia","Ducke",NA,NA,NA,"660",NA,"Amaral, I.L.",NA,NA,NA,"Brazil",NA,NA,"rio Solimões, margem direita, lago de Alvarãs.",NA,NA,NA,"http://specimens.kew.org/herbarium/K001206043",NA,"Lacunaria grandifolia Ducke",NA,NA,NA
"31",NA,"US","Botany","1985345","Lacunaria grandifolia Ducke","Quiinaceae","Lacunaria","grandifolia","Ducke",NA,NA,NA,"832",NA,"J. M. Pires",NA,NA,NA,"Brazil","Amazonas",NA,"Rio Negro, próximo à Fóz o R. Uaupés",NA,NA,NA,"http://n2t.net/ark:/65665/38ad09b2e-aab9-42cc-a2d5-887a4ce92046",NA,"Lacunaria grandifolia Ducke",NA,NA,NA
"32",NA,"US","Botany","2252919","Lacunaria grandifolia Ducke","Quiinaceae","Lacunaria","grandifolia","Ducke",NA,NA,NA,"48-2460",NA,"G. A. Black",NA,NA,NA,"Brazil","Amazonas",NA,"Rio Negro (Uaupés)",NA,NA,NA,"http://n2t.net/ark:/65665/322b20d8f-a1e5-4363-a374-54c7bd8a03ed",NA,"Lacunaria grandifolia Ducke",NA,NA,NA
