"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","typeStatus","fieldNumber","comments"
"1",NA,"NY","NY","03231028","Lecythis marcgraaviana Miers","Lecythidaceae","Lecythis","marcgraaviana","Miers","M. Ribeiro","2017-01-01T00:00:00.000+0000","1775","B. S. Amorim",2013,1,31,"Brazil","Pernambuco",NA,"Jaqueira, RPPN Frei Caneca, Mata prÃ³xima a Pedra do Cruzeiro, borda da mata.",0,0,NA,"d64efd7c-bbc0-42b5-b917-b028ea04dba1",NA,"Lecythis marcgraaviana Miers",NA,NA,NA,NA,NA
"2",NA,"UEFS","HUEFS","231527","Lecythis marcgraaviana Miers","Lecythidaceae","Lecythis","marcgraaviana","Miers","N.P.Smith & S.A.Mori","2016-03-01T00:00:00.000+0000","5026","Folli, D.A.",2005,1,31,"Brazil","Espírito Santo","Linhares","Reserva Natural Vale. Estrada Bicuíba.",-40.040833,-19.1575,"Mata de tabuleiro.","BRA:UEFS:HUEFS:0000231527",NA,"Lecythis marcgraaviana Miers",NA,NA,NA,NA,NA
"3",NA,"NY","NY","389895","Lecythis marcgraaviana Miers","Lecythidaceae","Lecythis","marcgraaviana","Miers","N. P. Smith","2014-01-21T00:00:00.000+0000","5489","A. M. V. de Carvalho",1995,1,12,"Brazil","Bahia",NA,"Cidade de IlhÃ©us. Mata da EsperanÃ§a. Entrada a 2 km a partir da antiga ponte do Rio Fundao",-39.0692,-14.7819,NA,"0fe27d24-41d3-4ca2-94d7-c51c7c36fb6a",NA,"Lecythis marcgraaviana Miers",NA,NA,NA,NA,NA
"4",NA,"NY","NY","389906","Lecythis marcgraaviana Miers","Lecythidaceae","Lecythis","marcgraaviana","Miers","N. P. Smith","2012-08-16T00:00:00.000+0000","676","D. A. Folli",1988,11,8,"Brazil","EspÃ­rito Santo",NA,"Reserva Florestal da CVRD.  Est. Roxinho, ant. 163, km 0,254, lado esquerdo",0,0,NA,"83c3f913-8ce4-4597-8e50-df5000b4796a",NA,"Lecythis marcgraaviana Miers",NA,NA,NA,NA,NA
"5",NA,"NY","NY","389905","Lecythis marcgraaviana Miers","Lecythidaceae","Lecythis","marcgraaviana","Miers","N. P. Smith","2014-01-22T00:00:00.000+0000","676","D. A. Folli",1988,11,8,"Brazil","EspÃ­rito Santo",NA,"Reserva Florestal da CVRD.  Est. Roxinho, ant. 163, km 0,254, lado esquerdo",0,0,NA,"cb432224-aa2d-4900-815e-1236142d0f24",NA,"Lecythis marcgraaviana Miers",NA,NA,NA,NA,NA
"6",NA,"UEFS","HUEFS","231525","Lecythis marcgraaviana Miers","Lecythidaceae","Lecythis","marcgraaviana","Miers","N.P.Smith & S.A.Mori","2016-03-01T00:00:00.000+0000","6527","Folli, D.A.",2010,1,7,"Brazil","Espírito Santo","Linhares","Reserva Natural Vale. Estrada Aceiro Marco de Ferro.",-39.974167,-19.099167,"Mata de tabuleiro.","BRA:UEFS:HUEFS:0000231525",NA,"Lecythis marcgraaviana Miers",NA,NA,NA,NA,NA
"7",NA,"Reserva Natural Vale (CVRD)","CVRD","12384","Lecythis marcgraaviana Miers","Lecythidaceae","Lecythis","marcgraaviana","Miers","Nathan P. Smith & Scott A. Mori","2016-03-20T00:00:00.000+0000","6031","Folli, D.A.",2008,1,16,"Brazil","Es","LINHARES","RFL - 089/86",NA,NA,"<ll>dwc_commonname:</ll> Sapucaiú","BRA:CVRD:CVRD:0000012384",NA,"Lecythis marcgraaviana Miers",NA,NA,NA,NA,NA
"8",NA,"UEFS","HUEFS","231528","Lecythis marcgraaviana Miers","Lecythidaceae","Lecythis","marcgraaviana","Miers","N.P.Smith & S.A.Mori","2016-03-01T00:00:00.000+0000","385","Siqueira, G.S.",2008,1,16,"Brazil","Espírito Santo","Linhares","Reserva Natural Vale. Estrada Municipal do MME. RFL-89/86.",NA,NA,"Capoeirão.","BRA:UEFS:HUEFS:0000231528",NA,"Lecythis marcgraaviana Miers",NA,NA,NA,NA,NA
"9",NA,"NY","NY","1017620","Lecythis marcgraaviana Miers","Lecythidaceae","Lecythis","marcgraaviana","Miers","M. Ribeiro","2017-10-18T00:00:00.000+0000","5026","D. A. Folli",2005,1,31,"Brazil","EspÃ­rito Santo",NA,"Reserva Natural da CVRD-Linhares, ES, Estrada BicuÃ­ba, km. 0,9.  Mata de Tabuleiro.",-40.071853011446,-19.3949002236543,NA,"38e3a9ad-c6a3-471d-95a6-fb433614cb90",NA,"Lecythis marcgraaviana Miers",NA,NA,NA,NA,NA
"10",NA,"UEFS","HUEFS","231526","Lecythis marcgraaviana Miers","Lecythidaceae","Lecythis","marcgraaviana","Miers","N.P.Smith & S.A.Mori","2016-03-01T00:00:00.000+0000","676","Folli, D.A.",1988,2,8,"Brazil","Espírito Santo","Linhares","Reserva Natural Vale. Estrada Roxinho. Próximo a Canela Preta, Matriz n° 5.",NA,NA,"Mata de tabuleiro.","BRA:UEFS:HUEFS:0000231526",NA,"Lecythis marcgraaviana Miers",NA,NA,NA,NA,NA
