"","institutionCode","catalogNumber","recordedBy"
"1","Instituto Nacional de Pesquisas da Amazônia (INPA)","257053","Amaral, IL do"
"2","Instituto Nacional de Pesquisas da Amazônia (INPA)","224524","Mori, SA"
"3","Instituto Nacional de Pesquisas da Amazônia (INPA)","215311","Souza, SS da"
"4","Instituto Nacional de Pesquisas da Amazônia (INPA)","188437",NA
"5","Instituto Nacional de Pesquisas da Amazônia (INPA)","189710","Ribeiro, JELS"
"6","Instituto Nacional de Pesquisas da Amazônia (INPA)","191369","Ribeiro, JELS"
"7","Instituto Nacional de Pesquisas da Amazônia (INPA)","180076","Nascimento, JR"
"8","Instituto Nacional de Pesquisas da Amazônia (INPA)","184999","Ribeiro, JELS"
"9","Instituto Nacional de Pesquisas da Amazônia (INPA)","180107","Vicentini, A"
"10","Instituto Nacional de Pesquisas da Amazônia (INPA)","180089","Ribeiro, JELS"
"11","Instituto Nacional de Pesquisas da Amazônia (INPA)","180088","Ribeiro, JELS"
"12","Instituto Nacional de Pesquisas da Amazônia (INPA)","173343","Nee, MH"
"13","Instituto Nacional de Pesquisas da Amazônia (INPA)","172373","Freitas, MA de"
"14","Instituto Nacional de Pesquisas da Amazônia (INPA)","192048","Freitas, MA de"
"15","Instituto Nacional de Pesquisas da Amazônia (INPA)","190564","Freitas, MA de"
"16","Instituto Nacional de Pesquisas da Amazônia (INPA)","170483","Mori, SA"
"17","Instituto Nacional de Pesquisas da Amazônia (INPA)","198941","Cunha, NML da"
"18","Instituto Nacional de Pesquisas da Amazônia (INPA)","180337","Kukle, P"
"19","Instituto Nacional de Pesquisas da Amazônia (INPA)","175021","Pacheco, M"
"20","Instituto Nacional de Pesquisas da Amazônia (INPA)","157140","Rodrigues, WA"
"21","Instituto Nacional de Pesquisas da Amazônia (INPA)","128790","Vasconcelos, HL de"
"22","Instituto Nacional de Pesquisas da Amazônia (INPA)","90389","Ferreira, CAC"
"23","Instituto Nacional de Pesquisas da Amazônia (INPA)","92293","Rankin, JM"
"24","Instituto Nacional de Pesquisas da Amazônia (INPA)","67722","Mori, SA"
"25","Instituto Nacional de Pesquisas da Amazônia (INPA)","60574","Oliveira, AR de"
"26","Instituto Nacional de Pesquisas da Amazônia (INPA)","58662","Oliveira, AR de"
"27","Instituto Nacional de Pesquisas da Amazônia (INPA)","62320","Ramos, JF"
"28","Instituto Nacional de Pesquisas da Amazônia (INPA)","64152","Prance, GT"
"29","Instituto Nacional de Pesquisas da Amazônia (INPA)","48268","Loureiro, AA"
"30","Instituto Nacional de Pesquisas da Amazônia (INPA)","48287","Loureiro, AA"
"31","Instituto Nacional de Pesquisas da Amazônia (INPA)","114231","Prance, GT"
"32","Instituto Nacional de Pesquisas da Amazônia (INPA)","47738","Prance, GT"
"33","Instituto Nacional de Pesquisas da Amazônia (INPA)","114221","Prance, GT"
"34","Instituto Nacional de Pesquisas da Amazônia (INPA)","35212","Silva, MF da"
"35","Instituto Nacional de Pesquisas da Amazônia (INPA)","39674","Rodrigues, WA"
"36","Instituto Nacional de Pesquisas da Amazônia (INPA)","28024","Rodrigues, WA"
"37","Instituto Nacional de Pesquisas da Amazônia (INPA)","27764","Silva, MF da"
"38","Instituto Nacional de Pesquisas da Amazônia (INPA)","27773","Souza, JA de"
