"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1","2017-04-27T09:28:34.000+0000","JBRJ","RB","RB01304910","Eschweilera mattos-silvae S.A.Mori","Lecythidaceae","Eschweilera","mattos-silvae","S.A.Mori","Michel Ribeiro","2017-01-01T00:00:00.000+0000",NA,"1331","Michel Ribeiro; Jomar G. Jardim, Cynthia Sothers, Renata Asprino, Rafael G. Barbosa-Silva, Juan Carrion, Lukas Daneo e Daniel Piotto.",2017,1,25,"Brazil","Bahia","Uruçuca","Serra Grande. RPPN Fazenda Caititu",-39.061667,-14.424444,"Árvore presente no sub-bosque, muito sombreado, 8 m de alt. x 14 cm DAP. Casca lisa, com muitas lenticelas; casca externa marrom-clara, casca interna amarelo-pálido, mais espessa do que a externa, alburno amarelo-claro. Folhas com maior dimensão e forma diferente em comparação as folhas do indivíduo maduro (cerca de 40 m de distância, possivelmente a árvore-mãe, M. Ribeiro et al. 1330), discolor: verde mais escuro e nítida na face adaxial. Estéril. Individuo n° 565. Amostra em sílica.","urn:catalog:JBRJ:RB:1304910",NA,"Eschweilera mattos-silvae S.A.Mori"
"2","2017-04-27T10:22:35.000+0000","JBRJ","RB","RB01304919","Eschweilera mattos-silvae S.A.Mori","Lecythidaceae","Eschweilera","mattos-silvae","S.A.Mori","Michel Ribeiro","2017-01-01T00:00:00.000+0000",NA,"1329","Michel Ribeiro; Jomar G. Jardim, Cynthia Sothers, Renata Asprino, Rafael G. Barbosa-Silva, Juan Carrion, Lukas Daneo e Daniel Piotto.",2017,1,25,"Brazil","Bahia","Uruçuca","Serra Grande. RPPN Fazenda Caititu",-39.061667,-14.424444,"Árvore, 6,5 m alt. x 17 cm DAP. Casca com estrias pouco profundas (3 mm, não são fissuras), repleta de lenticelas organizadas em fileiras verticais; casca externa marrom-clara, casca interna amarelo-pálido, mais espessa do que a externa, alburno amarelo-claro. Folhas maduras, verde-escuro (adaxial), verde (abaxial); copa com poucas folhas; repletas de epifilos na face adaxial. Estéril. Amostra em sílica. Individuo n° 682.","urn:catalog:JBRJ:RB:1304919",NA,"Eschweilera mattos-silvae S.A.Mori"
"3",NA,"Universidade Federal Rural de Pernambuco, UFRPE","HST","22035","Eschweilera mattos-silvae S.A.Mori","Lecythidaceae","Eschweilera","mattos-silvae","S.A.Mori","A.M.Miranda","2017-11-01T00:00:00.000+0000",NA,"6839","A.M.Miranda; K.Martins, A.Figueredo",2017,10,19,"Brazil","Bahia","Saubara","distrito de Cabuçu, fazenda Cabuçu",NA,NA,"Arvoreta ca. 6 m alt.; caule amarronzado; folhas quebradiças; flores em botões esverdeados; frutos maduros marrons. Ocasional.","BRA:UFRPE:HST:0000022035",NA,"Eschweilera mattos-silvae S.A.Mori"
"8",NA,"Universidade Federal da Bahia (UFBA)","ALCB","133223","Eschweilera mattos-silvae S.A.Mori","Lecythidaceae","Eschweilera","mattos-silvae","S.A.Mori","Gomes, FS","2013-12-01T00:00:00.000+0000",NA,"1698","Gomes, FS",2013,3,25,"Brazil","Bahia","Belmonte",NA,-39.227778,-15.900833,"Folhas coriáceas, discolores. 187.3, parcela 04.","BRA:UFBA:ALCB:0000133223",NA,"Eschweilera mattos-silvae S.A.Mori"
"9",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","128544","Eschweilera mattos-silvae S.A.Mori","Lecythidaceae","Eschweilera","mattos-silvae","S.A.Mori",NA,NA,NA,"2935","Piotto, D.",2010,6,2,"Brazil","Bahia","Uruçuca","Serra Grande Parque Estadual da Serra do Conduru",-39.083333,-14.416667,"Floresta Ombrófila Densa","BRA:CEPLAC:CEPEC:0000128544",NA,"Eschweilera mattos-silvae S.A.Mori"
"10",NA,"Universidade Federal da Bahia (UFBA)","ALCB","76915","Eschweilera mattos-silvae S.A.Mori","Lecythidaceae","Eschweilera","mattos-silvae","S.A.Mori","wanderley, PHS","2011-01-31T00:00:00.000+0000",NA,"383","Valadão, RM; Guedes, ML",2006,6,23,"Brazil","Bahia","Ituberá","Litoral Sul, Fargmento do Pacangê",-39.133333,-13.716667,"de ca. 10,0m de altura. Folhas cartáceas, discolores. Frutos maduros passados.; Arbórea.","BRA:UFBA:ALCB:0000076915",NA,"Eschweilera mattos-silvae S.A.Mori"
"11",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","122796","Eschweilera mattos-silvae S.A.Mori","Lecythidaceae","Eschweilera","mattos-silvae","S.A.Mori",NA,NA,NA,"CEPEC","Martini, A.",2004,4,NA,"Brazil","Bahia","Uruçuca","Estrada de Serra Grande para Itacaré. Área do inventário do plano manejo do Parque Estadual da Serra do Conduru. Mata da Área Explorada.",-39.115,-14.499722,"Floresta Ombrófila Densa.","BRA:CEPLAC:CEPEC:0000122796",NA,"Eschweilera mattos-silvae S.A.Mori"
"12",NA,"NY","NY","469827","Eschweilera mattos-silvae S.A.Mori","Lecythidaceae","Eschweilera","mattos-silvae","S.A.Mori","S. A. Mori","2002-01-01T00:00:00.000+0000",NA,"2874","J. G. Jardim",2002,2,24,"Brazil","Bahia",NA,"Faz. Engenho da Lama (Proprietario Genival Lucas), ca. 4.5 km al S da cidade",-39.4322,-13.0469,NA,"ae3d15dd-f16e-4135-8ec0-df67842abe6a",NA,"Eschweilera mattos-silvae S.A.Mori"
"13",NA,"MBML","MBML-HERBARIO","43769","Eschweilera mattos-silvae S.A.Mori","Lecythidaceae","Eschweilera","mattos-silvae","S.A.Mori","S.A. Mori/30-10-2013",NA,NA,"12111","W. W. Thomas; R. Rocha, A.M. Carvalho, S.C. Sant'Ana & S. Ribeiro",2000,3,23,"Brazil","Bahia","Uruçuca","Fazenda Três Irmãos, ca 10km W of |Serra Grande on road to Uruçuca, then 1.5km. N into fazenda. Southern edge of Parque Estadual Serra do Condurú. Disturbed southern Bahian wet forest",-39.083333,-14.466667,"Tree, 12m. Tall, leaves coriaceous, dark shiny green above, paler beneath, fruit scurfy brown. Tree not buttressed, bark not deeply furrowed","BRA:MBML:MBML-HERBARIO:0000043769",NA,"Eschweilera mattos-silvae S.A.Mori"
"14",NA,"NY","NY","390606","Eschweilera mattos-silvae S.A.Mori","Lecythidaceae","Eschweilera","mattos-silvae","S.A.Mori","S. A. Mori; N. P. Smith","2009-07-21T00:00:00.000+0000",NA,"1622","A. M. Amorim",1994,3,30,"Brazil","Bahia",NA,"Reserva Biológica do Mico-Leao (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una",-39.08,-15.15,NA,"40e1b9ab-8a38-4c2f-9313-a46d5b87980e",NA,"Eschweilera mattos-silvae S.A.Mori"
