"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1","2017-02-16T13:45:11.000+0000","JBRJ","RB","RB00924728","Corythophora alta R.Knuth","Lecythidaceae","Corythophora","alta","R.Knuth","Dexter, K.G.",NA,NA,"6917",NA,"Dexter, K.G.; Santana, F.",2014,6,27,"Brazil","Amazonas","Manaus","Reserva Adolfo Ducke, North of Manaus, PPBIO plot LO5:3500.",-59.928056,-2.960556,"22m alt., 19,2cm DBH, tan bark with lenticels","urn:catalog:JBRJ:RB:924728",NA,"Corythophora alta R.Knuth"
"2",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","78754","Corythophora alta R.Knuth","Lecythidaceae","Corythophora","alta","R.Knuth","S. A. Mori",NA,NA,"7297",NA,"G. Martinelli",2014,7,14,"Brazil","Pará","ORIXIMINÁ","Rio trombetas, Mineraçao Sta. Patricia-Jari SA, Serra da Onça.",NA,NA,"Ambiente: Mata de terra. Solo de bauxita. Habito: Árvore maior que 20m e menor que 50m","BRA:CEPLAC:CEPEC:0000078754",NA,"Corythophora alta R.Knuth"
"3",NA,"Instituto Federal de Educação, Ciência e Tecnologia (IFAM)","EAFM","6961","Corythophora alta R.Knuth","Lecythidaceae","Corythophora","alta","R.Knuth","Bento, R.","2012-03-13T00:00:00.000+0000",NA,"s.n.",NA,"Valdenor Vergelino",2012,3,13,"Brazil","Amazonas","Rio Preto da Eva",NA,0,0,"2012_01_26_RS_SL_0002_Valdenor Adailton; Ramos/frutos; F.O.D; Solo Argiloso.","BRA:IFAM - CMZL:EAFM:0000006961",NA,"Corythophora alta R.Knuth"
"4","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","258895","Corythophora alta R.Knuth","Lecythidaceae","Corythophora","alta","R.Knuth",NA,"2013-01-01T00:00:00.000+0000",NA,"231",NA,"Mike Hopkins",2012,6,NA,"Brazil","Amazonas",NA,"ZF2, Vicinal de origem no Km 50 da Rodovia BR-174",-60.09,-2.3836,NA,"urn:catalog:inpa:herbarium:247106",NA,"Corythophora alta R.Knuth"
"5",NA,"Instituto Federal de Educação, Ciência e Tecnologia (IFAM)","EAFM","15791","Corythophora alta R.Knuth","Lecythidaceae","Corythophora","alta","R.Knuth","Marra, D.M.; Carneiro, V.M.C.","2012-09-22T00:00:00.000+0000",NA,"1408",NA,"Marra, D.M.; Neves, A.F. & Pereira, S. .L.",2012,9,22,"Brazil","Amazonas","Manacapurú, Novo Airão","Reserva de Desenvolvimento Sustentável do Rio Negr, Parcelas permanentes instaladas ao longo de transectos que cruzam uma área (ca. 75 hectares) de floresta atingida por uma tempestade de vento ocorrida no ano de 1987",-61.260783,-3.672097,"árvore, DAP = 15.1 cm; Floresta de terra-firme ; HA","BRA:IFAM - CMZL:EAFM:0000015791",NA,"Corythophora alta R.Knuth"
"6",NA,"Instituto Federal de Educação, Ciência e Tecnologia (IFAM)","EAFM","15391","Corythophora alta R.Knuth","Lecythidaceae","Corythophora","alta","R.Knuth","Marra, D.M.; Carneiro, V.M.C.","2012-09-02T00:00:00.000+0000",NA,"1008",NA,"Marra, D.M.; Neves, A.F. & Souza, I.G.",2012,9,2,"Brazil","Amazonas","Manacapurú, Novo Airão","Reserva de Desenvolvimento Sustentável do Rio Negr, Parcelas permanentes instaladas ao longo de transectos que cruzam uma área (ca. 75 hectares) de floresta atingida por uma tempestade de vento ocorrida no ano de 1987",-61.256533,-3.652619,"árvore, DAP = 29.2 cm; Floresta de terra-firme ; HA","BRA:IFAM - CMZL:EAFM:0000015391",NA,"Corythophora alta R.Knuth"
"7",NA,"Instituto Federal de Educação, Ciência e Tecnologia (IFAM)","EAFM","15141","Corythophora alta R.Knuth","Lecythidaceae","Corythophora","alta","R.Knuth","Marra, D.M.","2011-09-16T00:00:00.000+0000",NA,"758",NA,"Marra, D.M.; Neves, A.F. & Souza, I.G.",2011,9,16,"Brazil","Amazonas","Manaus, Presidente Figueiredo","Ramal ZF5 (SUFRAMA), BR-174, Km 83, Parcelas permanentes instaladas ao longo de transectos que cruzam uma floresta de terra-firme (ca. 900 hectares) atingida por uma tempestade de vento ocorrida no ano de 1996",-60.286728,-2.435794,"árvore, DAP = 12.8 cm; Floresta de terra-firme ; HA","BRA:IFAM - CMZL:EAFM:0000015141",NA,"Corythophora alta R.Knuth"
"8","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","240347","Corythophora alta R.Knuth","Lecythidaceae","Corythophora","alta","R.Knuth",NA,NA,NA,"12/30/1899",NA,"Mike Hopkins",2010,10,30,"Brazil","Roraima",NA,"Parque Nacional do Viruá, Trilha Sumaúma",NA,NA,NA,"urn:catalog:inpa:herbarium:223166",NA,"Corythophora alta R.Knuth"
"9","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",NA,"Corythophora alta R.Knuth","Lecythidaceae","Corythophora","alta","R.Knuth",NA,NA,NA,"12/30/1899",NA,"Mike Hopkins",2010,10,30,"Brazil","Roraima",NA,"Parque Nacional do Viruá, Trilha Sumaúma",NA,NA,NA,"urn:catalog:inpa:herbarium:239388",NA,"Corythophora alta R.Knuth"
"10","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","224509","Corythophora alta R.Knuth","Lecythidaceae","Corythophora","alta","R.Knuth","Mori, S.A.","2008-08-22T00:00:00.000+0000",NA,"27246",NA,"Mike Hopkins",2008,8,22,"Brazil","Amazonas",NA,"Distrito Agropecuário, Reserva 1501 (Km 41) da WWF/INPA  Projeto Dinâmica Biológica dos Fragmentos Florestais. Non-flooded, lowland forest.",-59.76,-2.407222,NA,"urn:catalog:inpa:herbarium:208429",NA,"Corythophora alta R.Knuth"
