"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","typeStatus","fieldNumber","comments"
"12",NA,"UEFS","HUEFS","202554","Lecythis marcgraaviana Miers","Lecythidaceae","Lecythis","marcgraaviana","Miers",NA,NA,"1628","Popovkin, A.V.",2013,12,31,"Brazil","Bahia","Entre Rios","Algodão.",-37.966667,-12.166667,NA,"BRA:UEFS:HUEFS:0000202554",NA,"Lecythis marcgraaviana Miers",NA,NA,NA,NA,NA
"13",NA,"UEFS","HUEFS","73625","Lecythis marcgraaviana Miers","Lecythidaceae","Lecythis","marcgraaviana","Miers","M.Ribeiro","2014-10-01T00:00:00.000+0000","206A","Santos, J.S.",2012,11,13,"Brazil","Bahia","Barrolândia","Mata atlântica, área próximo à cultivo de Eucalipto, solo arenoso.",NA,NA,NA,"BRA:UEFS:HUEFS:0000073625",NA,"Lecythis marcgraaviana Miers",NA,NA,NA,NA,NA
"14",NA,"NY","NY","1758971","Lecythis marcgraaviana Miers","Lecythidaceae","Lecythis","marcgraaviana","Miers","N. P. Smith","2014-02-15T00:00:00.000+0000","3093","P. da C. Gadelha Neto",2011,10,20,"Brazil","ParaÃ­ba",NA,"Mataraca. Millenium Inorganic Chemicals MineraÃ§Ã£o Ltda.",-34.9769,-6.5022,NA,"8a602511-11f0-4d9e-8265-5ab505404af6",NA,"Lecythis marcgraaviana Miers",NA,NA,NA,NA,NA
"15","2018-08-29T09:46:48.000+0000","JBRJ","RB","RB01378404","Lecythis marcgraaviana Miers","Lecythidaceae","Lecythis","marcgraaviana","Miers","M.Ribeiro",NA,"6107","J.G. Jardim; A.B. Jardim;J.L. Costa -Lima; W.M.B. São-Mateus",2011,10,27,"Brazil","Rio Grande do Norte","Extremoz","APA de Jenipabu, entorno do ECOPOSTO trilha para as lagoas",-35.211944,-5.705556,NA,"urn:catalog:JBRJ:RB:1378404",NA,"Lecythis marcgraaviana Miers",NA,NA,NA,NA,NA
"16","2017-02-24T09:33:03.000+0000","JBRJ","RB","RB00780985","Lecythis marcgraaviana Miers","Lecythidaceae","Lecythis","marcgraaviana","Miers","M.RIBEIRO","2017-02-20T00:00:00.000+0000","3093","P.C. Gadelha Neto; R.A. Pontes; C.M.L.R. Araújo; V.S. Sampaio et al",2011,10,20,"Brazil","Paraíba","Mataraca","Milleniun Inogarnic Chemicals Mineração Ltda.",NA,NA,"Arvoreta bastante ramificada. Folhas simples, alternas, cartáceas. Flores brancas","urn:catalog:JBRJ:RB:780985",NA,"Lecythis marcgraaviana Miers",NA,NA,NA,NA,NA
"17",NA,"NY","NY","01788316","Lecythis marcgraaviana Miers","Lecythidaceae","Lecythis","marcgraaviana","Miers","N. P. Smith","2014-02-21T00:00:00.000+0000","613","D. M. Cavalcanti Ferreira",2011,10,14,"Brazil","Pernambuco",NA,"RPPN Fazenda Tabatinga. Borda do fragmento.",-34.8206,-7.6061,"Specimen could not be located but det was changed based on size of tree, color of flower, and location.","62abfb69-cb92-4111-a99f-f590b555db6c",NA,"Lecythis marcgraaviana Miers",NA,NA,NA,NA,NA
"18",NA,"Reserva Natural Vale (CVRD)","CVRD","12872","Lecythis marcgraaviana Miers","Lecythidaceae","Lecythis","marcgraaviana","Miers","Nathan P. Smith & Scott A. Mori","2016-03-20T00:00:00.000+0000","6527","Folli, D.A.",2010,1,7,"Brazil","Es","LINHARES",NA,-39.973946,-19.098787,"<ll>dwc_commonname:</ll> Sapucaiú","BRA:CVRD:CVRD:0000012872",NA,"Lecythis marcgraaviana Miers",NA,NA,NA,NA,NA
"19",NA,"NY","NY","1413814","Lecythis marcgraaviana Miers","Lecythidaceae","Lecythis","marcgraaviana","Miers","S. A. Mori","2014-12-19T00:00:00.000+0000","6527","D. A. Folli",2010,1,7,"Brazil","EspÃ­rito Santo",NA,"Reserva Natural Vale.  Estrada Aceiro Marco de Ferro.",-40.070211,-19.150567,NA,"740a15ab-2b00-4d22-bf65-e7e4202dee9b",NA,"Lecythis marcgraaviana Miers",NA,NA,NA,NA,NA
"21",NA,"UEFS","HUEFS","165045","Lecythis marcgraaviana Miers","Lecythidaceae","Lecythis","marcgraaviana","Miers",NA,NA,"752","Popovkin, A.V.",2010,9,18,"Brazil","Bahia","Entre Rios","Imbé.",-38,-12.05,NA,"BRA:UEFS:HUEFS:0000165045",NA,"Lecythis marcgraaviana Miers",NA,NA,NA,NA,NA
"22",NA,"UEFS","HUEFS","165923","Lecythis marcgraaviana Miers","Lecythidaceae","Lecythis","marcgraaviana","Miers",NA,NA,"763","Popovkin, A.V.",2010,10,10,"Brazil","Bahia","Entre Rios","Pau de Umbigo.",-38.033333,-11.866667,NA,"BRA:UEFS:HUEFS:0000165923",NA,"Lecythis marcgraaviana Miers",NA,NA,NA,NA,NA
"23",NA,"UEFS","HUEFS","158301","Lecythis marcgraaviana Miers","Lecythidaceae","Lecythis","marcgraaviana","Miers",NA,NA,"565","Popovkin, A.V.",2009,4,25,"Brazil","Bahia","Entre Rios","Pau de umbigo.",-38.033333,-11.866667,"Mata atlântica.","BRA:UEFS:HUEFS:0000158301",NA,"Lecythis marcgraaviana Miers",NA,NA,NA,NA,NA
"24",NA,"UEFS","HUEFS","158300","Lecythis marcgraaviana Miers","Lecythidaceae","Lecythis","marcgraaviana","Miers",NA,NA,"564","Popovkin, A.V.",2009,4,22,"Brazil","Bahia","Entre Rios","Pau de umbigo.",-38.033333,-11.866667,"Mata atlêntica.","BRA:UEFS:HUEFS:0000158300",NA,"Lecythis marcgraaviana Miers",NA,NA,NA,NA,NA
"25",NA,"Reserva Natural Vale (CVRD)","CVRD","10670","Lecythis marcgraaviana Miers","Lecythidaceae","Lecythis","marcgraaviana","Miers","Nathan P. Smith & Scott A. Mori","2016-03-20T00:00:00.000+0000","385","Siqueira, G.S.",2008,1,16,"Brazil","Es","LINHARES","RFL - 089/86",NA,NA,"<ll>dwc_commonname:</ll> Sapucaiú","BRA:CVRD:CVRD:0000010670",NA,"Lecythis marcgraaviana Miers",NA,NA,NA,NA,NA
"26",NA,"UEFS","HUEFS","231529","Lecythis marcgraaviana Miers","Lecythidaceae","Lecythis","marcgraaviana","Miers","N.P.Smith & S.A.Mori","2016-03-01T00:00:00.000+0000","6031","Folli, D.A.",2008,1,16,"Brazil","Espírito Santo","Linhares","Reserva Natural Vale. Estrada Municipal do MME. RFL-89/86.",NA,NA,"Capoeirão.","BRA:UEFS:HUEFS:0000231529",NA,"Lecythis marcgraaviana Miers",NA,NA,NA,NA,NA
"27","2012-03-29T13:45:00.000+0000","MO","MO","100462056","Lecythis marcgraaviana Miers","Lecythidaceae","Lecythis","marcgraaviana","Miers","S.A. Mori","2011-01-01T00:00:00.000+0000","Folli 6031","D.A. Folli",2008,1,16,"Brazil","Espírito Santo",NA,"Reserva Natural Vale. Municipal do MME.",NA,NA,NA,"urn:catalog:MO:Tropicos:100462056","http://www.tropicos.org/Specimen/100462056","Lecythis marcgraaviana Miers",NA,NA,NA,NA,NA
"28",NA,"NY","NY","1413812","Lecythis marcgraaviana Miers","Lecythidaceae","Lecythis","marcgraaviana","Miers","S. A. Mori",NA,"385","G. S. Siqueira",2008,1,16,"Brazil","EspÃ­rito Santo",NA,"Reserva Natural Vale.  Municipal do MME.",-40.070211,-19.150567,NA,"196f5a76-0948-44d7-bae0-3571f3739ffd",NA,"Lecythis marcgraaviana Miers",NA,NA,NA,NA,NA
"30",NA,"NY","NY","1413815","Lecythis marcgraaviana Miers","Lecythidaceae","Lecythis","marcgraaviana","Miers","S. A. Mori",NA,"6031","D. A. Folli",2008,1,16,"Brazil","EspÃ­rito Santo",NA,"Reserva Natural Vale.  Municipal do MME.",-40.070211,-19.150567,NA,"1700fd1a-ef6f-4182-be67-731e85b16fe5",NA,"Lecythis marcgraaviana Miers",NA,NA,NA,NA,NA
"32",NA,"NY","NY","03220125","Lecythis marcgraaviana Miers","Lecythidaceae","Lecythis","marcgraaviana","Miers","M. Ribeiro","2017-10-18T00:00:00.000+0000","5026","D. A. Folli",2005,1,31,"Brazil","Espírito Santo",NA,"Reserva Natural da CVRD-Linhares, ES, Estrada Bicuíba, km. 0,9.  Mata de Tabuleiro.",-40.071853011446,-19.3949002236543,NA,"e400c9c6-be3a-41e2-a91e-48037ac4bfeb",NA,"Lecythis marcgraaviana Miers",NA,NA,NA,NA,NA
"34",NA,"Reserva Natural Vale (CVRD)","CVRD","9078","Lecythis marcgraaviana Miers","Lecythidaceae","Lecythis","marcgraaviana","Miers","Nathan P. Smith & Scott A. Mori","2016-03-20T00:00:00.000+0000","5026","Folli, D.A.",2005,1,31,"Brazil","Es","LINHARES",NA,-40.040806,-19.157472,"<ll>dwc_commonname:</ll> Sapucaiú","BRA:CVRD:CVRD:0000009078",NA,"Lecythis marcgraaviana Miers",NA,NA,NA,NA,NA
"36",NA,"Reserva Natural Vale (CVRD)","CVRD","8813","Lecythis marcgraaviana Miers","Lecythidaceae","Lecythis","marcgraaviana","Miers","Nathan P. Smith & Scott A. Mori","2016-03-20T00:00:00.000+0000","4894","Folli, D.A.",2004,7,30,"Brazil","Es","LINHARES","RFL-01/80 TRAT.1,B.A",NA,NA,"<ll>dwc_commonname:</ll> Sapucaiú","BRA:CVRD:CVRD:0000008813",NA,"Lecythis marcgraaviana Miers",NA,NA,NA,NA,NA
"37",NA,"NY","NY","519494","Lecythis marcgraaviana Miers","Lecythidaceae","Lecythis","marcgraaviana","Miers","N. P. Smith","2014-01-21T00:00:00.000+0000","5489","A. M. V. de Carvalho",1995,1,12,"Brazil","Bahia",NA,"Cidade de IlhÃ©us. Mata da EsperanÃ§a. Entrada a 2 km a partir da antiga ponte do Rio Fundao",-39.0692,-14.7819,NA,"0ec36780-7cb0-45cb-8a6c-4ba69e385d1f",NA,"Lecythis marcgraaviana Miers",NA,NA,NA,NA,NA
"39",NA,"Reserva Natural Vale (CVRD)","CVRD","4997","Lecythis marcgraaviana Miers","Lecythidaceae","Lecythis","marcgraaviana","Miers","Nathan P. Smith & Scott A. Mori","2016-03-20T00:00:00.000+0000","2360","Folli, D.A.",1994,7,19,"Brazil","Es","LINHARES","Ao lado do Viveiro de Exsencias Nativas.",NA,NA,"<ll>dwc_commonname:</ll> Sapucaiú","BRA:CVRD:CVRD:0000004997",NA,"Lecythis marcgraaviana Miers",NA,NA,NA,NA,NA
"40","2017-07-21T10:05:33.000+0000","JBRJ","RB","RB00759693","Lecythis marcgraaviana Miers","Lecythidaceae","Lecythis","marcgraaviana","Miers","M.RIBEIRO",NA,"339","R. Voeks",1991,8,20,"Brazil","Bahia","Una","Estação Experimental Lemos Maia - CEPLAC.",NA,NA,"15 tree, sterile","urn:catalog:JBRJ:RB:759693",NA,"Lecythis marcgraaviana Miers",NA,NA,NA,NA,NA
"41",NA,"Reserva Natural Vale (CVRD)","CVRD","1719","Lecythis marcgraaviana Miers","Lecythidaceae","Lecythis","marcgraaviana","Miers","Nathan P. Smith & Scott A. Mori","2016-03-20T00:00:00.000+0000","676","Folli, D.A.",1988,2,8,"Brazil","Es","LINHARES","Próximo a Canela preta, Matriz nº 5.",NA,NA,"<ll>dwc_commonname:</ll> Sapucaiú","BRA:CVRD:CVRD:0000001719",NA,"Lecythis marcgraaviana Miers",NA,NA,NA,NA,NA
"42",NA,"NY","NY","389891","Lecythis marcgraaviana Miers","Lecythidaceae","Lecythis","marcgraaviana","Miers","N. P. Smith","2014-01-22T00:00:00.000+0000","676","D. A. Folli",1988,2,8,"Brazil","EspÃ­rito Santo",NA,"Reserva Florestal de Linhares. Estrada Roxinho; km: 0,254. PrÃ³ximo a Canela preta, Matriz nÂ° 5",-40.07,-19.42,NA,"34451f74-e4f3-44b5-8b68-91840ce8d8af",NA,"Lecythis marcgraaviana Miers",NA,NA,NA,NA,NA
"46","2015-12-10T15:05:45.000+0000","JBRJ","RB","RB00940167","Lecythis marcgraaviana Miers","Lecythidaceae","Lecythis","marcgraaviana","Miers","M. Ribeiro","2014-08-29T00:00:00.000+0000","39","J. Spada",1978,2,3,"Brazil","Espírito Santo","Linhares","Reserva Florestal da Vale do Rio Doce. Estrada 243 Talhão 405 Km 0,137.  .",NA,NA,"Árvore ca. 22m de altura com fuste ca. 13m, com flor amarela e botão verde. Fuste cilíndrico e casca sulcada.","urn:catalog:JBRJ:RB:940167",NA,"Lecythis marcgraaviana Miers",NA,NA,NA,NA,NA
"47",NA,"Reserva Natural Vale (CVRD)","CVRD","156","Lecythis marcgraaviana Miers","Lecythidaceae","Lecythis","marcgraaviana","Miers","Nathan P. Smith & Scott A. Mori","2016-03-20T00:00:00.000+0000","39","Spada, J.",1978,2,3,"Brazil","Es","LINHARES","Talhão 405",NA,NA,"<ll>dwc_commonname:</ll> Sapucaiú","BRA:CVRD:CVRD:0000000156",NA,"Lecythis marcgraaviana Miers",NA,NA,NA,NA,NA
"48",NA,"NY","NY","389842","Lecythis marcgraaviana Miers","Lecythidaceae","Lecythis","marcgraaviana","Miers",NA,NA,"3978","J. Spada",1978,11,3,"Brazil","EspÃ­rito Santo",NA,"Est. Brauna Preta, ant. 243, km 0,137, talhao 405",-40.07,-19.3,NA,"d6ee6096-26e2-4e5e-b9f2-6f84deb70211",NA,"Lecythis marcgraaviana Miers",NA,NA,NA,NA,NA
"49",NA,"NY","NY","389918","Lecythis marcgraaviana Miers","Lecythidaceae","Lecythis","marcgraaviana","Miers","N. P. Smith","2014-01-22T00:00:00.000+0000","163","A. Euponino",1972,1,24,"Brazil","Bahia",NA,"Res. Bio. Pau-Brasil",-39.0228,-16.2783,NA,"8af912dc-07fa-4d07-a67d-721ea5a6d4b1",NA,"Lecythis marcgraaviana Miers",NA,NA,NA,NA,NA
"50",NA,"NY","NY","389921","Lecythis marcgraaviana Miers","Lecythidaceae","Lecythis","marcgraaviana","Miers","S. A. Mori","2020-01-23T00:00:00.000+0000","111","J. Spada",1972,2,1,"Brazil","EspÃ­rito Santo",NA,"Res. Fl. Linhares, CVRD, Estr. 143 A, A - 6, talhao 601",-40.07,-19.3,"Collector given as: J. S.","a2da7733-a0e0-487d-abbb-6a761afd3cfc",NA,"Lecythis marcgraaviana Miers",NA,NA,NA,NA,NA
"51","2017-07-21T10:05:30.000+0000","JBRJ","RB","RB00136870","Lecythis marcgraaviana Miers","Lecythidaceae","Lecythis","marcgraaviana","Miers","M.RIBEIRO",NA,"1752","H P Bautista",NA,NA,NA,"Brazil","Bahia","Conde","Fazenda do BU - Mata da Maré.",NA,NA,"Arvore de 15m com frutos","urn:catalog:JBRJ:RB:136870",NA,"Lecythis marcgraaviana Miers",NA,NA,NA,NA,NA
