"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","comments"
"1",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","189987","Eremanthus glomerulatus Less.",NA,"Asteraceae","Eremanthus","glomerulatus",NA,"Less.",NA,"2018-01-17T00:00:00.000+0000",NA,"687",NA,"Quaresma, AS",2018,1,7,"Brazil","Minas Gerais","Itabirito","BR 040, Às margens da rodovia BR 040, sentido Belo Horizonte #?# Congonhas, próximo ao km 580, ao lado direito da rodovia. Coordenadas aproximadas",-43.965278,-20.2475,NA,"BRA:UFMG:BHCB:0000189987",NA,"Eremanthus glomerulatus Less.",NA
"2",NA,"Jardim Botânico de Brasília (JBB)","HEPH","33942","Eremanthus glomerulatus Less.",NA,"Asteraceae","Eremanthus","glomerulatus",NA,"Less.","Rosa, PO","2018-06-01T00:00:00.000+0000",NA,"2236",NA,"Rosa, PO; Rivaroli, GV; Cardoso, PPM; Pereira, MG; Silva, DS",2018,5,11,"Brazil","Goiás","Pirenópolis","Mosteiro Zen Horyu-Zan Eisho-Ji",-48.931944,-15.721667,"Árvore, ca. de 4,0m. Inflorescência jovem creme-esverdeada; Cerrado s.s.","BRA:JBB:HEPH:0000033942",NA,"Eremanthus glomerulatus Less.",NA
"3",NA,"UNISANTA","HUSC","11562","Eremanthus glomerulatus Less.",NA,"Asteraceae","Eremanthus","glomerulatus",NA,"Less.","B. Loeuille","2017-02-01T00:00:00.000+0000",NA,"1651",NA,"P.S.P. Sampaio",2017,1,18,"Brazil","Minas Gerais","São Thomé das Letras","APA São Thomé, bairro Canta Galo, sítio das Panelas.",-44.987133,-21.728389,"Árvores com 5m de altura, capítulos passados marrons.; Cerrado.","BRA:UNISANTA:HUSC:0000011562",NA,"Eremanthus glomerulatus Less.",NA
"4",NA,"Jardim Botânico de Brasília (JBB)","HEPH","33007","Eremanthus glomerulatus Less.",NA,"Asteraceae","Eremanthus","glomerulatus",NA,"Less.","Rosa, PO","2017-05-01T00:00:00.000+0000",NA,"1937",NA,"Rosa, PO; Soares, ACA",2017,5,15,"Brazil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília, Estrada indo para o cerradão",0,0,"Semente Index Seminum no 57; Arvoreta ca. 2m. Frutos bege; Cerrado s.s.","BRA:JBB:HEPH:0000033007",NA,"Eremanthus glomerulatus Less.",NA
"5",NA,"UFRB","HURB","21083","Eremanthus glomerulatus Less.",NA,"Asteraceae","Eremanthus","glomerulatus",NA,"Less.","A.M.Teles","2017-08-16T00:00:00.000+0000",NA,"112",NA,"Duarte, E.F.; Loures, S.O.; Silva, M.M.A.C.",2017,8,12,"Brazil","Goiás","Mossâmedes","Serra Dourada; Fazenda Retiro, Proprietário Sr. Juarez",NA,NA,"UFG 61033Hábito: arbustivo","BRA:UFRB:HURB:0000021083",NA,"Eremanthus glomerulatus Less.",NA
"6",NA,"Jardim Botânico de Brasília (JBB)","HEPH","32957","Eremanthus glomerulatus Less.",NA,"Asteraceae","Eremanthus","glomerulatus",NA,"Less.","Rosa, PO","2018-08-01T00:00:00.000+0000",NA,"1885",NA,"Rosa, PO; Soares, ACA; Cardoso, PPM; Oliveira, JAS; Tinti, BV; Santos-Silva, D",2017,8,14,"Brazil","Goiás","Pirenópolis","Mosteiro Zen Horyu-Zan Eisho-Ji, Estrada saindo do mosteiro em direção a nascente II da Cachoeira do Dragão",-48.931389,-15.717222,"Árvore ca. de 5m. Frutos secos bege; Campo rupestre","BRA:JBB:HEPH:0000032957",NA,"Eremanthus glomerulatus Less.",NA
"7",NA,"Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM)","HDJF","3552","Eremanthus glomerulatus Less.",NA,"Asteraceae","Eremanthus","glomerulatus",NA,"Less.","Chaves, DA","2017-06-01T00:00:00.000+0000",NA,"5601",NA,"Faria, JEQ",2016,4,6,"Brazil","Minas Gerais","Gouveia","Sítio Capão do Mulato, entrando na estrada paralela aos moinhos de vento, área da mineradora Aliance",-43.895833,-18.530556,"Arvoreta ca. 3 m de altura, inflorescências cremes; Cerrado Rupestre","BRA:UFVJM:HDJF:0000003552",NA,"Eremanthus glomerulatus Less.",NA
"8",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","181846","Eremanthus glomerulatus Less.",NA,"Asteraceae","Eremanthus","glomerulatus",NA,"Less.",NA,NA,NA,"s.n.",NA,"Giorni, VT",2015,1,28,"Brazil","Minas Gerais","Itabirito",NA,-43.91775,-20.40925,NA,"BRA:UFMG:BHCB:0000181846",NA,"Eremanthus glomerulatus Less.",NA
"9",NA,"USP","SPF","219980","Eremanthus glomerulatus Less.",NA,"Asteraceae","Eremanthus","glomerulatus",NA,"Less.","Loeuille, B","2015-03-01T00:00:00.000+0000",NA,"780",NA,"Antar, GM",2015,2,1,"Brazil","Tocantins","Mateiros","Estação Ecológica Serra Geral do Tocantins, Estrada alternativa Mateiros-Dianópoli, por dentro da estação ecológica.",-46.19725,-10.737,"Arvoreta ca. 2 m alt. Flores velhas castanhas.; Cerrado sensu stricto. Solo arenoso seco.","BRA:USP:SPF:0000219980",NA,"Eremanthus glomerulatus Less.",NA
"10",NA,"Cenargen","CEN","92828","Eremanthus glomerulatus Less.",NA,"Asteraceae","Eremanthus","glomerulatus",NA,"Less.","B. Loeuille",NA,NA,"780",NA,"Guilherme de M. Antar",2015,2,1,"Brazil","To","MATEIROS","Estação Ecológica Serra Geral do Tocantins. Estrada alternativa Mateiros-Dianópoli, por dentro da estação ecológica.",-46.197222,-10.736944,"Flores velhas castanhas. Doação do Herbário SPF","BRA:Cenargen:CEN:0000092828",NA,"Eremanthus glomerulatus Less.",NA
"11",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","177193","Eremanthus glomerulatus Less.",NA,"Asteraceae","Eremanthus","glomerulatus",NA,"Less.",NA,"2015-05-01T00:00:00.000+0000",NA,"2021",NA,"Pivari, MOD; Paiva, JAM; Tomich, S; Nascimento, L",2015,4,14,"Brazil","Minas Gerais","Nova Lima","RPPN Capitão do Mato",-43.924722,-20.147222,NA,"BRA:UFMG:BHCB:0000177193",NA,"Eremanthus glomerulatus Less.",NA
"12",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","177239","Eremanthus glomerulatus Less.",NA,"Asteraceae","Eremanthus","glomerulatus",NA,"Less.",NA,"2015-05-01T00:00:00.000+0000",NA,"2077",NA,"Pivari, MOD; Paiva, JAM; Tomich, S; Nascimento, L",2015,4,16,"Brazil","Minas Gerais","Congonhas","RPPN Poço Fundo, RPPN proxima à Mina de Fabrica",-43.905833,-20.445833,NA,"BRA:UFMG:BHCB:0000177239",NA,"Eremanthus glomerulatus Less.",NA
"13",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","184883","Eremanthus glomerulatus Less.",NA,"Asteraceae","Eremanthus","glomerulatus",NA,"Less.",NA,NA,NA,"5543",NA,"Rezende, SG; Justo, AG",2015,4,17,"Brazil","Minas Gerais","Nova Lima","Região do Condomínio Vale do Sol, Próximo a estação Ecológica de Fechos",-43.958056,-20.076944,NA,"BRA:UFMG:BHCB:0000184883",NA,"Eremanthus glomerulatus Less.",NA
"14",NA,"MBM","MBM","409252","Eremanthus glomerulatus Less.",NA,"Asteraceae","Eremanthus","glomerulatus",NA,"Less.","Cordeiro, J","2015-01-01T00:00:00.000+0000",NA,"6222",NA,"Caxambu, MG",2015,4,24,"Brazil","Minas Gerais","Delfinópolis","Estância Jo, Próximo à Serra da Canastra",-46.905083,-20.291778,"Erva ca. 2 m, heliófita. Botões florais alvo-esverdeados.; Relevo: ondulado. Vegetação: Savana (cerrado sensu strictu).","BRA:MBM:MBM:0000409252",NA,"Eremanthus glomerulatus Less.",NA
"15",NA,"Universidade Federal da Bahia (UFBA)","ALCB","128061","Eremanthus glomerulatus Less.",NA,"Asteraceae","Eremanthus","glomerulatus",NA,"Less.","Cordeiro, J","2015-01-01T00:00:00.000+0000",NA,"6222",NA,"Caxambu, MG; et al.",2015,4,24,"Brazil","Minas Gerais","Delfinópolis","Estância Jo, próxima à Serra da Canastra.",-46.905,-20.241667,"ca. 2 m, heliófito. Botões florais alvo-esverdeados.; Relevo: ondulado. Vegetação: Savana (Cerrado sensu strictu).","BRA:UFBA:ALCB:0000128061",NA,"Eremanthus glomerulatus Less.",NA
"16",NA,"Universidade Tecnológica Federal do Paraná (UTFPR)","HCF","16850","Eremanthus glomerulatus Less.",NA,"Asteraceae","Eremanthus","glomerulatus",NA,"Less.","J. Cordeiro","2015-01-01T00:00:00.000+0000",NA,"6222",NA,"M.G. Caxambu",2015,4,24,"Brazil","Mg","Delfinópolis","Estância Jo, próxima à Serra da Canastra",-46.905083,-20.291778,"arbusto ca. 2 m, heliófito. Botões florais alvo-esverdeados.","BRA:UTFPR:HCF:0000016850",NA,"Eremanthus glomerulatus Less.",NA
"17",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","183600","Eremanthus glomerulatus Less.",NA,"Asteraceae","Eremanthus","glomerulatus",NA,"Less.",NA,NA,NA,"5397",NA,"Rezende, SG; Justo, AG",2015,4,14,"Brazil","Minas Gerais","Rio Acima","Rio do Peixe, Próximo a RPPN Capitão do Mato",-43.925,-20.140556,NA,"BRA:UFMG:BHCB:0000183600",NA,"Eremanthus glomerulatus Less.",NA
