"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","identificationQualifier","infraspecificEpithet","comments","bibliographicCitation","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","new_Lat","new_Lon"
"33",NA,"UNICAMP","UEC","102990","Vanillosmopsis arborea (Gardn.) Baker","Asteraceae","Eremanthus","arborea","(Gardn.) Baker",NA,NA,NA,"HST6938",NA,"Miranda, A.M.; Félix, L.P.; Pires, M.F.O.",1997,7,30,"brazil","ceara","crato","Subida para o Lameiro.",0,0,"Arbusto ca. 3,50m alt.; caule amarronzado. Inflorescência creme.","BRA:UNICAMP:UEC:0000102990","Vanillosmopsis arborea (Gardn.) Baker",NA,NA,NA,NA,4489,"Crato",2304202,-39.490026,-7.232947,"CEARA","CE","Ceará",-39.6179021,-5.09146429,-7.232947,-39.490026
"34",NA,"Universidade Federal do Ceará, UFC","EAC","42963","Eremanthus arboreus (Gardner) MacLeish","Asteraceae","Eremanthus","arboreus","(Gardner) MacLeish","Roque, N.","2016-11-01T00:00:00.000+0000",NA,"10",NA,"Silva, M.A.P.",1997,10,2,"brazil","ceara","crato","Barreiro Grande",0,0,"Arbusto, 3m.; Cerradão.","BRA:UFC:EAC:0000042963","Eremanthus arboreus (Gardner) MacLeish",NA,NA,NA,NA,4489,"Crato",2304202,-39.490026,-7.232947,"CEARA","CE","Ceará",-39.6179021,-5.09146429,-7.232947,-39.490026
"35",NA,"Universidade Federal do Ceará, UFC","EAC","23834","Eremanthus arboreus (Gardner) MacLeish","Asteraceae","Eremanthus","arboreus","(Gardner) MacLeish","Roque, N.","2016-11-01T00:00:00.000+0000",NA,"305",NA,"Cavalcanti, F.S.",1996,6,1,"brazil","ceara","crato","Chapada do Araripe, subida do Belmonte",0,0,"Arvoreta; flor alva.; Encosta da chapada.","BRA:UFC:EAC:0000023834","Eremanthus arboreus (Gardner) MacLeish",NA,NA,NA,NA,4489,"Crato",2304202,-39.490026,-7.232947,"CEARA","CE","Ceará",-39.6179021,-5.09146429,-7.232947,-39.490026
"36",NA,"Universidade Federal do Ceará, UFC","EAC","23111","Eremanthus arboreus (Gardner) MacLeish","Asteraceae","Eremanthus","arboreus","(Gardner) MacLeish","Roque, N.","2016-11-01T00:00:00.000+0000",NA,"264",NA,"Cavalcanti, F.S.",1995,9,23,"brazil","ceara","crato","margem direita da estrada Crato-Exu.",0,0,"Árvore.","BRA:UFC:EAC:0000023111","Eremanthus arboreus (Gardner) MacLeish",NA,NA,NA,NA,4489,"Crato",2304202,-39.490026,-7.232947,"CEARA","CE","Ceará",-39.6179021,-5.09146429,-7.232947,-39.490026
"37",NA,"Universidade Federal do Ceará, UFC","EAC","23159","Eremanthus arboreus (Gardner) MacLeish","Asteraceae","Eremanthus","arboreus","(Gardner) MacLeish","Roque, N.","2016-11-01T00:00:00.000+0000",NA,"263",NA,"Cavalcanti, F.S.",1995,9,22,"brazil","ceara","crato","Subida do Belmonte, Chapada (encosta)",0,0,"Arvoreta, flor branca-violácea, fruto marrom.","BRA:UFC:EAC:0000023159","Eremanthus arboreus (Gardner) MacLeish",NA,NA,NA,NA,4489,"Crato",2304202,-39.490026,-7.232947,"CEARA","CE","Ceará",-39.6179021,-5.09146429,-7.232947,-39.490026
"38",NA,"UFG","UFG","24923","Vanillosmopsis arborea (Gardn.) Baker","Asteraceae","Eremanthus","arborea","(Gardn.) Baker","Silva, G.P.","1995-10-04T00:00:00.000+0000",NA,"3068",NA,"Silva, G.P.; et al.",1995,10,4,"brazil","distrito federal","brasilia",NA,-41.4,-12.55,NA,"BRA:UFG:UFG:0000024923","Vanillosmopsis arborea (Gardn.) Baker",NA,NA,NA,NA,3101,"Brasília",5300108,-47.797394,-15.780212,"DISTRITO FEDERAL","DF","Distrito Federal",-47.79722597,-15.78111952,-12.55,-41.4
"39",NA,"Universidade Federal do Ceará, UFC","EAC","20600","Eremanthus arboreus (Gardner) MacLeish","Asteraceae","Eremanthus","arboreus","(Gardner) MacLeish","Roque, N.","2016-11-24T00:00:00.000+0000",NA,"175",NA,"Cavalcanti, F.S.",1994,5,26,"brazil","ceara","crato","Chapada do Araripe.",0,0,"Árvore, flor em botão.","BRA:UFC:EAC:0000020600","Eremanthus arboreus (Gardner) MacLeish",NA,NA,NA,NA,4489,"Crato",2304202,-39.490026,-7.232947,"CEARA","CE","Ceará",-39.6179021,-5.09146429,-7.232947,-39.490026
"40",NA,"Universidade Federal do Ceará, UFC","EAC","21432","Eremanthus arboreus (Gardner) MacLeish","Asteraceae","Eremanthus","arboreus","(Gardner) MacLeish","Roque, N.","2016-11-24T00:00:00.000+0000",NA,"190",NA,"Cavalcanti, F.S.",1994,10,2,"brazil","ceara","crato","Serra dos Prazeres.",0,0,"Árvore, flor lilás.","BRA:UFC:EAC:0000021432","Eremanthus arboreus (Gardner) MacLeish",NA,NA,NA,NA,4489,"Crato",2304202,-39.490026,-7.232947,"CEARA","CE","Ceará",-39.6179021,-5.09146429,-7.232947,-39.490026
"41",NA,"Universidade Federal do Ceará, UFC","EAC","19908","Eremanthus arboreus (Gardner) MacLeish","Asteraceae","Eremanthus","arboreus","(Gardner) MacLeish","Roque, N.","2016-11-01T00:00:00.000+0000",NA,"61",NA,"Cavalcanti, F.S.",1993,4,7,"brazil","ceara","crato","Chapada do Araripe, Serra dos Prazeres.",0,0,"Arvoreta, abundante; planta medicinal e usada para lenha.","BRA:UFC:EAC:0000019908","Eremanthus arboreus (Gardner) MacLeish",NA,NA,NA,NA,4489,"Crato",2304202,-39.490026,-7.232947,"CEARA","CE","Ceará",-39.6179021,-5.09146429,-7.232947,-39.490026
"42",NA,"Universidade Federal do Ceará, UFC","EAC","27614","Eremanthus arboreus (Gardner) MacLeish","Asteraceae","Eremanthus","arboreus","(Gardner) MacLeish","Roque, N.","2016-11-01T00:00:00.000+0000",NA,"113",NA,"Cavalcanti, F.S.",1993,6,3,"brazil","ceara","crato","Chapada do Araripe, Serra dos Prazeres",0,0,"Arvoreta; flores alvas.","BRA:UFC:EAC:0000027614","Eremanthus arboreus (Gardner) MacLeish",NA,NA,NA,NA,4489,"Crato",2304202,-39.490026,-7.232947,"CEARA","CE","Ceará",-39.6179021,-5.09146429,-7.232947,-39.490026
"43",NA,"Universidade Federal do Ceará, UFC","EAC","20189","Eremanthus arboreus (Gardner) MacLeish","Asteraceae","Eremanthus","arboreus","(Gardner) MacLeish","Roque, N.","2016-11-01T00:00:00.000+0000",NA,"125",NA,"Cavalcanti, F.S.",1993,8,28,"brazil","ceara","crato","Chapada do Araripe, subida do Belmonte.",0,0,"Arbusto; flor alva.","BRA:UFC:EAC:0000020189","Eremanthus arboreus (Gardner) MacLeish",NA,NA,NA,NA,4489,"Crato",2304202,-39.490026,-7.232947,"CEARA","CE","Ceará",-39.6179021,-5.09146429,-7.232947,-39.490026
"44",NA,"Universidade Federal do Ceará, UFC","EAC","19968","Eremanthus arboreus (Gardner) MacLeish","Asteraceae","Eremanthus","arboreus","(Gardner) MacLeish","Roque, N.","2016-11-01T00:00:00.000+0000",NA,"s.n.",NA,"Fernandes, A.",1993,8,21,"brazil","bahia","alagoinhas",NA,0,0,"Arbusto; flores lilacíneas.; Cerrado.","BRA:UFC:EAC:0000019968","Eremanthus arboreus (Gardner) MacLeish",NA,NA,NA,NA,3580,"Alagoinhas",2900702,-38.399441,-12.109646,"BAHIA","BA","Bahia",-41.73007713,-12.47331113,-12.109646,-38.399441
"45",NA,"Universidade Federal do Ceará, UFC","EAC","19931","Eremanthus arboreus (Gardner) MacLeish","Asteraceae","Eremanthus","arboreus","(Gardner) MacLeish","Roque, N.","2016-11-01T00:00:00.000+0000",NA,"120",NA,"Cavalcanti, F.S.",1993,8,9,"brazil","ceara","crato","Chapada do Araripe, Serra dos Prazeres.",0,0,"Arbusto; flor lilás.","BRA:UFC:EAC:0000019931","Eremanthus arboreus (Gardner) MacLeish",NA,NA,NA,NA,4489,"Crato",2304202,-39.490026,-7.232947,"CEARA","CE","Ceará",-39.6179021,-5.09146429,-7.232947,-39.490026
"46",NA,"Universidade Federal do Ceará, UFC","EAC","18375","Eremanthus arboreus (Gardner) MacLeish","Asteraceae","Eremanthus","arboreus","(Gardner) MacLeish","Roque, N.","2016-11-01T00:00:00.000+0000",NA,"37",NA,"Cavalcanti, F.S.",1992,4,15,"brazil","ceara","crato","Chapada do Araripe, ladeira do Belmonte.",0,0,"Arbusto, abundante, em início da floração; flor lilás.","BRA:UFC:EAC:0000018375","Eremanthus arboreus (Gardner) MacLeish",NA,NA,NA,NA,4489,"Crato",2304202,-39.490026,-7.232947,"CEARA","CE","Ceará",-39.6179021,-5.09146429,-7.232947,-39.490026
"47",NA,"Universidade Federal do Ceará, UFC","EAC","20318","Eremanthus arboreus (Gardner) MacLeish","Asteraceae","Eremanthus","arboreus","(Gardner) MacLeish","Roque, N.","2016-11-01T00:00:00.000+0000",NA,"02",NA,"Cavalcanti, F.S.",1992,5,16,"brazil","ceara","crato","Chapada do Araripe.",0,0,NA,"BRA:UFC:EAC:0000020318","Eremanthus arboreus (Gardner) MacLeish",NA,NA,NA,NA,4489,"Crato",2304202,-39.490026,-7.232947,"CEARA","CE","Ceará",-39.6179021,-5.09146429,-7.232947,-39.490026
"48",NA,"Universidade Federal do Ceará, UFC","EAC","18655","Eremanthus arboreus (Gardner) MacLeish","Asteraceae","Eremanthus","arboreus","(Gardner) MacLeish","Roque, N.","2016-11-01T00:00:00.000+0000",NA,"58",NA,"Cavalcanti, F.S.",1992,8,1,"brazil","ceara","crato","Chapada do Araripe, subida do Belmonte.",0,0,"Arvoreta; flor rósea.","BRA:UFC:EAC:0000018655","Eremanthus arboreus (Gardner) MacLeish",NA,NA,NA,NA,4489,"Crato",2304202,-39.490026,-7.232947,"CEARA","CE","Ceará",-39.6179021,-5.09146429,-7.232947,-39.490026
"49",NA,"Universidade Federal do Ceará, UFC","EAC","17435","Eremanthus arboreus (Gardner) MacLeish","Asteraceae","Eremanthus","arboreus","(Gardner) MacLeish","Roque, N.","2016-11-01T00:00:00.000+0000",NA,"01",NA,"Cavalcanti, F.S.",1991,10,10,"brazil","ceara","crato","Chapada do Araripe, início da subida do Lameiro, m",0,0,"Arvoreta.","BRA:UFC:EAC:0000017435","Eremanthus arboreus (Gardner) MacLeish",NA,NA,NA,NA,4489,"Crato",2304202,-39.490026,-7.232947,"CEARA","CE","Ceará",-39.6179021,-5.09146429,-7.232947,-39.490026
"50",NA,"UFRPE","PEUFR","9339","Eremanthus arboreus (Gardner) MacLeish","Asteraceae","Eremanthus","arboreus","(Gardner) MacLeish","B. Leonille","2015-04-01T00:00:00.000+0000",NA,"183",NA,"J.S. Sobrinho",1985,12,6,"brazil","ceara","crato","Corujas",NA,NA,"Árvore de porte médio; flores amarelo-branco; pétalas filiformes e macios","BRA:UFRPE:PEUFR:0000009339","Eremanthus arboreus (Gardner) MacLeish",NA,NA,NA,NA,4489,"Crato",2304202,-39.490026,-7.232947,"CEARA","CE","Ceará",-39.6179021,-5.09146429,-7.232947,-39.490026
"51",NA,"Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)","HTSA","1337","Eremanthus arboreus (Gardner) MacLeish","Asteraceae","Eremanthus","arboreus","(Gardner) MacLeish","Pereira, R.C.A. de","2010-06-01T00:00:00.000+0000",NA,"33",NA,"Miranda, E.E. de",1984,6,1,"brazil","bahia","morro do chapeu","Chapada Diamantina, Cerrado",-41.285278,-11.975833,NA,"BRA:CPATSA:HTSA:0000001337","Eremanthus arboreus (Gardner) MacLeish",NA,NA,NA,NA,3674,"Morro do Chapéu",2921708,-41.151587,-11.472221,"BAHIA","BA","Bahia",-41.73007713,-12.47331113,-11.975833,-41.285278
"52",NA,"Universidade Federal de Sergipe, UFS","ASE","3947","Eremanthus arboreus (Gardner) MacLeish","Asteraceae","Eremanthus","arboreus","(Gardner) MacLeish",NA,NA,NA,"1041",NA,"Viana, G",1984,10,4,"brazil","sergipe","sao cristovao",NA,-37.206389,-11.014722,"arbusto. folhas simples e opostas, flores alvas em capítulos.; arbusto. folhas simples e opostas, flores alvas em capítulos.; Cerrado","BRA:UFS:ASE:0000003947","Eremanthus arboreus (Gardner) MacLeish",NA,NA,NA,NA,3751,"São Cristóvão",2806701,-37.219589,-10.961177,"SERGIPE","SE","Sergipe",-37.44606645,-10.59088956,-11.014722,-37.206389
"53",NA,"NY","NY","860890","Eremanthus arboreus (Gardner) MacLeish","Asteraceae","Eremanthus","arboreus","(Gardner) MacLeish",NA,NA,NA,"1049",NA,"H. Schumacher",1981,8,NA,"brazil","ceara",NA,"Am Gebirgsaufstieg",-39.4091127661054,-7.23791738643332,NA,"52c8bac1-2e51-4cae-8411-4d91d3410154","Eremanthus arboreus (Gardner) MacLeish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceará",-39.6179021,-5.09146429,-7.23791738643332,-39.4091127661054
"54",NA,"US","Botany","3481962","Eremanthus arboreus (Gardner) MacLeish","Asteraceae","Eremanthus","arboreus","(Gardner) MacLeish",NA,NA,NA,"s.n.",NA,"H. Schumacher",1980,8,25,"brazil","ceara",NA,"Chapada do Araripe, hillside on street out of Crato",NA,NA,NA,"http://n2t.net/ark:/65665/30b0ca169-af01-47f1-a7b6-8afabcb9d390","Eremanthus arboreus (Gardner) MacLeish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceará",-39.6179021,-5.09146429,-5.09146429,-39.6179021
"55","2014-07-08T05:24:37.000+0000","JBRJ","RB","RB00400139","Eremanthus arboreus (Gardner) MacLeish","Asteraceae","Eremanthus","arboreus","(Gardner) MacLeish","Benoit Loeuille","2011-01-01T00:00:00.000+0000",NA,NA,NA,"H. Schumacher",1980,8,25,"brazil","ceara","crato",NA,NA,NA,NA,"urn:catalog:JBRJ:RB:400139","Eremanthus arboreus (Gardner) MacLeish",NA,NA,NA,NA,4489,"Crato",2304202,-39.490026,-7.232947,"CEARA","CE","Ceará",-39.6179021,-5.09146429,-7.232947,-39.490026
