"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","identificationQualifier","infraspecificEpithet","comments","bibliographicCitation"
"1",NA,"Jardim Botânico de Brasília (JBB)","HEPH","33941","Eremanthus goyazensis Sch.Bip.","Asteraceae","Eremanthus","goyazensis","Sch.Bip.","Rosa, PO","2018-06-01T00:00:00.000+0000",NA,"2235",NA,"Rosa, PO; Rivaroli, GV; Cardoso, PPM; Pereira, MG; Silva, DS",2018,5,11,"Brazil","Goiás","Pirenópolis","Mosteiro Zen Horyu-Zan Eisho-Ji",-48.931944,-15.721667,"Árvore, ca. de 2,0m. Inflorescência creme-esverdeada; Cerrado s.s.","BRA:JBB:HEPH:0000033941","Eremanthus goyazensis Sch.Bip.",NA,NA,NA,NA
"2","2017-01-24T13:51:05.000+0000","JBRJ","RB","RB01216281","Eremanthus goyazensis Sch.Bip.","Asteraceae","Eremanthus","goyazensis","Sch.Bip.","V.C. Souza","2016-03-24T00:00:00.000+0000",NA,"40219",NA,"V.C. Souza; T.B. Flores; R.L.G. Coelho; M.A.S.S.C. Souza",2016,3,24,"Brazil","Distrito Federal","Brasília","Reserva Ecológica do IBGE",NA,NA,NA,"urn:catalog:JBRJ:RB:1216281","Eremanthus goyazensis Sch.Bip.",NA,NA,NA,NA
"4","2017-02-13T15:31:50.000+0000","JBRJ","RB","RB01223779","Eremanthus goyazensis Sch.Bip.","Asteraceae","Eremanthus","goyazensis","Sch.Bip.","V.C. Souza","2016-03-25T00:00:00.000+0000",NA,"40281",NA,"V.C. Souza; T.B. Flores; R.L.G. Coelho; M.A.S.S.C. Souza",2016,3,25,"Brazil","Distrito Federal","Brasília","Reserva Ecológica do IBGE. Divisa Oeste (FAL)",NA,NA,NA,"urn:catalog:JBRJ:RB:1223779","Eremanthus goyazensis Sch.Bip.",NA,NA,NA,NA
"5",NA,"Cenargen","CEN","104392","Eremanthus goyazensis Sch.Bip.","Asteraceae","Eremanthus","goyazensis","Sch.Bip.","J. B. Bringel",NA,NA,"1205",NA,"João Bernardo de Azevedo Bringel Jr.",2015,2,26,"Brazil","Df","BRASILIA","Rodovia BR - 060, próximo ao entroncamento com a DF - 180.",-48.15,-15.9125,NA,"BRA:Cenargen:CEN:0000104392","Eremanthus goyazensis Sch.Bip.",NA,NA,NA,NA
"6",NA,"UFU","HUFU","70567","Eremanthus goyazensis Sch.Bip.","Asteraceae","Eremanthus","goyazensis","Sch.Bip.","Nakajima, J.N.",NA,NA,"1605",NA,"Martins, C.R.",2015,3,31,"Brazil","Distrito Federal","Brasília","Parque Nacional de Brasília, Entrono da erosão lado esquerdo da estrada de acesso a Cascalheira do Exército.",-47.938611,-15.738611,"Campo sujo.","BRA:UFU:HUFU:0000070567","Eremanthus goyazensis Sch.Bip.",NA,NA,NA,NA
"7",NA,"Cenargen","CEN","91860","Eremanthus goyazensis Sch.Bip.","Asteraceae","Eremanthus","goyazensis","Sch.Bip.","J. N. Nakajima",NA,NA,"1531",NA,"Carlos Romero Martins",2015,3,1,"Brazil","Df","BRASILIA","Parque Nacional de Brasília - Entorno da Cascalheira do Entrocamento.",-47.933333,-15.735833,"Doação Flora do Brasil - Distrito Federal.","BRA:Cenargen:CEN:0000091860","Eremanthus goyazensis Sch.Bip.",NA,NA,NA,NA
"8",NA,"UFU","HUFU","70544","Eremanthus goyazensis Sch.Bip.","Asteraceae","Eremanthus","goyazensis","Sch.Bip.","Nakajima, J.N.","2015-06-01T00:00:00.000+0000",NA,"1528",NA,"Martins, C.R.",2015,3,1,"Brazil","Distrito Federal","Brasília","Parque Nacional de Brasília, Campo sujo entorno da Cascalheira do Entroncamento.",-47.933611,-15.735833,"Árvore 1,8 m alt. e no início do período reprodutivo.; Campo sujo Cascalhento.","BRA:UFU:HUFU:0000070544","Eremanthus goyazensis Sch.Bip.",NA,NA,NA,NA
"9",NA,"UnB","UB","202377","Eremanthus goyazensis Sch.Bip.","Asteraceae","Eremanthus","goyazensis","Sch.Bip.","Proença, CEB",NA,NA,"8181",NA,"Munhoz, CBR; Turma de Vegetação do Cerrado",2014,4,12,"Brazil","Goiás","Paraúna",NA,-50.834444,-17.172778,"Arbusto, 1,0 metro.; Floresta estacional semidecidual","BRA:UnB:UB:0000202377","Eremanthus goyazensis Sch.Bip.",NA,NA,NA,NA
"10",NA,"UFU","HUFU","70881","Eremanthus goyazensis Sch.Bip.","Asteraceae","Eremanthus","goyazensis","Sch.Bip.","Nakajima, J.N.","2016-03-01T00:00:00.000+0000",NA,"4570",NA,"Rezende, S.G.; Justo, A.G.",2014,7,2,"Brazil","Minas Gerais","Ouro Preto","Distrito Miguel Burnier, Mina da Gerdau",0,0,"Arbóreo (arboreta); Cerrado sentido Restrito","BRA:UFU:HUFU:0000070881","Eremanthus goyazensis Sch.Bip.",NA,NA,NA,NA
"11",NA,"FZB-BH","BHZB","10694","Eremanthus goyazensis Sch.Bip.","Asteraceae","Eremanthus","goyazensis","Sch.Bip.",NA,NA,NA,"4570",NA,"Rezende, S.G.",2014,7,2,"Brazil","Mg","Ouro Preto","Distrito de Miguel Burnier, Mina da Gerdau",-43.801944,-20.44,"; Habitat: Cerrado Sentido Restrito; Bioma: Cerrado","BRA:FZB-BH:BHZB:0000010694","Eremanthus goyazensis Sch.Bip.",NA,NA,NA,NA
