"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1","2018-04-30T14:46:05.000+0000","JBRJ","RB","RB01386320","Paralychnophora glaziouana Loeuille","Asteraceae","Eremanthus","glaziouana","Loeuille","A.S.Quaresma",NA,NA,"519","A.S.Quaresma; C.T.Oliveira",2017,5,24,"Brazil","Minas Gerais","Itambé do Mato Dentro","Área PSSE 318",-43.316389,-19.374722,NA,"urn:catalog:JBRJ:RB:1386320",NA,"Paralychnophora glaziouana Loeuille"
"3","2017-04-17T11:16:43.000+0000","JBRJ","RB","RB01307145","Paralychnophora glaziouana Loeuille","Asteraceae","Eremanthus","glaziouana","Loeuille",NA,NA,NA,"5551","J.E.Q. Faria",2016,3,23,"Brazil","Minas Gerais","Diamantina","Alto da Jacuba, Biribiri",-43.587222,-18.196111,NA,"urn:catalog:JBRJ:RB:1307145",NA,"Paralychnophora glaziouana Loeuille"
"5",NA,"Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM)","HDJF","4316","Paralychnophora glaziouana Loeuille","Asteraceae","Eremanthus","glaziouana","Loeuille","Faria, JEQ","2016-07-01T00:00:00.000+0000",NA,"6367","Faria, JEQ; Otoni, TJO",2016,7,23,"Brazil","Minas Gerais","Diamantina","Chácara no Alto da Jacuba, dentro do Parque Estadual do Biribiri",-43.586944,-18.196111,"Arvoreta ca. 3 m de altura, flores liláses claras e frutos maduros cremes; Capão de mata com afloramento rochoso","BRA:UFVJM:HDJF:0000004316",NA,"Paralychnophora glaziouana Loeuille"
"6","2017-10-15T12:54:07.000+0000","JBRJ","RB","RB01334706","Paralychnophora glaziouana Loeuille","Asteraceae","Eremanthus","glaziouana","Loeuille","J.E.Q. Faria",NA,NA,"6414","J.E.Q. Faria",2016,8,6,"Brazil","Minas Gerais","Diamantina","Margem da rodovia chegando em Diamantina, próximo à entrada para o Guinda",-43.676667,-18.261944,NA,"urn:catalog:JBRJ:RB:1334706",NA,"Paralychnophora glaziouana Loeuille"
"8",NA,"Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM)","HDJF","4638","Paralychnophora glaziouana Loeuille","Asteraceae","Eremanthus","glaziouana","Loeuille","Faria, JEQ","2016-12-01T00:00:00.000+0000",NA,"6769","Faria, JEQ; Otoni, TJO; Soares, CCC",2016,12,1,"Brazil","Minas Gerais","Gouveia","Área da Reserva Legal da Tracomal Norte Granitos. Sítio do Mulato.",-43.908333,-18.535,"Arbusto ca. 1,5 m com resto de inflorescências secas.; Cerrado rupestre.","BRA:UFVJM:HDJF:0000004638",NA,"Paralychnophora glaziouana Loeuille"
"9",NA,"Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM)","HDJF","5721","Paralychnophora glaziouana Loeuille","Asteraceae","Eremanthus","glaziouana","Loeuille","Bringel, JBA","2015-11-01T00:00:00.000+0000",NA,"316","Chaves, DA; Silva, JFG; Gonçalves, MF",2014,3,23,"Brazil","Minas Gerais",NA,"Cadeia do Espinhaço: Módulo RAPELD Sempre Vivas I e entorno",-43.797533,-17.92705,"Complexo Rupestre","BRA:UFVJM:HDJF:0000005721",NA,"Paralychnophora glaziouana Loeuille"
"10",NA,"UnB","UB","207230","Paralychnophora glaziouana Loeuille","Asteraceae","Eremanthus","glaziouana","Loeuille","Bringel, JBA","2015-11-01T00:00:00.000+0000",NA,"284","Chaves, DA; Silva, JFG; Gonçalves, MF",2014,3,19,"Brazil","Minas Gerais",NA,"Cadeia do Espinhaço: Módulo RAPELD Sempre Vivas I e entorno",-43.78485,-17.926967,"Complexo Rupestre","BRA:UnB:UB:0000207230",NA,"Paralychnophora glaziouana Loeuille"
"13",NA,"Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM)","HDJF","5757","Paralychnophora glaziouana Loeuille","Asteraceae","Eremanthus","glaziouana","Loeuille","Bringel, JBA","2015-11-01T00:00:00.000+0000",NA,"425","Chaves, DA; Gonçalves, MF",2014,5,3,"Brazil","Minas Gerais","São Gonçalo do Rio Preto","Cadeia do Espinhaço: Parque Estadual do Rio Preto, subida para a Chapada dos Coutos",-43.32845,-18.178633,"Complexo Rupestre","BRA:UFVJM:HDJF:0000005757",NA,"Paralychnophora glaziouana Loeuille"
"15",NA,"UNICAMP","UEC","192947","Paralychnophora glaziouana Loeuille","Asteraceae","Eremanthus","glaziouana","Loeuille","Loeuille, B.F.P.","2014-09-01T00:00:00.000+0000",NA,"527","Siniscalchi, C.M.; et al.",2014,9,1,"Brazil","Minas Gerais","Itacambira","Vale de riacho ao lado direito da estrada",-43.345056,-16.98825,"Arbusto ramificado, ca. 1m alt. folhas discolores, com indumento denso. frutos com pápus estramíneo; Campo rupestre com afloramento rochosos, solo arenoso com cascalho de quartzo","BRA:UNICAMP:UEC:0000192947",NA,"Paralychnophora glaziouana Loeuille"
"16",NA,"UnB","UB","207050","Paralychnophora glaziouana Loeuille","Asteraceae","Eremanthus","glaziouana","Loeuille","Bringel, JBA","2015-11-01T00:00:00.000+0000",NA,"104","Chaves, DA",2013,12,18,"Brazil","Minas Gerais",NA,"Cadeia do Espinhaço: Parque Nacional das Sempre Vivas, em torno da casa de apoio",-43.773183,-17.912983,"Complexo Rupestre","BRA:UnB:UB:0000207050",NA,"Paralychnophora glaziouana Loeuille"
