"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","comments"
"12",NA,"Universidade Regional de Blumenau, FURB","FURB","48766","Piptocarpha regnellii (Sch.Bip.) Cabrera","Asteraceae","Piptocarpha","regnellii",NA,"(Sch.Bip.) Cabrera","Oliveira, AA de","2015-10-28T00:00:00.000+0000",NA,"2688",NA,"Oliveira, A.A. de",2015,10,28,"Brazil","Santa Catarina","Jaraguá do Sul","Fazenda Veludo.",-49.228333,-26.278056,NA,"BRA:FURB:FURB:0000048766",NA,"Piptocarpha regnellii (Sch.Bip.) Cabrera",NA,NA
"13",NA,"IF","SPSF","52046","Piptocarpha regnellii (Sch.Bip.) Cabrera","Asteraceae","Piptocarpha","regnellii",NA,"(Sch.Bip.) Cabrera","G.A.D.C.Franco","2014-03-31T00:00:00.000+0000",NA,"505",NA,"M.G.K. Cornia & N.M.Ivanauskas & R. Esteves & M.C.Assis & L.N. Gonçalves",2014,3,18,"Brazil","Mg","Delfim Moreira","Fazenda Bartira",-45.266389,-22.526667,"COLETA: Árvore de 11m de altura. Indivíduo nº8536 da Fitossociologia. Material infétil.; GEOGRAFIA: Unidade Alegria. Parcela da Fitossociologia. Floresta Ombrófila Mista.;","BRA:IF:SPSF:0000052046",NA,"Piptocarpha regnellii (Sch.Bip.) Cabrera",NA,NA
"14",NA,"Universidade Federal do Paraná, UFPR","EFC","12862","Piptocarpha regnellii (Sch.Bip.) Cabrera","Asteraceae","Piptocarpha","regnellii",NA,"(Sch.Bip.) Cabrera","Ribeiro, C.L.","2014-05-02T00:00:00.000+0000",NA,"9",NA,"Ribeiro, C.L.",2014,5,10,"Brazil","Paraná","Campo Largo","Morro Dois Irmãos, Bateias",-49.5084,-25.3276,"Refugio","BRA:UFPR:EFC:0000012862",NA,"Piptocarpha regnellii (Sch.Bip.) Cabrera",NA,NA
"15",NA,"USP","SPF","221217","Piptocarpha regnellii (Sch.Bip.) Cabrera","Asteraceae","Piptocarpha","regnellii",NA,"(Sch.Bip.) Cabrera","Brotto, ML","2014-09-09T00:00:00.000+0000",NA,"1789",NA,"Brotto, ML",2014,7,28,"Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas",-48.700278,-24.853611,NA,"BRA:USP:SPF:0000221217",NA,"Piptocarpha regnellii (Sch.Bip.) Cabrera",NA,NA
"16",NA,"Universidade Federal de Juiz de Fora (UFJF)","CESJ","66906","Piptocarpha regnellii (Sch.Bip.) Cabrera","Asteraceae","Piptocarpha","regnellii",NA,"(Sch.Bip.) Cabrera","L.D. Santana","2015-01-13T00:00:00.000+0000",NA,"76",NA,"L.D. Santana; J.H.C. Ribeiro; T.R. Fonseca; D.R.Nascimento",2014,7,7,"Brazil","Minas Gerais","Baependi","Parque Estadual Serra do Papagaio, Vale do Rio Santo Angostinho/ Interior da FOM Aluvial",0,0,"Árvore, ca 10m. Frutos acastanhados, folhas discolores.Dentro da parcela 03 da fitossociologia, indivíduo 85. Próximo ao curso d'água. Altitude 1650 m.s.m.","BRA:UFJF:CESJ:0000066906",NA,"Piptocarpha regnellii (Sch.Bip.) Cabrera",NA,NA
"17",NA,"Universidade Tecnológica Federal do Paraná (UTFPR)","HCF","19077","Piptocarpha regnellii (Sch.Bip.) Cabrera","Asteraceae","Piptocarpha","regnellii",NA,"(Sch.Bip.) Cabrera","M.L. Brotto","2014-11-19T00:00:00.000+0000",NA,"8607",NA,"J.M. Silva",2014,8,21,"Brazil","Pr","Piraquara","Mananciais da Serra, próximo à Aldeia",-48.997778,-25.494167,"árvore de 4 m de altura; capítulos vinosos. Floresta Ombrófila Mista.","BRA:UTFPR:HCF:0000019077",NA,"Piptocarpha regnellii (Sch.Bip.) Cabrera",NA,NA
"18",NA,"Universidade Regional de Blumenau, FURB","FURB","46850","Piptocarpha regnellii (Sch.Bip.) Cabrera","Asteraceae","Piptocarpha","regnellii",NA,"(Sch.Bip.) Cabrera","Brotto, ML","2014-11-19T00:00:00.000+0000",NA,"8607",NA,"Silva, J.M.",2014,8,21,"Brazil","Paraná","Piraquara","Mananciais da Serra, próximo à Aldeia Araça-i.",-48.997778,-25.494167,NA,"BRA:FURB:FURB:0000046850",NA,"Piptocarpha regnellii (Sch.Bip.) Cabrera",NA,NA
"25","2017-10-15T10:56:16.000+0000","JBRJ","RB","RB01066353","Piptocarpha regnellii (Sch.Bip.) Cabrera","Asteraceae","Piptocarpha","regnellii",NA,"(Sch.Bip.) Cabrera","R.C. Seubert",NA,NA,"52",NA,"R.C. Seubert; et al",2014,10,8,"Brazil","Santa Catarina","Indaial","Faxinal do Bepe - Parque Nacional da Serra do Itajaí.",-49.213611,-27.120556,"Encosta; arvoreta","urn:catalog:JBRJ:RB:1066353",NA,"Piptocarpha regnellii (Sch.Bip.) Cabrera",NA,NA
"26",NA,"IF","SPSF","49492","Piptocarpha regnellii (Sch.Bip.) Cabrera","Asteraceae","Piptocarpha","regnellii",NA,"(Sch.Bip.) Cabrera","D.P.Volet","2016-07-14T00:00:00.000+0000",NA,"86",NA,"M.G.K.Cornia & N.M.Ivanauskas & M.C.Assis",2014,10,7,"Brazil","Mg","Delfim Moreira","Fazenda de São Francisco dos Campos do Jordão",-45.28,-22.508889,"COLETA: Árvore, 4m; Capítulos alvos.; GEOGRAFIA: Borda de floresta com araucária e mata de galeria.;","BRA:IF:SPSF:0000049492",NA,"Piptocarpha regnellii (Sch.Bip.) Cabrera",NA,NA
"31",NA,"Universidade Tecnológica Federal do Paraná (UTFPR)","HCF","20398","Piptocarpha regnellii (Sch.Bip.) Cabrera","Asteraceae","Piptocarpha","regnellii",NA,"(Sch.Bip.) Cabrera","R.C. Seubert","2014-10-08T00:00:00.000+0000",NA,"52",NA,"R.C. Seubert",2014,10,8,"Brazil","Sc","Indaial","Faxinal do Bepe, Parque Nacional da",-49.213611,-27.120556,"Encosta; arvoreta.","BRA:UTFPR:HCF:0000020398",NA,"Piptocarpha regnellii (Sch.Bip.) Cabrera",NA,NA
"34",NA,"MBM","MBM","399222","Piptocarpha regnellii (Sch.Bip.) Cabrera","Asteraceae","Piptocarpha","regnellii",NA,"(Sch.Bip.) Cabrera","Cordeiro, J","2015-07-20T00:00:00.000+0000",NA,"530",NA,"Savarais, M",2014,10,12,"Brazil","Paraná","Tijucas do Sul","Morro Araçatuba",-49.013725,-25.897767,NA,"BRA:MBM:MBM:0000399222",NA,"Piptocarpha regnellii (Sch.Bip.) Cabrera",NA,NA
"35",NA,"IF","SPSF","47504","Piptocarpha regnellii (Sch.Bip.) Cabrera","Asteraceae","Piptocarpha","regnellii",NA,"(Sch.Bip.) Cabrera",NA,NA,NA,"33",NA,"T.E.Barreto",2013,2,19,"Brazil","Sp","Campos do Jordão","PECJ",-45.766667,-23.183333,"COLETA: Árvore.&nf;1 duplicata.; GEOGRAFIA: FOD - Altomontana.;","BRA:IF:SPSF:0000047504",NA,"Piptocarpha regnellii (Sch.Bip.) Cabrera",NA,NA
"36",NA,"MBM","MBM","410489","Piptocarpha regnellii (Sch.Bip.) Cabrera","Asteraceae","Piptocarpha","regnellii",NA,"(Sch.Bip.) Cabrera","Barboza, E","2013-01-01T00:00:00.000+0000",NA,"360",NA,"May, D; Barboza, E",2013,6,19,"Brazil","Paraná","Lapa","Reserva Particular do Patrimonio Natural Uru",-49.689444,-25.814722,NA,"BRA:MBM:MBM:0000410489",NA,"Piptocarpha regnellii (Sch.Bip.) Cabrera",NA,NA
"37",NA,"MBM","MBM","394465","Piptocarpha regnellii (Sch.Bip.) Cabrera","Asteraceae","Piptocarpha","regnellii",NA,"(Sch.Bip.) Cabrera","Cordeiro, J","2014-12-29T00:00:00.000+0000",NA,"s.n.",NA,"Jenheski, C; Breyer, E",2013,9,15,"Brazil","Paraná","União da Vitória",NA,-51.111889,-26.197694,NA,"BRA:MBM:MBM:0000394465",NA,"Piptocarpha regnellii (Sch.Bip.) Cabrera",NA,NA
"38",NA,"MBM","MBM","397758","Piptocarpha regnellii (Sch.Bip.) Cabrera","Asteraceae","Piptocarpha","regnellii",NA,"(Sch.Bip.) Cabrera","Cordeiro, J; Barboza, E","2014-01-01T00:00:00.000+0000",NA,"1043",NA,"Amaral, W; Trombin, M",2013,10,5,"Brazil","Paraná","Piraquara","Bio Estação Gaia",0,0,"Árvore, 5m; inflorescência amarela.; Floresta Ombrófila Mista.","BRA:MBM:MBM:0000397758",NA,"Piptocarpha regnellii (Sch.Bip.) Cabrera",NA,NA
"39",NA,"UFPR","UPCB","89920","Piptocarpha regnellii (Sch.Bip.) Cabrera","Asteraceae","Piptocarpha","regnellii",NA,"(Sch.Bip.) Cabrera","Uhlmann, A.","2013-10-08T00:00:00.000+0000",NA,"419",NA,"Uhlmann, A. et al.",2013,10,17,"Brazil","Rio de Janeiro","Nova Friburgo","Floresta Ombrófila Densa Altomontana",-42.586667,-22.353333,"Arbórea de aproximadamente 3m em meio a campo altomontana. Pico do Caledônia..","BRA:UFPR:UPCB:0000089920",NA,"Piptocarpha regnellii (Sch.Bip.) Cabrera",NA,NA
"40",NA,"UNICAMP","UEC","165009","Piptocarpha regnellii (Sch.Bip.) Cabrera","Asteraceae","Piptocarpha","regnellii",NA,"(Sch.Bip.) Cabrera","Semir, J.","2015-04-01T00:00:00.000+0000",NA,"3393",NA,"Meireles, L.D.; et al.",2012,4,26,"Brazil","Minas Gerais","Camanducaia","Monte Verde",0,0,"Árvore, cc 10m, folhas alvas amareladas discolores.","BRA:UNICAMP:UEC:0000165009",NA,"Piptocarpha regnellii (Sch.Bip.) Cabrera",NA,NA
"41",NA,"Universidade Federal de Juiz de Fora (UFJF)","CESJ","60092","Piptocarpha regnellii (Sch.Bip.) Cabrera","Asteraceae","Piptocarpha","regnellii",NA,"(Sch.Bip.) Cabrera","J.N. Nakajima","2013-06-01T00:00:00.000+0000",NA,"26",NA,"D.S. Santiago; F.R.G. Salimena; P. H. Nobre; L. C. Pereira",2012,7,6,"Brazil","Minas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Borda da Mata de Araucária.",0,0,"Árvore, ca. 5 m, flores em botão.","BRA:UFJF:CESJ:0000060092",NA,"Piptocarpha regnellii (Sch.Bip.) Cabrera",NA,NA
"42",NA,"Universidade Federal de Juiz de Fora (UFJF)","CESJ","60102","Piptocarpha regnellii (Sch.Bip.) Cabrera","Asteraceae","Piptocarpha","regnellii",NA,"(Sch.Bip.) Cabrera","D.S. Santiago","2013-07-01T00:00:00.000+0000",NA,"36",NA,"D.S. Santiago; F.R.G. Salimena; P. H. Nobre; L. C. Pereira",2012,7,6,"Brazil","Minas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Borda da Mata de Araucária.",0,0,"Árvore, ca. 4 m, flores em botão.","BRA:UFJF:CESJ:0000060102",NA,"Piptocarpha regnellii (Sch.Bip.) Cabrera",NA,NA
"43",NA,"MBML","MBML-HERBARIO","46696","Piptocarpha regnellii (Sch.Bip.) Cabrera","Asteraceae","Piptocarpha","regnellii",NA,"(Sch.Bip.) Cabrera","G. Heiden/2016",NA,NA,"1435",NA,"T.B. Flores; J. Kuntz-Galvão & O.R. Campos",2012,10,22,"Brazil","Espírito Santo","Ibitirama","Santa Marta - Estrada entre o centro e o alojamento do ICMBIO - na beira do rio.",NA,NA,"Trepadeira, capítulos alvos. Face abaxial das folhas cinza","BRA:MBML:MBML-HERBARIO:0000046696",NA,"Piptocarpha regnellii (Sch.Bip.) Cabrera",NA,NA
"44",NA,"Universidade Federal de Juiz de Fora (UFJF)","CESJ","60906","Piptocarpha regnellii (Sch.Bip.) Cabrera","Asteraceae","Piptocarpha","regnellii",NA,"(Sch.Bip.) Cabrera","D.S. Santiago","2013-07-01T00:00:00.000+0000",NA,"184",NA,"D.S. Santiago; R.J.V.Alves; K. Antunes",2012,11,23,"Brazil","Minas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Na borda da Mata de Araucária.",0,0,"Árvore, ca. 4 m. Flores passadas em início de frutificação. Folhas discolores, parte abaxial esbranquiçada.","BRA:UFJF:CESJ:0000060906",NA,"Piptocarpha regnellii (Sch.Bip.) Cabrera",NA,NA
"45",NA,"UNESC","CRI","1096","Piptocarpha regnellii (Sch.Bip.) Cabrera","Asteraceae","Piptocarpha","regnellii",NA,"(Sch.Bip.) Cabrera","E.K.O. Hattori","2012-03-05T00:00:00.000+0000",NA,"2773",NA,"A.L. de Gasper",2011,3,21,"Brazil","Delfim",NA,"Trilha dos Romeiros, próximo a Mata do Barão.",-45.280278,-22.509722,"Floresta Atlântica","BRA:UNESC:CRI:0000001096",NA,"Piptocarpha regnellii (Sch.Bip.) Cabrera",NA,NA
"46",NA,"Universidade Regional de Blumenau, FURB","FURB","36267","Piptocarpha regnellii (Sch.Bip.) Cabrera","Asteraceae","Piptocarpha","regnellii",NA,"(Sch.Bip.) Cabrera","Hattori, EKO; Fernandes, AC","2012-03-05T00:00:00.000+0000",NA,"2773",NA,"Gasper, A.L. de",2011,3,21,"Brazil","Minas Gerais","Delfim Moreira","Trilha dos Romeiros, próximo a Mata do Barão.",-45.328333,-22.58,NA,"BRA:FURB:FURB:0000036267",NA,"Piptocarpha regnellii (Sch.Bip.) Cabrera",NA,NA
"47",NA,"MBM","MBM","388043","Piptocarpha regnellii (Sch.Bip.) Cabrera","Asteraceae","Piptocarpha","regnellii",NA,"(Sch.Bip.) Cabrera","Uhlmann, A","2013-10-08T00:00:00.000+0000",NA,"419",NA,"Uhlmann, A",2011,9,1,"Brazil","Rio de Janeiro","Nova Friburgo","Pico da Caledônia",-42.586917,-22.353528,"Arbórea de aproximadamente 3m.; Floresta Ombrófila Densa Altomontana. Campo altomontano.","BRA:MBM:MBM:0000388043",NA,"Piptocarpha regnellii (Sch.Bip.) Cabrera",NA,NA
"49",NA,"Universidade Regional de Blumenau, FURB","FURB","28346","Piptocarpha regnellii (Sch.Bip.) Cabrera","Asteraceae","Piptocarpha","regnellii",NA,"(Sch.Bip.) Cabrera","Verdi, M","2010-06-30T00:00:00.000+0000",NA,"5117",NA,"Verdi, M.",2010,6,30,"Brazil","Santa Catarina","São Bonifácio","Santa Maria.",-48.96,-27.993889,"Florística IFFSC 197","BRA:FURB:FURB:0000028346",NA,"Piptocarpha regnellii (Sch.Bip.) Cabrera",NA,NA
"50",NA,"Universidade Regional de Blumenau, FURB","FURB","30466","Piptocarpha regnellii (Sch.Bip.) Cabrera","Asteraceae","Piptocarpha","regnellii",NA,"(Sch.Bip.) Cabrera","Oliveira, AA de","2010-10-14T00:00:00.000+0000",NA,"5089",NA,"Verdi, M.",2010,6,17,"Brazil","Santa Catarina","Alfredo Wagner","Alto Rio Lessa.",-49.229167,-27.721111,"Fito IFFSC 281 /S/69","BRA:FURB:FURB:0000030466",NA,"Piptocarpha regnellii (Sch.Bip.) Cabrera",NA,NA
"51","2018-09-17T14:33:39.000+0000","JBRJ","RB","RB01398129","Piptocarpha regnellii (Sch.Bip.) Cabrera","Asteraceae","Piptocarpha","regnellii",NA,"(Sch.Bip.) Cabrera","A. L. Gasper","2010-08-25T00:00:00.000+0000",NA,"4775",NA,"M. Verdi; B. Burkhardt; G. Klemz",2010,7,6,"Brazil","Santa Catarina","Anitápolis","Rio de Prata",-49.14,-27.81,NA,"urn:catalog:JBRJ:RB:1398129",NA,"Piptocarpha regnellii (Sch.Bip.) Cabrera",NA,NA
"52",NA,"Universidade Regional de Blumenau, FURB","FURB","32878","Piptocarpha regnellii (Sch.Bip.) Cabrera","Asteraceae","Piptocarpha","regnellii",NA,"(Sch.Bip.) Cabrera","Hattori, EKO; Fernandes, AC","2012-03-05T00:00:00.000+0000",NA,"77",NA,"Stival-Santos, A.",2010,7,8,"Brazil","Santa Catarina","Antônio Carlos","RPPN Caraguatá.",-48.87,-27.45,"Fito IFFSC 388 /S/38","BRA:FURB:FURB:0000032878",NA,"Piptocarpha regnellii (Sch.Bip.) Cabrera",NA,NA
"53",NA,"Universidade Regional de Blumenau, FURB","FURB","27934","Piptocarpha regnellii (Sch.Bip.) Cabrera","Asteraceae","Piptocarpha","regnellii",NA,"(Sch.Bip.) Cabrera","Gasper, AL de","2010-08-25T00:00:00.000+0000",NA,"3279",NA,"Stival-Santos, A.",2010,7,8,"Brazil","Santa Catarina","Antônio Carlos","RPPN Caraguatá.",-48.87,-27.45,"Florística IFFSC 388 (Arbórea)","BRA:FURB:FURB:0000027934",NA,"Piptocarpha regnellii (Sch.Bip.) Cabrera",NA,NA
"55","2017-10-19T05:50:16.000+0000","JBRJ","RB","RB00779715","Piptocarpha regnellii (Sch.Bip.) Cabrera","Asteraceae","Piptocarpha","regnellii",NA,"(Sch.Bip.) Cabrera","Blum, C.T","2010-08-15T00:00:00.000+0000",NA,"10-039",NA,"Blum, C.T",2010,8,15,"Brazil","Paraná","Tijucas do Sul","Remanescentes florestais marginais á represa de Vossoroca.",-49.073611,-25.824167,"Árvore 15 m, botões branco creme. UPCB-DNA Nº1257","urn:catalog:JBRJ:RB:779715",NA,"Piptocarpha regnellii (Sch.Bip.) Cabrera",NA,NA
"56",NA,"MBM","MBM","393075","Piptocarpha regnellii (Sch.Bip.) Cabrera","Asteraceae","Piptocarpha","regnellii",NA,"(Sch.Bip.) Cabrera","Blum, CT","2010-08-15T00:00:00.000+0000",NA,"1039",NA,"Blum, CT",2010,8,15,"Brazil","Paraná","Tijucas do Sul","Remanescentes florestais marginais à represa de Vossoroca",-49.073611,-25.824167,"Árvore, 15m. Botões branco-creme.","BRA:MBM:MBM:0000393075",NA,"Piptocarpha regnellii (Sch.Bip.) Cabrera",NA,NA
"57",NA,"NY","NY","02423561","Piptocarpha regnellii (Sch.Bip.) Cabrera","Asteraceae","Piptocarpha","regnellii",NA,"(Sch.Bip.) Cabrera",NA,NA,NA,"10039",NA,"C. T. Blum",2010,8,15,"Brazil","ParanÃ¡",NA,"Remanecentes florestais marginais a represa de Vossoroca",-49.0736,-25.8242,NA,"a2a92648-8e7b-406b-842d-05a23804256e",NA,"Piptocarpha regnellii (Sch.Bip.) Cabrera",NA,NA
"58",NA,"UEFS","HUEFS","194875","Piptocarpha regnellii (Sch.Bip.) Cabrera","Asteraceae","Piptocarpha","regnellii",NA,"(Sch.Bip.) Cabrera",NA,NA,NA,"10039",NA,"Blum, C.T.",2010,8,15,"Brazil","Paraná","Tijucas do Sul","Remanescentes florestais marginais á represa de Vossoroca.",-49.073611,-25.824167,NA,"BRA:UEFS:HUEFS:0000194875",NA,"Piptocarpha regnellii (Sch.Bip.) Cabrera",NA,NA
"59",NA,"Universidade Regional de Blumenau, FURB","FURB","32449","Piptocarpha regnellii (Sch.Bip.) Cabrera","Asteraceae","Piptocarpha","regnellii",NA,"(Sch.Bip.) Cabrera","Verdi, M","2010-08-18T00:00:00.000+0000",NA,"5418",NA,"Verdi, M.",2010,8,18,"Brazil","Santa Catarina","Itaiópolis","Moema.",-49.769444,-26.549444,NA,"BRA:FURB:FURB:0000032449",NA,"Piptocarpha regnellii (Sch.Bip.) Cabrera",NA,NA
"61","2018-09-14T08:54:57.000+0000","JBRJ","RB","RB01397881","Piptocarpha regnellii (Sch.Bip.) Cabrera","Asteraceae","Piptocarpha","regnellii",NA,"(Sch.Bip.) Cabrera","A. Korte","2010-10-14T00:00:00.000+0000",NA,"4259",NA,"A. Korte; A. Kniess",2010,9,1,"Brazil","Santa Catarina","Doutor Pedrinho","Cerro Azul",-49.590555,-26.640278,"Flor branca e lilás","urn:catalog:JBRJ:RB:1397881",NA,"Piptocarpha regnellii (Sch.Bip.) Cabrera",NA,NA
"63",NA,"Universidade Regional de Blumenau, FURB","FURB","30896","Piptocarpha regnellii (Sch.Bip.) Cabrera","Asteraceae","Piptocarpha","regnellii",NA,"(Sch.Bip.) Cabrera","Pererira, RC","2018-08-13T00:00:00.000+0000",NA,"4326",NA,"Korte, A.",2010,9,15,"Brazil","Santa Catarina","Taió","Gramado.",-50.220556,-27.000278,"Florística IFFSC 624 (Arbórea)","BRA:FURB:FURB:0000030896",NA,"Piptocarpha regnellii (Sch.Bip.) Cabrera",NA,NA
"64",NA,"Universidade Regional de Blumenau, FURB","FURB","32923","Piptocarpha regnellii (Sch.Bip.) Cabrera","Asteraceae","Piptocarpha","regnellii",NA,"(Sch.Bip.) Cabrera","Gasper, AL de","2011-01-10T00:00:00.000+0000",NA,NA,NA,"Bianconcin, J.",2010,11,5,"Brazil","Santa Catarina","Campo Alegre",NA,-49.141667,-26.102222,NA,"BRA:FURB:FURB:0000032923",NA,"Piptocarpha regnellii (Sch.Bip.) Cabrera",NA,NA
"65",NA,"USP","SPF","214882","Piptocarpha regnellii (Sch.Bip.) Cabrera","Asteraceae","Piptocarpha","regnellii",NA,"(Sch.Bip.) Cabrera","Loeuille, B","2015-01-01T00:00:00.000+0000",NA,"1442",NA,"Heiden, G",2010,12,17,"Brazil","Paraná","Guaratuba","Serra de Araçatuba, Morro dos Perdidos, estrada para as antenas, inicío da trilha para o cume.",-48.966111,-25.879167,"Arbusto, ca. 1,5 m alt, em afloramentos rochosos. Folhas discolores, face abaxial alva, face adaxial verde. Brácteas involucrais estramíneas. Flores alvas.","BRA:USP:SPF:0000214882",NA,"Piptocarpha regnellii (Sch.Bip.) Cabrera",NA,NA
"66",NA,"Universidade Regional de Blumenau, FURB","FURB","12792","Piptocarpha regnellii (Sch.Bip.) Cabrera","Asteraceae","Piptocarpha","regnellii",NA,"(Sch.Bip.) Cabrera","Gasper, AL de","2009-07-01T00:00:00.000+0000",NA,"2371",NA,"Verdi, M.",2009,6,17,"Brazil","Santa Catarina","Anitápolis","Rio do Meio.",-49.1875,-27.940833,"Florística IFFSC 221(Arbórea)","BRA:FURB:FURB:0000012792",NA,"Piptocarpha regnellii (Sch.Bip.) Cabrera",NA,NA
