"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1","2017-10-15T11:13:49.000+0000","JBRJ","RB","RB01115696","Gorceixia decurrens Baker","Asteraceae","Gorceixia","decurrens","Baker","B. Loeuille","2016-06-15T00:00:00.000+0000",NA,"886",NA,"L.F.A. de Paula; L.O. Azevedo; R. C. Forzza",2016,3,11,"Brazil","Espírito Santo","Pancas","Pedra da Colina.",-40.876667,-19.231111,"Capítulos lilases; folhas discolores.","urn:catalog:JBRJ:RB:1115696",NA,"Gorceixia decurrens Baker"
"2","2017-10-15T11:13:32.000+0000","JBRJ","RB","RB01115506","Gorceixia decurrens Baker","Asteraceae","Gorceixia","decurrens","Baker","B. Loeuille","2016-06-15T00:00:00.000+0000",NA,"8744",NA,"R.C. Forzza; L.F.A. de Paula, L.O. Azevedo",2016,3,11,"Brazil","Espírito Santo","Pancas","Pedra da Colina.",-40.876667,-19.231111,"Arbusto em afloramento, 2,2 m alt. Inflorescências com brácteas verdes; flores roxas.","urn:catalog:JBRJ:RB:1115506",NA,"Gorceixia decurrens Baker"
"3",NA,"USP","SPF","216704","Gorceixia decurrens Baker","Asteraceae","Gorceixia","decurrens","Baker","Loeuille, B","2015-01-01T00:00:00.000+0000",NA,"6524",NA,"Pirani, JR",2015,2,18,"Brazil","Minas Gerais","Chapada do Norte","Rodovia Oscár Von Bentzen Rodrigues, entre os municípios de Berilo e Chapada do Norte.",-42.52725,-17.069444,"Arvoreta ca. 3 m alt., heliófila, com poucos ramos ascendentes, na orla de carrasco denso, em solo arenoso. Brácteas involucrais verdes, flores inteiramente alvas.; Carrasco (transição caatinga #?# cerrado).","BRA:USP:SPF:0000216704",NA,"Gorceixia decurrens Baker"
"4",NA,"USP","SPF","223029","Gorceixia decurrens Baker","Asteraceae","Gorceixia","decurrens","Baker","Loeuille, B","2015-01-01T00:00:00.000+0000",NA,"7869",NA,"Forzza, RC",2014,2,16,"Brazil","Espírito Santo",NA,"Barra da Rapadura. Fazenda do Ser. Wagner Scardini.",-40.593056,-18.707222,NA,"BRA:USP:SPF:0000223029",NA,"Gorceixia decurrens Baker"
"5",NA,"USP","SPF","223030","Gorceixia decurrens Baker","Asteraceae","Gorceixia","decurrens","Baker","Loeuille, B","2015-01-01T00:00:00.000+0000",NA,"7730",NA,"Forzza, RC",2014,2,12,"Brazil","Espírito Santo",NA,"Monumento Natural dos Pontões Capixaba. Distrto de Lajinha, Pedra do Sr. Vidal Krause.",-40.776111,-19.191389,NA,"BRA:USP:SPF:0000223030",NA,"Gorceixia decurrens Baker"
"8","2017-10-14T12:03:07.000+0000","JBRJ","RB","RB01033674","Gorceixia decurrens Baker","Asteraceae","Gorceixia","decurrens","Baker","B. Loeuille","2013-01-01T00:00:00.000+0000",NA,"821",NA,"B. Loeuille; C.M. Siniscalchi; M.E.P. Martucci",2013,3,6,"Brazil","Minas Gerais","Leme do Prado","500m antes da cidade.",-42.715278,-17.093333,"Arvoreta até 4m. Flores alvas","urn:catalog:JBRJ:RB:1033674",NA,"Gorceixia decurrens Baker"
"11",NA,"Reserva Natural Vale (CVRD)","CVRD","14532","Gorceixia decurrens Baker","Asteraceae","Gorceixia","decurrens","Baker","Gustavo Heiden","2016-04-04T00:00:00.000+0000",NA,"969",NA,"Flores, T.B & Romão, G.O",2012,8,21,"Brazil","Es","SANTA TERESA",NA,-40.5528,-19.908033,"<ll>dwc_commonname:</ll> Candeia do alto","BRA:CVRD:CVRD:0000014532",NA,"Gorceixia decurrens Baker"
"12","2017-10-17T19:17:45.000+0000","JBRJ","RB","RB00546020","Gorceixia decurrens Baker","Asteraceae","Gorceixia","decurrens","Baker","G. Heiden",NA,NA,"951",NA,"G. Heiden; E.F. Guimarães, V.F. Mansano, F.R. Filardi & L. Araújo",2008,1,18,"Brazil","Espírito Santo","Pancas","estrada em direção à rampa de vôo livre.",NA,NA,"Arbusto, ca. 3 m, folhas cinzentas discolores, flores róseas.","urn:catalog:JBRJ:RB:546020",NA,"Gorceixia decurrens Baker"
"13",NA,"MBM","MBM","311499","Gorceixia decurrens Baker","Asteraceae","Gorceixia","decurrens","Baker","Paula-Souza, J","2005-02-01T00:00:00.000+0000",NA,"5238",NA,"Paula-Souza, J; et al.",2005,2,1,"Brazil","Bahia","Livramento de Nossa Senhora","Trilha da estrada Real.",0,0,"Arbusto, ca. 3m alt. Flores alvas. Mata","BRA:MBM:MBM:0000311499",NA,"Gorceixia decurrens Baker"
"15",NA,"UEFS","HUEFS","92909","Gorceixia decurrens Baker","Asteraceae","Gorceixia","decurrens","Baker","D.J.N.Hind","2013-10-01T00:00:00.000+0000",NA,"5121",NA,"França, F.",2005,2,20,"Brazil","Bahia","Iaçu","Lage Preta",-39.970278,-12.840278,"Encosta do Inselberg","BRA:UEFS:HUEFS:0000092909",NA,"Gorceixia decurrens Baker"
