"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","fieldNumber","comments"
"1",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","189776","Paralychnophora glaziouana Loeuille","Asteraceae","Eremanthus","glaziouana","Loeuille",NA,"2017-07-05T00:00:00.000+0000",NA,"519","Quaresma, AS; Oliveira, CT",2017,5,24,"Brazil","Minas Gerais","Itambé do Mato Dentro","Área PSSE 318",-43.316389,-19.374722,NA,"BRA:UFMG:BHCB:0000189776",NA,"Paralychnophora glaziouana Loeuille",NA,NA,NA,NA
"2",NA,"Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM)","HDJF","3503","Paralychnophora glaziouana Loeuille","Asteraceae","Eremanthus","glaziouana","Loeuille",NA,NA,NA,"5551","Faria, JEQ",2016,3,23,"Brazil","Minas Gerais","Diamantina","Alto da Jacuba, Biribiri",-43.587222,-18.196111,"Arvoreta ca. 2,7 m de altura, botões florais verdes; Mata de porte baixo entremeada por afloramentos rochosos","BRA:UFVJM:HDJF:0000003503",NA,"Paralychnophora glaziouana Loeuille",NA,NA,NA,NA
"3",NA,"Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM)","HDJF","4360","Paralychnophora glaziouana Loeuille","Asteraceae","Eremanthus","glaziouana","Loeuille","Faria, JEQ","2016-08-01T00:00:00.000+0000",NA,"6414","Faria, JEQ",2016,8,6,"Brazil","Minas Gerais","Diamantina","Margem da rodovia chegando em Diamantina, próximo à entrada para o Guinda",-43.676667,-18.261944,"Arvoreta ca. 2,5 m de altura, flores brancas; Campo rupestre","BRA:UFVJM:HDJF:0000004360",NA,"Paralychnophora glaziouana Loeuille",NA,NA,NA,NA
"4",NA,"Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM)","HDJF","5711","Paralychnophora glaziouana Loeuille","Asteraceae","Eremanthus","glaziouana","Loeuille","Bringel, JBA","2015-11-01T00:00:00.000+0000",NA,"284","Chaves, DA; Silva, JFG; Gonçalves, MF",2014,3,19,"Brazil","Minas Gerais",NA,"Cadeia do Espinhaço: Módulo RAPELD Sempre Vivas I e entorno",-43.78485,-17.926967,"Complexo Rupestre","BRA:UFVJM:HDJF:0000005711",NA,"Paralychnophora glaziouana Loeuille",NA,NA,NA,NA
"5",NA,"UnB","UB","207262","Paralychnophora glaziouana Loeuille","Asteraceae","Eremanthus","glaziouana","Loeuille","Bringel, JBA","2015-11-01T00:00:00.000+0000",NA,"316","Chaves, DA; Silva, JFG; Gonçalves, MF",2014,3,23,"Brazil","Minas Gerais",NA,"Cadeia do Espinhaço: Módulo RAPELD Sempre Vivas I e entorno",-43.797533,-17.92705,"Complexo Rupestre","BRA:UnB:UB:0000207262",NA,"Paralychnophora glaziouana Loeuille",NA,NA,NA,NA
"6",NA,"UnB","UB","207371","Paralychnophora glaziouana Loeuille","Asteraceae","Eremanthus","glaziouana","Loeuille","Bringel, JBA","2015-11-01T00:00:00.000+0000",NA,"425","Chaves, DA; Gonçalves, MF",2014,5,3,"Brazil","Minas Gerais","São Gonçalo do Rio Preto","Cadeia do Espinhaço: Parque Estadual do Rio Preto, subida para a Chapada dos Coutos",-43.32845,-18.178633,"Complexo Rupestre","BRA:UnB:UB:0000207371",NA,"Paralychnophora glaziouana Loeuille",NA,NA,NA,NA
"7",NA,"Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM)","HDJF","5583","Paralychnophora glaziouana Loeuille","Asteraceae","Eremanthus","glaziouana","Loeuille","Rivera, VL; Bringel, JBA",NA,NA,"55","Chaves, DA",2013,12,16,"Brazil","Minas Gerais",NA,"Cadeia do Espinhaço: Córrego do Soberbo e entorno, Campus II UFVJM",-43.56555,-18.199033,"Complexo Rupestre","BRA:UFVJM:HDJF:0000005583",NA,"Paralychnophora glaziouana Loeuille",NA,NA,NA,NA
"8",NA,"Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM)","HDJF","5608","Paralychnophora glaziouana Loeuille","Asteraceae","Eremanthus","glaziouana","Loeuille","Bringel, JBA","2015-11-01T00:00:00.000+0000",NA,"104","Chaves, DA",2013,12,18,"Brazil","Minas Gerais",NA,"Cadeia do Espinhaço: Parque Nacional das Sempre Vivas, em torno da casa de apoio",-43.773183,-17.912983,"Complexo Rupestre","BRA:UFVJM:HDJF:0000005608",NA,"Paralychnophora glaziouana Loeuille",NA,NA,NA,NA
"9",NA,"UnB","UB","163326","Paralychnophora glaziouana Loeuille","Asteraceae","Eremanthus","glaziouana","Loeuille","Siniscalchi, CM","2014-10-01T00:00:00.000+0000",NA,"7311","Munhoz, CBR; Emmert, P; Mello, TRB",2010,5,6,"Brazil","Minas Gerais","Diamantina","Inhaí. Borda do rio Inhacica",-43.617778,-17.779444,"Arbusto, 2,0m. Capítulos cremes; Cerrado rupestre","BRA:UnB:UB:0000163326",NA,"Paralychnophora glaziouana Loeuille",NA,NA,NA,NA
"10",NA,"UEFS","HUEFS","205433","Paralychnophora glaziouana Loeuille","Asteraceae","Eremanthus","glaziouana","Loeuille","C.M.Siniscalchi","2014-10-01T00:00:00.000+0000",NA,"7311","Munhoz, C.B.R.",2010,5,6,"Brazil","Minas Gerais","Diamantina","Inhaí.Borda do rio Inhacica.",-43.617778,-17.779444,"Cerrado rupestre.","BRA:UEFS:HUEFS:0000205433",NA,"Paralychnophora glaziouana Loeuille",NA,NA,NA,NA
