"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1",NA,"USP","SPF","125657","Qualea brevipedicellata Stafleu","Vochysiaceae","Qualea","brevipedicellata","Stafleu","Oliveira, AA",NA,NA,"928",NA,"Oliveira, AA",1993,2,NA,"Brazil","Amazonas","Manaus","Reserva 1501 (km 41) do PDBFF",-59.761111,-2.407222,NA,"BRA:USP:SPF:0000125657",NA,"Qualea brevipedicellata Stafleu"
"2",NA,"USP","SPF","125659","Qualea brevipedicellata Stafleu","Vochysiaceae","Qualea","brevipedicellata","Stafleu","Oliveira, AA",NA,NA,"1656",NA,"Oliveira, AA",1993,3,NA,"Brazil","Amazonas","Manaus","Reserva 1501 (km 41) do PDBFF",-59.761111,-2.407222,NA,"BRA:USP:SPF:0000125659",NA,"Qualea brevipedicellata Stafleu"
"3",NA,"USP","SPF","125660","Qualea brevipedicellata Stafleu","Vochysiaceae","Qualea","brevipedicellata","Stafleu","Oliveira, AA",NA,NA,"2055",NA,"Oliveira, AA",1993,4,NA,"Brazil","Amazonas","Manaus","Reserva 1501 (km 41) do PDBFF",-59.761111,-2.407222,NA,"BRA:USP:SPF:0000125660",NA,"Qualea brevipedicellata Stafleu"
"4",NA,"USP","SPF","92402","Qualea brevipedicellata Stafleu","Vochysiaceae","Qualea","brevipedicellata","Stafleu","et al.; Shimizu, GH","2011-08-01T00:00:00.000+0000",NA,"317",NA,"Oliveira, AA",1992,1,24,"Brazil","Amazonas","Manaus","Reserva 1501 (km 41) do PDBFF",-59.727778,-2.407222,NA,"BRA:USP:SPF:0000092402",NA,"Qualea brevipedicellata Stafleu"
"5","2015-03-02T00:00:00.000+0000","K","Herbarium","K001076729","Qualea brevipedicellata Stafleu","Vochysiaceae","Qualea","brevipedicellata","Stafleu","Marcans-Berti, L.",NA,NA,"317",NA,"Assunção, P.A.; Oliveira, A.A.; Cardoso, R.M.",1992,1,24,"Brazil",NA,NA,"Distrito Agropecuário, 90km NNE de Manaus. Reserva 1501 (km 41). Projeto Dinâmica Biológica de Fragmentos Florestais.",-59.73,-2.41,NA,"http://specimens.kew.org/herbarium/K001076729",NA,"Qualea brevipedicellata Stafleu"
"7",NA,"NY","NY","1549912","Qualea brevipedicellata Stafleu","Vochysiaceae","Qualea","brevipedicellata","Stafleu","M. H. Nee","2012-01-01T00:00:00.000+0000",NA,"386",NA,"A. A. de Oliveira",1992,4,3,"Brazil","Amazonas",NA,"Distrito Agropecuário, 90 Km NNE  de Manaus. Reserva 1501 (km 41), Mata de terra firme.",-59.685474,-2.31537,NA,"c8b3f4ba-4d8e-4bbb-9cba-56fd9d86874b",NA,"Qualea brevipedicellata Stafleu"
"8","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","200259","Qualea brevipedicellata Stafleu","Vochysiaceae","Qualea","brevipedicellata","Stafleu","Ramos, J.F.","1991-01-01T00:00:00.000+0000",NA,"10424",NA,"Mike Hopkins",1991,10,28,"Brazil","Acre",NA,"Igarapé Humaitá, afluente da margem direita do Rio Juruá, a 4 km da margem, atrás sa Colocação Dois Portos.",-72.78,-8.316667,NA,"urn:catalog:inpa:herbarium:54537",NA,"Qualea brevipedicellata Stafleu"
"9","2009-11-16T09:40:00.000+0000","MO","MO","2906487","Qualea brevipedicellata Stafleu","Vochysiaceae","Qualea","brevipedicellata","Stafleu","J.F. Ramos",NA,NA,"Cid Ferreira 10636",NA,"C.A. Cid Ferreira|et al.",1991,11,8,"Brazil","Acre",NA,"Mun. Mâncio Lima: Mâncio Lima Ramal do Banho, 5 km from Mâncio Lima. High open campina. White-sand soil.",-72.8,-7.8,NA,"urn:catalog:MO:Tropicos:2906487","http://www.tropicos.org/Specimen/2906487","Qualea brevipedicellata Stafleu"
"10","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","200204","Qualea brevipedicellata Stafleu","Vochysiaceae","Qualea","brevipedicellata","Stafleu","Ramos, J.F.","1999-01-01T00:00:00.000+0000",NA,"10636",NA,"Mike Hopkins",1991,11,8,"Brazil","Acre",NA,"Mâncio Lima Ramal do Banho, 5 km from Mâncio Lima.",-72.8,-7.8,NA,"urn:catalog:inpa:herbarium:54665",NA,"Qualea brevipedicellata Stafleu"
"11",NA,"USP","SPF","74795","Qualea brevipedicellata Stafleu","Vochysiaceae","Qualea","brevipedicellata","Stafleu","Kawasaki, ML","1991-01-01T00:00:00.000+0000",NA,"242",NA,"Freitas, MA",1990,10,21,"Brazil","Amazonas","Manaus","Reserva 1501 (km 41) do PDBFF",-59.727778,-2.407222,NA,"BRA:USP:SPF:0000074795",NA,"Qualea brevipedicellata Stafleu"
"12","2016-01-01T20:10:00.000+0000","MO","MO","2906468","Qualea brevipedicellata Stafleu","Vochysiaceae","Qualea","brevipedicellata","Stafleu","M.L. Kawasaki","1991-01-01T00:00:00.000+0000",NA,"Freitas 242",NA,"Maria Aparecida de Freitas|R.M. Cardoso|F.J. Menezes",1990,10,21,"Brazil","Amazonas",NA,"Distrito Agropecuário-Reserva 1501-Km 41 do Smithsonian/INPA-Projeto Dinâmica Biológica dos Fragmentos Florestais metros de altitude. Terra Firme.",-59.72777,-2.40722,NA,"urn:catalog:MO:Tropicos:2906468","http://www.tropicos.org/Specimen/2906468","Qualea brevipedicellata Stafleu"
"14","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","187564","Qualea brevipedicellata Stafleu","Vochysiaceae","Qualea","brevipedicellata","Stafleu","Ramos, J.F.","2004-03-01T00:00:00.000+0000",NA,"131",NA,"Mike Hopkins",1990,12,12,"Brazil","Amazonas",NA,"Distrito Agropecuário, ZF3, Distrito Agropecuário da Suframa, Rod. BR-174, Km 64 depois 24 Km Leste na ZF-3, Igarapé do Acampamento Colosso",-59.87,-2.416667,NA,"urn:catalog:inpa:herbarium:173390",NA,"Qualea brevipedicellata Stafleu"
"15",NA,"NY","NY","02026749","Qualea brevipedicellata Stafleu","Vochysiaceae","Qualea","brevipedicellata","Stafleu",NA,NA,NA,"100",NA,"M. Pacheco",1989,1,10,"Brazil","Amazonas",NA,"Distrito AgropecuÃ¡rio, Reserva 1501 (km 41) of the WWF/INPA MCS Project.",-59.74583,-2.41625,NA,"c513ac75-6961-4074-b976-6c6d98187120",NA,"Qualea brevipedicellata Stafleu"
"17","2013-12-16T11:17:00.000+0000","MO","MO","2906543","Qualea brevipedicellata Stafleu","Vochysiaceae","Qualea","brevipedicellata","Stafleu",NA,NA,NA,"Pacheco 100",NA,"M. Pacheco",1989,1,10,"Brazil","Amazonas",NA,"Distrito Agropecuário, Reserva 1501 (""km 41"") of the WWF/INPA MCS project. Non-flooded moist forest.",-59.72777,-2.40722,NA,"urn:catalog:MO:Tropicos:2906543","http://www.tropicos.org/Specimen/2906543","Qualea brevipedicellata Stafleu"
