"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","comments","bibliographicCitation","acceptedNameUsage"
"1","","","HERBAM","13645","Erisma bracteosum Ducke","","Vochysiaceae","Erisma","bracteosum","","Ducke","Koch, AK","2016-11-21","","577","","Antoniazii, SA; Lage, LA","2016","11","5","brazil","Pará","Jacareacanga","UHE São Manoel - Bosqueamento UTM(0499609/8977870)","-57.303127","-7.445992","Flora UHE São Manoel - FAESPE- HERBAM","","centroide mpo (0)","GBIF","Erisma bracteosum Ducke"
"2","","","HERBAM","5888","Erisma bracteosum Ducke","","Vochysiaceae","Erisma","bracteosum","","Ducke","Silva, DR","2013-07-17","","7205","","Soares, CRA; Melo, JAM; Silva, DR; Piva, JH; Oliveira, OF; Santos, CC","2012","11","30","brazil","Mato Grosso","Apiacás","Parque Nacional do Juruena, Terra firme","-57.808611","-9.086667","PPBio Projeto Parna Juruena","","original coordinates","GBIF","Erisma bracteosum Ducke"
"3","","","HERBAM","2881","Erisma bracteosum Ducke","","Vochysiaceae","Erisma","bracteosum","","Ducke","","","","1928","","Soares, CRA; Piva, JH; Rocha Filho, JA; Rodrigues, L; Melo, JAM; Cabral, FF;","2009","1","25","brazil","Mato Grosso","Paranaíta","UHE São Manoel, Terra firme.","-56.684596","-9.592842","UHE São Manoel (EIA)","","centroide mpo (0)","GBIF","Erisma bracteosum Ducke"
"4","","","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","231894","Erisma bracteosum Ducke","","Vochysiaceae","Erisma","bracteosum","","Ducke","Ramos, J.F.","2010-04-01","","761","","Melo, MFF","2009","11","11","brazil","Amazonas","","Reserva Biológica de Uatumã. Área entrada da Cachoeira do Jacaré, margem esquerda do Lago da Rebio.","","","","","","GBIF","Erisma bracteosum Ducke"
"5","","","EAFM","2","Erisma bracteosum Ducke","","Vochysiaceae","Erisma","bracteosum","","Ducke","","2008-02-11","","3255A","","Kinupp, V.F.; Lorenzi, H.","2008","2","11","brazil","Amazonas","Iranduba","Encontrada a 14 km do Cacau Pirera lado esquerdo da Rodovia.","-60.479133","-3.073244","Árvore; 2,0 m; brácteas cremes; flores amarelas.; Floresta de Platô; solo argiloso. ; HA","","centroide mpo (0)","GBIF","Erisma bracteosum Ducke"
"6","","","RB","RB00452631","Erisma bracteosum Ducke","","Vochysiaceae","Erisma","bracteosum","","Ducke","","","","140","","Juan G. Soler A.; Ername Fontes Barbosa","2003","12","1","brazil","Roraima","Caracaraí","Próximo a Vila de Caicubi.","-62.089167","-1.028611","Base reta. Ritidoma liso. Casca morta marrom escuro. Casca viva marrom. Alburno beige.","","original coordinates","GBIF","Erisma bracteosum Ducke"
"7","","","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","192607","Erisma bracteosum Ducke","","Vochysiaceae","Erisma","bracteosum","","Ducke","Kawasaki, M.L.","","","805","","Assun̤̣o, PACL","1998","2","27","brazil","Amazonas","","Reserva Florestal Adolfo Ducke, Igarapé do Barro Branco, junto ao campo de futebol.","-59.97","-2.883333","","","original coordinates","GBIF","Erisma bracteosum Ducke"
"8","","","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","191671","Erisma bracteosum Ducke","","Vochysiaceae","Erisma","bracteosum","","Ducke","Kawasaki, M.L.","","","1934","","Ribeiro, JELS","1997","10","29","brazil","Amazonas","","Reserva Florestal Adolfo Ducke","-59.97","-2.883333","","","original coordinates","GBIF","Erisma bracteosum Ducke"
"9","","","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","181969","Erisma bracteosum Ducke","","Vochysiaceae","Erisma","bracteosum","","Ducke","Kawasaki, M.L.","","","1111","","Vicentini, A","1995","10","31","brazil","Amazonas","","Reserva Florestal Adolfo Ducke, Igarapé do Barro Branco, junto ao campo de futebol.","-59.97","-2.883333","","","original coordinates","GBIF","Erisma bracteosum Ducke"
"10","","","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","181881","Erisma bracteosum Ducke","","Vochysiaceae","Erisma","bracteosum","","Ducke","Kawasaki, M.L.","","","662","","Sothers, CA","1995","11","6","brazil","Amazonas","","Reserva Florestal Adolfo Ducke, Igarapé do Barro Branco, junto ao campo de futebol.","-59.97","-2.883333","","","original coordinates","GBIF","Erisma bracteosum Ducke"
"11","","","MO","2905221","Erisma bracteosum Ducke","","Vochysiaceae","Erisma","bracteosum","","Ducke","M. Nee","1992-01-01","","Kukle 166","","P. Kukle","1989","12","8","brazil","Amazonas","","Mun. de Manaus, ca. 90 km. NNE de Manaus, Distrito Agropecuário de SUFRAMA, Rodovia BR 174, km 64, depois 21 km leste na ZF3, Fazenda Porto Alegre. Projeto Dinâmica Biológica de Fragmentos Florestais, Reserva No. 3402, acampamento Cabo Frio. Mata de terra firme sobre latosolo amarelo.","-59.9","-2.41666","","","original coordinates","GBIF","Erisma bracteosum Ducke"
"12","","","MBM","160049","Erisma bracteosum Ducke","","Vochysiaceae","Erisma","bracteosum","","Ducke","Nee, M","","","166","","Kukle, P","1989","12","8","brazil","Amazonas","Manaus","Distrito Agropecuário da SUFRAMA, Fazenda Porto Alegre, ca. 90km NNE de Manaus","-60.251153","-2.607107","","","centroide mpo (0)","GBIF","Erisma bracteosum Ducke"
"13","","","Herbarium","K001108052","Erisma bracteosum Ducke","","Vochysiaceae","Erisma","bracteosum","","Ducke","Nee, M.H.","","","166","","Kukle, P.","1989","12","8","brazil","","Manaus","Ca 90 km NNe de Manaus, Distrito Agropecuário da SUFRAMA, rodovia BR174, km 64, depois 21 km leste na ZF3. Fazenda Porto Alegre.","-59.9","-2.42","Funded by the Word Wildlife Fund-US.","","original coordinates","GBIF","Erisma bracteosum Ducke"
"14","","","MO","2904572","Erisma bracteosum Ducke","","Vochysiaceae","Erisma","bracteosum","","Ducke","M.L. Kawasaki","1990-01-01","","Alencar 501","","Lúcia Alencar","1979","7","8","brazil","Amazonas","","Collected along the Rio Negro and Igarapé Arabú; igapó.","-66.833333","0.333333","","","original coordinates","GBIF","Erisma bracteosum Ducke"
"15","","","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","53491","Erisma bracteosum Ducke","","Vochysiaceae","Erisma","bracteosum","","Ducke","Kawasaki, M.L.","1990-01-01","","INPA53491","","Monteiro, OP","1975","10","26","brazil","Amazonas","","","","","","","","GBIF","Erisma bracteosum Ducke"
"16","","","MO","2904601","Erisma bracteosum Ducke","","Vochysiaceae","Erisma","bracteosum","","Ducke","M.L. Kawasaki","1990-01-01","","Rodrigues 8672","","William A. Rodrigues","1970","1","27","brazil","Amazonas","","Estrada Manaus-Itacoatiara km 65, Reserva Walter Egler.","","","","","","GBIF","Erisma bracteosum Ducke"
"17","","","MO","2905207","Erisma bracteosum Ducke","","Vochysiaceae","Erisma","bracteosum","","Ducke","M.L. Kawasaki","1991-01-01","","Rodrigues 8683","","William A. Rodrigues","1970","2","4","brazil","Amazonas","","Estrada Manaus-Itacoatiara km 65, Reserva W. Egler.","","","","","","GBIF","Erisma bracteosum Ducke"
"18","","","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","27855","Erisma bracteosum Ducke","","Vochysiaceae","Erisma","bracteosum","","Ducke","Rodrigues, W.A.","1970-01-01","","8683","","Rodrigues, WA","1970","2","4","brazil","Amazonas","","Estrada Manaus-Itacoatira, Km 65, Reserva W. Egler, Estrada Manaus-Itacoatira, Km 65, Reserva W. Egler","","","","","","GBIF","Erisma bracteosum Ducke"
"19","","","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","27844","Erisma bracteosum Ducke","","Vochysiaceae","Erisma","bracteosum","","Ducke","Kawasaki, M.L.","1991-01-01","","8672","","Rodrigues, WA","1970","","","brazil","Amazonas","","AM10, km 65, Reserva  Walter, Estrada Manaus-Itacoatiara, km 65, Reserva  Walter Egler","","","","","","GBIF","Erisma bracteosum Ducke"
