"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"28",NA,"UNICAMP","UEC","155341","Qualea megalocarpa Stafleu","Vochysiaceae","Qualea","megalocarpa","Stafleu","Kawasaki, M.L.","1990-07-04T00:00:00.000+0000",NA,"32",NA,"Lino, A.M.",1972,3,9,"Brazil","Espírito Santo","Linhares",NA,0,0,NA,"BRA:UNICAMP:UEC:0000155341","Qualea megalocarpa Stafleu"
"29",NA,"NY","NY","424497","Qualea megalocarpa Stafleu","Vochysiaceae","Qualea","megalocarpa","Stafleu","M. L. Kawasaki","1990-01-01T00:00:00.000+0000",NA,"3272",NA,"A. M. Lino",1972,3,9,"Brazil","EspÃ­rito Santo",NA,"Reserva Florestal da CVRD.  Est. MAC.P.DE SAPO, ant. 161, km 2,620, lado direito",-40.071853011446,-19.3949002236543,NA,"b58154c8-5f2e-4a43-b6f8-f35f46f32bb6","Qualea megalocarpa Stafleu"
"31",NA,"Reserva Natural Vale (CVRD)","CVRD","253","Qualea megalocarpa Stafleu","Vochysiaceae","Qualea","megalocarpa","Stafleu","Maria Lúcia Kawasaki","1990-07-04T00:00:00.000+0000",NA,"32",NA,"Lino, A.M",1972,3,9,"Brazil","Es","LINHARES","Próxima a um Jacarandá e Curubixá",NA,NA,"<ll>dwc_commonname:</ll> Pequí preto","BRA:CVRD:CVRD:0000000253","Qualea megalocarpa Stafleu"
"33",NA,"F","Botany","V0092815F","Qualea megalocarpa Stafleu","Vochysiaceae","Qualea","megalocarpa","Stafleu",NA,NA,"HOLOTYPE","1705",NA,"H. L. de Mello Barreto",1935,7,22,"Brazil","Minas Gerais",NA,"Tombos, Fazenda da Cachoeira",NA,NA,NA,"ff02e9b8-4217-47a5-865d-3dbfe5e8f034","Qualea megalocarpa Stafleu"
"36","2009-07-06T17:55:13.000+0000","JBRJ","RB","RB00563053","Qualea megalocarpa Stafleu","Vochysiaceae","Qualea","megalocarpa","Stafleu","M.C.Vianna","2002-01-01T00:00:00.000+0000",NA,"338",NA,"J.G.Kuhlman",1930,9,10,"Brazil","Minas Gerais","Rio Doce","Corrego do Capim,Figueira.",NA,NA,"Árvore grande,madeira empregada dormentes baldrame e esteios.","urn:catalog:JBRJ:RB:563053","Qualea megalocarpa Stafleu"
"37","2017-10-12T13:08:21.000+0000","JBRJ","RB","RB01259782","Qualea megalocarpa Stafleu","Vochysiaceae","Qualea","megalocarpa","Stafleu",NA,NA,NA,"1237",NA,"Polli,D.A.",NA,NA,NA,"Brazil","Espírito Santo","Espírito Santo",NA,NA,NA,NA,"urn:catalog:JBRJ:RB:1259782","Qualea megalocarpa Stafleu"
"38","2017-10-12T13:08:32.000+0000","JBRJ","RB","RB01259785","Qualea megalocarpa Stafleu","Vochysiaceae","Qualea","megalocarpa","Stafleu",NA,NA,NA,"5731",NA,"Rizzo",NA,NA,NA,"Brazil","Goiás","Goiás",NA,NA,NA,NA,"urn:catalog:JBRJ:RB:1259785","Qualea megalocarpa Stafleu"
"40","2017-10-12T16:17:20.000+0000","JBRJ","RB","RB01259781","Qualea megalocarpa Stafleu","Vochysiaceae","Qualea","megalocarpa","Stafleu",NA,NA,NA,NA,NA,"J.S.",NA,NA,NA,"Brazil","Espírito Santo","Espírito Santo",NA,NA,NA,NA,"urn:catalog:JBRJ:RB:1259781","Qualea megalocarpa Stafleu"
"43","2017-10-12T13:08:21.000+0000","JBRJ","RB","RB01259777","Qualea megalocarpa Stafleu","Vochysiaceae","Qualea","megalocarpa","Stafleu",NA,NA,NA,"339",NA,"Kuhlmann, J.G.",NA,NA,NA,"Brazil","Minas Gerais","Minas Gerais",NA,NA,NA,NA,"urn:catalog:JBRJ:RB:1259777","Qualea megalocarpa Stafleu"
"45","2017-10-12T16:17:19.000+0000","JBRJ","RB","RB01259775","Qualea megalocarpa Stafleu","Vochysiaceae","Qualea","megalocarpa","Stafleu",NA,NA,NA,"27",NA,"J.S.",NA,NA,NA,"Brazil","Espírito Santo","Espírito Santo",NA,NA,NA,NA,"urn:catalog:JBRJ:RB:1259775","Qualea megalocarpa Stafleu"
"46",NA,"F","Botany","V0326095F","Qualea megalocarpa Stafleu","Vochysiaceae","Qualea","megalocarpa","Stafleu","RRC ID Flag","2002-01-01T00:00:00.000+0000",NA,"32",32,"A. M. Lino",NA,NA,NA,"Brazil","EspÃ­rito Santo",NA,NA,NA,NA,NA,"c48ed2ef-3c80-41d0-aed9-22965343e8f3","Qualea megalocarpa Stafleu"
