"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","infraspecificEpithet","comments","bibliographicCitation"
"1",NA,NA,"Botany","U.1769651","Vochysia pachyantha Ducke",NA,"Vochysiaceae","Vochysia","pachyantha","Ducke",NA,NA,NA,NA,NA,"Silva NT; Brazão U",1966,2,3,"Brazil",NA,NA,"Plants of Third Serra da Neblina, Rio Negro, rio Cauaburi, Rio Maturaca in high forest on terra firma, between Rio Maturaca and Rio Ya.",NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1769651","Vochysia pachyantha Ducke",NA,NA,NA
"2",NA,"US","Botany","2883964","Vochysia pachyantha Ducke",NA,"Vochysiaceae","Vochysia","pachyantha","Ducke",NA,NA,NA,"60963",NA,"N. T. Silva & U. Brazão",1966,2,3,"Brazil","Amazonas",NA,"Along margin of Rio Cauaburí, between Rio Maturacá and Rio Ya",NA,NA,NA,"http://n2t.net/ark:/65665/36da37cac-5f58-41c0-9016-f00ac581c96d","Vochysia pachyantha Ducke",NA,NA,NA
"3","2015-01-06T00:00:00.000+0000","K","Herbarium","K001108584","Vochysia pachyantha Ducke",NA,"Vochysiaceae","Vochysia","pachyantha","Ducke",NA,NA,NA,"60963",NA,"Silva, N.T. da; Brazão, U.",1966,2,3,"Brazil",NA,NA,"Along margin of Rio Cauaburí, betwen Rio Maturacá and Rio Yá.",NA,NA,"Plants of the Third Serra da Neblina Expedition 1965-1966. Field work conducted with the collaboration of the Universidade de Brasília and the Instituto de Pesquisas e Experimentação do Norte, the instituto Nacional de Pesquisas da Amazonia, and The New Y","http://specimens.kew.org/herbarium/K001108584","Vochysia pachyantha Ducke",NA,NA,NA
"6","2007-03-29T10:27:49.000+0000","JBRJ","RB","RB00458236","Vochysia pachyantha Ducke",NA,"Vochysiaceae","Vochysia","pachyantha","Ducke",NA,NA,NA,"23782",NA,"R.L. Fróes",1948,12,26,"Brazil","Amazonas","Amazonas","Rio Solimões; igarapé Belém.",NA,NA,NA,"urn:catalog:JBRJ:RB:458236","Vochysia pachyantha Ducke",NA,NA,NA
"8","2017-10-18T11:07:48.000+0000","JBRJ","RB","RB00662324","Vochysia pachyantha Ducke",NA,"Vochysiaceae","Vochysia","pachyantha","Ducke",NA,NA,"HOLOTYPE",NA,NA,"Ducke, A.",1936,2,21,"Brazil","Amazonas","Amazonas","Rio Curicuriary afluente Rio Negro, baixo da cachoeira bocu.",NA,NA,"árvore pequena, inflorescencia toda ferruginosa clara , flores internamente amarelas.","urn:catalog:JBRJ:RB:662324","Vochysia pachyantha Ducke",NA,NA,NA
"9",NA,"G","Geneva Herbarium – General Collection (G)","G-G-245553/1","Vochysia pachyantha Ducke",NA,"Vochysiaceae","Vochysia","pachyantha","Ducke","Stafleu, F. A. (1947)",NA,"TYPE",NA,NA,"Ducke, A. (Coll. Delessert 1938)",1936,2,21,"Brazil",NA,NA,"Amazonas - Rio Curicuriary affl. Rio Negro",-65.08583,-4.14444,NA,NA,"Vochysia pachyantha Ducke",NA,NA,NA
"10",NA,"US","Botany","1740273","Vochysia pachyantha Ducke",NA,"Vochysiaceae","Vochysia","pachyantha","Ducke",NA,NA,"ISOTYPE","34653",NA,"A. Ducke",1936,2,21,"Brazil","Amazonas",NA,"Rios Curicuriary and Negro.",NA,NA,NA,"http://n2t.net/ark:/65665/3632801d3-f937-4fa8-9162-e11f15dbc3b8","Vochysia pachyantha Ducke",NA,NA,NA
"11","2010-01-11T16:00:50.000+0000","K","Herbarium","K000566046","Vochysia pachyantha Ducke",NA,"Vochysiaceae","Vochysia","pachyantha","Ducke","Stafleu, F.A.",NA,NA,"RB 34653",NA,"Ducke, A.",1936,2,21,"Brazil",NA,NA,"Rio Curicuriary, affl. Rio Negro (civ. Amazonas)",NA,NA,NA,"http://specimens.kew.org/herbarium/K000566046","Vochysia pachyantha Ducke",NA,NA,NA
"16",NA,"NY","NY","1085","Vochysia pachyantha Ducke",NA,"Vochysiaceae","Vochysia","pachyantha","Ducke",NA,NA,"ISOTYPE","RB-34653",NA,"W. A. Ducke",1936,2,21,"Brazil","Amazonas",NA,"Rio Curicuriary affl. Rio Negro, ad ripam altam infra cataractam BucÃº",0,0,NA,"2b3716f1-5c0a-4a8e-be5b-02c24bee4664","Vochysia pachyantha Ducke",NA,NA,NA
