"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","comments","bibliographicCitation","acceptedNameUsage"
"1","","","SPF","125657","Qualea brevipedicellata Stafleu","","Vochysiaceae","Qualea","brevipedicellata","","Stafleu","Oliveira, AA","","","928","","Oliveira, AA","1993","2","","brazil","Amazonas","Manaus","Reserva 1501 (km 41) do PDBFF","-59.761111","-2.407222","","","original coordinates","GBIF","Qualea brevipedicellata Stafleu"
"2","","","SPF","125659","Qualea brevipedicellata Stafleu","","Vochysiaceae","Qualea","brevipedicellata","","Stafleu","Oliveira, AA","","","1656","","Oliveira, AA","1993","3","","brazil","Amazonas","Manaus","Reserva 1501 (km 41) do PDBFF","-59.761111","-2.407222","","","original coordinates","GBIF","Qualea brevipedicellata Stafleu"
"3","","","SPF","125660","Qualea brevipedicellata Stafleu","","Vochysiaceae","Qualea","brevipedicellata","","Stafleu","Oliveira, AA","","","2055","","Oliveira, AA","1993","4","","brazil","Amazonas","Manaus","Reserva 1501 (km 41) do PDBFF","-59.761111","-2.407222","","","original coordinates","GBIF","Qualea brevipedicellata Stafleu"
"4","","","SPF","92402","Qualea brevipedicellata Stafleu","","Vochysiaceae","Qualea","brevipedicellata","","Stafleu","et al.; Shimizu, GH","2011-08-01","","317","","Oliveira, AA","1992","1","24","brazil","Amazonas","Manaus","Reserva 1501 (km 41) do PDBFF","-59.727778","-2.407222","","","original coordinates","GBIF","Qualea brevipedicellata Stafleu"
"5","","","Herbarium","K001076729","Qualea brevipedicellata Stafleu","","Vochysiaceae","Qualea","brevipedicellata","","Stafleu","Marcans-Berti, L.","","","317","","Assunção, P.A.; Oliveira, A.A.; Cardoso, R.M.","1992","1","24","brazil","","","Distrito Agropecuário, 90km NNE de Manaus. Reserva 1501 (km 41). Projeto Dinâmica Biológica de Fragmentos Florestais.","-59.73","-2.41","","","original coordinates","GBIF","Qualea brevipedicellata Stafleu"
"6","","","NY","1549912","Qualea brevipedicellata Stafleu","","Vochysiaceae","Qualea","brevipedicellata","","Stafleu","M. H. Nee","2012-01-01","","386","","A. A. de Oliveira","1992","4","3","brazil","Amazonas","","Distrito Agropecuário, 90 Km NNE  de Manaus. Reserva 1501 (km 41), Mata de terra firme.","-59.685474","-2.31537","","","original coordinates","GBIF","Qualea brevipedicellata Stafleu"
"7","","","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","200259","Qualea brevipedicellata Stafleu","","Vochysiaceae","Qualea","brevipedicellata","","Stafleu","Ramos, J.F.","1991-01-01","","10424","","Ferreira, CAC","1991","10","28","brazil","Acre","","Igarapé Humaitá, afluente da margem direita do Rio Juruá, a 4 km da margem, atrás sa Colocação Dois Portos.","-72.78","-8.316667","","","original coordinates","GBIF","Qualea brevipedicellata Stafleu"
"8","","","MO","2906487","Qualea brevipedicellata Stafleu","","Vochysiaceae","Qualea","brevipedicellata","","Stafleu","J.F. Ramos","","","Cid Ferreira 10636","","C.A. Cid Ferreira|et al.","1991","11","8","brazil","Acre","","Mun. Mâncio Lima: Mâncio Lima Ramal do Banho, 5 km from Mâncio Lima. High open campina. White-sand soil.","-72.8","-7.8","","","original coordinates","GBIF","Qualea brevipedicellata Stafleu"
"9","","","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","200204","Qualea brevipedicellata Stafleu","","Vochysiaceae","Qualea","brevipedicellata","","Stafleu","Ramos, J.F.","1999-01-01","","10636","","Ferreira, CAC","1991","11","8","brazil","Acre","","Mâncio Lima Ramal do Banho, 5 km from Mâncio Lima.","-72.8","-7.8","","","original coordinates","GBIF","Qualea brevipedicellata Stafleu"
"10","","","SPF","74795","Qualea brevipedicellata Stafleu","","Vochysiaceae","Qualea","brevipedicellata","","Stafleu","Kawasaki, ML","1991-01-01","","242","","Freitas, MA","1990","10","21","brazil","Amazonas","Manaus","Reserva 1501 (km 41) do PDBFF","-59.727778","-2.407222","","","original coordinates","GBIF","Qualea brevipedicellata Stafleu"
"11","","","MO","2906468","Qualea brevipedicellata Stafleu","","Vochysiaceae","Qualea","brevipedicellata","","Stafleu","M.L. Kawasaki","1991-01-01","","Freitas 242","","Maria Aparecida de Freitas|R.M. Cardoso|F.J. Menezes","1990","10","21","brazil","Amazonas","","Distrito Agropecuário-Reserva 1501-Km 41 do Smithsonian/INPA-Projeto Dinâmica Biológica dos Fragmentos Florestais metros de altitude. Terra Firme.","-59.72777","-2.40722","","","original coordinates","GBIF","Qualea brevipedicellata Stafleu"
"12","","","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","187564","Qualea brevipedicellata Stafleu","","Vochysiaceae","Qualea","brevipedicellata","","Stafleu","Ramos, J.F.","2004-03-01","","131","","Setz, EZP","1990","12","12","brazil","Amazonas","","Distrito Agropecuário, ZF3, Distrito Agropecuário da Suframa, Rod. BR-174, Km 64 depois 24 Km Leste na ZF-3, Igarapé do Acampamento Colosso","-59.87","-2.416667","","","original coordinates","GBIF","Qualea brevipedicellata Stafleu"
"13","","","NY","02026749","Qualea brevipedicellata Stafleu","","Vochysiaceae","Qualea","brevipedicellata","","Stafleu","","","","100","","M. Pacheco","1989","1","10","brazil","Amazonas","","Distrito AgropecuÃ¡rio, Reserva 1501 (km 41) of the WWF/INPA MCS Project.","-59.74583","-2.41625","","","original coordinates","GBIF","Qualea brevipedicellata Stafleu"
"14","","","MO","2906543","Qualea brevipedicellata Stafleu","","Vochysiaceae","Qualea","brevipedicellata","","Stafleu","","","","Pacheco 100","","M. Pacheco","1989","1","10","brazil","Amazonas","","Distrito Agropecuário, Reserva 1501 (""km 41"") of the WWF/INPA MCS project. Non-flooded moist forest.","-59.72777","-2.40722","","","original coordinates","GBIF","Qualea brevipedicellata Stafleu"
"15","","","Botany","3343344","Qualea brevipedicellata Stafleu","","Vochysiaceae","Qualea","brevipedicellata","","Stafleu","","","","s.n.","","H. Aquino","1989","4","6","brazil","Amazonas","","Ca. 90 Km N de Manaus, Distrito Agropecuário da Suframa, Rodovia BR 174, Km 64, depois 21 Km leste na ZF3, Fazenda Porto Alegre","-59.9","-2.42","","","original coordinates","GBIF","Qualea brevipedicellata Stafleu"
"16","","","Herbarium","K001076725","Qualea brevipedicellata Stafleu","","Vochysiaceae","Qualea","brevipedicellata","","Stafleu","Nee, M.","","","s.n.","","Aquino, H.H.","1989","4","6","brazil","","Manaus","Ca. 90 km N de Manaus, Distrito Agropecuário da SUFRAMA, Rodovia BR 174, km 64, depois 21 km leste na ZF3, Fazenda Porto Alegre.","-59.9","-2.42","","","original coordinates","GBIF","Qualea brevipedicellata Stafleu"
"17","","","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","148326A","Qualea brevipedicellata Stafleu","","Vochysiaceae","Qualea","brevipedicellata","","Stafleu","","","","16C","","Milton, M","1987","8","","brazil","Amazonas","","Manaus-ZF-2","","","","","","GBIF","Qualea brevipedicellata Stafleu"
"18","","","NY","2026747","Qualea brevipedicellata Stafleu","","Vochysiaceae","Qualea","brevipedicellata","","Stafleu","","","","s.n.","","S. S. da Silva","1985","2","23","brazil","Amazonas","","Distrito Agropecuário da SUFRAMA - Rodovia BR-174, Km 64 depois 23 Km Leste na ZF3, Fazenda Esteio. Reserva nº 1104","-59.888583","-2.429224","","","original coordinates","GBIF","Qualea brevipedicellata Stafleu"
"19","","","Herbarium","K001076726","Qualea brevipedicellata Stafleu","","Vochysiaceae","Qualea","brevipedicellata","","Stafleu","Kawasaki, M.L.","","","6736","","Rosario, C.S.; Pipoly, J.; Samuels, G.; Dunn, I.","1984","2","28","brazil","","","Serra Arcá, southern massif; W facing talus slope.","-63.3","0.8","Field work supported by The National Science Foundation and the Conselho Nacional de Desenvolvimento Científico e Tecnológico (CNPq)","","original coordinates","GBIF","Qualea brevipedicellata Stafleu"
"20","","","Botany","3345247","Qualea brevipedicellata Stafleu","","Vochysiaceae","Qualea","brevipedicellata","","Stafleu","","","","6736","","J. J. Pipoly, G. Samuels, I. Dunn & C. S. Rosario","1984","2","28","brazil","Amazonas","","Serra Aracá, southern massif. W facing talus slope","-63.3","-48","","","original coordinates","GBIF","Qualea brevipedicellata Stafleu"
