"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","comments"
"1",NA,"UEFS","HUEFS","212827","Vochysia rectiflora Warm.",NA,"Vochysiaceae","Vochysia","rectiflora",NA,"Warm.",NA,NA,NA,"606",NA,"Uller, H.F.",2013,12,17,"Brazil","Rio de Janeiro","Sapucaia","Conglomerado 122-4-1-1.",-42.080833,-22.050278,"Floresta Estacional Semidecidual.","BRA:UEFS:HUEFS:0000212827",NA,"Vochysia rectiflora Warm.",NA
"2","2014-10-10T10:59:49.000+0000","JBRJ","RB","RB00880019","Vochysia rectiflora Warm.",NA,"Vochysiaceae","Vochysia","rectiflora",NA,"Warm.","G. H. Shmizu",NA,NA,"606",NA,"Uller, H. F.; Terra, G.; Naves, R. P. & Guimarães,  R. F",2013,12,17,"Brazil","Rio de Janeiro","Sapucaia","Conglomerado 122-4-1-1. UTM R(732208.55m) N(7559926.40m) Fuso do GPS (23K). .",NA,NA,"Árvore de grande porte, altura aproximadamente de 28m, casca interna vermelha. Fruto imaturo.","urn:catalog:JBRJ:RB:880019",NA,"Vochysia rectiflora Warm.",NA
"3",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","128330","Vochysia rectiflora Warm.",NA,"Vochysiaceae","Vochysia","rectiflora",NA,"Warm.",NA,NA,NA,"1078",NA,"D. Rocha",2010,5,18,"Brazil","Bahia","Camacan","RPPN Serra Bonita, área da fitossociologia.",-39.566111,-15.395833,"Floresta Ombrófila Densa","BRA:CEPLAC:CEPEC:0000128330",NA,"Vochysia rectiflora Warm.",NA
"4",NA,"MBML","MBML-HERBARIO","35434","Vochysia rectiflora Warm.",NA,"Vochysiaceae","Vochysia","rectiflora",NA,"Warm.","G.H. Shimizu/VIII-2011",NA,NA,"3139",NA,"A. P. Fontana; L. Kollmann & K. A. brahim",2008,4,24,"Brazil","Espírito Santo","Muqui","Santa Mônica, Torres de celular da Claro, Mata, dossel 12m.",-41.289444,-20.918889,"Árvore, ca. 15m. Frutos secos.","BRA:MBML:MBML-HERBARIO:0000035434",NA,"Vochysia rectiflora Warm.",NA
"5",NA,"UFES","VIES","18939","Vochysia rectiflora var. glabrescens Warm.",NA,"Vochysiaceae","Vochysia","rectiflora","glabrescens","var. glabrescens Warm.","Shimizu, G.H.","2014-06-01T00:00:00.000+0000",NA,"125",NA,"Lorencini, T.S.; Siqueira, V.B. & Braun, A.",2008,12,6,"Brazil","Espírito Santo","Santa Maria de Jetibá","Garrafão.",NA,NA,"SW2040","BRA:UFES:VIES:0000018939",NA,"Vochysia rectiflora var. glabrescens Warm.",NA
"6",NA,"UNICAMP","UEC","181280","Vochysia rectiflora var. glabrescens Warm.",NA,"Vochysiaceae","Vochysia","rectiflora","glabrescens","var. glabrescens Warm.","Shimizu, G.H.","2014-06-01T00:00:00.000+0000",NA,"125",NA,"Lorencini, T.S.; Siqueira, V.B.; Braun, A.",2008,12,6,"Brazil","Espírito Santo","Santa Maria De Jetibá","Garrafão: Sítio Renascer.",-40.816667,-20.15,"Árvore, c.a. 12 metros de altura. Inflorescência com flores amarelas.; Floresta Ombrófila Densa Montana. Floresta nebular.","BRA:UNICAMP:UEC:0000181280",NA,"Vochysia rectiflora var. glabrescens Warm.",NA
"7","2017-10-10T19:14:25.000+0000","JBRJ","RB","RB00487585","Vochysia rectiflora Warm.",NA,"Vochysiaceae","Vochysia","rectiflora",NA,"Warm.","G.H. Shimizu",NA,NA,"4451a",NA,"R.C. Forzza; R. D. Ribeiro, M. M. Saavedra & F. M. Ferreira",2007,1,25,"Brazil","Minas Gerais","Lima Duarte",NA,NA,NA,"Árvore, 30 m de altura, caule estriado. Flores e frutos colhidos no chão. Flores amarelas","urn:catalog:JBRJ:RB:487585",NA,"Vochysia rectiflora Warm.",NA
"8",NA,"MBML","MBML-HERBARIO","21715","Vochysia rectiflora Warm.",NA,"Vochysiaceae","Vochysia","rectiflora",NA,"Warm.","G.H. Shimizu/VIII-2011",NA,NA,"6358",NA,"L. Kollmann",2004,1,7,"Brazil","Espírito Santo","Santa Maria de Jetibá","Caramuru",-40.676944,-20.096389,"Arvore caido 20m. Botões amarelos.","BRA:MBML:MBML-HERBARIO:0000021715",NA,"Vochysia rectiflora Warm.",NA
"9",NA,"UEFS","HUEFS","88784","Vochysia rectiflora Warm.",NA,"Vochysiaceae","Vochysia","rectiflora",NA,"Warm.","D.J.P.Gonçalves & G.H.Shimizu","2014-07-01T00:00:00.000+0000",NA,"41",NA,"Antunes, K.",2004,2,24,"Brazil","Minas Gerais","Rio Preto","Serra da Caveira D'anta, Faz. Tiririca",NA,NA,NA,"BRA:UEFS:HUEFS:0000088784",NA,"Vochysia rectiflora Warm.",NA
"10",NA,"Universidade Federal de Juiz de Fora (UFJF)","CESJ","41822A","Vochysia rectiflora Warm.",NA,"Vochysiaceae","Vochysia","rectiflora",NA,"Warm.","G.H. Shimizu","2017-02-01T00:00:00.000+0000",NA,"41",NA,"K. Antunes; A.S.M. Valente; C.N. Matozinhos; L.C.S. Assis; A.J. Fernandes Júnior; F.R.G. Sa",2004,2,24,"Brazil","Minas Gerais","Rio Preto","Serra Negra, Serra da Caveira D'Anta, Fazenda da Tiririca.",0,0,"Árvore, ca. 18m alt., interior de mata, próximo ao curso d'água. Frutos verdes.","BRA:UFJF:CESJ:000041822A",NA,"Vochysia rectiflora Warm.",NA
"11",NA,"MBML","MBML-HERBARIO","24663","Vochysia rectiflora Warm.",NA,"Vochysiaceae","Vochysia","rectiflora",NA,"Warm.","G.H. Shimizu/VIII-2011",NA,NA,"93",NA,"Tadeu A. Cruz; et al",2003,9,8,"Brazil","Espírito Santo","Santa Teresa","Parque Natural Municipal de São Lourenço",-40.620278,-19.923889,"Área 3, parcela 3, arvore 14m, n°964, Dap 57cm.","BRA:MBML:MBML-HERBARIO:0000024663",NA,"Vochysia rectiflora Warm.",NA
"12",NA,"UEFS","HUEFS","88785","Vochysia rectiflora Warm.",NA,"Vochysiaceae","Vochysia","rectiflora",NA,"Warm.","D.J.P.Gonçalves & G.H.Shimizu","2014-07-01T00:00:00.000+0000",NA,"1167",NA,"Salimena-Pires, F.R.",2003,11,15,"Brazil","Minas Gerais","Rio Preto","Serra da Caveira D'anta, Faz. Tiririca",NA,NA,NA,"BRA:UEFS:HUEFS:0000088785",NA,"Vochysia rectiflora Warm.",NA
"13",NA,"Universidade Federal de Juiz de Fora (UFJF)","CESJ","41314","Vochysia rectiflora Warm.",NA,"Vochysiaceae","Vochysia","rectiflora",NA,"Warm.","G.H. Shimizu","2017-02-01T00:00:00.000+0000",NA,"1167",NA,"F.R.G. Salimena; P.H. Nobre; O.J. Bastos Neto",2003,11,15,"Brazil","Minas Gerais","Rio Preto","Serra Negra, Fazenda da Tiririca.",0,0,"Árvore no interior da mata, próximo ao curso d'água. Flores amarelas.","BRA:UFJF:CESJ:0000041314",NA,"Vochysia rectiflora Warm.",NA
