"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","comments"
"1",NA,"USP","SPF","125657","Qualea brevipedicellata Stafleu","Vochysiaceae","Qualea","brevipedicellata","Stafleu","Oliveira, AA",NA,NA,"928",NA,"Oliveira, AA",1993,2,NA,"Brazil","Amazonas","Manaus","Reserva 1501 (km 41) do PDBFF",-59.761111,-2.407222,NA,"BRA:USP:SPF:0000125657",NA,"Qualea brevipedicellata Stafleu",NA,NA,NA
"2",NA,"USP","SPF","125659","Qualea brevipedicellata Stafleu","Vochysiaceae","Qualea","brevipedicellata","Stafleu","Oliveira, AA",NA,NA,"1656",NA,"Oliveira, AA",1993,3,NA,"Brazil","Amazonas","Manaus","Reserva 1501 (km 41) do PDBFF",-59.761111,-2.407222,NA,"BRA:USP:SPF:0000125659",NA,"Qualea brevipedicellata Stafleu",NA,NA,NA
"3",NA,"USP","SPF","125660","Qualea brevipedicellata Stafleu","Vochysiaceae","Qualea","brevipedicellata","Stafleu","Oliveira, AA",NA,NA,"2055",NA,"Oliveira, AA",1993,4,NA,"Brazil","Amazonas","Manaus","Reserva 1501 (km 41) do PDBFF",-59.761111,-2.407222,NA,"BRA:USP:SPF:0000125660",NA,"Qualea brevipedicellata Stafleu",NA,NA,NA
"4",NA,"USP","SPF","92402","Qualea brevipedicellata Stafleu","Vochysiaceae","Qualea","brevipedicellata","Stafleu","et al.; Shimizu, GH","2011-08-01T00:00:00.000+0000",NA,"317",NA,"Oliveira, AA",1992,1,24,"Brazil","Amazonas","Manaus","Reserva 1501 (km 41) do PDBFF",-59.727778,-2.407222,NA,"BRA:USP:SPF:0000092402",NA,"Qualea brevipedicellata Stafleu",NA,NA,NA
"5","2015-03-02T00:00:00.000+0000","K","Herbarium","K001076729","Qualea brevipedicellata Stafleu","Vochysiaceae","Qualea","brevipedicellata","Stafleu","Marcans-Berti, L.",NA,NA,"317",NA,"Assunção, P.A.; Oliveira, A.A.; Cardoso, R.M.",1992,1,24,"Brazil",NA,NA,"Distrito Agropecuário, 90km NNE de Manaus. Reserva 1501 (km 41). Projeto Dinâmica Biológica de Fragmentos Florestais.",-59.73,-2.41,NA,"http://specimens.kew.org/herbarium/K001076729",NA,"Qualea brevipedicellata Stafleu",NA,NA,NA
"6",NA,"USP","SPF","125656","Qualea brevipedicellata Stafleu","Vochysiaceae","Qualea","brevipedicellata","Stafleu","Shimizu, GH","2008-01-01T00:00:00.000+0000",NA,"317",NA,"Oliveira, AA",1992,1,24,"Brazil","Amazonas","Manaus","Reserva 1501 (km 41) do PDBFF",-59.727778,-2.407222,NA,"BRA:USP:SPF:0000125656",NA,"Qualea brevipedicellata Stafleu",NA,NA,NA
"7",NA,"NY","NY","1549912","Qualea brevipedicellata Stafleu","Vochysiaceae","Qualea","brevipedicellata","Stafleu","M. H. Nee","2012-01-01T00:00:00.000+0000",NA,"386",NA,"A. A. de Oliveira",1992,4,3,"Brazil","Amazonas",NA,"Distrito Agropecuário, 90 Km NNE  de Manaus. Reserva 1501 (km 41), Mata de terra firme.",-59.685474,-2.31537,NA,"c8b3f4ba-4d8e-4bbb-9cba-56fd9d86874b",NA,"Qualea brevipedicellata Stafleu",NA,NA,NA
"8",NA,"Instituto Amazónico de Investigaciones Científicas SINCHI","COAH","16640","Qualea brevipedicellata Stafleu","Vochysiaceae","Qualea","brevipedicellata","Stafleu","Kawasaki, L.","1991-01-01T00:00:00.000+0000",NA,"219",NA,"Restrepo, D.",1991,2,11,"Colombia","Caquetá",NA,"Araracuara, alrededores de la pista aérea",-72.40115,-0.59283,"Ejemplar botánico","SINCHI:COAH:16640",NA,"Qualea brevipedicellata Stafleu",NA,NA,NA
"9","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","200259","Qualea brevipedicellata Stafleu","Vochysiaceae","Qualea","brevipedicellata","Stafleu","Ramos, J.F.","1991-01-01T00:00:00.000+0000",NA,"10424",NA,"Ferreira, CAC",1991,10,28,"Brazil","Acre",NA,"Igarapé Humaitá, afluente da margem direita do Rio Juruá, a 4 km da margem, atrás sa Colocação Dois Portos.",-72.78,-8.316667,NA,"urn:catalog:inpa:herbarium:54537",NA,"Qualea brevipedicellata Stafleu",NA,NA,NA
"10",NA,"UFAC","UFACPZ","7320","Qualea brevipedicellata Stafleu","Vochysiaceae","Qualea","brevipedicellata","Stafleu",NA,NA,NA,"10636",NA,"Cid, C.A",1991,11,8,NA,NA,NA,NA,NA,NA,NA,"BRA:UFAC:UFACPZ:0000007320",NA,"Qualea brevipedicellata Stafleu",NA,NA,NA
