"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","identificationQualifier","infraspecificEpithet","comments","bibliographicCitation"
"1",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","184198","Vochysia emarginata Vahl ex Poir.","Vochysiaceae","Vochysia","emarginata","Vahl ex Poir.",NA,"2016-12-15T00:00:00.000+0000",NA,"569",NA,"Sousa, NL; Souza, JAM; Avelar, R",2016,12,9,"Brazil","Minas Gerais","Itabirito","RPPN Córrego Seco",-43.871944,-20.149808,NA,"BRA:UFMG:BHCB:0000184198","Vochysia emarginata Vahl ex Poir.",NA,NA,NA,NA
"2",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","188309","Vochysia emarginata Vahl ex Poir.","Vochysiaceae","Vochysia","emarginata","Vahl ex Poir.",NA,NA,NA,"s.n.",NA,"Torres, DM",2015,3,10,"Brazil","Minas Gerais","Brumadinho","Monumento Natural Municipal Serra da Calçada",0,0,NA,"BRA:UFMG:BHCB:0000188309","Vochysia emarginata Vahl ex Poir.",NA,NA,NA,NA
"3",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","177066","Vochysia emarginata Vahl ex Poir.","Vochysiaceae","Vochysia","emarginata","Vahl ex Poir.",NA,"2015-11-01T00:00:00.000+0000",NA,"379",NA,"Paiva, JAM; Pivari, MOD; Tomich, S; Nascimento, L",2015,4,30,"Brazil","Minas Gerais","Mariana","RPPN Horto Alegria",-43.436667,-20.153611,"Prensado em álcool","BRA:UFMG:BHCB:0000177066","Vochysia emarginata Vahl ex Poir.",NA,NA,NA,NA
"4",NA,"FZB-BH","BHZB","11244","Vochysia emarginata Vahl ex Poir.","Vochysiaceae","Vochysia","emarginata","Vahl ex Poir.",NA,NA,NA,"0",NA,"Assis, L.",2015,10,27,"Brazil","Mg","Conceição do Mato Dentro","Parque Serra do Intendente",-43.615556,-19.0025,"; Habitat: Floresta Estacional Semidecidual; Bioma: Mata Atlântica","BRA:FZB-BH:BHZB:0000011244","Vochysia emarginata Vahl ex Poir.",NA,NA,NA,NA
"5",NA,"USP","SPF","209284","Vochysia emarginata Vahl ex Poir.","Vochysiaceae","Vochysia","emarginata","Vahl ex Poir.","Antar, GM","2013-08-01T00:00:00.000+0000",NA,"196",NA,"Antar, GM; Sano, PT; Kubo, MT; Gonella, PM",2013,6,23,"Brazil","Minas Gerais","Congonhas do Norte","Serra Talhada, Acesso para fazenda dos Pinhões da Serra na estrada Diamantina-Congonhas do Norte, ca. de 2-3 km.",-43.723003,-18.805817,"Árvore próxima a curso d'água, ca. 5 m alt. Folhas discolores com a face abaxial mais clara. Cálice esverdeado, corola amarelada.; Mata ciliar. Solo arenoso.","BRA:USP:SPF:0000209284","Vochysia emarginata Vahl ex Poir.",NA,NA,NA,NA
"6",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","154788","Vochysia emarginata Vahl ex Poir.","Vochysiaceae","Vochysia","emarginata","Vahl ex Poir.",NA,"2013-07-01T00:00:00.000+0000",NA,"2027",NA,"Araujo, D; Portugal-Santana, A; Miranda, PLS; Góes-Neto, LAA; Bünger, MO",2012,3,20,"Brazil","Minas Gerais","Rio Pardo de Minas","Parque Estadual de Serra Nova",-42.736389,-15.648611,NA,"BRA:UFMG:BHCB:0000154788","Vochysia emarginata Vahl ex Poir.",NA,NA,NA,NA
"7",NA,"UEFS","HUEFS","186027","Vochysia emarginata Vahl ex Poir.","Vochysiaceae","Vochysia","emarginata","Vahl ex Poir.",NA,NA,NA,"204",NA,"Almeida-Silva, G.",2012,3,21,"Brazil","Bahia","Palmeiras","Parque Nacional Chapada Diamantina - Serra da Fumaça.",-41.485,-12.603889,"Campo rupestre dominado por Vellozia sincorana.","BRA:UEFS:HUEFS:0000186027","Vochysia emarginata Vahl ex Poir.",NA,NA,NA,NA
"8",NA,"FZB-BH","BHZB","8774","Vochysia emarginata Vahl ex Poir.","Vochysiaceae","Vochysia","emarginata","Vahl ex Poir.",NA,NA,NA,"318",NA,"Andrade, I.R. et al.",2012,5,14,"Brazil","Mg","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo dos Gerais",-43.708056,-19.046389,"; Habitat: Campo rupestre; Flor: Flores amarelas; Bioma: Cerrado","BRA:FZB-BH:BHZB:0000008774","Vochysia emarginata Vahl ex Poir.",NA,NA,NA,NA
"9",NA,"FZB-BH","BHZB","9284","Vochysia emarginata Vahl ex Poir.","Vochysiaceae","Vochysia","emarginata","Vahl ex Poir.",NA,NA,NA,"1413",NA,"Fernandes, M.G.C. et al.",2012,7,9,"Brazil","Mg","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo do Gerais",-43.708056,-19.046389,"; Habitat: Mata ciliar; Bioma: Cerrado","BRA:FZB-BH:BHZB:0000009284","Vochysia emarginata Vahl ex Poir.",NA,NA,NA,NA
"10",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","163326","Vochysia emarginata Vahl ex Poir.","Vochysiaceae","Vochysia","emarginata","Vahl ex Poir.",NA,"2013-07-01T00:00:00.000+0000",NA,"5117",NA,"Tameirão Neto, E; Vidal, CV",2012,8,14,"Brazil","Minas Gerais","Conceição do Mato Dentro",NA,-43.401389,-19.000833,"Floresta semidecidual; Arbustivo","BRA:UFMG:BHCB:0000163326","Vochysia emarginata Vahl ex Poir.",NA,NA,NA,NA
