"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","identificationQualifier","infraspecificEpithet","comments","bibliographicCitation"
"1",NA,"UNICAMP","UEC","192380","Vochysia eximia Ducke","Vochysiaceae","Vochysia","eximia","Ducke","Shimizu, G.H.","2010-11-01T00:00:00.000+0000",NA,"10",NA,"Rech, A.R.; Schwade, M.R.; Chaves, A.R.S.",2009,11,22,"Brazil","Amazonas","Presidente Figueiredo","margens do rio Urubu, 10km da sede do município, campinarana",-60.025556,-2.034444,"árvore","BRA:UNICAMP:UEC:0000192380","Vochysia eximia Ducke",NA,NA,NA,NA
"2",NA,"NY","NY","02361047","Vochysia eximia Ducke","Vochysiaceae","Vochysia","eximia","Ducke",NA,NA,NA,"207",NA,"T. R. Bahia",1976,10,8,"Brazil","Amazonas",NA,"Margem do lago grande, sub-base do projeto Radam, ponto 37 SA 20 ZD.",0,0,NA,"7ccc9598-4299-4ee4-880f-8dfbbf8dec10","Vochysia eximia Ducke",NA,NA,NA,NA
"3",NA,"US","Botany","1740267","Vochysia eximia Ducke","Vochysiaceae","Vochysia","eximia","Ducke",NA,NA,NA,"s.n.",NA,"A. Ducke",1936,11,30,"Brazil","Amazonas",NA,"Rio Curicuriary affl. R. Negro",NA,NA,NA,"http://n2t.net/ark:/65665/3d3d2beb4-1d77-4a89-879c-0926f8d3310f","Vochysia eximia Ducke",NA,NA,NA,NA
"4","2007-03-28T14:54:36.000+0000","JBRJ","RB","RB00458014","Vochysia eximia Ducke","Vochysiaceae","Vochysia","eximia","Ducke","A. Ducke","1937-01-01T00:00:00.000+0000",NA,NA,NA,"A. Ducke",1936,11,30,"Brazil","Amazonas","Amazonas","Rio Curicuriary, alf. R. Negro.",NA,NA,"Arv. pequena, fl. amarela.","urn:catalog:JBRJ:RB:458014","Vochysia eximia Ducke",NA,NA,NA,NA
"5",NA,NA,"Botany","U.1769266","Vochysia eximia Ducke","Vochysiaceae","Vochysia","eximia","Ducke",NA,NA,NA,NA,NA,"Ducke A",1936,11,30,"Brazil",NA,NA,"Procedencia Rio Curucuriary aflle. R. Negro (civ. Amazonas) ad ripas.",NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1769266","Vochysia eximia Ducke",NA,NA,NA,NA
"6","2015-01-06T00:00:00.000+0000","K","Herbarium","K001108581","Vochysia eximia Ducke","Vochysiaceae","Vochysia","eximia","Ducke",NA,NA,NA,"s.n.",NA,"Ducke, A.",1936,11,30,"Brazil",NA,NA,"Rio Curicuriary affl. Retyro.",NA,NA,NA,"http://specimens.kew.org/herbarium/K001108581","Vochysia eximia Ducke",NA,NA,NA,NA
"10","2015-09-05T05:21:55.000+0000","MNHN","P","P04726695","Vochysia eximia Ducke","Vochysiaceae","Vochysia","eximia","Ducke",NA,NA,NA,NA,5724,"Ducke, A.",1919,12,31,"Brazil","Pará",NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p04726695","Vochysia eximia Ducke",NA,NA,NA,NA
"12",NA,"NY","NY","02361048","Vochysia eximia Ducke","Vochysiaceae","Vochysia","eximia","Ducke",NA,NA,NA,"s.n.",NA,"W. A. Ducke",1919,12,31,"Brazil","ParÃ¡",NA,"Ad rivulum Cauby.",-56.116667,-2.283333,NA,"c534f304-b83b-4801-aaca-ea101c57ee2f","Vochysia eximia Ducke",NA,NA,NA,NA
"17","2018-03-12T00:00:00.000+0000","NHMUK","BOT","BM000566769","Vochysia eximia Ducke","Vochysiaceae","Vochysia","eximia","Ducke","Frans Antonie Stafleu",NA,"ISOTYPE","15678",15678,"Walter Adolpho Ducke",1915,2,19,"Brazil","Pará",NA,NA,-52.4957,-3.601317,NA,"6fff3a71-b6e4-4458-9757-825ac8036a0f","Vochysia eximia Ducke",NA,NA,NA,NA
"21","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","16541","Vochysia eximia Ducke","Vochysiaceae","Vochysia","eximia","Ducke",NA,NA,NA,"s.n.",NA,"Ducke, A",1910,1,21,"Brazil","Pará",NA,"Riacho Cauí, mata nos campos a L. de Faros",-56.12,-2.283333,NA,"urn:catalog:inpa:herbarium:40907","Vochysia eximia Ducke",NA,NA,NA,NA
"23","2018-03-12T00:00:00.000+0000","NHMUK","BOT","BM000566768","Vochysia eximia Ducke","Vochysiaceae","Vochysia","eximia","Ducke","Frans Antonie Stafleu",NA,"ISOTYPE","10519",10519,"Walter Adolpho Ducke",1910,1,21,"Brazil","Pará",NA,NA,-52.4957,-3.601317,NA,"081676d4-ef36-48e8-9c6d-94e92bdfddd5","Vochysia eximia Ducke",NA,NA,NA,NA
"24",NA,"F","Botany",NA,"Vochysia eximia Ducke","Vochysiaceae","Vochysia","eximia","Ducke",NA,NA,"SYNTYPE","MG15678",NA,"A. Ducke",NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"18d6fdfc-1571-4853-9647-d52ff987a78e","Vochysia eximia Ducke",NA,NA,NA,NA
"27",NA,"MN","R-TIPOS","2331","Vochysia eximia Ducke","Vochysiaceae","Vochysia","eximia","Ducke","Mori, S.","1988-01-01T00:00:00.000+0000",NA,"15678",NA,"Ducke, W.A.",NA,NA,NA,"Brazil","Pará","Faro","Igarapé do Cauhy",NA,NA,NA,"BRA:MN:R-TIPOS:0000002331","Vochysia eximia Ducke",NA,NA,NA,NA
"28",NA,"F","Botany","V0074851F","Vochysia eximia Ducke","Vochysiaceae","Vochysia","eximia","Ducke",NA,NA,"ISOLECTOTYPE","MG10519",NA,"A. Ducke",NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"46fe51d9-9d30-4404-abd3-892729ca48a2","Vochysia eximia Ducke",NA,NA,NA,NA
