"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1",NA,"F","Botany","V0326535F","Vochysia emarginata Vahl ex Poir.","Vochysiaceae","Vochysia","emarginata","Vahl ex Poir.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"a48d80fb-7a93-4775-b1bf-a9b1ded7cf8a","Vochysia emarginata Vahl ex Poir."
"2",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","44490","Vochysia emarginata Vahl ex Poir.","Vochysiaceae","Vochysia","emarginata","Vahl ex Poir.",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"BRA:UFMG:BHCB:0000044490","Vochysia emarginata Vahl ex Poir."
"3",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","47644","Vochysia emarginata Vahl ex Poir.","Vochysiaceae","Vochysia","emarginata","Vahl ex Poir.",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"BRA:UFMG:BHCB:0000047644","Vochysia emarginata Vahl ex Poir."
"4",NA,"B","Herbarium Berolinense","B -W 00038 -00 1","Cucullaria lutea Willd. ex Steud.","Vochysiaceae","Vochysia","lutea","Willd. ex Steud.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"French Guiana",NA,NA,NA,NA,NA,NA,"http://herbarium.bgbm.org/object/BW00038001","Cucullaria lutea Willd. ex Steud."
"5",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","43860","Vochysia emarginata Vahl ex Poir.","Vochysiaceae","Vochysia","emarginata","Vahl ex Poir.",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"BRA:UFMG:BHCB:0000043860","Vochysia emarginata Vahl ex Poir."
"6",NA,"UFOP","OUPR","3900","Vochysia emarginata Vahl ex Poir.","Vochysiaceae","Vochysia","emarginata","Vahl ex Poir.","Kawasaki, M.L.","1998-01-01T00:00:00.000+0000",NA,"s.n.",NA,"Fortes, D.",NA,NA,NA,NA,NA,NA,NA,0,0,"Flores amarelas","BRA:UFOP:OUPR:0000003900","Vochysia emarginata Vahl ex Poir."
"7",NA,"B","Herbarium Berolinense","B -W 00038 -00 0","Cucullaria lutea Willd. ex Steud.","Vochysiaceae","Vochysia","lutea","Willd. ex Steud.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"French Guiana",NA,NA,"Habitat in Cajenna.",NA,NA,NA,"http://herbarium.bgbm.org/object/BW00038000","Cucullaria lutea Willd. ex Steud."
"8",NA,"B","Herbarium Berolinense","B -W 00039 -00 0","Cucullaria emarginata Vahl","Vochysiaceae","Vochysia","emarginata","Vahl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"habitat ad ripas Orinoci.",NA,NA,NA,"http://herbarium.bgbm.org/object/BW00039000","Cucullaria emarginata Vahl"
"9",NA,"B","Herbarium Berolinense","B -W 00038 -01 0","Cucullaria lutea Willd. ex Steud.","Vochysiaceae","Vochysia","lutea","Willd. ex Steud.",NA,NA,"TYPE",NA,NA,NA,NA,NA,NA,"French Guiana",NA,NA,"Cajenna (Cayenne).",NA,NA,NA,"http://herbarium.bgbm.org/object/BW00038010","Cucullaria lutea Willd. ex Steud."
"10",NA,"HBG","Ule_nummeriert","2591","Vochysia emarginata Vahl ex Poir.","Vochysiaceae","Vochysia","emarginata","Vahl ex Poir.",NA,NA,NA,NA,NA,"Ule",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vochysia emarginata Vahl ex Poir."
"11",NA,"B","Herbarium Berolinense","B -W 00039 -01 0","Cucullaria emarginata Vahl","Vochysiaceae","Vochysia","emarginata","Vahl",NA,NA,NA,NA,NA,"F. W. H. A. von Humboldt &  A. J. A. Bonpland",NA,NA,NA,"Venezuela, Bolivarian Republic of",NA,NA,"ad rivos Orinoco.",NA,NA,NA,"http://herbarium.bgbm.org/object/BW00039010","Cucullaria emarginata Vahl"
