"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1","2018-05-11T11:05:25.000+0000","JBRJ","RB","RB01378701","Vochysia acuminata Bong.","Vochysiaceae","Vochysia","acuminata",NA,"Bong.","L. J. S. Pinto","2018-01-31T00:00:00.000+0000",NA,"7490",NA,"M. Verdi; C. Baez, E. Fernandez, R. Gomes, R. Nines",2017,11,25,"Brazil","Rio de Janeiro","Santa Maria Madalena","Terras Frias. Ribeirão Vermelho, trilha para o local de captação de água da CEDAE. Parque Estadual do Desengano",-41.925833,-21.930278,"Árvore matriz nº 87; CAP 221 cm; frequente; folhas discolores verdes; flor de cor amarela; coletada no interior do fragmento em área com dossel aberto","urn:catalog:JBRJ:RB:1378701",NA,"Vochysia acuminata Bong."
"2","2018-01-26T11:17:26.000+0000","JBRJ","RB","RB01219080","Vochysia acuminata Bong.","Vochysiaceae","Vochysia","acuminata",NA,"Bong.","R.C.FORZZA",NA,NA,"19705",NA,"G.Martinelli; T.Lima, D.Maurenza",2016,11,3,"Brazil","Minas Gerais","Diamantina","estrada para Taquaral, localidade de Rural. campos rupestres em afloramentos rochosos e capões de mata. Parque Nacional Sempre Vivas",-43.742778,-17.810833,"árvore, 16m; folhas verdes, discolores; flores amarelas, ovário verde; frutos imaturos de cor verde.","urn:catalog:JBRJ:RB:1219080",NA,"Vochysia acuminata Bong."
"3","2018-01-19T11:16:27.000+0000","JBRJ","RB","RB01219052","Vochysia acuminata Bong.","Vochysiaceae","Vochysia","acuminata",NA,"Bong.","R.C.FORZZA","2018-01-01T00:00:00.000+0000",NA,"19678",NA,"G.Martinelli; T.Lima, D.Maurenza",2016,11,3,"Brazil","Minas Gerais","Diamantina","estrada para Taquaral, localidade de Rural. campos rupestres em afloramentos rochosos e capões de mata. Parque Nacional Sempre Vivas",-43.742778,-17.810833,"árvore, 14m; folhas verdes, discolores;flores com pedicelo, calice, cálcar amarelo, ovário verde; frutos imaturos de cor verde.","urn:catalog:JBRJ:RB:1219052",NA,"Vochysia acuminata Bong."
"4",NA,"UNICAMP","UEC","200562","Vochysia acuminata Bong.","Vochysiaceae","Vochysia","acuminata",NA,"Bong.","Forzza, R.C.","2018-01-01T00:00:00.000+0000",NA,"19705",NA,"Martinelli, G.; Lima, T.; Maurenza, D.",2016,11,3,"Brazil","Minas Gerais","Diamantina","Parque Nacional Sempre Vivas. Estrada para Taquaral, localidade de Rural.",-43.742778,-17.810833,"árvore, 16m; folhas verdes, discolores; flores amarelas, ovário verde; frutos imaturos de cor verde.; Campo rupestres em afloramentos rochosos e capões de mata.","BRA:UNICAMP:UEC:0000200562",NA,"Vochysia acuminata Bong."
"5",NA,"UNICAMP","UEC","198727","Vochysia acuminata Bong.","Vochysiaceae","Vochysia","acuminata",NA,"Bong.",NA,"2018-01-01T00:00:00.000+0000",NA,"19678",NA,"Martinelli, G.; Lima, T.; Maurenza, D.",2016,11,3,"Brazil","Minas Gerais","Diamantina","Pq. Nacional Sempre Vivas. Estrada para Taquaral, localidade de Rural.",-43.742778,-17.810833,"Árvore, 14m.; folhas verdes, discolores; flores com pedicelo, calice cálcar amarelo, ovário verde; frutos imaturos de cor verde.; Campos rupestres em afloramentos rochosos e capões de mata.","BRA:UNICAMP:UEC:0000198727",NA,"Vochysia acuminata Bong."
"6",NA,"Universidade Federal da Bahia (UFBA)","ALCB","119174","Vochysia acuminata Bong.","Vochysiaceae","Vochysia","acuminata",NA,"Bong.","Guedes, ML","2015-04-01T00:00:00.000+0000",NA,"23326",NA,"Guedes, ML; Costa, TF",2015,2,9,"Brazil","Bahia","Mucugê","Chapada Diamantina, Trilha do Tiburtino.",-41.326667,-12.995278,"de ca 2 m . de altura. Folhas pecioladas, opostas, verde-amareladas, coriáceas, acuminadas, margens inteiras. Fruto cápsula.","BRA:UFBA:ALCB:0000119174",NA,"Vochysia acuminata Bong."
"7",NA,"UFRB","HURB","9466","Vochysia acuminata Bong.","Vochysiaceae","Vochysia","acuminata",NA,"Bong.","Guedes. M.L","2015-04-01T00:00:00.000+0000",NA,"23326",NA,"Guedes, M.L.; Costa,T.F.",2015,2,9,"Brazil","Bahia","Mucugê","Chapada diamantina, Trilha do Tiburtino;",-41.326667,-12.995278,"Hábito: Arbusto","BRA:UFRB:HURB:0000009466",NA,"Vochysia acuminata Bong."
"8",NA,"UNICAMP","UEC","195134","Vochysia acuminata Bong.","Vochysiaceae","Vochysia","acuminata",NA,"Bong.","Shimizu, G.H.","2017-05-01T00:00:00.000+0000",NA,"18898",NA,"Martinelli, G.; Baez, C.",2015,10,13,"Brazil","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto. Campos rupestres acima da cachoeira do Crioulo.",-43.370556,-18.145556,"Arvoreta, 5m, heliófila, folhas verdes, discolores, flores de cor amarelo vivo.; Campos rupestres com capões de cerrado.","BRA:UNICAMP:UEC:0000195134",NA,"Vochysia acuminata Bong."
"9",NA,"FZB-BH","BHZB","11225","Vochysia acuminata Bong.","Vochysiaceae","Vochysia","acuminata",NA,"Bong.",NA,NA,NA,"0",NA,"Assis, L.",2015,10,24,"Brazil","Mg","Conceição do Mato Dentro","Parque Serra do Intendente",NA,NA,"; Habitat: Floresta Estacional Semidecidual; Bioma: Mata Atlântica","BRA:FZB-BH:BHZB:0000011225",NA,"Vochysia acuminata Bong."
"10",NA,"FZB-BH","BHZB","11235","Vochysia acuminata Bong.","Vochysiaceae","Vochysia","acuminata",NA,"Bong.",NA,NA,NA,"0",NA,"Assis, L.",2015,10,25,"Brazil","Mg","Conceição do Mato Dentro","Parque Serra do Intendente",-43.552222,-19.085556,"; Habitat: Floresta Estacional Semidecidual; Bioma: Mata Atlântica","BRA:FZB-BH:BHZB:0000011235",NA,"Vochysia acuminata Bong."
