"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","164030","Vochysia emarginata Vahl ex Poir.","Vochysiaceae","Vochysia","emarginata","Vahl ex Poir.",NA,NA,NA,"s.n.",NA,"Mendes, MS",2009,8,NA,"Brazil","Minas Gerais","Mariana","Coordenadas aproximadas.",0,0,"Coordenadas aproximadas.","BRA:UFMG:BHCB:0000164030","Vochysia emarginata Vahl ex Poir."
"2",NA,"USP","SPF","161822","Vochysia emarginata Vahl ex Poir.","Vochysiaceae","Vochysia","emarginata","Vahl ex Poir.","Tameirão Neto, E",NA,NA,"3609",NA,"Tameirão Neto, E",2003,7,3,"Brazil","Minas Gerais","Turmalina",NA,0,0,NA,"BRA:USP:SPF:0000161822","Vochysia emarginata Vahl ex Poir."
"3",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","60466","Vochysia emarginata Vahl ex Poir.","Vochysiaceae","Vochysia","emarginata","Vahl ex Poir.",NA,"2014-07-01T00:00:00.000+0000",NA,"63",NA,"Pimentel, M; Madsen, V; Barros, AM; Almeida, L; Viana, MC; Raposeiras, R",2001,3,13,"Brazil","Minas Gerais","Nova Lima","Capão Xavier.",0,-20.048611,NA,"BRA:UFMG:BHCB:0000060466","Vochysia emarginata Vahl ex Poir."
"4","2017-10-15T15:44:31.000+0000","JBRJ","RB","RB00458029","Vochysia emarginata Vahl ex Poir.","Vochysiaceae","Vochysia","emarginata","Vahl ex Poir.","F. França",NA,NA,"396",NA,"Nascimento, F.H.F.",2000,4,1,"Brazil","Bahia","Rio do Pires",NA,-41.930833,-13.270278,"Arvoreta 4 metros de altura. Folhas discolores, cartáceas. Botões amarelo-esverdeados.","urn:catalog:JBRJ:RB:458029","Vochysia emarginata Vahl ex Poir."
"5",NA,"UFV","VIC","027555","Vochysia emarginata Vahl ex Poir.","Vochysiaceae","Vochysia","emarginata","Vahl ex Poir.",NA,NA,NA,"405",NA,"Miranda-Silva, E.B.; et al.",2000,5,13,"Brazil","Bahia","Catolés","Caminho para o Guarda Mor",0,0,"Arbusto de ca de 2,5 m de altura, folha coriácea levemente discolor, face abaxial verde clara, flor de cálice corola e androceu amarelos, ovário verde, estilete e estigma amarelos.","BRA:UFV:VIC:0000027555","Vochysia emarginata Vahl ex Poir."
"6",NA,"UEFS","HUEFS","45193","Vochysia emarginata Vahl ex Poir.","Vochysiaceae","Vochysia","emarginata","Vahl ex Poir.",NA,NA,NA,"405",NA,"Miranda, E.B.",2000,5,13,"Brazil","Bahia","Abaíra","Catolés Catolés: Caminho para o Guarda-Mor.",-41.869722,-13.300556,"Mata de encosta.","BRA:UEFS:HUEFS:0000045193","Vochysia emarginata Vahl ex Poir."
"7",NA,"UEFS","HUEFS","38911","Vochysia emarginata Vahl ex Poir.","Vochysiaceae","Vochysia","emarginata","Vahl ex Poir.","F.França","2001-08-01T00:00:00.000+0000",NA,"4363",NA,"Pirani, J.R.",1998,5,17,"Brazil","Minas Gerais","Botumirim","Serra do Tinoco. Estrada para Itacambira, ca. 6 km de Botumirim.",-43.048333,-16.813333,"Área de floresta perturbada e cerrado. Em capoeira.","BRA:UEFS:HUEFS:0000038911","Vochysia emarginata Vahl ex Poir."
"8",NA,"UEFS","HUEFS","24031","Vochysia emarginata Vahl ex Poir.","Vochysiaceae","Vochysia","emarginata","Vahl ex Poir.","F.França","1999-05-01T00:00:00.000+0000",NA,"PCD2719",NA,"Guedes, M.L.S.",1996,3,31,"Brazil","Bahia","Jacobina",NA,-40.8,-11.15,NA,"BRA:UEFS:HUEFS:0000024031","Vochysia emarginata Vahl ex Poir."
"9",NA,"Universidade Federal da Bahia (UFBA)","ALCB","040523","Vochysia emarginata Vahl ex Poir.","Vochysiaceae","Vochysia","emarginata","Vahl ex Poir.","Gonçalves, DJP; Shimizu, GH","2014-07-01T00:00:00.000+0000",NA,"PCD2719",NA,"Guedes, ML; Stannard, B; Harley, RM; Woodgyer, E; Giulietti, AM",1996,3,31,"Brazil","Bahia","Jacobina","Piemonte da Diamantina",-40,-11,"2,00 m, muito ramificado.; Floresta estacional de porte baixo de ca. de 3m de altura. Solo arenoso.","BRA:UFBA:ALCB:0000040523","Vochysia emarginata Vahl ex Poir."
"10",NA,"USP","SPF","139045","Vochysia emarginata Vahl ex Poir.","Vochysiaceae","Vochysia","emarginata","Vahl ex Poir.","França, F","1999-05-01T00:00:00.000+0000",NA,"33",NA,"Mayworm, MA",1996,9,5,"Brazil","Bahia",NA,"Catolés",0,0,NA,"BRA:USP:SPF:0000139045","Vochysia emarginata Vahl ex Poir."
"11",NA,"USP","SPF","187753","Vochysia emarginata Vahl ex Poir.","Vochysiaceae","Vochysia","emarginata","Vahl ex Poir.","Shimizu, GH","2008-03-01T00:00:00.000+0000",NA,"8265",NA,"Souza, VC",1995,3,11,"Brazil","Minas Gerais","Serro",NA,0,0,NA,"BRA:USP:SPF:0000187753","Vochysia emarginata Vahl ex Poir."
"12",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA019229","Vochysia emarginata Vahl ex Poir.","Vochysiaceae","Vochysia","emarginata","Vahl ex Poir.","Shimizu, G. H. S.","2008-03-01T00:00:00.000+0000",NA,"8265",NA,"Souza, V.C. et al.",1995,3,11,"Brazil","Minas Gerais","Serro",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA019229","Vochysia emarginata Vahl ex Poir."
"13",NA,"USP","SPF","187754","Vochysia emarginata Vahl ex Poir.","Vochysiaceae","Vochysia","emarginata","Vahl ex Poir.","Shimizu, GH","2008-03-01T00:00:00.000+0000",NA,"8369",NA,"Souza, VC",1995,3,12,"Brazil","Minas Gerais","Santo Antônio do Itambé",NA,0,0,NA,"BRA:USP:SPF:0000187754","Vochysia emarginata Vahl ex Poir."
"14",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA019127","Vochysia emarginata Vahl ex Poir.","Vochysiaceae","Vochysia","emarginata","Vahl ex Poir.","Shimizu, G. H. S.","2008-03-01T00:00:00.000+0000",NA,"8369",NA,"Souza, V.C. et al.",1995,3,12,"Brazil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA019127","Vochysia emarginata Vahl ex Poir."
