"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1",NA,"Instituto Federal de Educação, Ciência e Tecnologia (IFAM)","EAFM","14878","Vochysia rufescens W.A.Rodrigues","Vochysiaceae","Vochysia","rufescens","W.A.Rodrigues","Marra, D.M.","2011-06-09T00:00:00.000+0000",NA,"495","Marra, D.M.; Neves, A.F. & Souza, I.G.",2011,6,9,"Brazil","Amazonas","Manaus, Presidente Figueiredo","Ramal ZF5 (SUFRAMA), BR-174, Km 83, Parcelas permanentes instaladas ao longo de transectos que cruzam uma floresta de terra-firme (ca. 900 hectares) atingida por uma tempestade de vento ocorrida no ano de 1996",-60.296783,-2.427528,"árvore, DAP = 48 cm; Floresta de terra-firme ; HA","BRA:IFAM - CMZL:EAFM:0000014878",NA,"Vochysia rufescens W.A.Rodrigues"
"2","2015-03-04T00:00:00.000+0000","K","Herbarium","K001108594","Vochysia rufescens W.A.Rodrigues","Vochysiaceae","Vochysia","rufescens","W.A.Rodrigues","Kawasaki, L.",NA,NA,"818","Pereira, C.E.; Assunção, P.A.C.L.; Silva, C.F.",1998,3,13,"Brazil",NA,"Manaus","Reserva Florestal Ducke, Manaus-Itacoatiara, km 26.",-59.97,-2.88,NA,"http://specimens.kew.org/herbarium/K001108594",NA,"Vochysia rufescens W.A.Rodrigues"
"3","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","192609","Vochysia rufescens W.A.Rodrigues","Vochysiaceae","Vochysia","rufescens","W.A.Rodrigues","Kawasaki, M.L.",NA,NA,"818","Mike Hopkins",1998,3,13,"Brazil","Amazonas",NA,"Reserva Florestal Adolfo Ducke",-59.97,-2.883333,NA,"urn:catalog:inpa:herbarium:11066",NA,"Vochysia rufescens W.A.Rodrigues"
"4","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","185653","Vochysia rufescens W.A.Rodrigues","Vochysiaceae","Vochysia","rufescens","W.A.Rodrigues","Kawasaki, M.L.",NA,NA,"270","Mike Hopkins",1996,1,3,"Brazil","Amazonas",NA,"Reserva Florestal Adolfo Ducke",-59.97,-2.883333,NA,"urn:catalog:inpa:herbarium:10503",NA,"Vochysia rufescens W.A.Rodrigues"
"6",NA,"NY","NY","02027229","Vochysia rufescens W.A.Rodrigues","Vochysiaceae","Vochysia","rufescens","W.A.Rodrigues",NA,NA,NA,"534","M. A. de Freitas",1990,1,6,"Brazil","Amazonas",NA,"Distrito AgropecuÃ¡rio. Reserva 1501 (Km 41) da Smithsonian/INPA - Projeto DinÃ¢mica BiolÃ³gica dos Fragmentos Florestais. Trilha do laboratÃ³rio.",-59.74583,-2.41625,NA,"29441fc4-9dc4-4a60-aab1-05a98280e10f",NA,"Vochysia rufescens W.A.Rodrigues"
"7","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","59838","Vochysia rufescens W.A.Rodrigues","Vochysiaceae","Vochysia","rufescens","W.A.Rodrigues","Kawasaki, M.L.","1993-01-01T00:00:00.000+0000",NA,"INPA59838","Mike Hopkins",1976,7,22,"Brazil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, Estrada Manaus-Itacoatiara, km 26 Reserva Florestal Ducke. Estudo de Associação.",-59.97,-2.883333,NA,"urn:catalog:inpa:herbarium:116942",NA,"Vochysia rufescens W.A.Rodrigues"
"8","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","27843","Vochysia rufescens W.A.Rodrigues","Vochysiaceae","Vochysia","rufescens","W.A.Rodrigues","Rodrigues, W.A.",NA,NA,"8671","Mike Hopkins",1970,1,27,"Brazil","Amazonas",NA,"AM10, km 65, Reserva Florest, Estrada Manaus-Itacoatiara, km 65, Reserva Florestal Walter Egler",NA,NA,NA,"urn:catalog:inpa:herbarium:243111",NA,"Vochysia rufescens W.A.Rodrigues"
"10",NA,NA,"Botany","U  0007169","Vochysia rufescens W.A.Rodrigues","Vochysiaceae","Vochysia","rufescens","W.A.Rodrigues",NA,NA,NA,NA,"Rodrigues WA",1970,1,27,"Brazil","Amazonas",NA,"AmazonasEstrada Manaus-Itacoatiara, Km65,Reserva Walter Egler",NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U%20%200007169",NA,"Vochysia rufescens W.A.Rodrigues"
"15","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","27859","Vochysia rufescens W.A.Rodrigues","Vochysiaceae","Vochysia","rufescens","W.A.Rodrigues","Rodrigues, W.A.","1971-01-01T00:00:00.000+0000",NA,"8687","Mike Hopkins",1970,2,4,"Brazil","Amazonas",NA,"AM10, km 64, margem direita, Estrada Manaus-Itacoatiara, km 64, margem direita",NA,NA,NA,"urn:catalog:inpa:herbarium:163449",NA,"Vochysia rufescens W.A.Rodrigues"
"16","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",NA,"Vochysia rufescens W.A.Rodrigues","Vochysiaceae","Vochysia","rufescens","W.A.Rodrigues",NA,NA,NA,"8708","Mike Hopkins",1970,2,17,"Brazil","Amazonas",NA,"Estrada Manaus-Itacoatiara, km 69, picada II",NA,NA,"""Árvore de 20 m de altura; flores amarelas. Solo argiloso.""","urn:catalog:inpa:herbarium:238999",NA,"Vochysia rufescens W.A.Rodrigues"
"21","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","17463","Vochysia rufescens W.A.Rodrigues","Vochysiaceae","Vochysia","rufescens","W.A.Rodrigues","Rodrigues, W.A.","1971-04-01T00:00:00.000+0000",NA,"8103","Mike Hopkins",1965,8,24,"Brazil","Amazonas",NA,"AM10, km 64, picada I., Estrada Manaus-Itacoatiara, km 64, picada I",NA,NA,NA,"urn:catalog:inpa:herbarium:162913",NA,"Vochysia rufescens W.A.Rodrigues"
"22",NA,"NY","NY","02027228","Vochysia rufescens W.A.Rodrigues","Vochysiaceae","Vochysia","rufescens","W.A.Rodrigues",NA,NA,NA,"s.n.","A. J. C. Ferreira",NA,NA,NA,"Brazil","Amazonas",NA,"Distrito AgropecuÃ¡rio da SUFRAMA Rodovia BR 174, km 64 depois 27 km Leste na ZF3, Fazenda Porto Alegre",-59,-2,NA,"3ad2e3c2-1386-462a-929d-8726b648f5e2",NA,"Vochysia rufescens W.A.Rodrigues"
