"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","comments","bibliographicCitation"
"51",NA,"Jardim Botânico de Brasília (JBB)","HEPH","9422","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.","Chacon, RG","2010-01-01T00:00:00.000+0000",NA,"153",NA,"Lima, IV",1994,3,17,"Brazil","Tocantins","Palmas","Serra do Lajeado",-48.095833,-10.304722,"Árvoreta; Cerrado aberto","BRA:JBB:HEPH:0000009422","Ouratea ovalis Engl.",NA,NA
"52",NA,"UNICAMP","UEC","167406","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.","Yamamoto, K.","1996-01-01T00:00:00.000+0000",NA,"167",NA,"Dias, T.A.B.; Vieira, C.C.",1992,6,4,"Brazil","Distrito Federal","Brasília","A 32 km do Cenargen. Pegar a DF-170 e seguir nela 6 km parada a direita da pista.",-5.341667,-15.55,"Arbusto de mais ou menos 70 cm. Flor amarela. Ocasional. Em plena floração.; Cerrado Antropizado. Cambisolo.","BRA:UNICAMP:UEC:0000167406","Ouratea ovalis Engl.",NA,NA
"53",NA,"Cenargen","CEN","24179","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.","R. G. Chacon",NA,NA,"1203",NA,"Glocimar Pereira-Silva",1992,7,8,"Brazil","Go","NIQUELANDIA","6,7 km ao Sul da GO-237; a 2 km da sede da Fazenda Ouro Fino. Área de influência da UHE Serra da Mesa.",-48.966666,-14.616666,"Botões castanho-vináceos.","BRA:Cenargen:CEN:0000024179","Ouratea ovalis Engl.",NA,NA
"54","2017-10-19T02:53:15.000+0000","JBRJ","RB","RB00268392","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.","Roberta Gomes Chacon",NA,NA,"1765",NA,"BRUNO WALTER; DULCE ROCHA, IDO PELLICANO, ARNALDO ABIORARA (CERNAGEM), HAMILTON SANTOS , SEBASTIÃO SILVA (FUIRNAS), EMBRAPA ( CERNAGEM) & FURNAS",1992,8,3,"Brazil","Goiás","Uruaçu","FAZ. BAIÃO . LOCAL PRÓXIMO A ANTIGA MOTRADIA DENTRO DA FAZENDA; A NORTE DA SEDE : 23km DA CIDADE DE URUAÇU.",-19.05,-14.633333,"BOTÕES FLORAIS FERRUGÍNEOS; CÁLICE FERRUGÍNEO. PETALAS AMARELAS. ANTERAS E ESTAMES AMARELOS.","urn:catalog:JBRJ:RB:268392","Ouratea ovalis Engl.",NA,NA
"55",NA,"Cenargen","CEN","17463","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.","R. G. Chacon",NA,NA,"1765",NA,"Bruno Machado Teles Walter",1992,8,3,"Brazil","Go","URUACU","Fazenda Baião, local próximo a antiga moradia dentro da fazenda, a norte da sede, 23 km da cidade de Uruaçú.",NA,NA,"Botões florais ferrugíneos; cálice ferrugíneo. Pétalas amarelas. Anteras e estames amarelos. Bacia de inundação da UHE Serra da Mesa.","BRA:Cenargen:CEN:0000017463","Ouratea ovalis Engl.",NA,NA
"56",NA,"Cenargen","CEN","19591","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.","R. G. Chacon",NA,NA,"10",NA,"Sebastião Pinheiro Cordovil da Silva",1992,10,5,"Brazil","Go","URUACU","Fazenda Macaco.",NA,NA,"Infrutescência com receptáculo vermelho-amarelado; frutículos verdes.","BRA:Cenargen:CEN:0000019591","Ouratea ovalis Engl.",NA,NA
"57",NA,"UNICAMP","UEC","167405","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.","Yamamoto, K.","1996-01-01T00:00:00.000+0000",NA,"10",NA,"Cordovil, S.P.; Santos, H.G.P.; Rocha, D.M.S.",1992,10,5,"Brazil","Goiás","Uruaçu","Fazenda Macaco.",0,0,"Infrutescencia com receptaculo vermelho-amarelado; fruticulos verdes.; Cerradão. Solo areno-argiloso com boa camada de serapilheira. Plano a suavemente ondulado.","BRA:UNICAMP:UEC:0000167405","Ouratea ovalis Engl.",NA,NA
"58",NA,"Cenargen","CEN","36775","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.","R. G. Chacon",NA,NA,"1414",NA,"Roberto Fontes Vieira",1992,11,24,"Brazil","Go","COLINAS DO SUL","Beira de estrada, cerca de 5 km do rio Peixe. Futuro reservatório do aproveitamento Hidrelétrico Serra da Mesa.",-48.066666,-14.15,"Frutos imaturos verdes, sobre base vermelha.","BRA:Cenargen:CEN:0000036775","Ouratea ovalis Engl.",NA,NA
"59",NA,"Jardim Botânico de Brasília (JBB)","HEPH","29848","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.","Chacon, RG","2010-11-01T00:00:00.000+0000",NA,"1414",NA,"Vieira, RF; Silva, SPC da; Santos, HGP dos; Martins, MV",1992,11,24,"Brazil","Goiás","Colinas do Sul","Beira de estrada, cerca de 5 km do rio peixe, futuro reservatório do aproveitamento hidrelétrico serra da mesa",-48.066667,-14.15,"Frequente no local; Arbusto de 1,5 m de altura, flor vermelha. Frutos imaturos verdes, sobre base vermelha; Cerrado sob ação antrópica, solo arenoso com presença de quartzo, relevo plano","BRA:JBB:HEPH:0000029848","Ouratea ovalis Engl.",NA,NA
"60",NA,"UFG","UFG","13353","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.","Chacon, R.G.","2004-09-21T00:00:00.000+0000",NA,"400",NA,"Ferreira, H.D.; et al.",1987,7,28,"Brazil","Goiás","Niquelândia","Encosta da Serra Negra. Cerrado, solo pedregoso.",0,0,"Árvore ca. de 30m de altura e pilosidade ferrugínea.","BRA:UFG:UFG:0000013353","Ouratea ovalis Engl.",NA,NA
"61","2015-09-05T08:01:35.000+0000","MNHN","P","P04780749","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.",NA,NA,NA,NA,"20804","Glaziou, A.",1894,11,16,"Brazil",NA,NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p04780749","Ouratea ovalis Engl.",NA,NA
"62","2015-09-05T08:01:34.000+0000","MNHN","P","P04780747","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.",NA,NA,NA,NA,"20804","Glaziou, A.",1894,11,26,"Brazil",NA,NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p04780747","Ouratea ovalis Engl.",NA,NA
"63","2011-12-06T14:58:06.000+0000","Harvard University","GH","barcode-00339965","Gomphia ovalis Pohl",NA,"Ochnaceae","Ouratea","ovalis",NA,"Pohl",NA,"2010-02-01T00:00:00.000+0000","ISOTYPE","4106","4106","George Gardner",1841,NA,NA,"Brazil","Goiás",NA,"Prov. Goyas, Brasilia tropica",NA,NA,NA,NA,"Gomphia ovalis Pohl",NA,NA
"64","2015-10-05T06:19:46.000+0000","MNHN","P","P00700741","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.","Sastre & Offroy",NA,NA,NA,NA,"Pohl, J.E.",1820,7,1,"Brazil",NA,NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00700741","Ouratea ovalis Engl.",NA,NA
"65","2011-09-01T00:00:00.000+0000","BR",NA,"BR0000005638154","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.",NA,NA,"TYPE","S.N.",NA,"Pohl J.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"http://www.botanicalcollections.be/specimen/BR0000005638154","Ouratea ovalis Engl.",NA,NA
"66","2015-10-14T00:00:00.000+0000","K","Herbarium","K001201821","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.",NA,NA,NA,"4106",NA,"Gardner",NA,NA,NA,"Brazil",NA,NA,"Goyaz.",NA,NA,NA,"http://specimens.kew.org/herbarium/K001201821","Ouratea ovalis Engl.",NA,NA
"67",NA,"W","Herbarium W","1889-0005917","Ouratea ovalis var. glabrata (Planch.) Engl.",NA,"Ochnaceae","Ouratea","ovalis","glabrata","var. glabrata (Planch.) Engl.","C. Sastre 2008",NA,NA,NA,NA,"Gardner,G.",NA,NA,NA,"Brazil",NA,NA,"Goyaz  [Goiás].",NA,NA,NA,NA,"Ouratea ovalis var. glabrata (Planch.) Engl.",NA,NA
"68","2015-09-05T08:01:34.000+0000","MNHN","P","P04780746","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.",NA,NA,NA,NA,"3635","Gardner",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p04780746","Ouratea ovalis Engl.",NA,NA
"69","2008-07-18T16:01:46.000+0000","K","Herbarium","K000382162","Gomphia ovalis Pohl",NA,"Ochnaceae","Ouratea","ovalis",NA,"Pohl",NA,NA,NA,"3082",NA,"Gardner",NA,NA,NA,"Brazil",NA,NA,"[......... of Duro]",NA,NA,NA,"http://specimens.kew.org/herbarium/K000382162","Gomphia ovalis Pohl",NA,NA
"70",NA,"NY","NY","428931","Gomphia ovalis Pohl",NA,"Ochnaceae","Ouratea","ovalis",NA,"Pohl",NA,NA,"ISOTYPE","3635",NA,"G. Gardner",NA,NA,NA,"Brazil","GoiÃ¡s",NA,NA,0,0,NA,"06e7d658-d93a-45e5-be52-f9c45a2332c7","Gomphia ovalis Pohl",NA,NA
"71",NA,"NY","NY","428930","Gomphia ovalis Pohl",NA,"Ochnaceae","Ouratea","ovalis",NA,"Pohl",NA,NA,"ISOTYPE","3635",NA,"G. Gardner",NA,NA,NA,"Brazil","GoiÃ¡s",NA,NA,0,0,NA,"a652fa86-680c-4d85-b551-fa3b4fb72523","Gomphia ovalis Pohl",NA,NA
"72",NA,"W","Herbarium W","0017009","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.","C. Sastre (P) 2008-02",NA,NA,NA,NA,"Pohl,J.B.E.",NA,NA,NA,"Brazil",NA,NA,"Goyaz",NA,NA,NA,NA,"Ouratea ovalis Engl.",NA,NA
"73",NA,"W","Herbarium W","0017008","Gomphia ovalis Pohl",NA,"Ochnaceae","Ouratea","ovalis",NA,"Pohl",NA,NA,NA,NA,NA,"REFLORA provisional entry",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"Gomphia ovalis Pohl",NA,NA
"74","2015-04-11T10:14:45.000+0000","S","VascularPlants","S-R-11408","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.",NA,NA,NA,"20804","20804","A. Glaziou",NA,NA,NA,"Brazil","Goiás",NA,"Plantas brasileiras, recolhidas no planalto de Goyaz. Inter Santa Rita and Divoxa",NA,NA,NA,"S:VascularPlants:S-R-11408","Ouratea ovalis Engl.",NA,NA
"75","2011-09-01T00:00:00.000+0000","BR",NA,"BR0000005739844","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.",NA,NA,"TYPE","S.N.",NA,"Pohl J.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"http://www.botanicalcollections.be/specimen/BR0000005739844","Ouratea ovalis Engl.",NA,NA
"76","2012-05-11T00:00:00.000+0000","BR",NA,"BR0000005855582","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.",NA,NA,NA,"20804",NA,"Glaziou A.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"http://www.botanicalcollections.be/specimen/BR0000005855582","Ouratea ovalis Engl.",NA,NA
"77","2018-03-21T17:46:50.000+0000","UM","MPU","MPU691569","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/um/mpu/mpu691569","Ouratea ovalis Engl.",NA,NA
"78","2015-10-05T06:19:37.000+0000","MNHN","P","P00700740","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.","Sastre & Offroy",NA,NA,NA,"4106","Gardner, G.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00700740","Ouratea ovalis Engl.",NA,NA
"79","2015-09-05T08:01:35.000+0000","MNHN","P","P04780750","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.",NA,NA,NA,NA,"3635","Gardner",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p04780750","Ouratea ovalis Engl.",NA,NA
"80",NA,"SNSB-M","BSMvplantscoll","M-0213130 / 634164 / 291269","Pilouratea ovalis (Pohl) Tiegh.",NA,"Ochnaceae","Ouratea","ovalis",NA,"(Pohl) Tiegh.",NA,NA,"TYPE",NA,NA,"Pohl, J.B.E.",NA,NA,NA,"Brazil",NA,NA,"Legit in Brasilia.",-55,-10,NA,"http://id.snsb.info/snsb/collection/511854/634164/291269","Pilouratea ovalis (Pohl) Tiegh.",NA,NA
"81","2015-09-05T08:01:35.000+0000","MNHN","P","P04780748","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.",NA,NA,NA,NA,"3635","Gardner",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p04780748","Ouratea ovalis Engl.",NA,NA
"82",NA,"B","FMNH-B-Types","9683","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.",NA,NA,"TYPE","1987",NA,"Pohl",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"Ouratea ovalis Engl.",NA,NA
"83",NA,"F","Botany",NA,"Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.",NA,NA,"TYPE","1987",NA,"J. B. E. Pohl",NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"0e1ee212-b84d-494b-acb2-a157e1c86275","Ouratea ovalis Engl.",NA,NA
"84","2017-11-21T00:00:00.000+0000","E","E","E00883603","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://data.rbge.org.uk/herb/E00883603","Ouratea ovalis Engl.",NA,NA
"85","2015-10-14T00:00:00.000+0000","K","Herbarium","K001201819","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.",NA,NA,NA,"3635",NA,"Gardner",NA,NA,NA,"Brazil",NA,NA,"Near Campos Arrayas.",NA,NA,NA,"http://specimens.kew.org/herbarium/K001201819","Ouratea ovalis Engl.",NA,NA
"86","2015-10-14T00:00:00.000+0000","K","Herbarium","K001201820","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.",NA,NA,NA,"1981",NA,"s.coll.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"http://specimens.kew.org/herbarium/K001201820","Ouratea ovalis Engl.",NA,NA
"87",NA,"NY","NY","00972570","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.",NA,NA,NA,"2002.2288",NA,"J. B. E. Pohl",NA,NA,NA,"Brazil","GoiÃ¡s",NA,"Goyaz",0,0,NA,"5d60ac3b-8d13-4fa3-9a98-745f976f2085","Ouratea ovalis Engl.",NA,NA
