"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1","2015-09-05T08:54:44.000+0000","MNHN","P","P05603178","Ouratea pendulosepala Sastre","Ochnaceae","Ouratea","pendulosepala","Sastre",NA,NA,NA,NA,"190","Tavares, A.S.",1987,10,12,"Brazil",NA,NA,NA,NA,"Prélèvement de feuille pour Schneider J., Frankfurt, 07/2016, demande n° 64512","http://coldb.mnhn.fr/catalognumber/mnhn/p/p05603178",NA,"Ouratea pendulosepala Sastre"
"2",NA,"NY","NY","743276","Ouratea pendulosepala Sastre","Ochnaceae","Ouratea","pendulosepala","Sastre",NA,NA,"ISOTYPE","8219",NA,"C. A. Cid Ferreira",1986,9,19,"Brazil","Amazonas","0.8 km. da Villa Residencial AtroarÃ­.",0,0,NA,"5bf9cfbc-d6cc-4797-8f1f-793f32046c54",NA,"Ouratea pendulosepala Sastre"
"3","2015-09-19T22:09:11.000+0000","MNHN","P","P00542198","Ouratea pendulosepala Sastre","Ochnaceae","Ouratea","pendulosepala","Sastre","Sastre",NA,"HOLOTYPE",NA,"8219","Cid Ferreira, C.A.|et, al.",1986,9,19,"Brazil",NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00542198",NA,"Ouratea pendulosepala Sastre"
"4","2011-03-03T12:55:00.000+0000","MO","MO","3026178","Ouratea pendulosepala Sastre","Ochnaceae","Ouratea","pendulosepala","Sastre",NA,NA,"ISOTYPE","Cid Ferreira Cid Ferreira et al.",NA,"C.A. Cid Ferreira|et al.",1986,9,19,"Brazil","Amazonas","Mun. Pres. Figueredo, AM. 08 km da Vila Residêncial Atroarí. Canteiro de obras de Balbina.",-59.501667,-1.500556,NA,"urn:catalog:MO:Tropicos:3026178","http://www.tropicos.org/Specimen/3026178","Ouratea pendulosepala Sastre"
"5",NA,"W","Herbarium W","2006-0016388","Ouratea pendulosepala Sastre","Ochnaceae","Ouratea","pendulosepala","Sastre","Anonymous",NA,NA,NA,NA,"Ferreira,C.A.C.",1986,9,19,NA,NA,"Mun. Pres. Figueredo, AM. 08 km da Vila Residêncal Atroari. Canteiro de obras de Balbina. 1°30'-2°00'S, 59°30'-60°00'W. Mata de terra firme, solo agriloso",NA,NA,NA,NA,NA,"Ouratea pendulosepala Sastre"
"6","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","148536","Ouratea pendulosepala Sastre","Ochnaceae","Ouratea","pendulosepala","Sastre",NA,NA,NA,"8219",NA,"Mike Hopkins",1986,9,NA,"Brazil","Amazonas","8 Km da Vila Residencial Atroarí. Canteiro de obras de Balbina.",-59.5,-1.5,NA,"urn:catalog:inpa:herbarium:52363",NA,"Ouratea pendulosepala Sastre"
"7","2015-09-05T08:43:21.000+0000","MNHN","P","P05466126","Ouratea pendulosepala Sastre","Ochnaceae","Ouratea","pendulosepala","Sastre",NA,NA,NA,NA,"214","Silva, E.S.",1985,7,3,"Brazil","Amazonas",NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p05466126",NA,"Ouratea pendulosepala Sastre"
"8",NA,"NY","NY","02175567","Ouratea pendulosepala Sastre","Ochnaceae","Ouratea","pendulosepala","Sastre",NA,NA,NA,"214",NA,"E. L. Sette Silva",1985,7,3,"Brazil","Amazonas","Margem do Rio Aracá",-63.236779,0.245733,NA,"a1bbee73-3053-4812-91bc-3f8572df09a7",NA,"Ouratea pendulosepala Sastre"
"9","2014-02-09T14:55:00.000+0000","MO","MO","3095180","Ouratea pendulosepala Sastre","Ochnaceae","Ouratea","pendulosepala","Sastre","Novon (NY)","1995-01-01T00:00:00.000+0000",NA,"Sette Silva 214",NA,"E.L. Sette Silva",1985,7,3,"Brazil","Amazonas","Mpio Barcelos. Margem do rio Aracá, terreno arenoso.",-63.5,0.5,NA,"urn:catalog:MO:Tropicos:3095180","http://www.tropicos.org/Specimen/3095180","Ouratea pendulosepala Sastre"
"10","2015-09-05T08:48:28.000+0000","MNHN","P","P05466124","Ouratea pendulosepala Sastre","Ochnaceae","Ouratea","pendulosepala","Sastre",NA,NA,NA,NA,"15865","Mori, S.|Cardoso, J.|Santos, M.R.|Daly, D.|Nonato, R.|Rabelo, B.|Belo, H.",1983,9,6,"Brazil","Amapá",NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p05466124",NA,"Ouratea pendulosepala Sastre"
"11","2015-09-05T08:48:28.000+0000","MNHN","P","P05466127","Ouratea pendulosepala Sastre","Ochnaceae","Ouratea","pendulosepala","Sastre",NA,NA,NA,NA,"15869","Mori, S.|Cardoso, J.|Santos, M.R.|Daly, D.|Nonato, R.|Rabelo, B.|Belo, H.",1983,9,6,"Brazil","Amapá",NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p05466127",NA,"Ouratea pendulosepala Sastre"
"12","2015-09-05T08:43:20.000+0000","MNHN","P","P05466125","Ouratea pendulosepala Sastre","Ochnaceae","Ouratea","pendulosepala","Sastre",NA,NA,NA,NA,"15868","Mori, S.|Cardoso, J.|Santos, M.R.|Daly, D.|Nonato, R.|Rabelo, B.|Belo, H.",1983,9,6,"Brazil","Amapá",NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p05466125",NA,"Ouratea pendulosepala Sastre"
"13","2015-09-05T08:48:28.000+0000","MNHN","P","P05466128","Ouratea pendulosepala Sastre","Ochnaceae","Ouratea","pendulosepala","Sastre",NA,NA,NA,NA,"15874","Mori, S.|Cardoso, J.|Santos, M.R.|Daly, D.|Nonato, R.|Rabelo, B.|Belo, H.",1983,9,6,"Brazil","Amapá",NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p05466128",NA,"Ouratea pendulosepala Sastre"
"14","2015-09-05T08:48:28.000+0000","MNHN","P","P05466123","Ouratea pendulosepala Sastre","Ochnaceae","Ouratea","pendulosepala","Sastre",NA,NA,NA,NA,"15864","Mori, S.|Cardoso, J.|Santos, M.R.|Daly, D.|Nonato, R.|Rabelo, B.|Belo, H.",1983,9,6,"Brazil","Amapá",NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p05466123",NA,"Ouratea pendulosepala Sastre"
"15",NA,"NY","NY","1552209","Ouratea pendulosepala Sastre","Ochnaceae","Ouratea","pendulosepala","Sastre",NA,NA,NA,"141",NA,"M. Kuhlmann",1959,8,27,"Brazil",NA,"Rodovia Belém-Brasília, km 93",-47.666491,-1.324046,NA,"083d7c0e-5dbd-4db1-bbee-f6fc70df2254",NA,"Ouratea pendulosepala Sastre"
"16","2/06/17 16:03","INPA","INPA","148536","Ouratea pendulosepala","Ochnaceae","Ouratea",NA,"Sastre",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Amazonas","8 Km da Vila Residencial Atroar�_. Canteiro de obras de Balbina.",NA,NA,NA,NA,NA,"Ouratea pendulosepala Sastre"
