"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1",NA,"UnB","UB","216831","Ouratea glaucescens Engl.","Ochnaceae","Ouratea","glaucescens",NA,"Engl.","Chacon, RG","2013-09-14T00:00:00.000+0000",NA,"243","Kuhlmann, MP",2013,9,14,"Brazil","Goiás","Alto Paraíso","Chapada dos Veadeiros",0,0,"Foto em www.frutosatrativosdocerrado.bio.br; Árvore 3,5 m; frutículos roxos maduros, receptáculo vermelho; até 4 frutículos no conjunto; flor amarela; Cerrado rupestre","BRA:UnB:UB:0000216831",NA,"Ouratea glaucescens Engl."
"2",NA,"UnB","UB","216657","Ouratea glaucescens Engl.","Ochnaceae","Ouratea","glaucescens",NA,"Engl.","Chacon, RG","2013-09-14T00:00:00.000+0000",NA,"243","Kuhlmann, MP",2013,9,14,"Brazil","Goiás","Alto Paraíso","Chapada dos Veadeiros",0,0,"Foto em www.frutosatrativosdocerrado.bio.br; Árvore 3,5 m; frutículos roxos maduros, receptáculo vermelho; até 4 frutículos no conjunto; flor amarela; Cerrado rupestre","BRA:UnB:UB:0000216657",NA,"Ouratea glaucescens Engl."
"3",NA,"Jardim Botânico de Brasília (JBB)","HEPH","28514","Ouratea glaucescens Engl.","Ochnaceae","Ouratea","glaucescens",NA,"Engl.","Chacon, RG","2011-11-01T00:00:00.000+0000",NA,"1734","Faria, JEQ",2011,9,22,"Brazil","Minas Gerais","Arinos","Margem da estrada de terra entre Arinos e Urucuia",-45.937778,-15.99,"Arbusto ca. 2,3 m de altura, botão floral amarela, flor amarela; Cerrado sensu stricto arenoso","BRA:JBB:HEPH:0000028514",NA,"Ouratea glaucescens Engl."
"4",NA,"UNICAMP","UEC","185816","Ouratea glaucescens Engl.","Ochnaceae","Ouratea","glaucescens",NA,"Engl.","Yamamoto, K.",NA,NA,"1073","Santos, E.R.; Ferreira, W.; Pereira, C.B.",2004,10,18,"Brazil","Goiás","Cavalcante","Brasil, Goiás, Munic. Cavalcante. Coord. 23L 210621/8521130.",0,0,"Árvore com cerca de 5m de altura. Frutos jovens verde e preto quando maduro.; Cerrado de encosta.","BRA:UNICAMP:UEC:0000185816",NA,"Ouratea glaucescens Engl."
"5","2017-10-19T02:53:05.000+0000","JBRJ","RB","RB00267964","Ouratea glaucescens Engl.","Ochnaceae","Ouratea","glaucescens",NA,"Engl.","R. Marquete","2001-07-18T00:00:00.000+0000",NA,"1044","D. Alvarenga; E. cardoso et al",1997,11,8,"Brazil","Bahia","São Desidério","estr. de Chão entre Roda Velha e Estiva cerca 24 Km de Roda Velha.",-45.257778,-12.490278,"arv. ca. 3m de alt. heliofila; tronco com casca lisa; folhas castáceas; flores com cálice amarelo e corola amarela","urn:catalog:JBRJ:RB:267964",NA,"Ouratea glaucescens Engl."
"6","2017-10-19T02:53:05.000+0000","JBRJ","RB","RB00267956","Ouratea glaucescens Engl.","Ochnaceae","Ouratea","glaucescens",NA,"Engl.","R. Marquete","2001-07-18T00:00:00.000+0000",NA,"3229","R. C. Mendonça; et al",1997,11,7,"Brazil","Bahia","São Desidério","Estr. de Chão entre Roda Velha e Estiva; .",-45.813889,-12.705556,"arb. ca. de 1m de alt. heliofila ; tronco com casca lisa; folhas cartáceas, discolores verde. Fr. indeiscentes, imaturos de cor verde, com pedunculo expdido de cor vermelha","urn:catalog:JBRJ:RB:267956",NA,"Ouratea glaucescens Engl."
"7",NA,"NY","NY","1181853","Ouratea glaucescens Engl.","Ochnaceae","Ouratea","glaucescens",NA,"Engl.","K. Yamamoto","1991-01-01T00:00:00.000+0000",NA,"2014","L. P. de Queiroz",1987,11,1,"Brazil","Bahia",NA,"33 km W da cidade de Barreiras ao longo da BR 242.",-45.293889,-12.171111,NA,"bc800678-5beb-4388-b815-91be0004cf69",NA,"Ouratea glaucescens Engl."
"8",NA,"NY","NY","778786","Ouratea glaucescens Engl.","Ochnaceae","Ouratea","glaucescens",NA,"Engl.","K. Yamamoto","1991-01-01T00:00:00.000+0000",NA,"2014","L. P. de Queiroz",1987,11,1,"Brazil","Bahia",NA,"33 km W da cidade de Barreiras ao longo da BR 242.",-45.293889,-12.171111,NA,"7178da73-e7c9-4e28-ad33-67e24964f4ab",NA,"Ouratea glaucescens Engl."
"9",NA,"UNICAMP","UEC","49135","Ouratea glaucescens Engl.","Ochnaceae","Ouratea","glaucescens",NA,"Engl.","Yamamoto, K.",NA,NA,"2014","Queiroz, L.P.; et al.",1987,11,1,"Brazil","Bahia","Barreiras","33Km da cidade de Barreiras ao longo da BR 242. Cerrado. Solo arenoso.",-45.293889,-12.171111,"Arbusto de ca. 1m alt., com folhas semisuculentas, discolores. Flores com sépalas verdes e pétalas amarelas.","BRA:UNICAMP:UEC:0000049135",NA,"Ouratea glaucescens Engl."
"10",NA,"USP","SPF","138374","Ouratea glaucescens Engl.","Ochnaceae","Ouratea","glaucescens",NA,"Engl.","Yamamoto, K","1991-04-01T00:00:00.000+0000",NA,"2014","Queiroz, LP",1987,11,1,"Brazil","Bahia","Barreiras",NA,-45.283333,-12.166667,NA,"BRA:USP:SPF:0000138374",NA,"Ouratea glaucescens Engl."
"11",NA,"UNICAMP","UEC","126676","Ouratea glaucescens Engl.","Ochnaceae","Ouratea","glaucescens",NA,"Engl.","Queiroz, L.P.",NA,NA,"2014","Queiroz, L.P.; et al.",1987,11,1,"Brazil","Bahia","Barreiras","33Km da cidade de Barreiras ao longo da BR 242. Cerrado. Solo arenoso.",-45.293889,-12.171111,"Arbusto de ca. 1m alt., com folhas semisuculentas, discolores. Flores com sépalas verdes e pétalas amarelas.","BRA:UNICAMP:UEC:0000126676",NA,"Ouratea glaucescens Engl."
"12",NA,"USP","SPF","95020","Ouratea glaucescens Engl.","Ochnaceae","Ouratea","glaucescens",NA,"Engl.","Yamamoto, K",NA,NA,"s.n.","Andrade, PM",1986,8,26,"Brazil","Minas Gerais","Coração de Jesus",NA,0,0,NA,"BRA:USP:SPF:0000095020",NA,"Ouratea glaucescens Engl."
"13",NA,"USP","SPF","19425","Ouratea glaucescens var. glaucescens","Ochnaceae","Ouratea","glaucescens","glaucescens","var. glaucescens","Chacon, RG","2010-09-01T00:00:00.000+0000",NA,"37269","Hatschbach, G",1975,9,28,"Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros",0,0,NA,"BRA:USP:SPF:0000019425",NA,"Ouratea glaucescens var. glaucescens"
"14",NA,"NY","NY","00972575","Ouratea glaucescens Engl.","Ochnaceae","Ouratea","glaucescens",NA,"Engl.",NA,NA,NA,"2809","G. Gardner",1841,NA,NA,"Brazil","PiauÃ­",NA,"Piauhy",0,0,NA,"75230118-ac30-403d-896f-563b743efa53",NA,"Ouratea glaucescens Engl."
"15","2015-09-05T09:48:41.000+0000","MNHN","P","P05541820","Ouratea glaucescens Engl.","Ochnaceae","Ouratea","glaucescens",NA,"Engl.","Sastre & Offroy",NA,NA,NA,"Saint-Hilaire, A. de",1816,1,1,"Brazil",NA,NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p05541820",NA,"Ouratea glaucescens Engl."
"16","2016-07-07T14:15:38.000+0000","MNHN","P","P05541821","Ouratea glaucescens Engl.","Ochnaceae","Ouratea","glaucescens",NA,"Engl.","Sastre & Offroy",NA,NA,NA,"Saint-Hilaire, A. de",1816,1,1,"Brazil",NA,NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p05541821",NA,"Ouratea glaucescens Engl."
"17","2015-09-05T09:48:42.000+0000","MNHN","P","P05541824","Ouratea glaucescens Engl.","Ochnaceae","Ouratea","glaucescens",NA,"Engl.","Sastre & Offroy",NA,NA,NA,"Saint-Hilaire, A. de",1816,1,1,"Brazil",NA,NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p05541824",NA,"Ouratea glaucescens Engl."
"18",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","39025","Ouratea glaucescens Engl.","Ochnaceae","Ouratea","glaucescens",NA,"Engl.",NA,NA,NA,"s.n.",NA,NA,NA,NA,"Brazil","Minas Gerais","Januária","Distrito de Fabião.",0,0,NA,"BRA:UFMG:BHCB:0000039025",NA,"Ouratea glaucescens Engl."
"19",NA,"US","Botany","2931655","Ouratea glaucescens Engl.","Ochnaceae","Ouratea","glaucescens",NA,"Engl.",NA,NA,NA,"37269","G. Hatschbach & R. Kummrow",NA,NA,NA,"Brazil","Goiás",NA,"Chapada dos Veadeiros",NA,NA,NA,"http://n2t.net/ark:/65665/3f4719a1c-dd88-4070-b173-f8d620eda62e",NA,"Ouratea glaucescens Engl."
"20",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","39024","Ouratea glaucescens Engl.","Ochnaceae","Ouratea","glaucescens",NA,"Engl.",NA,NA,NA,"s.n.",NA,NA,NA,NA,"Brazil","Minas Gerais","Januária","Distrito de Fabião.",0,0,NA,"BRA:UFMG:BHCB:0000039024",NA,"Ouratea glaucescens Engl."
"21","2008-01-11T11:27:56.000+0000","UM","MPU","MPU020004","Gomphia glaucescens A.St.-Hil.","Ochnaceae","Ouratea","glaucescens",NA,"A.St.-Hil.",NA,NA,"ISOTYPE",NA,"Saint-Hilaire, A. de",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/um/mpu/mpu020004",NA,"Gomphia glaucescens A.St.-Hil."
"22",NA,"IPA","IPA","40878","Ouratea glaucescens Engl.","Ochnaceae","Ouratea","glaucescens",NA,"Engl.",NA,NA,NA,"2809","Gardner",NA,NA,NA,"Brazil","Pernambuco",NA,"Rio Preto, Serra da Batalha.",0,0,NA,"BRA:IPA:IPA:0000040878",NA,"Ouratea glaucescens Engl."
"23",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","71147","Ouratea glaucescens Engl.","Ochnaceae","Ouratea","glaucescens",NA,"Engl.","F. O. Silva",NA,NA,"916","J. G. Jardim",NA,NA,NA,"Brazil","Bahia","CORRENTINA","Ca. 98Km a W da sede do município, na Rod. BA 349 no sentido Correntina/Brasília.",-44.733333,-13.416667,"Ambiente: Cerrado. Habito: Arbusto, ca. 2m.","BRA:CEPLAC:CEPEC:0000071147",NA,"Ouratea glaucescens Engl."
"24",NA,"NY","NY","778787","Ouratea glaucescens Engl.","Ochnaceae","Ouratea","glaucescens",NA,"Engl.",NA,NA,NA,"2809","G. Gardner",NA,NA,NA,"Brazil","PiauÃ­",NA,NA,0,0,NA,"008eb547-4009-42a0-b2a2-132ebe407d64",NA,"Ouratea glaucescens Engl."
