"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","comments"
"1",NA,"Universidade Federal do Paraná, UFPR","EFC","13809","Ouratea sellowii Engl.","Ochnaceae","Ouratea","sellowii","Engl.","Ribeiro, C.L.","2015-04-08T00:00:00.000+0000",NA,"168",NA,"Ribeiro, C.L.",2015,3,26,"Brazil","Paraná","Prudentópolis",NA,NA,NA,"Arvoreta em subbosque","BRA:UFPR:EFC:0000013809",NA,"Ouratea sellowii Engl.",NA,NA,NA
"3",NA,"Universidade Federal do Paraná, UFPR","EFC","13816","Ouratea sellowii Engl.","Ochnaceae","Ouratea","sellowii","Engl.","Ribeiro, C.L.","2015-04-14T00:00:00.000+0000",NA,"175",NA,"Ribeiro, C.L.",2015,4,6,"Brazil","Paraná","Bocaiúva do Sul",NA,-49.118,-25.21094,"Arbusto de 2m de altura, flores amarelas e frutos imaturos","BRA:UFPR:EFC:0000013816",NA,"Ouratea sellowii Engl.",NA,NA,NA
"5",NA,"Universidade Regional de Blumenau, FURB","FURB","49311","Ouratea sellowii Engl.","Ochnaceae","Ouratea","sellowii","Engl.","Oliveira, AA de","2015-12-09T00:00:00.000+0000",NA,"2857",NA,"Oliveira, A.A. de",2015,12,9,"Brazil","Santa Catarina","Alfredo Wagner","Soldadinho.",-49.41,-27.629167,NA,"BRA:FURB:FURB:0000049311",NA,"Ouratea sellowii Engl.",NA,NA,NA
"6",NA,"Universidade Regional de Blumenau, FURB","FURB","42615","Ouratea sellowii Engl.","Ochnaceae","Ouratea","sellowii","Engl.","Uhlmann, A","2012-06-01T00:00:00.000+0000",NA,"206",NA,"Caglioni, E.",2012,5,26,"Brazil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí.",-49.078333,-27.059167,NA,"BRA:FURB:FURB:0000042615",NA,"Ouratea sellowii Engl.",NA,NA,NA
"7",NA,"Universidade Regional de Blumenau, FURB","FURB","42499","Ouratea sellowii Engl.","Ochnaceae","Ouratea","sellowii","Engl.","Uhlmann, A","2012-08-01T00:00:00.000+0000",NA,"254",NA,"Caglioni, E.",2012,5,21,"Brazil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí.",-49.078333,-27.059167,NA,"BRA:FURB:FURB:0000042499",NA,"Ouratea sellowii Engl.",NA,NA,NA
"11",NA,"Universidade Tecnológica Federal do Paraná (UTFPR)","HCF","9419","Ouratea sellowii Engl.","Ochnaceae","Ouratea","sellowii","Engl.","E. Barboza & J. Cordeiro","2011-01-01T00:00:00.000+0000",NA,NA,NA,"B.P. Santos",2011,3,22,"Brazil","Pr","Campo Mourão","BR-487, estrada boiadeira",-52.496944,-23.993333,"arvoreta heliófita, com flores amarelas.","BRA:UTFPR:HCF:0000009419",NA,"Ouratea sellowii Engl.",NA,NA,NA
"12",NA,"UNIVILLE","JOI","16677","Ouratea sellowii Engl.","Ochnaceae","Ouratea","sellowii","Engl.","Stival-Santos, A.","2010-07-30T00:00:00.000+0000",NA,"2792",NA,"Stival-Santos, A.",2010,5,21,"Brazil","Santa Catarina","Santo Amaro da Imperatriz","Parque Estadual do Tabuleiro",-48.78,-27.72,"flo amarela","BRA:UNIVILLE:JOI:0000016677",NA,"Ouratea sellowii Engl.",NA,NA,NA
"19",NA,"IF","SPSF","41601","Ouratea sellowii Engl.","Ochnaceae","Ouratea","sellowii","Engl.","J.A.Pastore","2011-07-08T00:00:00.000+0000",NA,"1584",NA,"J.A.Pastore & R.Cielo-Filho & C.R.Lima",2009,5,27,"Brazil","Sp","Itapeva","Estação Experimental",-49.074444,-24.0525,"COLETA: Arbusto 2-3m altura; flores amarelas e frutos imaturos verdes.; GEOGRAFIA: Trilha do Pinheiro II.;","BRA:IF:SPSF:0000041601",NA,"Ouratea sellowii Engl.",NA,NA,NA
"20",NA,"Universidade Regional de Blumenau, FURB","FURB","20652","Ouratea sellowii Engl.","Ochnaceae","Ouratea","sellowii","Engl.","Sobral, M","2010-01-25T00:00:00.000+0000",NA,"3884",NA,"Verdi, M.",2009,6,17,"Brazil","Santa Catarina","Anitápolis","Rio do Meio.",-49.23,-27.9,"Fito IFFSC 221 /N/12","BRA:FURB:FURB:0000020652",NA,"Ouratea sellowii Engl.",NA,NA,NA
"21",NA,"UFPR","UPCB","67859","Ouratea sellowii Engl.","Ochnaceae","Ouratea","sellowii","Engl.","Brotto, M.L.","2010-01-01T00:00:00.000+0000",NA,"316",NA,"Meirelles, J.",2009,7,2,"Brazil","Paraná","Tibagi","Parque Estadual do Guartelá, Trilha para o mirante, ao lado dos bancos de madeira enfileirados.",NA,NA,"Floresta Ombrófila Densa.Arbusto, frutos vermelhos com verde..","BRA:UFPR:UPCB:0000067859",NA,"Ouratea sellowii Engl.",NA,NA,NA
