"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","comments"
"1","2017-10-15T12:57:15.000+0000","JBRJ","RB","RB01338216","Cordia ochnacea DC.","Ehretiaceae","Cordia","ochnacea","DC.","D.N. da Silva Machado",NA,NA,"1193",NA,"D.N.S. Machado; L.R. Caires & G.A. de Queiroz",2017,2,1,"Brazil","Rio de Janeiro","Maricá","Pindobas, serra do Camburi, antes da Rampa de voo Livre de Maricá, acesso pela estrada do Camburi.",-42.854167,-22.8925,NA,"urn:catalog:JBRJ:RB:1338216",NA,"Cordia ochnacea DC.",NA,NA,NA
"2","2017-10-15T12:57:14.000+0000","JBRJ","RB","RB01338214","Cordia ochnacea DC.","Ehretiaceae","Cordia","ochnacea","DC.","D.N. da Silva Machado",NA,NA,"1193",NA,"D.N.S. Machado; L.R. Caires & G.A. de Queiroz",2017,2,1,"Brazil","Rio de Janeiro","Maricá","Pindobas, serra do Camburi, antes da Rampa de voo Livre de Maricá, acesso pela estrada do Camburi.",-42.854167,-22.8925,NA,"urn:catalog:JBRJ:RB:1338214",NA,"Cordia ochnacea DC.",NA,NA,NA
"3","2017-10-15T14:44:13.000+0000","JBRJ","RB","RB01355813","Cordia ochnacea DC.","Ehretiaceae","Cordia","ochnacea","DC.","D.N. da Silva Machado","2017-06-16T00:00:00.000+0000",NA,"2129",NA,"D.N.S. Machado; C. Garcez; M.C.L. Rego; A.C. Peralva & G.S.I. Martins",2017,6,16,"Brazil","Rio de Janeiro","Rio de Janeiro","Divisa dos municípios de Itaboraí, Maricá e São Gonçalo, serra de Itaitindiba, trilha do Alto do Gaia, parte alta.",-42.887778,-22.869722,NA,"urn:catalog:JBRJ:RB:1355813",NA,"Cordia ochnacea DC.",NA,NA,NA
"4","2017-10-18T10:28:00.000+0000","JBRJ","RB","RB00061376","Cordia ochnacea DC.","Ehretiaceae","Cordia","ochnacea","DC.",NA,NA,NA,"402",NA,"S.V.A. Pessoa",1988,11,24,"Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima, nascente do rio das flores. Reserva Ecológica Municipal de Macaé de Cima",NA,NA,"Árvore de 5 m, heliófila, folhas discolores verdes, botões florais alvo-esverdeados, estigma castanho.","urn:catalog:JBRJ:RB:61376",NA,"Cordia ochnacea DC.",NA,NA,NA
"5",NA,"NY","NY","400894","Cordia ochnacea DC.","Ehretiaceae","Cordia","ochnacea","DC.",NA,NA,NA,"402",NA,"S. de V. A. PessÃ´a",1988,11,24,"Brazil","Rio de Janeiro",NA,"Reserva EcolÃ³gica Municipal de MacaÃ© de Cima.  Nascente do Rio das Flores",-42.05,-22,NA,"206bc1cd-15d9-4409-a737-774d51c0a049",NA,"Cordia ochnacea DC.",NA,NA,NA
"6",NA,"UEFS","HUEFS","91005","Cordia ochnacea DC.","Ehretiaceae","Cordia","ochnacea","DC.","M.N.S.Stapf","2005-03-01T00:00:00.000+0000",NA,"667",NA,"Andreata, R.",1985,4,17,"Brazil","Rio de Janeiro",NA,"Itaipuaçu: Pico Alto Morrão",NA,NA,NA,"BRA:UEFS:HUEFS:0000091005",NA,"Cordia ochnacea DC.",NA,NA,NA
"7","2017-10-15T16:09:59.000+0000","JBRJ","RB","RB00060813","Cordia ochnacea DC.","Ehretiaceae","Cordia","ochnacea","DC.","L.P.M. Moraes","2016-01-17T00:00:00.000+0000",NA,"9681",NA,"D. Sucre; J.F. da Silva",1972,10,4,"Brazil","Rio de Janeiro","Rio de Janeiro","Antigo Estado da Guanabara, Morro do Leme, Quartel Duque de Caxias - Exposição SW.",NA,NA,"Arbusto de 2,5 metros de altura, rupícola","urn:catalog:JBRJ:RB:60813",NA,"Cordia ochnacea DC.",NA,NA,NA
"8","2014-07-08T06:34:14.000+0000","JBRJ","RB","RB00061397","Cordia ochnacea DC.","Ehretiaceae","Cordia","ochnacea","DC.","E. Guimarães","1970-02-27T00:00:00.000+0000",NA,"4351",NA,"D. Sucre",1969,1,11,"Brazil","Rio de Janeiro","Rio de Janeiro","Morro da Agulinha de Inhanga, Copacabana.",NA,NA,"Pequena árvore com mais ou menos 5 m de altura, semiumbrofila, crescendo em mata secundária, fruto ainda verde.","urn:catalog:JBRJ:RB:61397",NA,"Cordia ochnacea DC.",NA,NA,NA
"9","2015-09-04T12:42:19.000+0000","MNHN","P","P03862584","Cordia ochnacea DC.","Ehretiaceae","Cordia","ochnacea","DC.",NA,NA,NA,NA,18383,"Glaziou",1891,3,29,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p03862584",NA,"Cordia ochnacea DC.",NA,NA,NA
"10",NA,"F","Botany",NA,"Cordia ochnacea DC.","Ehretiaceae","Cordia","ochnacea","DC.",NA,NA,"TYPE",NA,NA,"J. Lhotsky",NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"a1e2ab19-d83d-4853-bb8d-5f6b65b12c6a",NA,"Cordia ochnacea DC.",NA,NA,NA
"11",NA,"G","Geneva Herbarium – De Candolle's Prodromus (G-DC)","G-DC-124208/1","Cordia ochnacea DC.","Ehretiaceae","Cordia","ochnacea","DC.","CAT.HERB.PRODR. (2007)",NA,"HOLOTYPE",NA,NA,"Lhotsky, J.",NA,NA,NA,"Brazil",NA,NA,"Brésil",-53.08972,-10.77306,NA,NA,NA,"Cordia ochnacea DC.",NA,NA,NA
"12","2014-07-08T06:33:43.000+0000","JBRJ","RB","RB00060196","Cordia ochnacea DC.","Ehretiaceae","Cordia","ochnacea","DC.","L. Mantone","1990-05-25T00:00:00.000+0000",NA,NA,NA,"Octavio",1943,2,22,"Brazil","Rio de Janeiro","Rio de Janeiro","Sacopan. Morro da Saudade.",NA,NA,"Árvore de 4m de alt., fls. alvas.","urn:catalog:JBRJ:RB:60196",NA,"Cordia ochnacea DC.",NA,NA,NA
