"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1",NA,"UESB","HUESB","12356","Cordia glabrifolia M.Stapf","Ehretiaceae","Cordia","glabrifolia","M.Stapf","Guedes, M.L.","2017-09-01T00:00:00.000+0000","25793","Guedes, M.L.; Santana, A.; Cajado, B.; Lucresia, L.;; Santana, A.; Cajado, B.; Lucresia, L.;",2017,6,29,"Brazil","Bahia","Uruçuca","Serra Grande",-39.283333,-14.583333,"Arbusto, ca de 4 m de alt. Folha coriácea, discolor. Fruto imaturo verde.; Floresta Ombrófila em estado Secundário.","BRA:UESB:HUESB:0000012356",NA,"Cordia glabrifolia M.Stapf"
"2",NA,"UEFS","HUEFS","89275","Cordia glabrifolia M.Stapf","Ehretiaceae","Cordia","glabrifolia","M.Stapf","M.N.S.Stapf","2012-08-01T00:00:00.000+0000","369","Paixão, J.L.",2004,6,2,"Brazil","Bahia","Potiraguá","Rod. Que liga a Br. 101 com Itapetinnga, ca. 15 km p/ Itaimbé. Faz. Independência.",-39.575,-15.703333,NA,"BRA:UEFS:HUEFS:0000089275",NA,"Cordia glabrifolia M.Stapf"
"3",NA,"UEFS","HUEFS","45741","Cordia glabrifolia M.Stapf","Ehretiaceae","Cordia","glabrifolia","M.Stapf","M.N.S.Stapf","2012-08-01T00:00:00.000+0000","3401","França, F.",2000,5,28,"Brazil","Bahia","Ilhéus","Mata da Esperança. Próximo ao Banco da Vitória na Estrada Itabuna-Ilhéus.",-39.09,-14.775833,"Mata.","BRA:UEFS:HUEFS:0000045741",NA,"Cordia glabrifolia M.Stapf"
"4",NA,"NY","NY","02103692","Cordia glabrifolia M.Stapf","Ehretiaceae","Cordia","glabrifolia","M.Stapf","J. A. Kallunki",NA,"1723","J. G. Jardim",1998,3,28,"Brazil","Bahia",NA,"Ca. de 12 km do Distrito de Banco da VitÃ³ria na rodovia para o povoado de maria Jape. Faz. parque Arte Verde ca. de 1 km do povodao",-39.0490868076529,-14.7929067831182,NA,"3b32bb6f-0dba-49b7-acfd-5f51df3a85a2",NA,"Cordia glabrifolia M.Stapf"
"5",NA,"UEFS","HUEFS","36683","Cordia glabrifolia M.Stapf","Ehretiaceae","Cordia","glabrifolia","M.Stapf","M.N.S.Stapf","2012-08-01T00:00:00.000+0000","6002","Carvalho, A.M.de",1995,3,12,"Brazil","Bahia","Ilhéus","MATA DA ESPERANÇA. Ca. 2 Km NNE do Banco da Vitória, na estrada que corre na borda Oeste da Mata.",-39.091111,-14.777222,"Mata Higrófila Sul Baiana perturbada.","BRA:UEFS:HUEFS:0000036683",NA,"Cordia glabrifolia M.Stapf"
"6","2017-08-10T12:37:42.000+0000","JBRJ","RB","RB01350431","Cordia glabrifolia M.Stapf","Ehretiaceae","Cordia","glabrifolia","M.Stapf","M.N.S. de Stapf; T.R.S. Silva","2013-01-01T00:00:00.000+0000","3024","J.R. Pirani; J.A. Kallunki; I. Cordeiro; P.R.L. Moraes",1994,2,19,"Brazil","Espírito Santo","Conceição da Barra","Reserva Biológica do Córrego Grande (IBAMA), a 31 km de Pedro Canário (na Avenida Aracruz) e 6 km da Base do IBAMA",NA,NA,NA,"urn:catalog:JBRJ:RB:1350431",NA,"Cordia glabrifolia M.Stapf"
"7",NA,"UEFS","HUEFS","84053","Cordia glabrifolia M.Stapf","Ehretiaceae","Cordia","glabrifolia","M.Stapf","M.N.S.Stapf","2012-08-01T00:00:00.000+0000","1845","Folli, D.A.",1993,3,22,"Brazil","Espírito Santo","Linhares","Reserva Natural da CVRD, Estrada boleira.",NA,NA,"Mussunga.","BRA:UEFS:HUEFS:0000084053",NA,"Cordia glabrifolia M.Stapf"
"8",NA,"Reserva Natural Vale (CVRD)","CVRD","3188","Cordia glabrifolia M.Stapf","Ehretiaceae","Cordia","glabrifolia","M.Stapf","M.N.S. Stapf","2012-09-27T00:00:00.000+0000","420","Farias, G.L.",1991,4,22,"Brazil","Ba","PORTO SEGURO","Perto da casa do guarda.",NA,NA,"<ll>dwc_commonname:</ll> Cordia babosa","BRA:CVRD:CVRD:0000003188",NA,"Cordia glabrifolia M.Stapf"
"9",NA,"Cenargen","CEN","57464","Cordia glabrifolia M.Stapf","Ehretiaceae","Cordia","glabrifolia","M.Stapf","M. Stapf","2009-01-01T00:00:00.000+0000","1158","Domingos Antônio Folli",1990,7,3,"Brazil","Ba","PORTO SEGURO","Reserva Florestal da CVRD, Próximo à antiga casa de tábua.",NA,NA,"Doação do Banco Genético do Pau Brasil. Registro nº 126. Coleção de Referência. EMBRAPA, CEPLAC, VERACEL.","BRA:Cenargen:CEN:0000057464",NA,"Cordia glabrifolia M.Stapf"
"10",NA,"Cenargen","CEN","57296","Cordia glabrifolia M.Stapf","Ehretiaceae","Cordia","glabrifolia","M.Stapf","M. Stapf","2009-01-01T00:00:00.000+0000","686","Domingos Antônio Folli",1988,3,8,"Brazil","Ba","PORTO SEGURO","Reserva Florestal da CVRD, aceiro Fazenda Pedro Malacarne.",NA,NA,"Doação do Banco Genético do Pau Brasil. Registro nº 127. Coleção de Referência. EMBRAPA, CEPLAC, VERACEL.","BRA:Cenargen:CEN:0000057296",NA,"Cordia glabrifolia M.Stapf"
"11","2017-10-15T09:57:46.000+0000","JBRJ","RB","RB00496280","Cordia glabrifolia M.Stapf","Ehretiaceae","Cordia","glabrifolia","M.Stapf","M.N.S. Stapf",NA,"17201","R.M. Harley",1974,3,19,"Brazil","Bahia","Porto Seguro","Pau Brasil Biological Reserve, 17 Km. West from Porto Seguro on road to Eunapolis. Coastal rain foret.",-39.2,-16.416667,"Shrub to 4 m. Leaves very coriaceous, rather glossy above, bright green, paler beneath. Calyx whitish-green, corolla white","urn:catalog:JBRJ:RB:496280",NA,"Cordia glabrifolia M.Stapf"
"12","2014-07-22T17:45:33.000+0000","JBRJ","RB","RB00496281","Cordia glabrifolia M.Stapf","Ehretiaceae","Cordia","glabrifolia","M.Stapf","M.N.S.Stapf",NA,"17350","R.M. Harley",1974,3,24,"Brazil","Bahia","Belmonte","24 kM S.W. of Belmonte on road to Itapebi. High evergreen restinga forest, low restinga and damp open areas on whitr sand.",-39.05,-16,"Shrub to 2 m tall. Leaves bright green, glossy above. Calyx pale green. Corola white. Fruit dark green","urn:catalog:JBRJ:RB:496281",NA,"Cordia glabrifolia M.Stapf"
"13",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","33869","Cordia glabrifolia M.Stapf","Ehretiaceae","Cordia","glabrifolia","M.Stapf","M. N. S. Stapf",NA,"1723","L. A. M. Silva",NA,NA,NA,"Brazil","Bahia","ILHÉUS","Km 3 da estr. Olivença/Vila Brasil, entrada de ramal a esq. (prox. Faz. Cururupitanga).",NA,NA,"Ambiente: Piacaval associado ao Capoeirão. Solo silico-argiloso. Habito: Arbusto, 1,50m.","BRA:CEPLAC:CEPEC:0000033869",NA,"Cordia glabrifolia M.Stapf"
"14",NA,"UEFS","HUEFS","36221","Cordia glabrifolia M.Stapf","Ehretiaceae","Cordia","glabrifolia","M.Stapf","M.N.S.Stapf","2012-07-01T00:00:00.000+0000","1845","Folli, D.A.",1993,3,22,"Brazil","Espírito Santo","Linhares","Reserva Florestal de Linhares. Estrada: Boleira. próximo a porteira.",NA,NA,"Mussurunga.","BRA:UEFS:HUEFS:0000036221",NA,"Cordia glabrifolia M.Stapf"
