"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","identificationQualifier","infraspecificEpithet","typeStatus","fieldNumber","comments","bibliographicCitation"
"1",NA,"Reserva Natural Vale (CVRD)","CVRD","9726","Cordia fusca M.Stapf","Ehretiaceae","Cordia","fusca","M.Stapf","Domingos A. Folli","2006-08-15T00:00:00.000+0000","346","Luz, A.A. da",2006,8,15,"Brazil","Mg","AIMORÉS",NA,NA,NA,"<ll>dwc_commonname:</ll> Manemenem","BRA:CVRD:CVRD:0000009726","Cordia fusca M.Stapf",NA,NA,NA,NA,NA,NA
"2",NA,"UEFS","HUEFS","103195","Cordia fusca M.Stapf","Ehretiaceae","Cordia","fusca","M.Stapf","M.N.S.Stapf","2007-10-01T00:00:00.000+0000","521","Stapf, M.N.S.",2005,10,29,"Brazil","Minas Gerais","Rio Novo","Estrada Rio Novo - Nepomuceno. Capoeira.",NA,NA,NA,"BRA:UEFS:HUEFS:0000103195","Cordia fusca M.Stapf",NA,NA,NA,NA,NA,NA
"3",NA,"NY","NY","1163874","Cordia fusca M.Stapf","Ehretiaceae","Cordia","fusca","M.Stapf",NA,NA,"521","M. N. SÃ¡nchez de Stapf",2005,10,29,"Brazil","Minas Gerais",NA,"Estrada Rio Novo, Nepomuceno. Capoeira",-43.1254612137361,-21.4613359787619,NA,"6c5e90e8-1ea8-4323-bdc3-e36f42b83894","Cordia fusca M.Stapf",NA,NA,NA,NA,NA,NA
"4",NA,"UEFS","HUEFS","79348","Cordia fusca M.Stapf","Ehretiaceae","Cordia","fusca","M.Stapf","M.N.S.Stapf","2007-10-01T00:00:00.000+0000","376","França, G.S.",2003,8,13,"Brazil","Minas Gerais","Dionísio","Morro do Gavião",-42.551944,-19.834167,NA,"BRA:UEFS:HUEFS:0000079348","Cordia fusca M.Stapf",NA,NA,NA,NA,NA,NA
"5","2014-07-22T18:38:54.000+0000","JBRJ","RB","RB00502535","Cordia fusca M.Stapf","Ehretiaceae","Cordia","fusca","M.Stapf","M.N.S. Stapf",NA,"6105","Lima, H.C. de",2003,8,10,"Brazil","Rio de Janeiro","Petrópolis","Itaipava, Vale do Sossego, Condominio Vale do Sossego, próximo a casa nº 555. Fragmento de Matra de encosta degradada.",NA,NA,"Arvoreta com 4 metros de altura, botões fusco tomentosos, flores com corola alvo-esverdeada. Ocasional rebrotando após corte. Inflorescência em alcool.","urn:catalog:JBRJ:RB:502535","Cordia fusca M.Stapf",NA,NA,NA,NA,NA,NA
"6",NA,"UEFS","HUEFS","84690","Cordia fusca M.Stapf","Ehretiaceae","Cordia","fusca","M.Stapf","M.N.S.Stapf","2012-07-01T00:00:00.000+0000","1653","Mota, R.C.",2002,3,28,"Brazil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce",NA,NA,"Mata semidecídua.","BRA:UEFS:HUEFS:0000084690","Cordia fusca M.Stapf",NA,NA,NA,NA,NA,NA
"7","2014-07-22T18:38:54.000+0000","JBRJ","RB","RB00502534","Cordia fusca M.Stapf","Ehretiaceae","Cordia","fusca","M.Stapf","M.N.S. Stapf",NA,"554","R.M. Castro",2001,7,21,"Brazil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama.",NA,NA,"Árvore com 6 metros de altura, frutos verdes, á beira da mata ciliar do Ribeirão do Grama.","urn:catalog:JBRJ:RB:502534","Cordia fusca M.Stapf",NA,NA,NA,NA,NA,NA
"8",NA,"Reserva Natural Vale (CVRD)","CVRD","2852","Cordia fusca M.Stapf","Ehretiaceae","Cordia","fusca","M.Stapf","M.N.S. Stapf","2012-09-27T00:00:00.000+0000","231","Menandro, M.S.",1990,7,23,"Brazil","Mg","SERRA AZUL DE MINAS","Folhas pilosas, discolores com face superior mais escura e mais áspera, flores com cálice verde e anteras brancas. Parcela A2-F5 do Ensaio Man. flor.",NA,NA,"<ll>dwc_commonname:</ll> Manemenem","BRA:CVRD:CVRD:0000002852","Cordia fusca M.Stapf",NA,NA,NA,NA,NA,NA
"9",NA,"UEFS","HUEFS","84061","Cordia fusca M.Stapf","Ehretiaceae","Cordia","fusca","M.Stapf","M.N.S.Stapf","2012-07-01T00:00:00.000+0000","224","Menandro, M.S.",1990,7,29,"Brazil","Minas Gerais","Serra Azul de Minas","Fazenda Gurita",NA,NA,"Capoeira.","BRA:UEFS:HUEFS:0000084061","Cordia fusca M.Stapf",NA,NA,NA,NA,NA,NA
"10",NA,"Reserva Natural Vale (CVRD)","CVRD","2845","Cordia fusca M.Stapf","Ehretiaceae","Cordia","fusca","M.Stapf","M.N.S. Stapf","2012-09-27T00:00:00.000+0000","224","Menandro, M.S.",1990,7,29,"Brazil","Mg","SERRA AZUL DE MINAS","Folhas pilosas, com face superior mais escuro e mais áspera; cálice persistente de cor verde.",NA,NA,"<ll>dwc_commonname:</ll> Manemenem","BRA:CVRD:CVRD:0000002845","Cordia fusca M.Stapf",NA,NA,NA,NA,NA,NA
"11",NA,"UnB","UB","17296","Cordia fusca M.Stapf","Ehretiaceae","Cordia","fusca","M.Stapf","Stapf, M",NA,"15101","Heringer, EP; Eiten, G",1975,9,20,"Brazil","Minas Gerais","Marliéria","Parque Estadual Rio Doce. On peninsula at Lake Helvécio. Near hotel",-42.6,-19.766667,"Trunk 56 cm circunference at breast height.; Tree 5m; In secondary forest.","BRA:UnB:UB:0000017296","Cordia fusca M.Stapf",NA,NA,NA,NA,NA,NA
"12",NA,"UFPI","TEPB","28747","Cordia fusca M.Stapf","Ehretiaceae","Cordia","fusca","M.Stapf","Stapf, M.",NA,"15101","E. P. Heringer",NA,NA,NA,"Brazil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce",-42.433333,-19.766667,"Tree 5m tall, trunk 56 cm circumference at breast height","BRA:UFPI:TEPB:0000028747","Cordia fusca M.Stapf",NA,NA,NA,NA,NA,NA
