"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","infraspecificEpithet","comments"
"1",NA,"Instituto Federal de Educação, Ciência e Tecnologia (IFAM)","EAFM","16670","Ocotea minor Vicentini",NA,"Lauraceae","Ocotea","minor","Vicentini","Gomes, A.C.S.","2017-10-20T00:00:00.000+0000",NA,"32",NA,"Antonio, A da S; Silva, J.A.C. da",2017,6,7,"Brazil","Amazonas","Manaus","ARIE-PDBFF Estrada ZF-3 Sítio amostral Km 37 Parce",-59.789944,-2.445722,"DAP 23 mm; Terra Firme ; HA","BRA:IFAM - CMZL:EAFM:0000016670",NA,"Ocotea minor Vicentini",NA,NA
"2",NA,"Instituto Federal de Educação, Ciência e Tecnologia (IFAM)","EAFM","16660","Ocotea minor Vicentini",NA,"Lauraceae","Ocotea","minor","Vicentini","Gomes, A.C.S.","2017-10-14T00:00:00.000+0000",NA,"22",NA,"Antonio, A da S; Silva, J.A.C. da",2017,6,6,"Brazil","Amazonas","Manaus","ARIE-PDBFF Estrada ZF-3 Sítio amostral Km 37 Parce",-59.78975,-2.447083,"DAP 60 mm; Terra Firme ; HA","BRA:IFAM - CMZL:EAFM:0000016660",NA,"Ocotea minor Vicentini",NA,NA
"3",NA,"Instituto Federal de Educação, Ciência e Tecnologia (IFAM)","EAFM","16675","Ocotea minor Vicentini",NA,"Lauraceae","Ocotea","minor","Vicentini","Gomes, A.C.S.","2017-10-14T00:00:00.000+0000",NA,"37",NA,"Antonio, A da S; Silva, J.A.C. da",2017,6,7,"Brazil","Amazonas","Manaus"," ARIE-PDBFF Estrada ZF-3 Sítio amostral Km 37 Parc",-59.790167,-2.446389,"DAP 38 mm; Terra Firme ; HA","BRA:IFAM - CMZL:EAFM:0000016675",NA,"Ocotea minor Vicentini",NA,NA
"4",NA,"Instituto Federal de Educação, Ciência e Tecnologia (IFAM)","EAFM","16672","Ocotea minor Vicentini",NA,"Lauraceae","Ocotea","minor","Vicentini","Vicentini, A.","2017-10-14T00:00:00.000+0000",NA,"34",NA,"Antonio, A da S; Silva, J.A.C. da",2017,6,7,"Brazil","Amazonas","Manaus"," ARIE-PDBFF Estrada ZF-3 Sítio amostral Km 37 Parc",-59.788167,-2.445889,"DAP 18 mm; Terra Firme ; HA","BRA:IFAM - CMZL:EAFM:0000016672",NA,"Ocotea minor Vicentini",NA,NA
"5",NA,"Instituto Federal de Educação, Ciência e Tecnologia (IFAM)","EAFM","16226","Ocotea minor Vicentini",NA,"Lauraceae","Ocotea","minor","Vicentini","Ramos, J.; Alves, R.P.; Levis, C.","2017-02-01T00:00:00.000+0000",NA,"202",NA,"Alves, R.P.; Levis, C.; Ferreira, M.J. & Brasil, I.",2015,11,23,"Brazil","Pará","Belterra","FLONA Tapajós, Parcela PPBio 2450",-55.5557,-3.413969,"raiz base com um prolongamento; fuste cilindrica, levemente tortuosa, com lenticelas, com marcas horizontais, protuberâncias arrendondadas; corte casca interna: marrom avermelhada, laranja, alburno: amarelo claro; altura estimada: 16 metros; Floresta; HA","BRA:IFAM - CMZL:EAFM:0000016226",NA,"Ocotea minor Vicentini",NA,NA
"6",NA,"UNEMAT","HERBAM","7858","Ocotea minor Vicentini",NA,"Lauraceae","Ocotea","minor","Vicentini","Brotto, ML","2017-05-31T00:00:00.000+0000",NA,"Preto 1295460",NA,"Soares, CRA; Barros, M; Zanin, MAS; Zanin, HRW",2012,3,8,"Brazil","Pará","Jacareacanga","Afloramento Rochoso.",-56.777222,-9.353333,"UHE Teles Pires","BRA:UNEMAT:HERBAM:0000007858",NA,"Ocotea minor Vicentini",NA,NA
"7",NA,"UNEMAT","HERBAM","8651","Ocotea minor Vicentini",NA,"Lauraceae","Ocotea","minor","Vicentini","Apóstolo, P","2012-06-25T00:00:00.000+0000",NA,"Rosa 1676703",NA,"Soares, CRA; Zanin, HRW; Bitencourt, EF; Damasceno, ASV",2012,6,18,"Brazil","Mato Grosso","Paranaíta","Afloramento rochoso.",-56.779444,-9.357222,"UHE Teles Pires","BRA:UNEMAT:HERBAM:0000008651",NA,"Ocotea minor Vicentini",NA,NA
"8",NA,"Instituto Federal de Educação, Ciência e Tecnologia (IFAM)","EAFM","15302","Ocotea minor Vicentini",NA,"Lauraceae","Ocotea","minor","Vicentini","Marra, D.M.","2012-08-24T00:00:00.000+0000",NA,"919",NA,"Marra, D.M.; Neves, A.F. & Souza, I.G.",2012,8,24,"Brazil","Amazonas","Manaus, Presidente Figueiredo","Ramal ZF5 (SUFRAMA), BR-174, Km 83, Parcelas permanentes instaladas ao longo de transectos que cruzam uma floresta de terra-firme (ca. 900 hectares) atingida por uma tempestade de vento ocorrida no ano de 1996",-60.290139,-2.438503,"árvore, DAP = 25.5 cm; Floresta de terra-firme ; HA","BRA:IFAM - CMZL:EAFM:0000015302",NA,"Ocotea minor Vicentini",NA,NA
"9",NA,"Instituto Federal de Educação, Ciência e Tecnologia (IFAM)","EAFM","14694","Ocotea minor Vicentini",NA,"Lauraceae","Ocotea","minor","Vicentini","Marra, D.M.","2011-05-23T00:00:00.000+0000",NA,"311",NA,"Marra, D.M.; Neves, A.F. & Souza, I.G.",2011,5,23,"Brazil","Amazonas","Manaus, Presidente Figueiredo","Ramal ZF5 (SUFRAMA), BR-174, Km 83, Parcelas permanentes instaladas ao longo de transectos que cruzam uma floresta de terra-firme (ca. 900 hectares) atingida por uma tempestade de vento ocorrida no ano de 1996",-60.304928,-2.413075,"árvore, DAP = 12.5 cm; Floresta de terra-firme ; HA","BRA:IFAM - CMZL:EAFM:0000014694",NA,"Ocotea minor Vicentini",NA,NA
"10",NA,"Instituto Federal de Educação, Ciência e Tecnologia (IFAM)","EAFM","14987","Ocotea minor Vicentini",NA,"Lauraceae","Ocotea","minor","Vicentini","Marra, D.M.","2011-06-11T00:00:00.000+0000",NA,"604",NA,"Marra, D.M.; Neves, A.F. & Souza, I.G.",2011,6,11,"Brazil","Amazonas","Manaus, Presidente Figueiredo","Ramal ZF5 (SUFRAMA), BR-174, Km 83, Parcelas permanentes instaladas ao longo de transectos que cruzam uma floresta de terra-firme (ca. 900 hectares) atingida por uma tempestade de vento ocorrida no ano de 1996",-60.293039,-2.423797,"árvore, DAP = 27.8 cm; Floresta de terra-firme ; HA","BRA:IFAM - CMZL:EAFM:0000014987",NA,"Ocotea minor Vicentini",NA,NA
