"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","177343","Rhodostemonodaphne negrensis Madriñán","Lauraceae","Rhodostemonodaphne","negrensis","Madriñán","Madriñán, S.R.",NA,NA,"816","Mike Hopkins",1995,1,30,"Brazil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, Na bordadura da floresta, na entrada da Reserva próximo a guarita.",-59.97,-2.883333,NA,"urn:catalog:inpa:herbarium:201510",NA,"Rhodostemonodaphne negrensis Madriñán"
"2",NA,"NY","NY","01203277","Rhodostemonodaphne negrensis Madriñán","Lauraceae","Rhodostemonodaphne","negrensis","Madriñán","S. R. MadriÃ±Ã¡n","1996-01-01T00:00:00.000+0000",NA,"816","A. Vicentini",1995,1,30,"Brazil","Amazonas",NA,"Na bordadura da floresta, na entrada da Reserva prÃ³ximo a guarita.",-59.966667,-2.883333,NA,"8de3c319-eab9-4e4b-ab6b-cf4aa4b06de4",NA,"Rhodostemonodaphne negrensis Madriñán"
"3",NA,"Instituto de Botânica, IBT","SP","276990","Rhodostemonodaphne negrensis Madriñán","Lauraceae","Rhodostemonodaphne","negrensis","Madriñán","Madriñán, S","2004-01-01T00:00:00.000+0000","PARATYPE","628","Vicentini, A; et al.",1994,7,19,"Brazil","Amazonas","Manaus","Reserva Florestal Ducke, Manaus-Itacoatiara, km 26, na bordadura da floresta, na entrada da Reserva próximo a guarita",0,0,NA,"BRA:IBt:SP:0000276990",NA,"Rhodostemonodaphne negrensis Madriñán"
"4","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","177320","Rhodostemonodaphne negrensis Madriñán","Lauraceae","Rhodostemonodaphne","negrensis","Madriñán","Madriñán, S.R.","1996-01-01T00:00:00.000+0000",NA,"628","Mike Hopkins",1994,7,19,"Brazil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, Na bordadura da floresta, na entrada da Reserva próximo a guarita.",-59.97,-2.883333,NA,"urn:catalog:inpa:herbarium:201318",NA,"Rhodostemonodaphne negrensis Madriñán"
"5",NA,"NY","NY","01203276","Rhodostemonodaphne negrensis Madriñán","Lauraceae","Rhodostemonodaphne","negrensis","Madriñán","S. R. MadriÃ±Ã¡n","1996-01-01T00:00:00.000+0000",NA,"628","A. Vicentini",1994,7,19,"Brazil","Amazonas",NA,"Na bordadura da floresta, na entrada da Reserva prÃ³ximo a guarita.",-59.966667,-2.883333,NA,"bc350629-e5df-4228-b2ac-92c11a9d5f0b",NA,"Rhodostemonodaphne negrensis Madriñán"
"6",NA,"NY","NY","01203274","Rhodostemonodaphne negrensis Madriñán","Lauraceae","Rhodostemonodaphne","negrensis","Madriñán","S. R. MadriÃ±Ã¡n","1996-01-01T00:00:00.000+0000",NA,"5457","D. C. Daly",1987,10,18,"Brazil","Amazonas",NA,"Rio Negro, just above confluence with RÃ­o UaupÃ©s, left (E) bank, trail toward Serra do CarapanÃ¡",-67.266667,0.083333,NA,"dd17b16c-bdc6-4a99-923d-d4ef15a58d42",NA,"Rhodostemonodaphne negrensis Madriñán"
"7","2016-11-22T16:42:03.000+0000","JBRJ","RB","RB00134724","Rhodostemonodaphne negrensis Madriñán","Lauraceae","Rhodostemonodaphne","negrensis","Madriñán","H.L. Ribeiro",NA,"PARATYPE","5457","D.C. Daly; D.W. Stevenson, P.J. M. Maas, J. Guedes, R.P. Lima",1987,10,18,"Brazil","Amazonas","São Gabriel da Cachoeira","Rio Negro, just above confluence with Rio Uaupés, E bank, trail toward Serra do Carapaná.",-67.266667,0.083333,"Tree 12 m. cupule red, fruit green, rare in high caatinga","urn:catalog:JBRJ:RB:134724",NA,"Rhodostemonodaphne negrensis Madriñán"
"8","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","165825","Rhodostemonodaphne negrensis Madriñán","Lauraceae","Rhodostemonodaphne","negrensis","Madriñán","Moraes, P.L.R. de","2004-01-27T00:00:00.000+0000",NA,"179","Mike Hopkins",1987,11,17,"Brazil",NA,NA,"Rio Uaupés, local chamado Ipanoré, uma hora de motor de popa acima de Taraquá. Estrada para Urubuquara. Caatinga.",-68.8,-0.3,NA,"urn:catalog:inpa:herbarium:76849",NA,"Rhodostemonodaphne negrensis Madriñán"
"9","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","49462","Rhodostemonodaphne negrensis Madriñán","Lauraceae","Rhodostemonodaphne","negrensis","Madriñán","Vicentini, A.","1997-12-01T00:00:00.000+0000",NA,"23447","Mike Hopkins",1975,5,31,"Brazil","Amazonas",NA,"BR174, km 44, EEST, Reserva Experimental do INPA, Manaus-Caracaraí, km 60",NA,NA,NA,"urn:catalog:inpa:herbarium:143993",NA,"Rhodostemonodaphne negrensis Madriñán"
"10","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","45590","Rhodostemonodaphne negrensis Madriñán","Lauraceae","Rhodostemonodaphne","negrensis","Madriñán","Vicentini, A.","1997-12-01T00:00:00.000+0000",NA,"21660","Mike Hopkins",1974,8,15,"Brazil","Amazonas",NA,"BR-174, km 44, Campina 3km west EEST, 3 km, west of Reserva Experimental Station of INPA, km 60, Manaus-Caracarai road",NA,NA,NA,"urn:catalog:inpa:herbarium:143134",NA,"Rhodostemonodaphne negrensis Madriñán"
"11","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","46810","Rhodostemonodaphne negrensis Madriñán","Lauraceae","Rhodostemonodaphne","negrensis","Madriñán","Vicentini, A.","1997-12-01T00:00:00.000+0000",NA,"INPA46810","Mike Hopkins",1974,NA,NA,"Brazil","Amazonas",NA,"Estrada Manaus-Caracaraí, km 60",NA,NA,NA,"urn:catalog:inpa:herbarium:26820",NA,"Rhodostemonodaphne negrensis Madriñán"
"12",NA,"NY","NY","01203270","Rhodostemonodaphne negrensis Madriñán","Lauraceae","Rhodostemonodaphne","negrensis","Madriñán","S. R. Madriñán","1996-01-01T00:00:00.000+0000",NA,"17721","G. T. Prance",1973,9,11,"Brazil","Amazonas",NA,"Rio Cuieras, above mouth of Rio Brancinho",-60.320089,-2.545115,NA,"55f33b06-ba06-4c4b-94bd-0f1ac41b78f9",NA,"Rhodostemonodaphne negrensis Madriñán"
"13",NA,"NY","NY","01203271","Rhodostemonodaphne negrensis Madriñán","Lauraceae","Rhodostemonodaphne","negrensis","Madriñán","S. R. Madriñán","1996-01-01T00:00:00.000+0000",NA,"15860","G. T. Prance",1971,10,30,"Brazil","Amazonas",NA,"Road from Camanaus to Uaupés airport",-66.9659,-0.150029,NA,"b493ac65-6dfc-483f-ac52-3700277740f7",NA,"Rhodostemonodaphne negrensis Madriñán"
"14",NA,"NY","NY","01203273","Rhodostemonodaphne negrensis Madriñán","Lauraceae","Rhodostemonodaphne","negrensis","Madriñán","S. R. MadriÃ±Ã¡n","1996-01-01T00:00:00.000+0000",NA,"2181","G. T. Prance",1966,9,6,"Brazil","Amazonas",NA,"Manaus-Itacoatiara Highway. Reserva Florestal Ducke, Km 26. Forest on terra firme, clay soil.",-59.928188,-2.95487,NA,"e6ee237c-4427-409a-821f-5362af07bf45",NA,"Rhodostemonodaphne negrensis Madriñán"
"15","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","15691","Rhodostemonodaphne negrensis Madriñán","Lauraceae","Rhodostemonodaphne","negrensis","Madriñán","Vicentini, A.","2004-03-01T00:00:00.000+0000",NA,"7029","Mike Hopkins",1965,8,10,"Brazil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke, Q 1, ao lado da A-104",-59.97,-2.883333,NA,"urn:catalog:inpa:herbarium:161994",NA,"Rhodostemonodaphne negrensis Madriñán"
"16",NA,"NY","NY","01203275","Rhodostemonodaphne negrensis Madriñán","Lauraceae","Rhodostemonodaphne","negrensis","Madriñán","S. R. MadriÃ±Ã¡n","1996-01-01T00:00:00.000+0000",NA,"7029","W. A. Rodrigues",1965,8,10,"Brazil","Amazonas",NA,"Reserva Florestal Ducke, Q 1, ao lado da A-104",-59.928188,-2.95487,NA,"130ecfe3-73a3-41e6-8c26-de0d7169b44e",NA,"Rhodostemonodaphne negrensis Madriñán"
"17",NA,"NY","NY","01203279","Rhodostemonodaphne negrensis Madriñán","Lauraceae","Rhodostemonodaphne","negrensis","Madriñán","S. R. MadriÃ±Ã¡n","1996-01-01T00:00:00.000+0000",NA,"5038","B. A. Krukoff",1933,6,27,"Brazil","Amazonas",NA,NA,0,0,NA,"26c42d72-bec0-4041-a53a-ffecb3aa86e2",NA,"Rhodostemonodaphne negrensis Madriñán"
