"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","fieldNumber","comments"
"1",NA,"UNEMAT","HERBAM","7475","Endlicheria lhotzkyi Mez","Lauraceae","Endlicheria","lhotzkyi","Mez","Silva, DR","2012-07-05T00:00:00.000+0000",NA,"Preto 725006","Soares, CRA; Piva, JH; Matos, DL; Zanin, HRW",2012,1,5,"Brazil","Mato Grosso","Paranaíta","Floresta Ombrófila Aberta.",-56.814722,-9.336944,"UHE Teles Pires","BRA:UNEMAT:HERBAM:0000007475",NA,"Endlicheria lhotzkyi Mez",NA,NA,NA,NA
"2",NA,"Cenargen","CEN","99087","Endlicheria lhotzkyi Mez","Lauraceae","Endlicheria","lhotzkyi","Mez","J. B. Bringel",NA,NA,"13730","Glocimar Pereira-Silva",2008,9,4,"Brazil","To","BARRA DO OURO","Fazenda Santa Rosa, córrego Bacabal.",-47.704444,-7.732222,"Mata ciliar de pequeno curso d'água.","BRA:Cenargen:CEN:0000099087",NA,"Endlicheria lhotzkyi Mez",NA,NA,NA,NA
"3",NA,"IF","SPSF","42934","Endlicheria lhotzkyi Mez","Lauraceae","Endlicheria","lhotzkyi","Mez","J.B.Baitello","2010-03-29T00:00:00.000+0000",NA,"521","D.Stefanello & C.Fernandes-Bulhão",2004,10,9,"Brazil","Mt","Nova Araguarina","Fazenda Nova Canaã",NA,NA,"COLETA: Campo úmido próximo à beira de rio.&nf;Árvore 7m altura; casca lisa, entrecasca branco amarelada com cheiro forte de canela, frutos jovens verdes, com base vermelha.; GEOGRAFIA: Mata Ciliar do Rio Pindaíba.;","BRA:IF:SPSF:0000042934",NA,"Endlicheria lhotzkyi Mez",NA,NA,NA,NA
"4",NA,"Universidade Estadual Paulista, UNESP","HRCB","36337","Endlicheria lhotzkyi Mez","Lauraceae","Endlicheria","lhotzkyi","Mez","Ivanauskas, N.M.","2000-07-01T00:00:00.000+0000",NA,"4276","Ivanauskas, N.M.",2000,2,17,"Brazil","Mato Grosso","Gaúcha do Norte","Beira do Rio Pacuneiro",-53.366667,-13.2,"Árvore de 3m, em área inundável. Flores em botão.","BRA:UNESPRC:HRCB:0000036337",NA,"Endlicheria lhotzkyi Mez",NA,NA,NA,NA
"7",NA,"UnB","UB","150049","Endlicheria lhotzkyi Mez","Lauraceae","Endlicheria","lhotzkyi","Mez","Moraes, PLR","2004-01-01T00:00:00.000+0000",NA,"621","Soares, EA",2000,3,23,"Brazil","Tocantins","Porto Nacional","Região do Ribeirão Areias",0,0,"Arborea, pétalas creme, estames amarelos, lotões verdes, aprox. 3,5m; Cerrado em margem de mata ciliar","BRA:UnB:UB:0000150049",NA,"Endlicheria lhotzkyi Mez",NA,NA,NA,NA
"8",NA,"UnB","UB","150048","Endlicheria lhotzkyi Mez","Lauraceae","Endlicheria","lhotzkyi","Mez","Moraes, PLR","2004-01-01T00:00:00.000+0000",NA,"6601","Árbocz, GF",1999,2,5,"Brazil","Tocantins","Miracema do Tocantins","Acesso à Fazenda do Sérgio, saindo à direita na estrada que vai do córrego Santa Luzia a Barrolândia",0,0,"Árvore 2,5m, folhas discolores com verso dourado, flores esverdeadas; Mata de galeria, com pequeno corrego no meio","BRA:UnB:UB:0000150048",NA,"Endlicheria lhotzkyi Mez",NA,NA,NA,NA
"9",NA,"IF","SPSF","42938","Endlicheria lhotzkyi Mez","Lauraceae","Endlicheria","lhotzkyi","Mez","J.B.Baitello","2010-03-29T00:00:00.000+0000",NA,"BS-221","B.S.Marimon",1999,3,11,"Brazil","Mt","Nova Xavantina","Estação Biológica Mario Viana",-52.359444,-14.72,"COLETA: Mata de Galeria&nf;Solo argiloso e úmido com grande ocorrencia de raizes. &nf;Arbusto 4m; quase deitado sobre rochas de quartzito.Corola cor creme.; GEOGRAFIA: Margem do Córrego Bacaba, 150m em direção à cachoeira.&nf;.;","BRA:IF:SPSF:0000042938",NA,"Endlicheria lhotzkyi Mez",NA,NA,NA,NA
"10",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA071223","Endlicheria lhotzkyi Mez","Lauraceae","Endlicheria","lhotzkyi","Mez","Baitello, J.B.",NA,NA,"4073b","Ivanauskas, N.M.",1999,8,13,"Brazil","Mato Grosso","Gaúcha do Norte",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA071223",NA,"Endlicheria lhotzkyi Mez",NA,NA,NA,NA
"11",NA,"UnB","UB","150047","Endlicheria lhotzkyi Mez","Lauraceae","Endlicheria","lhotzkyi","Mez","Moraes, PLR","2004-01-01T00:00:00.000+0000",NA,"6028","Árbocz, GF",1998,8,12,"Brazil","Tocantins","Ipueiras","Pantano do Papagaio, Fazenda Coal, margem da lagoa da Palha",0,0,"Árvore 4m, flolhas com verso prateado, frutos imaturos verdes com cúpula vermelha; Mata ciliar","BRA:UnB:UB:0000150047",NA,"Endlicheria lhotzkyi Mez",NA,NA,NA,NA
"12","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","176845","Endlicheria lhotzkyi Mez","Lauraceae","Endlicheria","lhotzkyi","Mez","Chanderbali, A.","2001-01-01T00:00:00.000+0000",NA,"2540","Mac̻do, M",1990,6,22,"Brazil","Mato Grosso",NA,"Tangará da Serra, Fazenda Camaran. Margem direita do Rio Juba.",-57.5,-14.625597,NA,"urn:catalog:inpa:herbarium:93728",NA,"Endlicheria lhotzkyi Mez",NA,NA,NA,NA
"13","2013-03-03T05:26:00.000+0000","MO","MO","3245045","Endlicheria lhotzkyi Mez","Lauraceae","Endlicheria","lhotzkyi","Mez","H.d Werff","2006-01-01T00:00:00.000+0000",NA,"Onishi 922","Eunice Onishi",1969,2,12,"Brazil",NA,NA,"Mpio de Xavantina. A campamento da Expediçao Ingless.",-51.86666,-12.56666,NA,"urn:catalog:MO:Tropicos:3245045","http://www.tropicos.org/Specimen/3245045","Endlicheria lhotzkyi Mez",NA,NA,NA,NA
"14",NA,"NY","NY","00917973","Endlicheria lhotzkyi Mez","Lauraceae","Endlicheria","lhotzkyi","Mez","A. S. Chanderbali",NA,NA,"840","J. A. Ratter",1968,4,6,"Brazil","Mato Grosso",NA,"Near the Base Camp of the Expedition. Close to the  Xavantina-SÃ£o Felix road ca. 275km N of Xavantina",-51.87,-12.9,NA,"75e62100-3edc-418a-9399-17d96527c1fc",NA,"Endlicheria lhotzkyi Mez",NA,NA,NA,NA
"16",NA,"NY","NY","00917974","Endlicheria lhotzkyi Mez","Lauraceae","Endlicheria","lhotzkyi","Mez","A. S. Chanderbali",NA,NA,"R1278","J. A. Ratter",1968,5,4,"Brazil","Mato Grosso",NA,"6 km S of the Base Camp of the Expedition. (Base camp, c. 270 km N of Xavantina)",-51.87,-12.9,NA,"bd6c6c54-013f-4383-be85-62ad6cadc0cf",NA,"Endlicheria lhotzkyi Mez",NA,NA,NA,NA
"17",NA,"UnB","UB","92504","Endlicheria lhotzkyi Mez","Lauraceae","Endlicheria","lhotzkyi","Mez","Teixeira, BC",NA,NA,"1278","Ratter, JA",1968,5,4,"Brazil","Mato Grosso",NA,"Base Camp",0,0,NA,"BRA:UnB:UB:0000092504",NA,"Endlicheria lhotzkyi Mez",NA,NA,NA,NA
"19","2013-03-03T14:34:00.000+0000","MO","MO","1560190","Endlicheria lhotzkyi Mez","Lauraceae","Endlicheria","lhotzkyi","Mez","A. Chanderbali (MO)","2001-01-01T00:00:00.000+0000",NA,"Souza 1278","R. Souza|A. Ferreira",1968,5,4,"Brazil","Mato Grosso",NA,"Near the Base Camp of the Expedition ca. 270 km N of Xavantina.",-51.86666,-12.9,NA,"urn:catalog:MO:Tropicos:1560190","http://www.tropicos.org/Specimen/1560190","Endlicheria lhotzkyi Mez",NA,NA,NA,NA
"20",NA,NA,"Botany","U.1359817","Endlicheria lhotzkyi Mez","Lauraceae","Endlicheria","lhotzkyi","Mez","Chanderbali A",NA,NA,NA,"Ratter JA; Souza R; Ferreira A",1968,5,4,"Brazil","Mato Grosso",NA,NA,-51.866667,-12.9,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1359817",NA,"Endlicheria lhotzkyi Mez",NA,NA,NA,NA
"22",NA,"UnB","UB","92503","Endlicheria lhotzkyi Mez","Lauraceae","Endlicheria","lhotzkyi","Mez","Teixeira, BC",NA,NA,"1944","Ratter, JA",1968,6,NA,"Brazil","Mato Grosso",NA,"8km ao NE de Base Camp",0,0,NA,"BRA:UnB:UB:0000092503",NA,"Endlicheria lhotzkyi Mez",NA,NA,NA,NA
"23",NA,"NY","NY","00917972","Endlicheria lhotzkyi Mez","Lauraceae","Endlicheria","lhotzkyi","Mez","A. S. Chanderbali",NA,NA,"R1944","J. A. Ratter",1968,6,25,"Brazil","Mato Grosso",NA,"8 km. NE of the Base Camp of the Expedition.  (Base Camp c. 270 km. N. of Xavantina)",-51.87,-12.9,NA,"67f02730-0c0f-482d-888a-35fc91c1a674",NA,"Endlicheria lhotzkyi Mez",NA,NA,NA,NA
"24",NA,"UnB","UB","92500","Endlicheria lhotzkyi Mez","Lauraceae","Endlicheria","lhotzkyi","Mez","Kew",NA,NA,"6712","Argent, GCG",1968,8,NA,"Brazil","Mato Grosso",NA,"Base Camp",0,0,NA,"BRA:UnB:UB:0000092500",NA,"Endlicheria lhotzkyi Mez",NA,NA,NA,NA
"28",NA,"NY","NY","00917969","Endlicheria lhotzkyi Mez","Lauraceae","Endlicheria","lhotzkyi","Mez","A. S. Chanderbali",NA,NA,"6871","P. W. Richards",1968,9,9,"Brazil","Mato Grosso",NA,"Base Camp Transect 1 (continuation).",-51.77,-12.82,NA,"d6fa51f4-a248-482a-ac0d-fdff28f55d11",NA,"Endlicheria lhotzkyi Mez",NA,NA,NA,NA
"29",NA,"UnB","UB","92502","Endlicheria lhotzkyi Mez","Lauraceae","Endlicheria","lhotzkyi","Mez","Incógnito",NA,NA,"1308","Fonsêca, SG",1968,10,NA,"Brazil","Mato Grosso",NA,"Arredores do Acampamento da Expedição Inglesa",0,0,NA,"BRA:UnB:UB:0000092502",NA,"Endlicheria lhotzkyi Mez",NA,NA,NA,NA
"30",NA,NA,"Botany","U.1359815","Endlicheria lhotzkyi Mez","Lauraceae","Endlicheria","lhotzkyi","Mez","Chanderbali A",NA,NA,NA,"Argent GCG; Ramos J; Richards PW; Souza R",1967,9,30,"Brazil","Mato Grosso",NA,NA,-51.766667,-12.816667,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1359815",NA,"Endlicheria lhotzkyi Mez",NA,NA,NA,NA
"31",NA,"NY","NY","00917971","Endlicheria lhotzkyi Mez","Lauraceae","Endlicheria","lhotzkyi","Mez","A. S. Chanderbali",NA,NA,"6577","G. C. G. Argent",1967,9,30,"Brazil","Mato Grosso",NA,"Base Camp.",-51.77,-12.82,NA,"092fff77-dcea-49d4-ad14-86755abb508e",NA,"Endlicheria lhotzkyi Mez",NA,NA,NA,NA
"32","2017-10-11T03:56:01.000+0000","JBRJ","RB","RB00129035","Endlicheria lhotzkyi Mez","Lauraceae","Endlicheria","lhotzkyi","Mez","Pedro Moraes",NA,NA,"68","J. Ramos; R. Sousa",1967,10,NA,"Brazil","Mato Grosso","Mato Grosso","Xavantina-Cachimbo expedition. Near the base camp of the expedition. Ca. 270km N of Xavantina.",-51.866667,-12.9,NA,"urn:catalog:JBRJ:RB:129035",NA,"Endlicheria lhotzkyi Mez",NA,NA,NA,NA
"33","2017-10-19T07:26:56.000+0000","JBRJ","RB","RB00522177","Endlicheria lhotzkyi Mez","Lauraceae","Endlicheria","lhotzkyi","Mez","A. Chanderbali","2001-01-01T00:00:00.000+0000",NA,NA,"H. S. Irwin; R. Souza, J. W. Grear & R. Reis dos Santos",1966,5,8,"Brazil","Mato Grosso","Mato Grosso","Creek margin. Cerrado, sandy clay, Xavantina. .",NA,NA,"Tree ca. 5 m x 15 cm. Fruit and receptacle green.","urn:catalog:JBRJ:RB:522177",NA,"Endlicheria lhotzkyi Mez",NA,NA,NA,NA
"34",NA,"NY","NY","00917963","Endlicheria lhotzkyi Mez","Lauraceae","Endlicheria","lhotzkyi","Mez","A. S. Chanderbali",NA,NA,"16993","H. S. Irwin",1966,6,11,"Brazil","Mato Grosso",NA,"Ca. 30 km. S. of Xavantina.  Drainage of the Upper Rio Araguaia.",-52.32,-14.92,NA,"8607a030-0fb8-48b7-9cdb-5776497bfc26",NA,"Endlicheria lhotzkyi Mez",NA,NA,NA,NA
"35",NA,"UnB","UB","92497","Endlicheria lhotzkyi Mez","Lauraceae","Endlicheria","lhotzkyi","Mez","Incógnito",NA,NA,"17291","Irwin, HS",1966,6,16,"Brazil","Mato Grosso",NA,"78km ao S de Nova Xavantina",0,0,NA,"BRA:UnB:UB:0000092497",NA,"Endlicheria lhotzkyi Mez",NA,NA,NA,NA
"36","2008-12-19T03:32:00.000+0000","MO","MO","1820406","Endlicheria lhotzkyi Mez","Lauraceae","Endlicheria","lhotzkyi","Mez","Pedro Moraes(HUEFS)","2008-01-01T00:00:00.000+0000",NA,"Hunt 6004","David R. Hunt",1966,6,15,"Brazil","Mato Grosso",NA,"Barra do Garças - Xavantina road, 77 km. from Barra do Garças. Gallery forest.",NA,NA,NA,"urn:catalog:MO:Tropicos:1820406","http://www.tropicos.org/Specimen/1820406","Endlicheria lhotzkyi Mez",NA,NA,NA,NA
