"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1","2016-03-31T05:15:00.000+0000","MO","MO","100869582","Ocotea odorata (Meisn.) Mez",NA,"Lauraceae","Ocotea","odorata","(Meisn.) Mez","H. van der Werff (MO)","2015-01-01T00:00:00.000+0000",NA,"Moraes 4730",NA,"Pedro L.R. de Moraes|H. van der Werff|Tiago Arruda Pontes|M. Cruz",2015,1,29,"Brazil","Espírito Santo",NA,"Córrego São Luiz.",NA,NA,NA,"urn:catalog:MO:Tropicos:100869582","http://www.tropicos.org/Specimen/100869582","Ocotea odorata (Meisn.) Mez"
"2",NA,"NY","NY","02103705","Ocotea odorata (Meisn.) Mez",NA,"Lauraceae","Ocotea","odorata","(Meisn.) Mez","H. H. van der Werff","2012-01-01T00:00:00.000+0000",NA,"538",NA,"R. A. X. Borges",2007,1,16,"Brazil","Bahia",NA,"Serra do Corcovado, 13,8 km ao SW de Coaraci, na estrada para Almadina. Fazenda SÃ£o JosÃ©. ProprietÃ¡rio Senhor Francisco.",-39.6033,-14.7058,NA,"862d86c5-6da2-4870-9f6d-17d0610479b7",NA,"Ocotea odorata (Meisn.) Mez"
"5",NA,"MBML","MBML-HERBARIO","27000","Ocotea odorata (Meisn.) Mez",NA,"Lauraceae","Ocotea","odorata","(Meisn.) Mez","T.D.M. Barbosa/18-VII-2007",NA,NA,"2471",NA,"V. Demuner; L.F.S Magnago, T. Cruz e Elias Bausen",2006,6,8,"Brazil","Espírito Santo","Águia Branca","Águas Claras, prop.: Zequinha",-40.812778,-18.871389,"Árvore 22m, fuste 12m, Dap 30cm, flores bege, odor agrdável. Fundo de vale.","BRA:MBML:MBML-HERBARIO:0000027000",NA,"Ocotea odorata (Meisn.) Mez"
"6",NA,"IF","SPSF","46458","Ocotea odorata (Meisn.) Mez",NA,"Lauraceae","Ocotea","odorata","(Meisn.) Mez",NA,NA,NA,"5179",NA,"B.S.Leoni",2002,10,1,"Brazil","Mg","Faria Lemes","fazenda Santa Rita",NA,NA,"COLETA: Árvore com 23m de altura, caule liso e fruto imaturo de cor verde.; GEOGRAFIA: Interior de floresta. Bicada de Represa.;","BRA:IF:SPSF:0000046458",NA,"Ocotea odorata (Meisn.) Mez"
"7",NA,"UEFS","HUEFS","52003","Ocotea odorata (Meisn.) Mez",NA,"Lauraceae","Ocotea","odorata","(Meisn.) Mez","H.van der Werff","2003-12-01T00:00:00.000+0000",NA,"6478",NA,"Queiroz, L.P.de",2001,3,3,"Brazil","Bahia","Elísio Medrado","Serra da Jibóia, Fazenda Jequitibá, na estrada para Monte Cruzeiro.",-39.479722,-12.868056,"Mata Atlântica de encosta.","BRA:UEFS:HUEFS:0000052003",NA,"Ocotea odorata (Meisn.) Mez"
"8","2014-04-25T06:47:00.000+0000","MO","MO","3139335","Ocotea odorata (Meisn.) Mez",NA,"Lauraceae","Ocotea","odorata","(Meisn.) Mez",NA,NA,NA,"Queiroz 6478",NA,"L.P. de Queiroz|Jefferson Carvalho-Sobrinho|Raimundo Nonato|E.B. Valente",2001,3,3,"Brazil","Bahia",NA,"Elisio Medrado: Serra da Jiboia, Fazenda Jequitibá, na estrada para Monte Cruzeiro. Mata Atlântica de encosta.",-39.47972,-12.86805,NA,"urn:catalog:MO:Tropicos:3139335","http://www.tropicos.org/Specimen/3139335","Ocotea odorata (Meisn.) Mez"
"9",NA,"IF","SPSF","46426","Ocotea odorata (Meisn.) Mez",NA,"Lauraceae","Ocotea","odorata","(Meisn.) Mez","J.B.Baitello","2016-05-05T00:00:00.000+0000",NA,"2576",NA,"L.Kollmann & E.Bausen & W.Pizziolo",1999,6,16,"Brazil","Es","Santa Teresa","Aparecidinha",NA,NA,"COLETA: Arvoreto de 15m de altura. Dap 18cm. Fuste 10m. Flores brancas.; GEOGRAFIA: Mata de baixada.;","BRA:IF:SPSF:0000046426",NA,"Ocotea odorata (Meisn.) Mez"
"10",NA,"MBML","MBML-HERBARIO","10071","Ocotea odorata (Meisn.) Mez",NA,"Lauraceae","Ocotea","odorata","(Meisn.) Mez","T.D.M. Barbosa/18-VII-2007",NA,NA,"2576",NA,"L. Kollmann; E. Bausen & W. Pizziolo",1999,6,16,"Brazil","Espírito Santo","Santa Teresa","Aparecidinha",-40.593889,-19.973056,"Mata de baixada. Arvoreto 15m. Dap 18cm. Fuste 10m. Flores brancas.","BRA:MBML:MBML-HERBARIO:0000010071",NA,"Ocotea odorata (Meisn.) Mez"
"12","2014-04-04T05:55:00.000+0000","MO","MO","1516216","Ocotea odorata (Meisn.) Mez","cf.","Lauraceae","Ocotea","odorata","(Meisn.) Mez","H. van der Werff (MO)","1999-01-01T00:00:00.000+0000",NA,"Ferraz 375",NA,"E.M.N. Ferraz",1998,8,12,"Brazil","Pernambuco",NA,"São Vicente Férrer, Mata do Estado. Mata Úmida. Solo argiloso. Interior da mata.",-35.5,-7.58333,NA,"urn:catalog:MO:Tropicos:1516216","http://www.tropicos.org/Specimen/1516216","Ocotea odorata (Meisn.) Mez"
"13","2015-04-09T14:04:00.000+0000","MO","MO","3138773","Ocotea odorata (Meisn.) Mez",NA,"Lauraceae","Ocotea","odorata","(Meisn.) Mez","P. de Moraes","2008-01-01T00:00:00.000+0000",NA,"Folli 683",NA,"D.A. Folli",1988,3,8,"Brazil","Bahia",NA,"Reserva Florestal de Porto Seguro - CVRD/BA/ Est. Municipal, km 0.200, lado esquerdo.",NA,NA,NA,"urn:catalog:MO:Tropicos:3138773","http://www.tropicos.org/Specimen/3138773","Ocotea odorata (Meisn.) Mez"
