"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1",NA,"F","Botany","V0170352F","Paraia bracteata Rohwer & al.","Lauraceae","Paraia","bracteata",NA,"Rohwer & al.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"6c241b38-756f-4868-b2c8-ffa5fdb6739d",NA,"Paraia bracteata Rohwer & al."
"2",NA,"F","Botany","V0170353F","Paraia bracteata Rohwer & al.","Lauraceae","Paraia","bracteata",NA,"Rohwer & al.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"968861a7-5414-4c3d-a194-8ffc28f55963",NA,"Paraia bracteata Rohwer & al."
"3",NA,"F","Botany","V0170354F","Paraia bracteata Rohwer & al.","Lauraceae","Paraia","bracteata",NA,"Rohwer & al.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"740fe2de-5ef8-4b9c-8a9f-47447ff598c8",NA,"Paraia bracteata Rohwer & al."
"4",NA,"HUAM","Manaus, Herb√°rio da Universidade do Amazonas","2015","Paraia bracteata subsp. der Werff","Lauraceae","Paraia","bracteata","der","subsp. der Werff","J. Rohwer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paraia bracteata subsp. der Werff"
"5",NA,"ULM","Herbarium University Ulm","2017","Paraia bracteata subsp. der Werff","Lauraceae","Paraia","bracteata","der","subsp. der Werff","J. Rohwer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paraia bracteata subsp. der Werff"
"6",NA,"F","Botany","V0170351F","Paraia bracteata Rohwer & al.","Lauraceae","Paraia","bracteata",NA,"Rohwer & al.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"fd77b334-7977-4b08-b463-cda9f2980be3",NA,"Paraia bracteata Rohwer & al."
"7","2/06/17 15:57","INPA","INPA",NA,"Acioa longipendula","Chrysobalanaceae","Acioa",NA,NA,"(Pilg.) Sothers & Prance","Prance, GT",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Amazonas",NA,"Distrito AgropecuÃ¡rio, ZF3., Distrito AgropecuÃ¡rio da Suframa, Rod. BR-174, Km 64 depois 24 Km Leste na ZF-3, Fazenda Esteio, IgarapÃ© do Acampamento Colosso",NA,NA,NA,NA,NA,"Acioa longipendula (Pilg.) Sothers & Prance"
"8","2/06/17 15:44","INPA","INPA",NA,"Corythophora alta","Lecythidaceae","Corythophora",NA,NA,"R.Knuth",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Roraima",NA,"Parque Nacional do ViruÃ¡, Trilha SumaÃºma",NA,NA,NA,NA,NA,"Corythophora alta R.Knuth"
"9","2/06/17 16:16","INPA","INPA",NA,"Duguetia megalocarpa","Annonaceae","Duguetia",NA,NA,"Maas","Maas, PJM",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Amazonas",NA,"Reserva Florestal Adolfo Ducke",NA,NA,NA,NA,NA,"Duguetia megalocarpa Maas"
"10","2/06/17 15:45","INPA","INPA",NA,"Eschweilera pseudodecolorans","Lecythidaceae","Eschweilera",NA,NA,"S.A.Mori","Mori, SA",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, IgarapÃ© Ipiranga. Do platÃ´, descendo para o igarapÃ©.",NA,NA,NA,NA,NA,"Eschweilera pseudodecolorans S.A.Mori"
"11","2/06/17 16:17","INPA","INPA",NA,"Guatteria friesiana","Annonaceae","Guatteria",NA,NA,"(W.A.Rodrigues) Erkens & Maas","Maas, PJM; Miralha, JMS",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Amazonas",NA,"Reserva Florestal Adolfo Ducke",NA,NA,NA,NA,NA,"Guatteria friesiana (W.A.Rodrigues) Erkens & Maas"
"12","2/06/17 16:17","INPA","INPA",NA,"Guatteria friesiana","Annonaceae","Guatteria",NA,NA,"(W.A.Rodrigues) Erkens & Maas","Maas, PJM; Miralha, JMS",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, Na beira da estrada que vai para a torre.",NA,NA,NA,NA,NA,"Guatteria friesiana (W.A.Rodrigues) Erkens & Maas"
"13","2/06/17 15:45","INPA","INPA",NA,"Gustavia elliptica","Lecythidaceae","Gustavia",NA,NA,"S.A.Mori",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Amazonas",NA,"AM-1, Km 150, picada 18 a 1100 m da estrada.",NA,NA,NA,NA,NA,"Gustavia elliptica S.A.Mori"
"14","2/06/17 16:17","INPA","INPA",NA,"Malmea manausensis","Annonaceae","Malmea",NA,NA,"Maas & J.M.S.Miralha",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke",NA,NA,NA,NA,NA,"Malmea manausensis Maas & J.M.S.Miralha"
"15","2/06/17 16:06","INPA","INPA",NA,"Meriania aracaensis","Melastomataceae","Meriania",NA,NA,"Wurdack","Wurdack, JJ",NA,"isotype",NA,NA,NA,NA,NA,NA,"Brasil","Amazonas",NA,"Serra do AracÃ¡, PlatÃ´ da Serra AracÃ¡, parte SE da Serra Norte",NA,NA,NA,NA,NA,"Meriania aracaensis Wurdack"
"16","2/06/17 16:15","INPA","INPA",NA,"Ocotea obliqua","Lauraceae","Ocotea",NA,NA,"Vicent.","Werff, HH van der",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,"Manaus-CaracaraÃ_, BR-174, km 110",NA,NA,NA,NA,NA,"Ocotea obliqua Vicent."
"17","2/06/17 15:41","INPA","INPA",NA,"Pachira faroensis","Bombacaceae","Pachira",NA,NA,"(Ducke) W.S.Alverson","Esteves, GL",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Amazonas",NA,"Reserva Florestal Adolfo Ducke",NA,NA,NA,NA,NA,"Pachira faroensis (Ducke) W.S.Alverson"
"18","2/06/17 16:15","INPA","INPA","115220","Paraia bracteata","Lauraceae","Paraia",NA,NA,"Rohwer, H.G.Richt. & van der Werff","Vicentini, A",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","ParÃ¡",NA,"PA-149, Ã¡rea de desmatamento, ramal da massa fÃ¡lida",NA,NA,NA,NA,NA,"Paraia bracteata Rohwer, H.G.Richt. & van der Werff"
"19","2/06/17 16:15","INPA","INPA","125334","Paraia bracteata","Lauraceae","Paraia",NA,NA,"Rohwer, H.G.Richt. & van der Werff",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","ParÃ¡",NA,"Monte Dourado, Monte Dourado, estrada do Pedregal.",NA,NA,NA,NA,NA,"Paraia bracteata Rohwer, H.G.Richt. & van der Werff"
"20","2/06/17 16:15","INPA","INPA","140937","Paraia bracteata","Lauraceae","Paraia",NA,NA,"Rohwer, H.G.Richt. & van der Werff","Ramos, JF",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Amazonas",NA,"Canteiro de obras da Usina HidrelÃ©trica de Balbina. Mata de terra firme, solo argiloso.",NA,NA,NA,NA,NA,"Paraia bracteata Rohwer, H.G.Richt. & van der Werff"
"21","2/06/17 16:15","INPA","INPA","161716","Paraia bracteata","Lauraceae","Paraia",NA,NA,"Rohwer, H.G.Richt. & van der Werff","Werff, HH van der",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","ParÃ¡",NA,"MineraÃ§Ã£o Rio do Norte - Porto trombetas. Serra do papagaio em cima do platÃ´",NA,NA,NA,NA,NA,"Paraia bracteata Rohwer, H.G.Richt. & van der Werff"
