"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","comments"
"1",NA,"UFG","UFG","26748","Persea splendens Meisn.","Lauraceae","Persea","splendens",NA,"Meisn.","Sampaio, A.B.","2001-01-01T00:00:00.000+0000",NA,"478",NA,"Sampaio, A.B.; et al.",2001,5,7,"Brazil","Tocantins","Mateiros","Região do Jalapão; estrada entre a cidade de Mateiros e a Bahia; borda de mata de galeria inundável.",-46.133333,-10.55,NA,"BRA:UFG:UFG:0000026748",NA,"Persea splendens Meisn.",NA,NA
"2",NA,"UEFS","HUEFS","21239","Persea splendens Meisn.","Lauraceae","Persea","splendens",NA,"Meisn.","P.Moraes","2010-03-01T00:00:00.000+0000",NA,"PCD1645",NA,"Melo, E.",1995,2,21,"Brazil","Bahia","Lençóis","Serra da Chapadinha. Entre Chapadinha e Brejões.",-41.416667,-12.433333,"Mata em terreno rochoso, inclinado próximo ao riacho. Afloramentos rochosos.","BRA:UEFS:HUEFS:0000021239",NA,"Persea splendens Meisn.",NA,NA
"3",NA,"Jardim Botânico de Brasília (JBB)","HEPH","11785","Persea splendens Meisn.","Lauraceae","Persea","splendens",NA,"Meisn.","Moraes, PLR de","2010-01-01T00:00:00.000+0000",NA,"1178",NA,"Proença, CEB; Aparecida-Silva, M",1994,5,23,"Brazil","Goiás","Alto Paraíso de Goiás","BR 010 sentido Teresina de Goiás",0,0,"Arvoreta; Sépalas e pétalas verde-dourado. Cheiro doce enjoativo nas flores;; Campo rupestre;","BRA:JBB:HEPH:0000011785",NA,"Persea splendens Meisn.",NA,NA
"4",NA,"NY","NY","00918559","Persea splendens Meisn.","Lauraceae","Persea","splendens",NA,"Meisn.","H. H. van der Werff",NA,NA,"3755",NA,"J. Semir",1973,1,6,"Brazil","Minas Gerais",NA,"Km 137 ao longo da rodovia Lagoa Santa -ConceiÃ§Ã£o do Mato Dentro - Diamantina.",-43.7449009914025,-19.5174009248309,NA,"54bc4149-67dd-49c6-b837-0c5917fe7db4",NA,"Persea splendens Meisn.",NA,NA
"5",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","8242","Persea splendens Meisn.","Lauraceae","Persea","splendens",NA,"Meisn.","P. Moraes",NA,NA,"89",NA,"A. Eupunino",1971,12,11,"Brazil","Bahia","SANTA CRUZ CABRÁLIA","Área da Reserva Biológica do Pau-brasil (ESPAB). CEPLAC.",NA,NA,"Ambiente: Mata Higrofila. Habito: Árvore, 10m.","BRA:CEPLAC:CEPEC:0000008242",NA,"Persea splendens Meisn.",NA,NA
"6",NA,"B","Herbarium Berolinense","B 10 0185200","Persea splendens Meisn.","Lauraceae","Persea","splendens",NA,"Meisn.",NA,NA,NA,NA,NA,"?",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"http://herbarium.bgbm.org/object/B100185200",NA,"Persea splendens Meisn.",NA,NA
"7",NA,"B","Herbarium Berolinense","B 10 0185199","Persea splendens Meisn.","Lauraceae","Persea","splendens",NA,"Meisn.",NA,NA,"SYNTYPE",NA,NA,"Gardner",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"http://herbarium.bgbm.org/object/B100185199",NA,"Persea splendens Meisn.",NA,NA
"8",NA,"NY","NY","355860","Persea splendens var. lanceolata Meisn.","Lauraceae","Persea","splendens","lanceolata","var. lanceolata Meisn.",NA,NA,"HOLOTYPE","2234",NA,"L. Riedel",NA,NA,NA,"Brazil","SÃ£o Paulo",NA,"In paludosis Araracoara, S. Carlos et Mugy.",0,0,NA,"14560777-ba69-48a1-8595-79f4d76e3c24",NA,"Persea splendens var. lanceolata Meisn.",NA,NA
"9",NA,"NY","NY","355853","Persea splendens Meisn.","Lauraceae","Persea","splendens",NA,"Meisn.",NA,NA,"SYNTYPE","4358",NA,"G. Gardner",NA,NA,NA,"Brazil","GoiÃ¡s",NA,NA,0,0,NA,"467ec028-2089-4a92-b26f-c8d72dc4af7a",NA,"Persea splendens Meisn.",NA,NA
"10","2015-09-03T19:07:28.000+0000","MNHN","P","P01991976","Persea splendens Meisn.","Lauraceae","Persea","splendens",NA,"Meisn.",NA,NA,NA,NA,4358,"Gardner, G.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p01991976",NA,"Persea splendens Meisn.",NA,NA
"11",NA,"UEFS","HUEFS","173697","Persea splendens Meisn.","Lauraceae","Persea","splendens",NA,"Meisn.","H.L.Ribeiro","2016-10-01T00:00:00.000+0000",NA,"2704",NA,"Fonseca, M.L.",2001,5,15,"Brazil","Tocantins","Cocos","Fazenda Trijunção. Ponto 3.",-45.945833,-14.776944,"Vereda.","BRA:UEFS:HUEFS:0000173697",NA,"Persea splendens Meisn.",NA,NA
"12",NA,"F","Botany",NA,"Persea splendens var. chrysophylla Meisn.","Lauraceae","Persea","splendens","chrysophylla","var. chrysophylla Meisn.",NA,NA,"SYNTYPE","3566",NA,"J. S. Blanchet",1842,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"ec62a180-2ede-4d50-b4bd-703aeff391ec",NA,"Persea splendens var. chrysophylla Meisn.",NA,NA
"13",NA,"NY","NY","355856","Persea splendens var. chrysophylla Meisn.","Lauraceae","Persea","splendens","chrysophylla","var. chrysophylla Meisn.",NA,NA,"SYNTYPE","3566",NA,"J. S. Blanchet",NA,NA,NA,"Brazil",NA,NA,"Brasilia",0,0,"""DonnÃ© par de Candolle 1865""","3c099ba3-35ac-42a6-9703-8037aa2c20dd",NA,"Persea splendens var. chrysophylla Meisn.",NA,NA
"14",NA,"US","Botany","USw38765","Persea splendens Meisn.","Lauraceae","Persea","splendens",NA,"Meisn.",NA,NA,NA,"56848",NA,"B. Maguire",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/335aee686-daf5-4dc6-b84f-aec50a74435b",NA,"Persea splendens Meisn.",NA,NA
"15",NA,"US","Botany","63227","Persea splendens var. lanceolata Meisn.","Lauraceae","Persea","splendens","lanceolata","var. lanceolata Meisn.",NA,NA,"ISOTYPE","2234",NA,"L. Riedel",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/3f65dba12-f540-4e44-bda7-059fd509f380",NA,"Persea splendens var. lanceolata Meisn.",NA,NA
"16",NA,"NY","NY","355859","Persea splendens var. chrysophylla Meisn.","Lauraceae","Persea","splendens","chrysophylla","var. chrysophylla Meisn.",NA,NA,"SYNTYPE","2884",NA,"J. B. E. Pohl",NA,NA,NA,"Brazil","GoiÃ¡s",NA,NA,0,0,NA,"5368c640-0c10-4a9b-8219-8176120967b1",NA,"Persea splendens var. chrysophylla Meisn.",NA,NA
