"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1","2006-08-21T22:00:00.000+0000","C","VT","15722","Persea benthamiana Meisn.","Lauraceae","Persea","benthamiana","Meisn.",NA,"ISOTYPE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:C:VT:15722",NA,"Persea benthamiana Meisn."
"2",NA,NA,"Botany","L  0574350","Persea benthamiana Meisn.","Lauraceae","Persea","benthamiana","Meisn.",NA,NA,NA,NA,"Forest Department (Guyana)",NA,NA,"Guyana",NA,NA,NA,NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/L%20%200574350",NA,"Persea benthamiana Meisn."
"3",NA,NA,"Botany","L.1066929","Persea benthamiana Meisn.","Lauraceae","Persea","benthamiana","Meisn.",NA,NA,NA,NA,"Forest Department (Guyana)",NA,NA,"Guyana",NA,NA,NA,NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/L.1066929",NA,"Persea benthamiana Meisn."
"4",NA,NA,"Botany","L.1066928","Persea benthamiana Meisn.","Lauraceae","Persea","benthamiana","Meisn.",NA,NA,NA,NA,"Forest Department British Guiana",NA,NA,"Guyana",NA,NA,NA,NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/L.1066928",NA,"Persea benthamiana Meisn."
"5",NA,NA,"Botany","U  0053136","Persea benthamiana Meisn.","Lauraceae","Persea","benthamiana","Meisn.",NA,NA,NA,NA,"Forest Department British Guiana",NA,NA,"Guyana",NA,NA,NA,NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U%20%200053136",NA,"Persea benthamiana Meisn."
"6",NA,"US","Botany","USw26236","Persea benthamiana Meisn.","Lauraceae","Persea","benthamiana","Meisn.",NA,NA,"s.n.",NA,"Forest Dept. B. G. & British Guiana Forestry Dept.",NA,NA,"Guyana",NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/356d308ee-01be-4469-8412-58315a0d9ac2",NA,"Persea benthamiana Meisn."
"7",NA,"US","Botany","USw26236","Persea benthamiana Meisn.","Lauraceae","Persea","benthamiana","Meisn.",NA,NA,"s.n.",NA,"Forestry Dept.",NA,NA,"Guyana",NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/35b801fa5-3ab5-4fb2-97fa-60c7ca877319",NA,"Persea benthamiana Meisn."
"8",NA,NA,"Botany","U  0275653","Persea benthamiana Meisn.","Lauraceae","Persea","benthamiana","Meisn.",NA,NA,NA,NA,"Forest Department British Guiana",NA,NA,"Guyana",NA,NA,NA,NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U%20%200275653",NA,"Persea benthamiana Meisn."
