"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","infraspecificEpithet","comments"
"1",NA,"UFRB","HURB","17142","Ocotea deflexa Rohwer",NA,"Lauraceae","Ocotea","deflexa","Rohwer",NA,NA,NA,NA,NA,"Almeida, T.",2016,4,18,"Brazil","Bahia","Salvador","Ipitanga; APA Joanes",NA,NA,"P173 A3","BRA:UFRB:HURB:0000017142",NA,"Ocotea deflexa Rohwer",NA,NA
"2",NA,"UFRB","HURB","14194","Ocotea deflexa Rohwer",NA,"Lauraceae","Ocotea","deflexa","Rohwer",NA,NA,NA,"90",NA,"Victor Jr., V.",2013,1,9,"Brazil","Bahia","Ibirapitanga","Serra do Papuã; APA do Pratigi",NA,NA,NA,"BRA:UFRB:HURB:0000014194",NA,"Ocotea deflexa Rohwer",NA,NA
"3","2016-11-04T17:47:39.000+0000","JBRJ","RB","RB00790294","Ocotea deflexa Rohwer",NA,"Lauraceae","Ocotea","deflexa","Rohwer","Henrique Lauand Ribeiro","2016-01-01T00:00:00.000+0000",NA,"2529",NA,"L.Y.S. Aona; N. Biggs, J.G. Jardim, E. Lucas, F.F. Mazine, V.V. Victor Júnior & G. Costa",2013,3,15,"Brazil","Bahia","Ibirapitanga","Serra do Papua, mata atrás do bangalô 1.",-39.457222,-13.898055,"Arvoreta cerca de 4-5 metrosde altura, pedúnculo avermelhado, frutos imaturos verdes","urn:catalog:JBRJ:RB:790294",NA,"Ocotea deflexa Rohwer",NA,NA
"4","2017-10-19T07:25:39.000+0000","JBRJ","RB","RB00824597","Ocotea deflexa Rohwer",NA,"Lauraceae","Ocotea","deflexa","Rohwer","HENRIQUE LAUAND RIBEIRO",NA,NA,"16032",NA,"G. Pereira-Silva; et al.",2012,2,8,"Brazil","Rondônia","Porto Velho","Transecto 04 módulo Caiçara.",-64.783333,-9.440555,"Árvore com ca. 25 m de altura. Flores creme.","urn:catalog:JBRJ:RB:824597",NA,"Ocotea deflexa Rohwer",NA,NA
"5",NA,"UEFS","HUEFS","188571","Ocotea deflexa Rohwer",NA,"Lauraceae","Ocotea","deflexa","Rohwer","H.L.Ribeiro","2016-10-01T00:00:00.000+0000",NA,"241",NA,"Jardim, A.B.",2009,2,7,"Brazil","Bahia","Arataca","Trilha da Serra, acesso pela trilha do Mormaço. Subida.",-39.335833,-15.178333,NA,"BRA:UEFS:HUEFS:0000188571",NA,"Ocotea deflexa Rohwer",NA,NA
"7",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","123646","Ocotea deflexa Rohwer",NA,"Lauraceae","Ocotea","deflexa","Rohwer",NA,NA,NA,"249",NA,"Piotto, D.",2007,6,11,"Brazil","Bahia","Uruçuca","Serra Grande Parque Estadual da Serra do Conduru",-39.083333,-14.416667,"Floresta Ombrófila Densa","BRA:CEPLAC:CEPEC:0000123646",NA,"Ocotea deflexa Rohwer",NA,NA
"8",NA,"NY","NY","02206150","Ocotea deflexa Rohwer",NA,"Lauraceae","Ocotea","deflexa","Rohwer","H. H. van der Werff","2012-01-01T00:00:00.000+0000",NA,"5623",NA,"A. M. Amorim",2006,2,9,"Brazil","Minas Gerais",NA,"Divisa entre Bahia e Minas Gerais. Fazenda Duas Barras. Reserva do Alto Cariri. Trilha da Divisa Bahia-Minas Gerais.",-40.0544,-16.4064,NA,"5caf461a-1363-4f19-a7e5-2844f31b3abd",NA,"Ocotea deflexa Rohwer",NA,NA
"9",NA,"Universidade Federal da Bahia (UFBA)","ALCB","73930","Ocotea deflexa Rohwer",NA,"Lauraceae","Ocotea","deflexa","Rohwer","Ribeiro, HL","2016-10-06T00:00:00.000+0000",NA,"113",NA,"Santos, JS; Guedes, ML; Valadão, RM; Carvalho, G",2006,6,24,"Brazil","Bahia","Cachoeira",NA,0,0,"Árvore, ca de 15m de altura , CAP 28cm. Folhas coriácas, discolores, ramos ferrugineos. Inflorescência com botões amarrozados.; Floresta Ombrofila Densa","BRA:UFBA:ALCB:0000073930",NA,"Ocotea deflexa Rohwer",NA,NA
"10",NA,"NY","NY","01874101","Ocotea deflexa Rohwer",NA,"Lauraceae","Ocotea","deflexa","Rohwer","H. H. van der Werff","2012-01-01T00:00:00.000+0000",NA,"6253",NA,"A. M. Amorim",2006,9,4,"Brazil","Bahia",NA,"Entroncamento da Rodovia BA 542 com a BR 101.",-39.3306,-13.2803,NA,"aa183e3a-9ced-489a-abe1-ae939e2df0a1",NA,"Ocotea deflexa Rohwer",NA,NA
"12",NA,"NY","NY","00749834","Ocotea deflexa Rohwer",NA,"Lauraceae","Ocotea","deflexa","Rohwer","H. H. van der Werff","2005-01-01T00:00:00.000+0000",NA,"13058",NA,"W. W. Thomas",2002,8,4,"Brazil","Bahia",NA,"10 km W of jct. road from IlhÃ©us to ItacarÃ© (BA 001) on road from ItacarÃ© to BR 101, then 1.6 km S on fazenda road to Reserva Fazenda Capitao",-39.0885,-14.345,NA,"93d14e88-81e3-4ac4-807b-49d7bf820f5f",NA,"Ocotea deflexa Rohwer",NA,NA
