"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","191075","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff","Vicentini, A.",NA,NA,"541","Mike Hopkins",1997,7,15,"Brazil","Amazonas",NA,"Reserva Florestal Adolfo Ducke",-59.97,-2.883333,NA,"urn:catalog:inpa:herbarium:10789",NA,"Mezilaurus duckei subsp. van-der Werff"
"2",NA,"Instituto de Botânica, IBT","SP","318382","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff","Vicentini, A","1997-07-01T00:00:00.000+0000",NA,"541","Assunção, PACL; Pereira, EC; Silva, CF; Martins, LHP",1997,7,15,"Brazil","Amazonas","Manaus","Reserva Florestal Ducke",0,0,"Floresta de platô, solo argiloso dossel, 50 cm DAP, tronco circular de base reta, ritidoma escamoso, coberto de líques de aspecto nodoso e estriado longitudinalmente, desprende em lâminas finas quebradiças bem aderentes ao tronco, pequenas, por todo","BRA:IBt:SP:0000318382",NA,"Mezilaurus duckei subsp. van-der Werff"
"3","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","181931","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff","Vicentini, A.","1996-01-01T00:00:00.000+0000",NA,"992","Mike Hopkins",1995,7,8,"Brazil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, Trilha E-W que sai atrás do alojamento.",-59.97,-2.883333,NA,"urn:catalog:inpa:herbarium:201688",NA,"Mezilaurus duckei subsp. van-der Werff"
"4",NA,"Instituto de Botânica, IBT","SP","276997","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff","Vicentini, A","1994-10-01T00:00:00.000+0000",NA,"654","Vicentini, A; Assunção, PACL; Nascimento, JR",1994,8,5,"Brazil","Amazonas","Manaus","Reserva Florestal Ducke, Manaus-Itacoatiara, km 26, por trilha a direita do km 0,35 estrada alojamento-torre, floresta de Vertente",-59.966667,-2.883333,"Árvore, solo argiloso, dossel e 25 cm DAP, tronco circular de base digitada, ritidoma marrom claro, coberto de líquens, frágil, sulcado-estriado, lenticelas salientes, espocadas, lineares, agrupadas em linhas verticais que forma fendas (2mm de largur","BRA:IBt:SP:0000276997",NA,"Mezilaurus duckei subsp. van-der Werff"
"5",NA,"NY","NY","01172014","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff","H. H. van der Werff","1994-10-01T00:00:00.000+0000",NA,"654","A. Vicentini",1994,8,5,"Brazil","Amazonas",NA,"Por trilha a direita do km 0.35 estrada alojamento-torre.",-59.966667,-2.883333,NA,"dce59747-e973-436e-972c-6f258939a06a",NA,"Mezilaurus duckei subsp. van-der Werff"
"6","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","177327","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff","Vicentini, A.",NA,NA,"654","Mike Hopkins",1994,8,5,"Brazil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, Por trilha a direita do km 0.35 estrada alojamento-torre.",-59.97,-2.883333,NA,"urn:catalog:inpa:herbarium:201344",NA,"Mezilaurus duckei subsp. van-der Werff"
"7",NA,"Instituto Federal de Educação, Ciência e Tecnologia (IFAM)","EAFM","5094","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff",NA,NA,NA,"24","Kurz, H.",1980,8,5,"Brazil","Amazonas","Manaus","Reserva Florestal Ducke",0,0,"Árvore; flores verdes. Árvore 116 do fenológico. ; DE","BRA:IFAM - CMZL:EAFM:0000005094",NA,"Mezilaurus duckei subsp. van-der Werff"
"8","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","57763","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff",NA,NA,NA,"s.n.","Mike Hopkins",1976,7,5,"Brazil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, Estrada Manaus-Itacoatiara, km 26, Reserva Florestal Ducke",-59.97,-2.883333,NA,"urn:catalog:inpa:herbarium:88292",NA,"Mezilaurus duckei subsp. van-der Werff"
"9","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","21374","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff","Silva, M.F. da","1987-08-01T00:00:00.000+0000",NA,"98","Mike Hopkins",1968,8,21,"Brazil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke. Mata de terra firme, solo argiloso.",-59.97,-2.883333,NA,"urn:catalog:inpa:herbarium:190622",NA,"Mezilaurus duckei subsp. van-der Werff"
"10",NA,"US","Botany","2920756","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff",NA,NA,"HOLOTYPE","98","J. Aleusio",1968,8,21,"Brazil","Amazonas",NA,"Reserva Florestal Ducke.",NA,NA,NA,"http://n2t.net/ark:/65665/3cd520451-54cd-4c27-989c-423dbbb70cd4",NA,"Mezilaurus duckei subsp. van-der Werff"
