"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","fieldNumber","comments"
"1",NA,"Universidade Federal do Paraná, UFPR","EFC","15584","Ocotea paranaensis Brotto, Baitello, Cervi & E.P.Santos","Lauraceae","Ocotea","paranaensis","Brotto, Baitello, Cervi & E.P.Santos","Brotto, M.L.","2014-11-13T00:00:00.000+0000",NA,"1816","Brotto, M.L.",2014,11,4,"Brazil","Paraná","Adrianópolis","Estrada para o Parque Estadual das Lauráceas",-48.4241,-24.5114,"Árvore 18m, frutos imaturos verdes. Floresta Ombrófila Densa Montana","BRA:UFPR:EFC:0000015584",NA,"Ocotea paranaensis Brotto, Baitello, Cervi & E.P.Santos",NA,NA,NA,NA
"2",NA,"MBM","MBM","392457","Ocotea paranaensis Brotto, Baitello, Cervi & E.P.Santos","Lauraceae","Ocotea","paranaensis","Brotto, Baitello, Cervi & E.P.Santos","Brotto, ML","2014-11-13T00:00:00.000+0000",NA,"1816","Brotto, ML; Prado, S",2014,11,4,"Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas",-48.711597,-24.854133,"Árvore de 18m de altura, frutos imaturos verdes.; Floresta Ombrófila Densa Montana.","BRA:MBM:MBM:0000392457",NA,"Ocotea paranaensis Brotto, Baitello, Cervi & E.P.Santos",NA,NA,NA,NA
"3",NA,"Universidade Federal de Juiz de Fora (UFJF)","CESJ","63922","Ocotea paranaensis Brotto, Baitello, Cervi & E.P.Santos","Lauraceae","Ocotea","paranaensis","Brotto, Baitello, Cervi & E.P.Santos","M.L. Brotto","2011-01-08T00:00:00.000+0000",NA,"567","M.L. Brotto",2011,1,8,"Brazil","Paraná","Guaratuba","Morro dos Perdidos, Serra de Araçatuba",0,0,"Árvore de 7m de alt., frutos maduros roxos. Floresta Ombrófila Densa Montana. Coletado da mesma árvore do holótipo.","BRA:UFJF:CESJ:0000063922",NA,"Ocotea paranaensis Brotto, Baitello, Cervi & E.P.Santos",NA,NA,NA,NA
"4",NA,"UNICAMP","UEC","167181","Ocotea paranaensis Brotto, Baitello, Cervi & E.P.Santos","Lauraceae","Ocotea","paranaensis","Brotto, Baitello, Cervi & E.P.Santos","Barbosa, T.D.M.","2011-10-01T00:00:00.000+0000",NA,"215","Stefani, E.J.F.; Belinello, R.; Galvão, J.C.",2011,6,29,"Brazil","São Paulo","Paraibuna","Parque estadual da Serra do Mar.",-45.538889,-23.588889,"Árvore com 9m.; Mata atlântica.","BRA:UNICAMP:UEC:0000167181",NA,"Ocotea paranaensis Brotto, Baitello, Cervi & E.P.Santos",NA,NA,NA,NA
"5",NA,"UFPR","UPCB","56554","Ocotea paranaensis Brotto, Baitello, Cervi & E.P.Santos","Lauraceae","Ocotea","paranaensis","Brotto, Baitello, Cervi & E.P.Santos","Brotto, M.L.","2010-05-24T00:00:00.000+0000","HOLOTYPE","1184","Santos, E.P.",2007,5,7,"Brazil","Paraná","Guaratuba","Morro dos Perdidos, Serra de Araçatuba",-49.05,-25.75,"Árvore, ca. 7m, flor esverdeada. Interior de floresta ombrófila densa montana..","BRA:UFPR:UPCB:0000056554",NA,"Ocotea paranaensis Brotto, Baitello, Cervi & E.P.Santos",NA,NA,NA,NA
"6","2017-10-06T21:17:03.000+0000","JBRJ","RB","RB00608299","Ocotea paranaensis Brotto, Baitello, Cervi & E.P.Santos","Lauraceae","Ocotea","paranaensis","Brotto, Baitello, Cervi & E.P.Santos","M.L.Brotto","2010-05-24T00:00:00.000+0000","ISOTYPE","1184","Santos, E.P.; Brotto, M.L.",2007,5,7,"Brazil","Paraná","Guaratuba","Morro dos Perdidos, Serra da Araçatuba.",-48.973333,-25.886944,"Árvore, ca 7m de altura, flor esverdeada. Flores femininas.","urn:catalog:JBRJ:RB:608299",NA,"Ocotea paranaensis Brotto, Baitello, Cervi & E.P.Santos",NA,NA,NA,NA
"7",NA,"UFPR","UPCB","59215","Ocotea paranaensis Brotto, Baitello, Cervi & E.P.Santos","Lauraceae","Ocotea","paranaensis","Brotto, Baitello, Cervi & E.P.Santos","Brotto, M.L.","2010-05-24T00:00:00.000+0000","PARATYPE","39","Brotto, M.L.",2007,9,25,"Brazil","Paraná","Guaratuba","Serra de Araçatuba, Morro dos Perdidos.",-49.05,-25.75,"Árvore de 7m de altura. Fruto verde imaturo. Floresta Ombrófila Densa Montana..","BRA:UFPR:UPCB:0000059215",NA,"Ocotea paranaensis Brotto, Baitello, Cervi & E.P.Santos",NA,NA,NA,NA
"8",NA,"UNICAMP","UEC","128205","Ocotea paranaensis Brotto, Baitello, Cervi & E.P.Santos","Lauraceae","Ocotea","paranaensis","Brotto, Baitello, Cervi & E.P.Santos","Brotto, M.L.","2018-07-01T00:00:00.000+0000",NA,"229","Savassi, A.P.; Silva, F.D.; Campos, L.M.; Duarte, A.R.; Arango, B.; Rodrigues, R.R.; Souza, V.",2002,4,20,"Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual de Carlos Botelho, Núcleo S.M.Arcanjo.",-47.968889,-24.0675,"Árvore de 20 m. Botões.; Floresta Estacional Semidecidual/Floresta Ombrófila Densa Montana.","BRA:UNICAMP:UEC:0000128205",NA,"Ocotea paranaensis Brotto, Baitello, Cervi & E.P.Santos",NA,NA,NA,NA
"9",NA,"USP","SPF","170520","Ocotea paranaensis Brotto, Baitello, Cervi & E.P.Santos","Lauraceae","Ocotea","paranaensis","Brotto, Baitello, Cervi & E.P.Santos","Brotto, ML","2017-02-06T00:00:00.000+0000",NA,"229","Savassi, AP",2002,4,20,"Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho, Núcleo S. M. Arcanjo.",-47.968889,-24.0675,NA,"BRA:USP:SPF:0000170520",NA,"Ocotea paranaensis Brotto, Baitello, Cervi & E.P.Santos",NA,NA,NA,NA
"10",NA,"USP","SPF","144263","Ocotea paranaensis Brotto, Baitello, Cervi & E.P.Santos","Lauraceae","Ocotea","paranaensis","Brotto, Baitello, Cervi & E.P.Santos","Brotto, ML","2017-02-06T00:00:00.000+0000","PARATYPE","838","Silva, JM",1990,3,27,"Brazil","Paraná","Tijucas do Sul","Rod BR-376, 5 km ao S de Contenda.",0,0,NA,"BRA:USP:SPF:0000144263",NA,"Ocotea paranaensis Brotto, Baitello, Cervi & E.P.Santos",NA,NA,NA,NA
"11",NA,"RB","HERB","396203","Ocotea paranaensis Brotto, Baitello, Cervi & E.P.Santos","Lauraceae","Ocotea","paranaensis","Brotto, Baitello, Cervi & E.P.Santos","-",NA,NA,NA,"Santos, E. P.",NA,NA,NA,"Brazil","Paraná",NA,"Serra de Araçatuba, Morro dos Perdidos",-48.97,-25.89,NA,NA,NA,"Ocotea paranaensis Brotto, Baitello, Cervi & E.P.Santos",NA,NA,NA,NA
"12",NA,"UPCB","HERB","396201","Ocotea paranaensis Brotto, Baitello, Cervi & E.P.Santos","Lauraceae","Ocotea","paranaensis","Brotto, Baitello, Cervi & E.P.Santos","-",NA,NA,NA,"Santos, E. P.",NA,NA,NA,"Brazil","Paraná",NA,"Serra de Araçatuba, Morro dos Perdidos",-48.97,-25.89,NA,NA,NA,"Ocotea paranaensis Brotto, Baitello, Cervi & E.P.Santos",NA,NA,NA,NA
"13",NA,"SPSF","HERB","396204","Ocotea paranaensis Brotto, Baitello, Cervi & E.P.Santos","Lauraceae","Ocotea","paranaensis","Brotto, Baitello, Cervi & E.P.Santos","-",NA,NA,NA,"Santos, E. P.",NA,NA,NA,"Brazil","Paraná",NA,"Serra de Araçatuba, Morro dos Perdidos",-48.97,-25.89,NA,NA,NA,"Ocotea paranaensis Brotto, Baitello, Cervi & E.P.Santos",NA,NA,NA,NA
