"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1",NA,"Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM)","HDJF","5464","Ocotea calliscypha L.C.S.Assis & Mello-Silva","Lauraceae","Ocotea","calliscypha","L.C.S.Assis & Mello-Silva","Assis, L","2015-12-01T00:00:00.000+0000",NA,"2036","Moreira, SN; Pereira, E",2015,12,12,"Brazil","Minas Gerais","Conceição do Mato Dentro","Cava Sul - Anglo American",-43.427924,-18.904991,"Árvore até 3m de altura. Flor Cálice castanho.; Remanescente de Floresta Estacional Semidecidual.","BRA:UFVJM:HDJF:0000005464",NA,"Ocotea calliscypha L.C.S.Assis & Mello-Silva"
"2",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","185513","Ocotea calliscypha L.C.S.Assis & Mello-Silva","Lauraceae","Ocotea","calliscypha","L.C.S.Assis & Mello-Silva",NA,"2016-02-12T00:00:00.000+0000",NA,"5419","Tameirão Neto, E; Vidal, CV",2013,11,23,"Brazil","Minas Gerais","Conceição do Mato Dentro",NA,-43.394011,-19.008211,NA,"BRA:UFMG:BHCB:0000185513",NA,"Ocotea calliscypha L.C.S.Assis & Mello-Silva"
"3","2018-05-30T14:25:01.000+0000","JBRJ","RB","RB01389451","Ocotea calliscypha L.C.S.Assis & Mello-Silva","Lauraceae","Ocotea","calliscypha","L.C.S.Assis & Mello-Silva","L.C.S.Assis",NA,NA,"5388","E.Tameirão Neto; C.V.Vidal",2013,11,23,"Brazil","Minas Gerais","Conceição do Mato Dentro",NA,-43.3975,-19.01,NA,"urn:catalog:JBRJ:RB:1389451",NA,"Ocotea calliscypha L.C.S.Assis & Mello-Silva"
"6","2013-01-31T10:35:32.000+0000","K","Herbarium","K000872559","Ocotea calliscypha L.C.S.Assis & Mello-Silva","Lauraceae","Ocotea","calliscypha","L.C.S.Assis & Mello-Silva","Assis, L.C.S.",NA,"PARATYPE","322","Santos, M.F.; Serafim, H.",2008,3,16,"Brazil",NA,NA,"Itambe do Mato Dentro. Distrito de Santana do Rio Preto (Cabeca de Boi). More information given",-43.4,-19.4,NA,"http://specimens.kew.org/herbarium/K000872559",NA,"Ocotea calliscypha L.C.S.Assis & Mello-Silva"
"7",NA,"IF","SPSF","48614","Ocotea calliscypha L.C.S.Assis & Mello-Silva","Lauraceae","Ocotea","calliscypha","L.C.S.Assis & Mello-Silva","L.C.S.Assis","2012-04-30T00:00:00.000+0000",NA,"958","L.H.Y. Kamino & J.L. da Silva & L.M. da Silva",2008,6,25,"Brazil","Mg","Ouro Preto",NA,-43.465833,-20.341389,"COLETA: Planta de porte arbóreo com 6m de altura; frutos imaturos verdes e maduros amarronzados.; GEOGRAFIA: Estrada antiga para Antonio Pereira, beira de estrada.;","BRA:IF:SPSF:0000048614",NA,"Ocotea calliscypha L.C.S.Assis & Mello-Silva"
"8","2013-01-31T10:44:33.000+0000","K","Herbarium","K000872560","Ocotea calliscypha L.C.S.Assis & Mello-Silva","Lauraceae","Ocotea","calliscypha","L.C.S.Assis & Mello-Silva","Assis, L.C.S.",NA,"ISOTYPE","380","Santos, M.F.; Marques, J.B.C.",2008,10,23,"Brazil",NA,NA,"Itambe do Mato Dentro. Distrito de Santana do Rio Preto (Cabeca de Boi). More information provided",-43.4,-19.4,NA,"http://specimens.kew.org/herbarium/K000872560",NA,"Ocotea calliscypha L.C.S.Assis & Mello-Silva"
"9","2014-07-07T22:24:35.000+0000","JBRJ","RB","RB00676275","Ocotea calliscypha L.C.S.Assis & Mello-Silva","Lauraceae","Ocotea","calliscypha","L.C.S.Assis & Mello-Silva","L.C.S. Assis",NA,"ISOTYPE","380","M.F. Santos; J.B.C. Marques",2008,10,23,"Brazil","Minas Gerais","Itambé do Mato Dentro","Distrito de Santana do Rio Preto (Babeça de Boi). APA do Parque Nacional da serra do Cipó, terras de José Agostinho, alto do morro. Vegetação aberta perturbada.",-43.401944,-19.396111,"Árvore 7m de alt. Tronco ramificado próximo a base. Pilosidade ocrácea. Ramo jovem prateado. Folhas opacas. Frutos imaturos verdes, cúpula verde com placas marrons.","urn:catalog:JBRJ:RB:676275",NA,"Ocotea calliscypha L.C.S.Assis & Mello-Silva"
"12",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","99634","Ocotea calliscypha L.C.S.Assis & Mello-Silva","Lauraceae","Ocotea","calliscypha","L.C.S.Assis & Mello-Silva",NA,"2013-06-14T00:00:00.000+0000",NA,"10589","Salino, A; Echternacht, LA; Melo, PHA de",2005,8,28,"Brazil","Minas Gerais","Nova Lima","RPPN Mata Samuel de Paula",-43.863528,-20.001258,NA,"BRA:UFMG:BHCB:0000099634",NA,"Ocotea calliscypha L.C.S.Assis & Mello-Silva"
"13","2013-11-18T12:47:00.000+0000","MO","MO","1455896","Ocotea calliscypha L.C.S.Assis & Mello-Silva","Lauraceae","Ocotea","calliscypha","L.C.S.Assis & Mello-Silva","H. van der Werff (MO)","2010-01-01T00:00:00.000+0000",NA,"Lorea-Hernández 5578","Francisco G. Lorea H.|M. Gorgulho",1995,1,20,"Brazil","Minas Gerais",NA,"Parque Ecologico da CEMIG, aprox. 3 km ao SE de Belo Horizonte.",NA,NA,NA,"urn:catalog:MO:Tropicos:1455896","http://www.tropicos.org/Specimen/1455896","Ocotea calliscypha L.C.S.Assis & Mello-Silva"
"14",NA,"IF","SPSF","19050","Ocotea calliscypha L.C.S.Assis & Mello-Silva","Lauraceae","Ocotea","calliscypha","L.C.S.Assis & Mello-Silva","L.C.S.Assis","2009-10-16T00:00:00.000+0000",NA,NA,"W.A.Teixeira",1994,4,27,"Brazil","Mg","Itabirito","Pico do Itabirito",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: transiçao de campo rupestre para mata;","BRA:IF:SPSF:0000019050",NA,"Ocotea calliscypha L.C.S.Assis & Mello-Silva"
