"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1","2017-10-21T21:25:36.000+0000","JBRJ","RB","RB00727910","Ocotea deflexa Rohwer",NA,"Lauraceae","Ocotea","deflexa","Rohwer","A. Quinet",NA,NA,"241",NA,"A.B. Jardim; R. Perdiz; L.C. Gomes; M. Teixeira; V. Cardoso",2009,2,7,"Brazil","Bahia","Arataca","Trilha da Serra, caesso pela trilha do Mormaço. Subida.",-39.335833,-15.178333,"Árvore ca. 12m alt. Frutos maturos vermelhos e imaturos verdes.","urn:catalog:JBRJ:RB:727910",NA,"Ocotea deflexa Rohwer"
"2","2017-10-15T10:28:26.000+0000","JBRJ","RB","RB00522205","Ocotea deflexa Rohwer",NA,"Lauraceae","Ocotea","deflexa","Rohwer","Pedro L.R.de Moraes",NA,NA,"6253",NA,"Amorim, A. M; Rocha, W.D",2006,9,4,"Brazil","Bahia","Valença","Entrocamento da Rodovia BA 542 com a BR 101.",-39.330556,-13.280278,"Árvore ca. 8 m alt. Folhas verdes, a face inferior pálida. Flores passadas castanhas.","urn:catalog:JBRJ:RB:522205",NA,"Ocotea deflexa Rohwer"
"3",NA,"UNICAMP","UEC","167683","Ocotea deflexa Rohwer",NA,"Lauraceae","Ocotea","deflexa","Rohwer","Moraes, P.L.R.","2012-12-01T00:00:00.000+0000",NA,"3421",NA,"Amorim, A.M.; Alves, M.V.; Souza, G.M.; Jardim, J.G.; Sant'Ana, S.C.",2000,6,4,"Brazil","Bahia","Uruçuca","Distrito de Serra Grande. Parque Estadual da Serra do Condurú, na estrada Serra Grande-Uruçuca.",0,0,"Arvoreta ca. 3 m alt. no sub-bosque. Folhas verdes, face superior escura e brilhante. Cálice verde, corola alvo-esverdeada.; Floresta Ombrófila Densa.","BRA:UNICAMP:UEC:0000167683",NA,"Ocotea deflexa Rohwer"
"4",NA,"MBML","MBML-HERBARIO","6790","Ocotea deflexa Rohwer",NA,"Lauraceae","Ocotea","deflexa","Rohwer","H. Van der Werff/1993",NA,NA,"654",NA,"A. M. Amorim; et al",1992,8,25,"Brazil","Bahia","Uruçuca",NA,-39.287778,-14.588611,"Árvore com ca. 10,0m de altura, ramos com indumento ferrugíneo, folhas verdes, face inferior com nervuras ferrugíneas, botões castanhos.","BRA:MBML:MBML-HERBARIO:0000006790",NA,"Ocotea deflexa Rohwer"
"5",NA,"NY","NY","02796024","Ocotea deflexa Rohwer",NA,"Lauraceae","Ocotea","deflexa","Rohwer","P. L. Moraes","2010-04-01T00:00:00.000+0000",NA,"441",NA,"A. M. Amorim",1991,11,20,"Brazil","Bahia",NA,"Ramal Ã  esquerda na estrada Ubaitaba/ItacarÃ©, a 4 km do loteamento da Marabaia",-38.9965836192823,-14.2814954259902,NA,"1bb3933d-5942-4d7c-90a5-f4e51e026bae",NA,"Ocotea deflexa Rohwer"
"6",NA,"USP","SPF","164558","Ocotea deflexa Rohwer",NA,"Lauraceae","Ocotea","deflexa","Rohwer","Moraes, PLR","2010-04-01T00:00:00.000+0000",NA,"387",NA,"Amorim, A",1991,11,20,"Brazil","Bahia","Itacaré","Estrada Itacaré - Taboquinha, ao lado do loteamento da Marambaia.",0,0,NA,"BRA:USP:SPF:0000164558",NA,"Ocotea deflexa Rohwer"
"7","2014-07-22T08:35:59.000+0000","JBRJ","RB","RB00133329","Ocotea deflexa Rohwer",NA,"Lauraceae","Ocotea","deflexa","Rohwer","Pedro Moraes",NA,NA,"2544",NA,"L.A. Mattos Silva; J.L. Hage, E.B. dos Santos",1988,9,20,"Brazil","Bahia","Cairu","Fazenda Parafuso, do outro lado do rio, em frente a sede do município.",NA,NA,"Arvorezinha 5 metros de altura. Flores cremes, externamente ferrugineas. Perfumadas. Folhas com a face superios verde escuro e a interior ferrugínea; coleta de folhas para análise.","urn:catalog:JBRJ:RB:133329",NA,"Ocotea deflexa Rohwer"
"8",NA,"Universidade Federal da Bahia (UFBA)","ALCB","17561","Ocotea deflexa Rohwer",NA,"Lauraceae","Ocotea","deflexa","Rohwer","Werff, H van der; Moraes, PLR de","2009-09-02T00:00:00.000+0000",NA,"1489",NA,"Carvalho, AM de; Plowman, T",1983,2,6,"Brazil","Bahia","Valença","Litoral Sul, Km 9 da estrada Valença/Guaibim",-39.066667,-13.366667,"Ramos escandentes. Folhas discolores com face inferior pálida. Pedúnculos e receptáculos ferrugíneos. Frutos imaturos verde-brilhantes.","BRA:UFBA:ALCB:0000017561",NA,"Ocotea deflexa Rohwer"
"9",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","30986","Ocotea deflexa Rohwer",NA,"Lauraceae","Ocotea","deflexa","Rohwer","J. G. Rohwer",NA,NA,"1489",NA,"A. M. de Carvalho",1983,2,6,"Brazil","Bahia","VALENÇA","Km 9 Estr. p/ Guaibim.",NA,NA,"Ambiente: Restinga. Habito: Árvore sem medida","BRA:CEPLAC:CEPEC:0000030986",NA,"Ocotea deflexa Rohwer"
"10",NA,"UEFS","HUEFS","5958","Ocotea deflexa Rohwer",NA,"Lauraceae","Ocotea","deflexa","Rohwer","P.L.R.Moraes","2008-06-01T00:00:00.000+0000",NA,"1489",NA,"Carvalho, A.M.de",1983,2,6,"Brazil","Bahia","Valença",NA,NA,NA,NA,"BRA:UEFS:HUEFS:0000005958",NA,"Ocotea deflexa Rohwer"
