"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","fieldNumber","comments"
"43","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","57763","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff",NA,NA,NA,"s.n.","Mike Hopkins",1976,7,5,"Brazil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, Estrada Manaus-Itacoatiara, km 26, Reserva Florestal Ducke",-59.97,-2.883333,NA,"urn:catalog:inpa:herbarium:88292",NA,"Mezilaurus duckei subsp. van-der Werff",NA,NA,NA
"44","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","42213","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff","Werff, H.H. van der","1992-01-01T00:00:00.000+0000",NA,"INPA42213","Mike Hopkins",1973,9,18,"Brazil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke",-59.97,-2.883333,NA,"urn:catalog:inpa:herbarium:26965",NA,"Mezilaurus duckei subsp. van-der Werff",NA,NA,NA
"45","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","39659","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff",NA,NA,NA,"9150","Mike Hopkins",1972,11,NA,"Brazil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke",-59.97,-2.883333,NA,"urn:catalog:inpa:herbarium:163865",NA,"Mezilaurus duckei subsp. van-der Werff",NA,NA,NA
"46","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","21164","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff","Werff, H.H. van der","1992-01-01T00:00:00.000+0000",NA,"INPA21164","Mike Hopkins",1968,2,22,"Brazil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke",-59.97,-2.883333,NA,"urn:catalog:inpa:herbarium:28829",NA,"Mezilaurus duckei subsp. van-der Werff",NA,NA,NA
"47",NA,"UNICAMP","UEC","28647","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff","Baitello, J.B.","1989-01-16T00:00:00.000+0000","ISOTYPE","98","Aluisio, J.",1968,8,21,"Brazil","Amazonas",NA,"Reserva Florestal Ducke, mata de terra firme, solo argiloso.",0,0,"Árvore de 20m de altura x 30cm de diâmetro, flores esverdeadas. Itauba-abacate","BRA:UNICAMP:UEC:0000028647",NA,"Mezilaurus duckei subsp. van-der Werff",NA,NA,NA
"48","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","21374","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff","Silva, M.F. da","1987-08-01T00:00:00.000+0000",NA,"98","Mike Hopkins",1968,8,21,"Brazil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke. Mata de terra firme, solo argiloso.",-59.97,-2.883333,NA,"urn:catalog:inpa:herbarium:190622",NA,"Mezilaurus duckei subsp. van-der Werff",NA,NA,NA
"49",NA,"US","Botany","2920756","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff",NA,NA,"HOLOTYPE","98","J. Aleusio",1968,8,21,"Brazil","Amazonas",NA,"Reserva Florestal Ducke.",NA,NA,NA,"http://n2t.net/ark:/65665/3cd520451-54cd-4c27-989c-423dbbb70cd4",NA,"Mezilaurus duckei subsp. van-der Werff",NA,NA,NA
"50","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","17233","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff",NA,NA,NA,"7873","Mike Hopkins",1966,5,26,"Brazil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke",-59.97,-2.883333,NA,"urn:catalog:inpa:herbarium:162696",NA,"Mezilaurus duckei subsp. van-der Werff",NA,NA,NA
"51","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","17590","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff",NA,NA,NA,"8203","Mike Hopkins",1966,7,29,"Brazil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke",-59.97,-2.883333,NA,"urn:catalog:inpa:herbarium:163003",NA,"Mezilaurus duckei subsp. van-der Werff",NA,NA,NA
"52",NA,"NY","NY","01172038","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff","H. H. van der Werff","1987-01-01T00:00:00.000+0000",NA,"8203","W. A. Rodrigues",1966,7,29,"Brazil","Amazonas",NA,"Reserva Florestal Ducke.",-59.928188,-2.95487,NA,"ed37de96-ab13-4f98-ab88-4b30dd45d3e9",NA,"Mezilaurus duckei subsp. van-der Werff",NA,NA,NA
"53","2015-11-02T11:53:00.000+0000","MO","MO","100873319","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff","H. van der Werff (MO)",NA,NA,"Rodrigues 6943","William A. Rodrigues|Dionizio F. Coêlho",1965,5,26,"Brazil","Amazonas",NA,"AM10, km 138; Estrada Manaus-Itacoatiara, km 138.",NA,NA,NA,"urn:catalog:MO:Tropicos:100873319","http://www.tropicos.org/Specimen/100873319","Mezilaurus duckei subsp. van-der Werff",NA,NA,NA
"54","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","15496","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff",NA,NA,NA,"6943","Mike Hopkins",1965,5,26,"Brazil","Amazonas",NA,"AM10, km 138., Estrada Manaus-Itacoatiara, km 138",NA,NA,NA,"urn:catalog:inpa:herbarium:161918",NA,"Mezilaurus duckei subsp. van-der Werff",NA,NA,NA
"55","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","15701","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff",NA,NA,NA,"7039","Mike Hopkins",1965,8,25,"Brazil","Amazonas",NA,"AM10, km 73., Estrada Manaus-Itacoatiara, km 73",NA,NA,NA,"urn:catalog:inpa:herbarium:162003",NA,"Mezilaurus duckei subsp. van-der Werff",NA,NA,NA
"56",NA,"USP","SPFW","4881","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff","Serviço Florestal",NA,NA,NA,"Sem coletor",NA,NA,NA,"Brazil","Pará",NA,NA,NA,NA,"Ministério da Agricultura, Serviço Florestal, Seção de Tecnologia","BRA:USP:SPFW:0000004881",NA,"Mezilaurus duckei subsp. van-der Werff",NA,NA,NA
"57",NA,"ICN","COL","267721","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff","H. van der Werff","1988-01-01T00:00:00.000+0000","PARATYPE","8203","SIN",NA,NA,NA,NA,NA,NA,".",NA,NA,NA,"5ed9dfd2-25e7-11e3-add6-000c29c9b582",NA,"Mezilaurus duckei subsp. van-der Werff",NA,NA,NA
"58","2003-12-03T00:00:00.000+0000","RMCA-Metafro-Infosys","Xylarium","S07986","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mezilaurus duckei subsp. van-der Werff",NA,NA,NA
